6.8057 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
6.8067 	INFO 	Loaded monitor calibration from ['2025_03_11 15:24']
7.5068 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000247BCD354B0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000247BCD35450>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000247C6BE7100>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.5069 	EXP 	window1: backgroundImage = ''
7.5069 	EXP 	window1: backgroundFit = 'none'
7.5137 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.5145 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.5152 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.5162 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.5172 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.5177 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.5185 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.5205 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.5209 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.5213 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.5221 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.5229 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.5236 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.5244 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
