LoopName,thisN,thisTrialN,thisRepN,px1,px2,px3,px4,py1,py2,py3,py4,key_resp_4.keys,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,key_resp_4.rt,key_resp_4.duration,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,loop_1.thisRepN,loop_1.thisTrialN,loop_1.thisN,loop_1.thisIndex,loop_2.thisRepN,loop_2.thisTrialN,loop_2.thisN,loop_2.thisIndex,loop_3.thisRepN,loop_3.thisTrialN,loop_3.thisN,loop_3.thisIndex,loop_4.thisRepN,loop_4.thisTrialN,loop_4.thisN,loop_4.thisIndex,loop_5.thisRepN,loop_5.thisTrialN,loop_5.thisN,loop_5.thisIndex,loop_6.thisRepN,loop_6.thisTrialN,loop_6.thisN,loop_6.thisIndex,loop_7.thisRepN,loop_7.thisTrialN,loop_7.thisN,loop_7.thisIndex,loop_8.thisRepN,loop_8.thisTrialN,loop_8.thisN,loop_8.thisIndex,loop_9.thisRepN,loop_9.thisTrialN,loop_9.thisN,loop_9.thisIndex,loop_10.thisRepN,loop_10.thisTrialN,loop_10.thisN,loop_10.thisIndex,loop_11.thisRepN,loop_11.thisTrialN,loop_11.thisN,loop_11.thisIndex,loop_12.thisRepN,loop_12.thisTrialN,loop_12.thisN,loop_12.thisIndex,thisRow.t,notes,codigo.started,codigo.stopped,trial_3.started,image_5.started,image_6.started,polygon_3.started,key_resp_4.started,trial_3.stopped,loop_5.key_resp_4.keys,trial_4.started,image_7.started,image_8.started,polygon_4.started,key_resp_5.started,image_7.stopped,image_8.stopped,polygon_4.stopped,key_resp_5.stopped,trial_4.stopped,loop_5.key_resp_5.keys,image_5.stopped,image_6.stopped,polygon_3.stopped,key_resp_4.stopped,loop_5.key_resp_5.rt,loop_5.key_resp_5.duration,loop_5.key_resp_4.rt,loop_5.key_resp_4.duration,_intertrial_interval_.started,polygon_5.started,_intertrial_interval_.stopped,trial.started,image.started,image_2.started,polygon.started,key_resp_2.started,trial.stopped,loop_4.key_resp_2.keys,loop_4.key_resp_2.rt,loop_4.key_resp_2.duration,trial_2.started,image_3.started,image_4.started,polygon_2.started,key_resp_3.started,trial_2.stopped,loop_4.key_resp_3.keys,loop_4.key_resp_3.rt,loop_4.key_resp_3.duration,image.stopped,image_2.stopped,polygon.stopped,key_resp_2.stopped,image_3.stopped,image_4.stopped,polygon_2.stopped,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Estimulo_5,20,20,0,2.39999999999999,-2.39999999999999,2.39999999999999,-2.39999999999999,2.2,-2.2,-2.2,2.2,None,None,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.043199100000038,,,,12.029769699999974,12.043199100000038,12.043199100000038,12.043199100000038,12.043199100000038,12.329113900000038,None,12.329367299999944,12.343225200000006,12.343225200000006,12.343225200000006,12.343225200000006,12.643297399999938,12.643297399999938,12.643297399999938,12.643297399999938,12.629207500000007,None,12.343225200000006,12.343225200000006,12.343225200000006,12.343225200000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145689,001,2025-03-26_15h27.49.202,Estimulo_ICE,2024.2.4,60.03071171209716,2025-03-26 15h28.12.315012 -0300,
Estimulo_5,21,21,0,2.29999999999999,-2.29999999999999,2.29999999999999,-2.29999999999999,2.2,-2.2,-2.2,2.2,None,None,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.643297399999938,,,,12.629578199999969,12.643297399999938,12.643297399999938,12.643297399999938,12.643297399999938,12.92914189999999,None,12.929403500000035,12.94314810000003,12.94314810000003,12.94314810000003,12.94314810000003,13.243916300000024,13.243916300000024,13.243916300000024,13.243916300000024,13.229138499999976,None,12.94314810000003,12.94314810000003,12.94314810000003,12.94314810000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145689,001,2025-03-26_15h27.49.202,Estimulo_ICE,2024.2.4,60.03071171209716,2025-03-26 15h28.12.315012 -0300,
Estimulo_5,22,22,0,2.19999999999999,-2.19999999999999,2.19999999999999,-2.19999999999999,2.2,-2.2,-2.2,2.2,None,None,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.243916300000024,,,,13.229487199999994,13.243916300000024,13.243916300000024,13.243916300000024,13.243916300000024,13.531134899999984,None,13.531553599999938,13.54353059999994,13.54353059999994,13.54353059999994,13.54353059999994,,,,,13.82919579999998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145689,001,2025-03-26_15h27.49.202,Estimulo_ICE,2024.2.4,60.03071171209716,2025-03-26 15h28.12.315012 -0300,
Estimulo_5,23,23,0,2.09999999999999,-2.09999999999999,2.09999999999999,-2.09999999999999,2.2,-2.2,-2.2,2.2,None,None,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.843057700000031,,,,13.829587199999992,13.843057700000031,13.843057700000031,13.843057700000031,13.843057700000031,14.133377099999962,None,14.133980999999949,14.1449791,14.1449791,14.1449791,14.1449791,,,,,14.429477399999996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145689,001,2025-03-26_15h27.49.202,Estimulo_ICE,2024.2.4,60.03071171209716,2025-03-26 15h28.12.315012 -0300,
Estimulo_5,24,24,0,1.99999999999999,-1.99999999999999,1.99999999999999,-1.99999999999999,2.2,-2.2,-2.2,2.2,None,None,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.443267699999979,,,,14.42985079999994,14.443267699999979,14.443267699999979,14.443267699999979,14.443267699999979,14.729227300000048,None,14.729488299999957,14.743272199999979,14.743272199999979,14.743272199999979,14.743272199999979,,,,,15.029171499999961,None,14.743272199999979,14.743272199999979,14.743272199999979,14.743272199999979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145689,001,2025-03-26_15h27.49.202,Estimulo_ICE,2024.2.4,60.03071171209716,2025-03-26 15h28.12.315012 -0300,
Estimulo_5,25,25,0,1.89999999999999,-1.89999999999999,1.89999999999999,-1.89999999999999,2.2,-2.2,-2.2,2.2,None,None,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.043139499999938,,,,15.029524700000024,15.043139499999938,15.043139499999938,15.043139499999938,15.043139499999938,15.329211299999997,None,15.32947349999995,15.343378799999982,15.343378799999982,15.343378799999982,15.343378799999982,15.643228199999953,15.643228199999953,15.643228199999953,15.643228199999953,15.629176400000006,None,15.343378799999982,15.343378799999982,15.343378799999982,15.343378799999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145689,001,2025-03-26_15h27.49.202,Estimulo_ICE,2024.2.4,60.03071171209716,2025-03-26 15h28.12.315012 -0300,
Estimulo_5,26,26,0,1.79999999999999,-1.79999999999999,1.79999999999999,-1.79999999999999,2.2,-2.2,-2.2,2.2,None,None,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.643228199999953,,,,15.629502399999978,15.643228199999953,15.643228199999953,15.643228199999953,15.643228199999953,15.929277699999943,None,15.929543399999943,15.943290700000034,15.943290700000034,15.943290700000034,15.943290700000034,16.243341299999997,16.243341299999997,16.243341299999997,16.243341299999997,16.229194300000017,None,15.943290700000034,15.943290700000034,15.943290700000034,15.943290700000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145689,001,2025-03-26_15h27.49.202,Estimulo_ICE,2024.2.4,60.03071171209716,2025-03-26 15h28.12.315012 -0300,
Estimulo_5,27,27,0,1.69999999999999,-1.69999999999999,1.69999999999999,-1.69999999999999,2.2,-2.2,-2.2,2.2,None,None,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.243341299999997,,,,16.22956499999998,16.243341299999997,16.243341299999997,16.243341299999997,16.243341299999997,16.536952199999973,None,16.537822900000037,16.560872000000018,16.560872000000018,16.560872000000018,16.560872000000018,,,,,16.8321909,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145689,001,2025-03-26_15h27.49.202,Estimulo_ICE,2024.2.4,60.03071171209716,2025-03-26 15h28.12.315012 -0300,
Estimulo_5,28,28,0,1.59999999999999,-1.59999999999999,1.59999999999999,-1.59999999999999,2.2,-2.2,-2.2,2.2,None,None,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.844274199999973,,,,16.832911999999965,16.844274199999973,16.844274199999973,16.844274199999973,16.844274199999973,17.13208069999996,None,17.132593499999984,17.14425259999996,17.14425259999996,17.14425259999996,17.14425259999996,,,,,17.42956939999999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145689,001,2025-03-26_15h27.49.202,Estimulo_ICE,2024.2.4,60.03071171209716,2025-03-26 15h28.12.315012 -0300,
Estimulo_5,29,29,0,1.49999999999999,-1.49999999999998,1.49999999999999,-1.49999999999998,2.2,-2.2,-2.2,2.2,None,None,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.44348130000003,,,,17.430016000000023,17.44348130000003,17.44348130000003,17.44348130000003,17.44348130000003,17.718129299999987,None,17.71877459999996,17.72811139999999,17.72811139999999,17.72811139999999,17.72811139999999,18.02970140000002,18.02970140000002,18.02970140000002,18.02970140000002,18.017637499999978,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145689,001,2025-03-26_15h27.49.202,Estimulo_ICE,2024.2.4,60.03071171209716,2025-03-26 15h28.12.315012 -0300,
Estimulo_5,30,30,0,1.39999999999999,-1.39999999999998,1.39999999999999,-1.39999999999998,2.2,-2.2,-2.2,2.2,None,None,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.02970140000002,,,,18.018564399999946,18.045736000000034,18.045736000000034,18.045736000000034,18.045736000000034,18.330334799999946,None,18.330704699999956,18.343795999999998,18.343795999999998,18.343795999999998,18.343795999999998,,,,,18.630257599999936,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145689,001,2025-03-26_15h27.49.202,Estimulo_ICE,2024.2.4,60.03071171209716,2025-03-26 15h28.12.315012 -0300,
Estimulo_5,31,31,0,1.29999999999999,-1.29999999999998,1.29999999999999,-1.29999999999998,2.2,-2.2,-2.2,2.2,None,None,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.643857600000047,,,,18.63079019999998,18.643857600000047,18.643857600000047,18.643857600000047,18.643857600000047,18.9291647,None,18.929425299999934,18.9432276,18.9432276,18.9432276,18.9432276,19.24320399999999,19.24320399999999,19.24320399999999,19.24320399999999,19.229228799999987,None,18.9432276,18.9432276,18.9432276,18.9432276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145689,001,2025-03-26_15h27.49.202,Estimulo_ICE,2024.2.4,60.03071171209716,2025-03-26 15h28.12.315012 -0300,
Estimulo_5,32,32,0,1.19999999999999,-1.19999999999998,1.19999999999999,-1.19999999999998,2.2,-2.2,-2.2,2.2,None,None,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.24320399999999,,,,19.229600900000037,19.24320399999999,19.24320399999999,19.24320399999999,19.24320399999999,19.52897489999998,None,19.529211099999998,19.54298129999995,19.54298129999995,19.54298129999995,19.54298129999995,19.843237199999976,19.843237199999976,19.843237199999976,19.843237199999976,19.829244700000004,None,19.54298129999995,19.54298129999995,19.54298129999995,19.54298129999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145689,001,2025-03-26_15h27.49.202,Estimulo_ICE,2024.2.4,60.03071171209716,2025-03-26 15h28.12.315012 -0300,
Estimulo_5,33,33,0,1.09999999999999,-1.09999999999998,1.09999999999999,-1.09999999999998,2.2,-2.2,-2.2,2.2,None,None,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.843237199999976,,,,19.829619999999977,19.843237199999976,19.843237199999976,19.843237199999976,19.843237199999976,20.12925949999999,None,20.129521899999986,20.143357400000014,20.143357400000014,20.143357400000014,20.143357400000014,20.526104000000032,20.526104000000032,20.526104000000032,20.526104000000032,20.42917620000003,None,20.143357400000014,20.143357400000014,20.143357400000014,20.143357400000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145689,001,2025-03-26_15h27.49.202,Estimulo_ICE,2024.2.4,60.03071171209716,2025-03-26 15h28.12.315012 -0300,
Estimulo_5,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.51924729999996,20.526104000000032,21.93224239999995,,,,,,,,,,,,,,,,,,,,,,,,,,,145689,001,2025-03-26_15h27.49.202,Estimulo_ICE,2024.2.4,60.03071171209716,2025-03-26 15h28.12.315012 -0300,
Estimulo_4,0,0,0,2.2,-2.2,-2.2,2.2,1.09999999999998,-1.09999999999998,1.09999999999998,-1.09999999999998,,,,,,,['right'],[0.14940080000008038],[None],None,,,0,1,1,3,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.00945109999998,,21.932485499999984,21.933140699999967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.995389000000046,22.00945109999998,22.00945109999998,22.00945109999998,22.00945109999998,22.251284800000008,['right'],[0.14940080000008038],[None],22.252077399999962,22.262241399999994,22.262241399999994,22.262241399999994,22.262241399999994,22.54820989999996,None,,,,,,,,,,,145689,001,2025-03-26_15h27.49.202,Estimulo_ICE,2024.2.4,60.03071171209716,2025-03-26 15h28.12.315012 -0300,
Estimulo_4,1,1,0,2.2,-2.2,-2.2,2.2,1.19999999999998,-1.19999999999998,1.19999999999998,-1.19999999999998,,,,,,,None,,,None,,,0,1,1,3,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.560706099999948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.548939700000005,22.560706099999948,22.560706099999948,22.560706099999948,22.560706099999948,22.845537300000046,None,,,22.845785399999954,22.85991709999996,22.85991709999996,22.85991709999996,22.85991709999996,23.145325999999955,None,,,,,,,,,,,145689,001,2025-03-26_15h27.49.202,Estimulo_ICE,2024.2.4,60.03071171209716,2025-03-26 15h28.12.315012 -0300,
Estimulo_4,2,2,0,2.2,-2.2,-2.2,2.2,1.29999999999998,-1.29999999999998,1.29999999999998,-1.29999999999998,,,,,,,['right'],[0.06350789999999051],[0.07939759999999296],['right'],[0.05844230000002426],[0.09634549999998399],0,1,1,3,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.159707600000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.145694299999946,23.159707600000047,23.159707600000047,23.159707600000047,23.159707600000047,23.433350099999984,['right'],[0.06350789999999051],[0.07939759999999296],23.434023199999956,23.444667299999992,23.444667299999992,23.444667299999992,23.444667299999992,23.73375759999999,['right'],[0.05844230000002426],[0.09634549999998399],,,,,,,,,145689,001,2025-03-26_15h27.49.202,Estimulo_ICE,2024.2.4,60.03071171209716,2025-03-26 15h28.12.315012 -0300,
Estimulo_4,3,3,0,2.2,-2.2,-2.2,2.2,1.39999999999998,-1.39999999999998,1.39999999999998,-1.39999999999998,,,,,,,None,,,['right'],[0.04391770000006545],[0.07974369999999453],0,1,1,3,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.744645799999944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.734755899999982,23.744645799999944,23.744645799999944,23.744645799999944,23.744645799999944,24.031558399999994,None,,,24.03197620000003,24.043827999999962,24.043827999999962,24.043827999999962,24.043827999999962,24.329276299999947,['right'],[0.04391770000006545],[0.07974369999999453],24.043827999999962,24.043827999999962,24.043827999999962,24.043827999999962,24.343055400000026,24.343055400000026,24.343055400000026,24.343055400000026,145689,001,2025-03-26_15h27.49.202,Estimulo_ICE,2024.2.4,60.03071171209716,2025-03-26 15h28.12.315012 -0300,
Estimulo_4,4,4,0,2.2,-2.2,-2.2,2.2,1.49999999999998,-1.49999999999998,1.49999999999998,-1.49999999999998,,,,,,,None,,,None,,,0,1,1,3,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.343055400000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.32970469999998,24.343055400000026,24.343055400000026,24.343055400000026,24.343055400000026,24.630055999999968,None,,,24.63040209999997,24.643459000000007,24.643459000000007,24.643459000000007,24.643459000000007,24.929185500000017,None,,,24.643459000000007,24.643459000000007,24.643459000000007,24.643459000000007,24.94325040000001,24.94325040000001,24.94325040000001,24.94325040000001,145689,001,2025-03-26_15h27.49.202,Estimulo_ICE,2024.2.4,60.03071171209716,2025-03-26 15h28.12.315012 -0300,
Estimulo_4,5,5,0,2.2,-2.2,-2.2,2.2,1.59999999999998,-1.59999999999998,1.59999999999998,-1.59999999999998,,,,,,,None,,,None,,,0,1,1,3,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.94325040000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.929567799999973,24.94325040000001,24.94325040000001,24.94325040000001,24.94325040000001,25.229121299999974,None,,,25.229391899999996,25.243183000000045,25.243183000000045,25.243183000000045,25.243183000000045,25.52914050000004,None,,,25.243183000000045,25.243183000000045,25.243183000000045,25.243183000000045,25.543071899999973,25.543071899999973,25.543071899999973,25.543071899999973,145689,001,2025-03-26_15h27.49.202,Estimulo_ICE,2024.2.4,60.03071171209716,2025-03-26 15h28.12.315012 -0300,
,6,6,0,2.2,-2.2,-2.2,2.2,1.69999999999998,-1.69999999999998,1.69999999999998,-1.69999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.543071899999973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.52952700000003,25.543071899999973,25.543071899999973,25.543071899999973,25.543071899999973,25.833741400000008,None,,,25.83435069999996,25.844339600000012,25.844339600000012,25.844339600000012,25.844339600000012,,,,,25.844339600000012,25.844339600000012,25.844339600000012,25.844339600000012,,,,,,,,,,,,
