LoopName,thisN,thisTrialN,thisRepN,px1,px2,px3,px4,py1,py2,py3,py4,key_resp_6.keys,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,key_resp_6.rt,key_resp_6.duration,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,loop_1.thisRepN,loop_1.thisTrialN,loop_1.thisN,loop_1.thisIndex,loop_2.thisRepN,loop_2.thisTrialN,loop_2.thisN,loop_2.thisIndex,loop_3.thisRepN,loop_3.thisTrialN,loop_3.thisN,loop_3.thisIndex,loop_4.thisRepN,loop_4.thisTrialN,loop_4.thisN,loop_4.thisIndex,loop_5.thisRepN,loop_5.thisTrialN,loop_5.thisN,loop_5.thisIndex,loop_6.thisRepN,loop_6.thisTrialN,loop_6.thisN,loop_6.thisIndex,loop_7.thisRepN,loop_7.thisTrialN,loop_7.thisN,loop_7.thisIndex,loop_8.thisRepN,loop_8.thisTrialN,loop_8.thisN,loop_8.thisIndex,loop_9.thisRepN,loop_9.thisTrialN,loop_9.thisN,loop_9.thisIndex,loop_10.thisRepN,loop_10.thisTrialN,loop_10.thisN,loop_10.thisIndex,loop_11.thisRepN,loop_11.thisTrialN,loop_11.thisN,loop_11.thisIndex,loop_12.thisRepN,loop_12.thisTrialN,loop_12.thisN,loop_12.thisIndex,thisRow.t,notes,salvar.started,salvar.stopped,codigo.started,codigo.stopped,trial_5.started,image_9.started,polygon_6.started,image_10.started,key_resp_6.started,text_5.started,trial_5.stopped,loop_12.key_resp_6.keys,trial_6.started,image_11.started,image_12.started,polygon_7.started,key_resp_7.started,text_6.started,trial_6.stopped,loop_12.key_resp_7.keys,loop_12.key_resp_7.rt,loop_12.key_resp_7.duration,loop_12.key_resp_6.rt,loop_12.key_resp_6.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Estimulo_12,10,10,0,2.2,-2.2,-2.2,2.2,2.09999999999998,-2.09999999999998,2.09999999999998,-2.09999999999998,None,['up'],[0.2781828999998197],[None],,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,6.045536699999957,,,,,,6.031558700000005,6.045536699999957,6.045536699999957,6.045536699999957,6.045536699999957,6.045536699999957,6.331420600000001,None,6.331672499999968,6.34565449999991,6.34565449999991,6.34565449999991,6.34565449999991,6.34565449999991,6.631251300000031,['up'],[0.2781828999998197],[None],,,034268,001,2025-03-26_15h38.28.027,Estimulo_ICE,2024.2.4,60.01727297113522,2025-03-26 15h38.33.944943 -0300,
Estimulo_12,11,11,0,2.2,-2.2,-2.2,2.2,2.19999999999998,-2.19999999999998,2.19999999999998,-2.19999999999998,None,"['up', 'up']","[0.27853030000005674, 0.21810709999999744]","[0.13541060000011385, None]",,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,6.645712799999956,,,,,,6.631613499999958,6.645712799999956,6.645712799999956,6.645712799999956,6.645712799999956,6.645712799999956,6.931136199999855,None,6.931380499999932,6.945894499999895,6.945894499999895,6.945894499999895,6.945894499999895,6.945894499999895,7.231351599999925,"['up', 'up']","[0.27853030000005674, 0.21810709999999744]","[0.13541060000011385, None]",,,034268,001,2025-03-26_15h38.28.027,Estimulo_ICE,2024.2.4,60.01727297113522,2025-03-26 15h38.33.944943 -0300,
Estimulo_12,12,12,0,2.2,-2.2,-2.2,2.2,2.29999999999998,-2.29999999999998,2.29999999999998,-2.29999999999998,['up'],None,,,[0.1266573000000335],[0.10379839999995966],0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,7.245685200000025,,,,,,7.231741800000009,7.245685200000025,7.245685200000025,7.245685200000025,7.245685200000025,7.245685200000025,7.531165699999974,['up'],7.531448099999807,7.545509699999911,7.545509699999911,7.545509699999911,7.545509699999911,7.545509699999911,7.831092299999909,None,,,[0.1266573000000335],[0.10379839999995966],034268,001,2025-03-26_15h38.28.027,Estimulo_ICE,2024.2.4,60.01727297113522,2025-03-26 15h38.33.944943 -0300,
Estimulo_12,13,13,0,2.2,-2.2,-2.2,2.2,2.39999999999998,-2.39999999999998,2.39999999999998,-2.39999999999998,['up'],['right'],[0.2103242999999111],[None],[0.25460709999993014],[None],0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,7.845636399999876,,,,,,7.8314541999998255,7.845636399999876,7.845636399999876,7.845636399999876,7.845636399999876,7.845636399999876,8.131230699999833,['up'],8.131526099999974,8.14562039999987,8.14562039999987,8.14562039999987,8.14562039999987,8.14562039999987,8.431407199999967,['right'],[0.2103242999999111],[None],[0.25460709999993014],[None],034268,001,2025-03-26_15h38.28.027,Estimulo_ICE,2024.2.4,60.01727297113522,2025-03-26 15h38.33.944943 -0300,
Estimulo_12,14,14,0,2.2,-2.2,-2.2,2.2,2.49999999999998,-2.49999999999998,2.49999999999998,-2.49999999999998,"['right', 'up']",['right'],[0.1547405000001163],[None],"[0.08640700000000834, 0.10237550000010742]","[0.055425700000114375, None]",0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,8.44595379999987,,,,,,8.431826000000001,8.44595379999987,8.44595379999987,8.44595379999987,8.44595379999987,8.44595379999987,8.731491000000005,"['right', 'up']",8.731800099999873,8.745701800000006,8.745701800000006,8.745701800000006,8.745701800000006,8.745701800000006,9.031859799999893,['right'],[0.1547405000001163],[None],"[0.08640700000000834, 0.10237550000010742]","[0.055425700000114375, None]",034268,001,2025-03-26_15h38.28.027,Estimulo_ICE,2024.2.4,60.01727297113522,2025-03-26 15h38.33.944943 -0300,
Estimulo_12,15,15,0,2.2,-2.2,-2.2,2.2,2.59999999999998,-2.59999999999998,2.59999999999998,-2.59999999999998,['up'],['right'],[0.07292260000008355],[None],[0.13437539999995352],[None],0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,9.045736099999885,,,,,,9.03230869999993,9.045736099999885,9.045736099999885,9.045736099999885,9.045736099999885,9.045736099999885,9.335710199999994,['up'],9.33637039999985,9.347220799999832,9.347220799999832,9.347220799999832,9.347220799999832,9.347220799999832,9.631186099999923,['right'],[0.07292260000008355],[None],[0.13437539999995352],[None],034268,001,2025-03-26_15h38.28.027,Estimulo_ICE,2024.2.4,60.01727297113522,2025-03-26 15h38.33.944943 -0300,
Estimulo_12,16,16,0,2.2,-2.2,-2.2,2.2,2.69999999999998,-2.69999999999998,2.69999999999998,-2.69999999999998,"['up', 'right']",['up'],[0.0904400000001715],[0.10413129999983539],"[-0.002200700000003053, 0.222759300000007]","[0.13585349999993923, None]",0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,9.645979299999908,,,,,,9.631607099999883,9.645979299999908,9.645979299999908,9.645979299999908,9.645979299999908,9.645979299999908,9.931197599999905,"['up', 'right']",9.931458499999962,9.94584339999983,9.94584339999983,9.94584339999983,9.94584339999983,9.94584339999983,10.23125129999994,['up'],[0.0904400000001715],[0.10413129999983539],"[-0.002200700000003053, 0.222759300000007]","[0.13585349999993923, None]",034268,001,2025-03-26_15h38.28.027,Estimulo_ICE,2024.2.4,60.01727297113522,2025-03-26 15h38.33.944943 -0300,
Estimulo_12,17,17,0,2.2,-2.2,-2.2,2.2,2.79999999999998,-2.79999999999998,2.79999999999998,-2.79999999999998,"['right', 'up']","['right', 'up', 'up']","[0.0021921000000020285, 0.010775400000056834, 0.13832189999993716]","[0.03234429999997701, 0.11157170000001315, 0.07209320000015396]","[0.2745051000001695, 0.11901850000003833]","[0.1675327999998899, 0.12758800000005976]",0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,10.245592600000009,,,,,,10.231634399999848,10.245592600000009,10.245592600000009,10.245592600000009,10.245592600000009,10.245592600000009,10.531354199999896,"['right', 'up']",10.53163829999994,10.545611999999892,10.545611999999892,10.545611999999892,10.545611999999892,10.545611999999892,10.83111329999997,"['right', 'up', 'up']","[0.0021921000000020285, 0.010775400000056834, 0.13832189999993716]","[0.03234429999997701, 0.11157170000001315, 0.07209320000015396]","[0.2745051000001695, 0.11901850000003833]","[0.1675327999998899, 0.12758800000005976]",034268,001,2025-03-26_15h38.28.027,Estimulo_ICE,2024.2.4,60.01727297113522,2025-03-26 15h38.33.944943 -0300,
Estimulo_12,18,18,0,2.2,-2.2,-2.2,2.2,2.89999999999998,-2.89999999999998,2.89999999999998,-2.89999999999998,['right'],['up'],[0.20238610000001245],[None],[0.014415599999892947],[0.14442270000017743],0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,10.84563409999987,,,,,,10.831544699999995,10.84563409999987,10.84563409999987,10.84563409999987,10.84563409999987,10.84563409999987,11.131125699999984,['right'],11.131401399999959,11.145794399999886,11.145794399999886,11.145794399999886,11.145794399999886,11.145794399999886,11.434026399999993,['up'],[0.20238610000001245],[None],[0.014415599999892947],[0.14442270000017743],034268,001,2025-03-26_15h38.28.027,Estimulo_ICE,2024.2.4,60.01727297113522,2025-03-26 15h38.33.944943 -0300,
Estimulo_12,19,19,0,2.2,-2.2,-2.2,2.2,2.99999999999998,-2.99999999999998,2.99999999999998,-2.99999999999998,['right'],None,,,[0.1025198999998338],[0.11145810000016354],0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,11.445833600000014,,,,,,11.434535099999948,11.445833600000014,11.445833600000014,11.445833600000014,11.445833600000014,11.445833600000014,11.732407799999919,['right'],11.732772599999862,11.745938799999976,11.745938799999976,11.745938799999976,11.745938799999976,11.745938799999976,12.031103299999813,None,,,[0.1025198999998338],[0.11145810000016354],034268,001,2025-03-26_15h38.28.027,Estimulo_ICE,2024.2.4,60.01727297113522,2025-03-26 15h38.33.944943 -0300,
Estimulo_12,20,20,0,2.2,-2.2,-2.2,2.2,3.09999999999998,-3.09999999999998,3.09999999999998,-3.09999999999998,None,None,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,20,12.045618399999967,,,,,,12.031493999999839,12.045618399999967,12.045618399999967,12.045618399999967,12.045618399999967,12.045618399999967,12.33120289999988,None,12.3314519999999,12.345742499999915,12.345742499999915,12.345742499999915,12.345742499999915,12.345742499999915,12.631227599999875,None,,,,,034268,001,2025-03-26_15h38.28.027,Estimulo_ICE,2024.2.4,60.01727297113522,2025-03-26 15h38.33.944943 -0300,
Estimulo_12,21,21,0,2.2,-2.2,-2.2,2.2,3.19999999999998,-3.19999999999998,3.19999999999998,-3.19999999999998,None,None,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,21,12.645443499999828,,,,,,12.631587299999865,12.645443499999828,12.645443499999828,12.645443499999828,12.645443499999828,12.645443499999828,12.93117099999995,None,12.931415300000026,12.94581889999995,12.94581889999995,12.94581889999995,12.94581889999995,12.94581889999995,13.227467699999806,None,,,,,034268,001,2025-03-26_15h38.28.027,Estimulo_ICE,2024.2.4,60.01727297113522,2025-03-26 15h38.33.944943 -0300,
Estimulo_12,22,22,0,2.2,-2.2,-2.2,2.2,3.29999999999998,-3.29999999999998,3.29999999999998,-3.29999999999998,['right'],None,,,[0.25200410000002194],[None],0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,22,13.2487114999999,,,,,,13.229300799999919,13.2487114999999,13.2487114999999,13.2487114999999,13.2487114999999,13.2487114999999,13.531170999999858,['right'],13.531450399999812,13.545536699999957,13.545536699999957,13.545536699999957,13.545536699999957,13.545536699999957,13.831252999999833,None,,,[0.25200410000002194],[None],034268,001,2025-03-26_15h38.28.027,Estimulo_ICE,2024.2.4,60.01727297113522,2025-03-26 15h38.33.944943 -0300,
Estimulo_12,23,23,0,2.2,-2.2,-2.2,2.2,3.39999999999998,-3.39999999999998,3.39999999999998,-3.39999999999998,None,['right'],[-0.01363679999985834],[0.12024989999986246],,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,23,13.845712399999911,,,,,,13.831640099999959,13.845712399999911,13.845712399999911,13.845712399999911,13.845712399999911,13.845712399999911,14.131331799999998,None,14.131588599999986,14.14559949999989,14.14559949999989,14.14559949999989,14.14559949999989,14.14559949999989,14.431309800000008,['right'],[-0.01363679999985834],[0.12024989999986246],,,034268,001,2025-03-26_15h38.28.027,Estimulo_ICE,2024.2.4,60.01727297113522,2025-03-26 15h38.33.944943 -0300,
Estimulo_12,24,24,0,2.2,-2.2,-2.2,2.2,3.49999999999998,-3.49999999999998,3.49999999999998,-3.49999999999998,['right'],['right'],[0.01793150000003152],[0.16834959999982857],[-0.008988699999918026],[0.09567540000011832],0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,24,14.445826099999977,,,,,,14.43169439999997,14.445826099999977,14.445826099999977,14.445826099999977,14.445826099999977,14.445826099999977,14.730933599999844,['right'],14.731208100000003,14.745701800000006,14.745701800000006,14.745701800000006,14.745701800000006,14.745701800000006,15.030933399999867,['right'],[0.01793150000003152],[0.16834959999982857],[-0.008988699999918026],[0.09567540000011832],034268,001,2025-03-26_15h38.28.027,Estimulo_ICE,2024.2.4,60.01727297113522,2025-03-26 15h38.33.944943 -0300,
Estimulo_12,25,25,0,2.2,-2.2,-2.2,2.2,3.59999999999998,-3.59999999999998,3.59999999999998,-3.59999999999998,['right'],['right'],[0.15430269999978918],[None],[0.07921250000003965],[0.159536499999831],0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,25,15.045383399999992,,,,,,15.031314699999939,15.045383399999992,15.045383399999992,15.045383399999992,15.045383399999992,15.045383399999992,15.331007099999852,['right'],15.331266700000015,15.345705499999895,15.345705499999895,15.345705499999895,15.345705499999895,15.345705499999895,15.631238699999813,['right'],[0.15430269999978918],[None],[0.07921250000003965],[0.159536499999831],034268,001,2025-03-26_15h38.28.027,Estimulo_ICE,2024.2.4,60.01727297113522,2025-03-26 15h38.33.944943 -0300,
Estimulo_12,26,26,0,2.2,-2.2,-2.2,2.2,3.69999999999998,-3.69999999999998,3.69999999999998,-3.69999999999998,['right'],None,,,[0.222804700000097],[None],0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,26,15.645535099999961,,,,,,15.63165089999984,15.645535099999961,15.645535099999961,15.645535099999961,15.645535099999961,15.645535099999961,15.933957599999985,['right'],15.934296199999835,15.945806599999969,15.945806599999969,15.945806599999969,15.945806599999969,15.945806599999969,16.23181169999998,None,,,[0.222804700000097],[None],034268,001,2025-03-26_15h38.28.027,Estimulo_ICE,2024.2.4,60.01727297113522,2025-03-26 15h38.33.944943 -0300,
Estimulo_12,27,27,0,2.2,-2.2,-2.2,2.2,3.79999999999998,-3.79999999999998,3.79999999999998,-3.79999999999998,None,None,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,27,16.24583319999988,,,,,,16.232265499999812,16.24583319999988,16.24583319999988,16.24583319999988,16.24583319999988,16.24583319999988,16.531855699999824,None,16.532175499999994,16.545660999999882,16.545660999999882,16.545660999999882,16.545660999999882,16.545660999999882,16.831404799999973,None,,,,,034268,001,2025-03-26_15h38.28.027,Estimulo_ICE,2024.2.4,60.01727297113522,2025-03-26 15h38.33.944943 -0300,
Estimulo_12,28,28,0,2.2,-2.2,-2.2,2.2,3.89999999999998,-3.89999999999998,3.89999999999998,-3.89999999999998,None,None,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,28,16.84557309999991,,,,,,16.831774499999938,16.84557309999991,16.84557309999991,16.84557309999991,16.84557309999991,16.84557309999991,17.13130389999992,None,17.13156059999983,17.145508999999947,17.145508999999947,17.145508999999947,17.145508999999947,17.145508999999947,17.431027500000027,None,,,,,034268,001,2025-03-26_15h38.28.027,Estimulo_ICE,2024.2.4,60.01727297113522,2025-03-26 15h38.33.944943 -0300,
Estimulo_12,29,29,0,2.2,-2.2,-2.2,2.2,3.99999999999998,-3.99999999999998,3.99999999999998,-3.99999999999998,None,"['right', 'right']","[0.026261700000077326, 0.21903120000001763]","[0.08080039999981636, None]",,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,29,17.445400199999995,,,,,,17.4313717,17.445400199999995,17.445400199999995,17.445400199999995,17.445400199999995,17.445400199999995,17.731101399999943,None,17.731343999999808,17.745475899999974,17.745475899999974,17.745475899999974,17.745475899999974,17.745475899999974,18.031075699999974,"['right', 'right']","[0.026261700000077326, 0.21903120000001763]","[0.08080039999981636, None]",,,034268,001,2025-03-26_15h38.28.027,Estimulo_ICE,2024.2.4,60.01727297113522,2025-03-26 15h38.33.944943 -0300,
Estimulo_12,30,30,0,2.2,-2.2,-2.2,2.2,4.09999999999998,-4.09999999999998,4.09999999999998,-4.09999999999998,['right'],"['right', 'right']","[0.06621340000015152, 0.24285070000019005]","[0.07278589999987162, None]",[0.21432600000002822],[None],0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,30,30,18.045735199999854,,,,,,18.03144629999997,18.045735199999854,18.045735199999854,18.045735199999854,18.045735199999854,18.045735199999854,18.331177499999967,['right'],18.3314691999999,18.345472399999835,18.345472399999835,18.345472399999835,18.345472399999835,18.345472399999835,18.631379999999808,"['right', 'right']","[0.06621340000015152, 0.24285070000019005]","[0.07278589999987162, None]",[0.21432600000002822],[None],034268,001,2025-03-26_15h38.28.027,Estimulo_ICE,2024.2.4,60.01727297113522,2025-03-26 15h38.33.944943 -0300,
