LoopName,thisN,thisTrialN,thisRepN,px1,px2,px3,px4,py1,py2,py3,py4,key_resp_6.keys,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,key_resp_6.rt,key_resp_6.duration,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,loop_1.thisRepN,loop_1.thisTrialN,loop_1.thisN,loop_1.thisIndex,loop_2.thisRepN,loop_2.thisTrialN,loop_2.thisN,loop_2.thisIndex,loop_3.thisRepN,loop_3.thisTrialN,loop_3.thisN,loop_3.thisIndex,loop_4.thisRepN,loop_4.thisTrialN,loop_4.thisN,loop_4.thisIndex,loop_5.thisRepN,loop_5.thisTrialN,loop_5.thisN,loop_5.thisIndex,loop_6.thisRepN,loop_6.thisTrialN,loop_6.thisN,loop_6.thisIndex,loop_7.thisRepN,loop_7.thisTrialN,loop_7.thisN,loop_7.thisIndex,loop_8.thisRepN,loop_8.thisTrialN,loop_8.thisN,loop_8.thisIndex,loop_9.thisRepN,loop_9.thisTrialN,loop_9.thisN,loop_9.thisIndex,loop_10.thisRepN,loop_10.thisTrialN,loop_10.thisN,loop_10.thisIndex,loop_11.thisRepN,loop_11.thisTrialN,loop_11.thisN,loop_11.thisIndex,loop_12.thisRepN,loop_12.thisTrialN,loop_12.thisN,loop_12.thisIndex,thisRow.t,notes,salvar.started,salvar.stopped,codigo.started,codigo.stopped,trial_5.started,image_9.started,polygon_6.started,image_10.started,key_resp_6.started,text_5.started,trial_5.stopped,loop_12.key_resp_6.keys,trial_6.started,image_11.started,image_12.started,polygon_7.started,key_resp_7.started,text_6.started,trial_6.stopped,loop_12.key_resp_7.keys,loop_12.key_resp_7.rt,loop_12.key_resp_7.duration,loop_12.key_resp_6.rt,loop_12.key_resp_6.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016547199999877193,0.017042499999888605,,,,,,,,,,,,,,,,,,,,,,,034268,001,2025-03-26_15h38.28.027,Estimulo_ICE,2024.2.4,60.01727297113522,2025-03-26 15h38.33.944943 -0300,
Estimulo_12,0,0,0,2.2,-2.2,-2.2,2.2,1.09999999999998,-1.09999999999998,1.09999999999998,-1.09999999999998,None,None,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.3136422999998558,,,,0.023694699999850855,0.02403269999990698,0.2313825999999608,0.3136422999998558,0.3136422999998558,0.3136422999998558,0.3136422999998558,0.3136422999998558,0.3320755999998255,None,0.33230639999987943,0.41260289999991073,0.41260289999991073,0.41260289999991073,0.41260289999991073,0.41260289999991073,0.6314290000000256,None,,,,,034268,001,2025-03-26_15h38.28.027,Estimulo_ICE,2024.2.4,60.01727297113522,2025-03-26 15h38.33.944943 -0300,
Estimulo_12,1,1,0,2.2,-2.2,-2.2,2.2,1.19999999999998,-1.19999999999998,1.19999999999998,-1.19999999999998,None,None,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0.6456788999998935,,,,,,0.6318127999998069,0.6456788999998935,0.6456788999998935,0.6456788999998935,0.6456788999998935,0.6456788999998935,0.931507799999963,None,0.9317424999999275,0.945670199999995,0.945670199999995,0.945670199999995,0.945670199999995,0.945670199999995,1.2311793999999736,None,,,,,034268,001,2025-03-26_15h38.28.027,Estimulo_ICE,2024.2.4,60.01727297113522,2025-03-26 15h38.33.944943 -0300,
Estimulo_12,2,2,0,2.2,-2.2,-2.2,2.2,1.29999999999998,-1.29999999999998,1.29999999999998,-1.29999999999998,None,None,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1.2459367999999813,,,,,,1.2315260999998827,1.2459367999999813,1.2459367999999813,1.2459367999999813,1.2459367999999813,1.2459367999999813,1.5311529999999038,None,1.5313959999998588,1.5454534999998941,1.5454534999998941,1.5454534999998941,1.5454534999998941,1.5454534999998941,1.8315436999998838,None,,,,,034268,001,2025-03-26_15h38.28.027,Estimulo_ICE,2024.2.4,60.01727297113522,2025-03-26 15h38.33.944943 -0300,
Estimulo_12,3,3,0,2.2,-2.2,-2.2,2.2,1.39999999999998,-1.39999999999998,1.39999999999998,-1.39999999999998,None,['right'],[0.25950639999996383],[None],,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1.8457043999999314,,,,,,1.8318805999999768,1.8457043999999314,1.8457043999999314,1.8457043999999314,1.8457043999999314,1.8457043999999314,2.13143429999991,None,2.1317203999999492,2.145594299999857,2.145594299999857,2.145594299999857,2.145594299999857,2.145594299999857,2.431695799999943,['right'],[0.25950639999996383],[None],,,034268,001,2025-03-26_15h38.28.027,Estimulo_ICE,2024.2.4,60.01727297113522,2025-03-26 15h38.33.944943 -0300,
Estimulo_12,4,4,0,2.2,-2.2,-2.2,2.2,1.49999999999998,-1.49999999999998,1.49999999999998,-1.49999999999998,None,None,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,2.445902699999806,,,,,,2.4321149999998397,2.445902699999806,2.445902699999806,2.445902699999806,2.445902699999806,2.445902699999806,2.7312542999998186,None,2.731514099999913,2.745714899999939,2.745714899999939,2.745714899999939,2.745714899999939,2.745714899999939,3.0311488999998346,None,,,,,034268,001,2025-03-26_15h38.28.027,Estimulo_ICE,2024.2.4,60.01727297113522,2025-03-26 15h38.33.944943 -0300,
Estimulo_12,5,5,0,2.2,-2.2,-2.2,2.2,1.59999999999998,-1.59999999999998,1.59999999999998,-1.59999999999998,None,None,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,3.045769500000006,,,,,,3.031492500000013,3.045769500000006,3.045769500000006,3.045769500000006,3.045769500000006,3.045769500000006,3.3313115999999354,None,3.3315536999998585,3.3456079999998565,3.3456079999998565,3.3456079999998565,3.3456079999998565,3.3456079999998565,3.6312860999998975,None,,,,,034268,001,2025-03-26_15h38.28.027,Estimulo_ICE,2024.2.4,60.01727297113522,2025-03-26 15h38.33.944943 -0300,
Estimulo_12,6,6,0,2.2,-2.2,-2.2,2.2,1.69999999999998,-1.69999999999998,1.69999999999998,-1.69999999999998,['right'],None,,,[0.1582719000000452],[None],0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,3.6456312999998772,,,,,,3.6316306999999597,3.6456312999998772,3.6456312999998772,3.6456312999998772,3.6456312999998772,3.6456312999998772,3.9313626999999087,['right'],3.9316707999998926,3.945521799999824,3.945521799999824,3.945521799999824,3.945521799999824,3.945521799999824,4.231246699999929,None,,,[0.1582719000000452],[None],034268,001,2025-03-26_15h38.28.027,Estimulo_ICE,2024.2.4,60.01727297113522,2025-03-26 15h38.33.944943 -0300,
Estimulo_12,7,7,0,2.2,-2.2,-2.2,2.2,1.79999999999998,-1.79999999999998,1.79999999999998,-1.79999999999998,None,None,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,4.2460501999999,,,,,,4.231624399999873,4.2460501999999,4.2460501999999,4.2460501999999,4.2460501999999,4.2460501999999,4.531248499999947,None,4.531488500000023,4.545828399999891,4.545828399999891,4.545828399999891,4.545828399999891,4.545828399999891,4.831130599999824,None,,,,,034268,001,2025-03-26_15h38.28.027,Estimulo_ICE,2024.2.4,60.01727297113522,2025-03-26 15h38.33.944943 -0300,
Estimulo_12,8,8,0,2.2,-2.2,-2.2,2.2,1.89999999999998,-1.89999999999998,1.89999999999998,-1.89999999999998,None,None,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,4.8454488999998375,,,,,,4.831480699999929,4.8454488999998375,4.8454488999998375,4.8454488999998375,4.8454488999998375,4.8454488999998375,5.131270200000017,None,5.131504799999902,5.145884000000024,5.145884000000024,5.145884000000024,5.145884000000024,5.145884000000024,5.430996699999923,None,,,,,034268,001,2025-03-26_15h38.28.027,Estimulo_ICE,2024.2.4,60.01727297113522,2025-03-26 15h38.33.944943 -0300,
Estimulo_12,9,9,0,2.2,-2.2,-2.2,2.2,1.99999999999998,-1.99999999999998,1.99999999999998,-1.99999999999998,None,['right'],[0.018334699999968507],[None],,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,5.44556620000003,,,,,,5.431335399999853,5.44556620000003,5.44556620000003,5.44556620000003,5.44556620000003,5.44556620000003,5.731736299999966,None,5.731976499999973,5.745744899999863,5.745744899999863,5.745744899999863,5.745744899999863,5.745744899999863,6.0311669000000165,['right'],[0.018334699999968507],[None],,,034268,001,2025-03-26_15h38.28.027,Estimulo_ICE,2024.2.4,60.01727297113522,2025-03-26 15h38.33.944943 -0300,
