LoopName,thisN,thisTrialN,thisRepN,px1,px2,px3,px4,py1,py2,py3,py4,key_resp_6.keys,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,key_resp_6.rt,key_resp_6.duration,key_resp_4.keys,key_resp_5.keys,key_resp_4.rt,key_resp_4.duration,key_resp_5.rt,key_resp_5.duration,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,loop_1.thisRepN,loop_1.thisTrialN,loop_1.thisN,loop_1.thisIndex,loop_2.thisRepN,loop_2.thisTrialN,loop_2.thisN,loop_2.thisIndex,loop_3.thisRepN,loop_3.thisTrialN,loop_3.thisN,loop_3.thisIndex,loop_4.thisRepN,loop_4.thisTrialN,loop_4.thisN,loop_4.thisIndex,loop_5.thisRepN,loop_5.thisTrialN,loop_5.thisN,loop_5.thisIndex,loop_6.thisRepN,loop_6.thisTrialN,loop_6.thisN,loop_6.thisIndex,loop_7.thisRepN,loop_7.thisTrialN,loop_7.thisN,loop_7.thisIndex,loop_8.thisRepN,loop_8.thisTrialN,loop_8.thisN,loop_8.thisIndex,loop_9.thisRepN,loop_9.thisTrialN,loop_9.thisN,loop_9.thisIndex,loop_10.thisRepN,loop_10.thisTrialN,loop_10.thisN,loop_10.thisIndex,loop_11.thisRepN,loop_11.thisTrialN,loop_11.thisN,loop_11.thisIndex,loop_12.thisRepN,loop_12.thisTrialN,loop_12.thisN,loop_12.thisIndex,thisRow.t,notes,codigo.started,codigo.stopped,trial_5.started,image_9.started,polygon_6.started,image_10.started,key_resp_6.started,trial_5.stopped,loop_12.key_resp_6.keys,trial_6.started,image_11.started,image_12.started,polygon_7.started,key_resp_7.started,trial_6.stopped,loop_12.key_resp_7.keys,loop_12.key_resp_7.rt,loop_12.key_resp_7.duration,loop_12.key_resp_6.rt,loop_12.key_resp_6.duration,_intertrial_interval_.started,polygon_5.started,_intertrial_interval_.stopped,trial_3.started,image_5.started,image_6.started,polygon_3.started,key_resp_4.started,trial_3.stopped,loop_5.key_resp_4.keys,trial_4.started,image_7.started,image_8.started,polygon_4.started,key_resp_5.started,trial_4.stopped,loop_5.key_resp_5.keys,image_7.stopped,image_8.stopped,polygon_4.stopped,key_resp_5.stopped,image_5.stopped,image_6.stopped,polygon_3.stopped,key_resp_4.stopped,loop_5.key_resp_4.rt,loop_5.key_resp_4.duration,loop_5.key_resp_5.rt,loop_5.key_resp_5.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Estimulo_12,10,10,0,2.2,-2.2,-2.2,2.2,2.09999999999998,-2.09999999999998,2.09999999999998,-2.09999999999998,['right'],None,,,[0.26068560000021535],[None],,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,6.038397600000053,,,,6.016145600000073,6.038397600000053,6.038397600000053,6.038397600000053,6.038397600000053,6.326459300000124,['right'],6.32713230000013,6.33774510000012,6.33774510000012,6.33774510000012,6.33774510000012,6.626342400000112,None,,,[0.26068560000021535],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169506,001,2025-03-24_16h06.14.759,Estimulo_ICE,2024.2.4,60.05338746139349,2025-03-24 16h06.29.871999 -0300,
Estimulo_12,11,11,0,2.2,-2.2,-2.2,2.2,2.19999999999998,-2.19999999999998,2.19999999999998,-2.19999999999998,None,None,,,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,6.637671600000203,,,,6.6272246000000905,6.637671600000203,6.637671600000203,6.637671600000203,6.637671600000203,6.921853600000077,None,6.922101200000043,6.936141000000134,6.936141000000134,6.936141000000134,6.936141000000134,7.222110600000178,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169506,001,2025-03-24_16h06.14.759,Estimulo_ICE,2024.2.4,60.05338746139349,2025-03-24 16h06.29.871999 -0300,
Estimulo_12,12,12,0,2.2,-2.2,-2.2,2.2,2.29999999999998,-2.29999999999998,2.29999999999998,-2.29999999999998,['right'],['right'],[0.1313350000000355],[None],[0.2831097000000682],[0.2077156999998806],,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,7.236258900000166,,,,7.22246640000003,7.236258900000166,7.236258900000166,7.236258900000166,7.236258900000166,7.521632500000123,['right'],7.52190470000005,7.536269400000037,7.536269400000037,7.536269400000037,7.536269400000037,7.821655200000123,['right'],[0.1313350000000355],[None],[0.2831097000000682],[0.2077156999998806],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169506,001,2025-03-24_16h06.14.759,Estimulo_ICE,2024.2.4,60.05338746139349,2025-03-24 16h06.29.871999 -0300,
Estimulo_12,13,13,0,2.2,-2.2,-2.2,2.2,2.39999999999998,-2.39999999999998,2.39999999999998,-2.39999999999998,None,['right'],[-0.007217999999966196],[0.22441059999982826],,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,7.836316100000204,,,,7.82203410000011,7.836316100000204,7.836316100000204,7.836316100000204,7.836316100000204,8.12655800000016,None,8.127183000000059,8.137490500000013,8.137490500000013,8.137490500000013,8.137490500000013,8.42172770000002,['right'],[-0.007217999999966196],[0.22441059999982826],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169506,001,2025-03-24_16h06.14.759,Estimulo_ICE,2024.2.4,60.05338746139349,2025-03-24 16h06.29.871999 -0300,
Estimulo_12,14,14,0,2.2,-2.2,-2.2,2.2,2.49999999999998,-2.49999999999998,2.49999999999998,-2.49999999999998,None,['right'],[0.0498806999999033],[None],,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,8.436236100000087,,,,8.422111700000187,8.436236100000087,8.436236100000087,8.436236100000087,8.436236100000087,8.723332500000197,None,8.723709800000051,8.73673040000017,8.73673040000017,8.73673040000017,8.73673040000017,9.021848300000102,['right'],[0.0498806999999033],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169506,001,2025-03-24_16h06.14.759,Estimulo_ICE,2024.2.4,60.05338746139349,2025-03-24 16h06.29.871999 -0300,
Estimulo_12,15,15,0,2.2,-2.2,-2.2,2.2,2.59999999999998,-2.59999999999998,2.59999999999998,-2.59999999999998,None,None,,,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,9.03640930000006,,,,9.022230200000195,9.03640930000006,9.03640930000006,9.03640930000006,9.03640930000006,9.32172370000012,None,9.321972500000129,9.336263500000086,9.336263500000086,9.336263500000086,9.336263500000086,9.621827100000019,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169506,001,2025-03-24_16h06.14.759,Estimulo_ICE,2024.2.4,60.05338746139349,2025-03-24 16h06.29.871999 -0300,
Estimulo_12,16,16,0,2.2,-2.2,-2.2,2.2,2.69999999999998,-2.69999999999998,2.69999999999998,-2.69999999999998,['right'],None,,,[0.20750280000015664],[None],,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,9.636077700000214,,,,9.622181000000182,9.636077700000214,9.636077700000214,9.636077700000214,9.636077700000214,9.92172050000022,['right'],9.922000600000047,9.936075800000026,9.936075800000026,9.936075800000026,9.936075800000026,10.221698900000092,None,,,[0.20750280000015664],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169506,001,2025-03-24_16h06.14.759,Estimulo_ICE,2024.2.4,60.05338746139349,2025-03-24 16h06.29.871999 -0300,
Estimulo_12,17,17,0,2.2,-2.2,-2.2,2.2,2.79999999999998,-2.79999999999998,2.79999999999998,-2.79999999999998,None,None,,,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,10.236258100000214,,,,10.222055800000135,10.236258100000214,10.236258100000214,10.236258100000214,10.236258100000214,10.52169310000022,None,10.521942200000012,10.536088400000153,10.536088400000153,10.536088400000153,10.536088400000153,10.822767200000044,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169506,001,2025-03-24_16h06.14.759,Estimulo_ICE,2024.2.4,60.05338746139349,2025-03-24 16h06.29.871999 -0300,
Estimulo_12,18,18,0,2.2,-2.2,-2.2,2.2,2.89999999999998,-2.89999999999998,2.89999999999998,-2.89999999999998,None,None,,,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,10.836270700000114,,,,10.823257000000012,10.836270700000114,10.836270700000114,10.836270700000114,10.836270700000114,11.122832000000017,None,11.123170100000152,11.136485400000083,11.136485400000083,11.136485400000083,11.136485400000083,11.421767600000067,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169506,001,2025-03-24_16h06.14.759,Estimulo_ICE,2024.2.4,60.05338746139349,2025-03-24 16h06.29.871999 -0300,
Estimulo_12,19,19,0,2.2,-2.2,-2.2,2.2,2.99999999999998,-2.99999999999998,2.99999999999998,-2.99999999999998,None,None,,,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,11.436234200000172,,,,11.422122000000172,11.436234200000172,11.436234200000172,11.436234200000172,11.436234200000172,11.721781700000065,None,11.722031100000095,11.73619860000008,11.73619860000008,11.73619860000008,11.73619860000008,12.021909300000061,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169506,001,2025-03-24_16h06.14.759,Estimulo_ICE,2024.2.4,60.05338746139349,2025-03-24 16h06.29.871999 -0300,
Estimulo_12,20,20,0,2.2,-2.2,-2.2,2.2,3.09999999999998,-3.09999999999998,3.09999999999998,-3.09999999999998,None,None,,,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,20,12.036247500000172,,,,12.022265900000093,12.036247500000172,12.036247500000172,12.036247500000172,12.036247500000172,12.312163100000134,None,12.312941000000137,12.321795700000166,12.321795700000166,12.321795700000166,12.321795700000166,12.623125600000094,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169506,001,2025-03-24_16h06.14.759,Estimulo_ICE,2024.2.4,60.05338746139349,2025-03-24 16h06.29.871999 -0300,
Estimulo_12,21,21,0,2.2,-2.2,-2.2,2.2,3.19999999999998,-3.19999999999998,3.19999999999998,-3.19999999999998,None,None,,,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,21,12.636690300000055,,,,12.623641700000007,12.636690300000055,12.636690300000055,12.636690300000055,12.636690300000055,12.921640700000125,None,12.921889100000044,12.93620830000009,12.93620830000009,12.93620830000009,12.93620830000009,13.226548600000115,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169506,001,2025-03-24_16h06.14.759,Estimulo_ICE,2024.2.4,60.05338746139349,2025-03-24 16h06.29.871999 -0300,
Estimulo_12,22,22,0,2.2,-2.2,-2.2,2.2,3.29999999999998,-3.29999999999998,3.29999999999998,-3.29999999999998,None,None,,,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,22,13.236725800000158,,,,13.227420200000097,13.236725800000158,13.236725800000158,13.236725800000158,13.236725800000158,13.523459900000034,None,13.523856200000182,13.5367447000001,13.5367447000001,13.5367447000001,13.5367447000001,13.823602500000106,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169506,001,2025-03-24_16h06.14.759,Estimulo_ICE,2024.2.4,60.05338746139349,2025-03-24 16h06.29.871999 -0300,
Estimulo_12,23,23,0,2.2,-2.2,-2.2,2.2,3.39999999999998,-3.39999999999998,3.39999999999998,-3.39999999999998,None,None,,,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,23,13.836232400000199,,,,13.824173100000053,13.836232400000199,13.836232400000199,13.836232400000199,13.836232400000199,14.121807500000159,None,14.122063800000205,14.136212800000067,14.136212800000067,14.136212800000067,14.136212800000067,14.421770800000104,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169506,001,2025-03-24_16h06.14.759,Estimulo_ICE,2024.2.4,60.05338746139349,2025-03-24 16h06.29.871999 -0300,
Estimulo_12,24,24,0,2.2,-2.2,-2.2,2.2,3.49999999999998,-3.49999999999998,3.49999999999998,-3.49999999999998,None,None,,,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,24,14.43630260000009,,,,14.42213340000012,14.43630260000009,14.43630260000009,14.43630260000009,14.43630260000009,14.721650600000203,None,14.721907300000112,14.73633430000018,14.73633430000018,14.73633430000018,14.73633430000018,15.021828500000083,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169506,001,2025-03-24_16h06.14.759,Estimulo_ICE,2024.2.4,60.05338746139349,2025-03-24 16h06.29.871999 -0300,
Estimulo_12,25,25,0,2.2,-2.2,-2.2,2.2,3.59999999999998,-3.59999999999998,3.59999999999998,-3.59999999999998,None,None,,,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,25,15.036226500000112,,,,15.022189300000036,15.036226500000112,15.036226500000112,15.036226500000112,15.036226500000112,15.321704500000124,None,15.321958800000175,15.336225100000092,15.336225100000092,15.336225100000092,15.336225100000092,15.621938,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169506,001,2025-03-24_16h06.14.759,Estimulo_ICE,2024.2.4,60.05338746139349,2025-03-24 16h06.29.871999 -0300,
Estimulo_12,26,26,0,2.2,-2.2,-2.2,2.2,3.69999999999998,-3.69999999999998,3.69999999999998,-3.69999999999998,None,None,,,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,26,15.636278700000048,,,,15.622332600000163,15.636278700000048,15.636278700000048,15.636278700000048,15.636278700000048,15.922151300000223,None,15.922426600000108,15.93627840000022,15.93627840000022,15.93627840000022,15.93627840000022,16.223274300000185,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169506,001,2025-03-24_16h06.14.759,Estimulo_ICE,2024.2.4,60.05338746139349,2025-03-24 16h06.29.871999 -0300,
Estimulo_12,27,27,0,2.2,-2.2,-2.2,2.2,3.79999999999998,-3.79999999999998,3.79999999999998,-3.79999999999998,None,None,,,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,27,16.236608500000102,,,,16.22387700000013,16.236608500000102,16.236608500000102,16.236608500000102,16.236608500000102,16.52180290000001,None,16.522050900000067,16.53632810000022,16.53632810000022,16.53632810000022,16.53632810000022,16.821724800000084,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169506,001,2025-03-24_16h06.14.759,Estimulo_ICE,2024.2.4,60.05338746139349,2025-03-24 16h06.29.871999 -0300,
Estimulo_12,28,28,0,2.2,-2.2,-2.2,2.2,3.89999999999998,-3.89999999999998,3.89999999999998,-3.89999999999998,None,None,,,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,28,16.836039000000028,,,,16.8220838000002,16.836039000000028,16.836039000000028,16.836039000000028,16.836039000000028,17.121743600000173,None,17.12199270000019,17.136224700000184,17.136224700000184,17.136224700000184,17.136224700000184,17.421758700000055,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169506,001,2025-03-24_16h06.14.759,Estimulo_ICE,2024.2.4,60.05338746139349,2025-03-24 16h06.29.871999 -0300,
Estimulo_12,29,29,0,2.2,-2.2,-2.2,2.2,3.99999999999998,-3.99999999999998,3.99999999999998,-3.99999999999998,None,None,,,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,29,17.436080700000048,,,,17.422115100000156,17.436080700000048,17.436080700000048,17.436080700000048,17.436080700000048,17.72149870000021,None,17.721736700000065,17.736206500000208,17.736206500000208,17.736206500000208,17.736206500000208,18.02173720000019,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169506,001,2025-03-24_16h06.14.759,Estimulo_ICE,2024.2.4,60.05338746139349,2025-03-24 16h06.29.871999 -0300,
Estimulo_12,30,30,0,2.2,-2.2,-2.2,2.2,4.09999999999998,-4.09999999999998,4.09999999999998,-4.09999999999998,None,None,,,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,30,30,18.036259400000063,,,,18.022099000000026,18.036259400000063,18.036259400000063,18.036259400000063,18.036259400000063,18.323900000000094,None,18.324325500000214,18.33672730000012,18.33672730000012,18.33672730000012,18.33672730000012,18.624092100000098,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169506,001,2025-03-24_16h06.14.759,Estimulo_ICE,2024.2.4,60.05338746139349,2025-03-24 16h06.29.871999 -0300,
