LoopName,thisN,thisTrialN,thisRepN,px1,px2,px3,px4,py1,py2,py3,py4,key_resp_4.keys,key_resp_5.keys,key_resp_4.rt,key_resp_4.duration,key_resp_5.rt,key_resp_5.duration,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,loop_1.thisRepN,loop_1.thisTrialN,loop_1.thisN,loop_1.thisIndex,loop_2.thisRepN,loop_2.thisTrialN,loop_2.thisN,loop_2.thisIndex,loop_3.thisRepN,loop_3.thisTrialN,loop_3.thisN,loop_3.thisIndex,loop_4.thisRepN,loop_4.thisTrialN,loop_4.thisN,loop_4.thisIndex,loop_5.thisRepN,loop_5.thisTrialN,loop_5.thisN,loop_5.thisIndex,loop_6.thisRepN,loop_6.thisTrialN,loop_6.thisN,loop_6.thisIndex,loop_7.thisRepN,loop_7.thisTrialN,loop_7.thisN,loop_7.thisIndex,loop_8.thisRepN,loop_8.thisTrialN,loop_8.thisN,loop_8.thisIndex,loop_9.thisRepN,loop_9.thisTrialN,loop_9.thisN,loop_9.thisIndex,loop_10.thisRepN,loop_10.thisTrialN,loop_10.thisN,loop_10.thisIndex,loop_11.thisRepN,loop_11.thisTrialN,loop_11.thisN,loop_11.thisIndex,loop_12.thisRepN,loop_12.thisTrialN,loop_12.thisN,loop_12.thisIndex,thisRow.t,notes,salvar.started,salvar.stopped,codigo.started,codigo.stopped,trial_3.started,image_5.started,image_6.started,polygon_3.started,key_resp_4.started,text_3.started,trial_3.stopped,loop_7.key_resp_4.keys,trial_4.started,image_7.started,image_8.started,polygon_4.started,key_resp_5.started,text_4.started,image_7.stopped,image_8.stopped,polygon_4.stopped,key_resp_5.stopped,text_4.stopped,trial_4.stopped,loop_7.key_resp_5.keys,image_5.stopped,image_6.stopped,polygon_3.stopped,key_resp_4.stopped,text_3.stopped,loop_7.key_resp_4.rt,loop_7.key_resp_4.duration,_intertrial_interval_.started,polygon_5.started,_intertrial_interval_.stopped,loop_6.key_resp_4.keys,loop_6.key_resp_5.keys,loop_6.key_resp_5.rt,loop_6.key_resp_5.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016291399999772693,0.016649799999868264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500860,001,2025-03-26_15h57.44.587,Estimulo_ICE,2024.2.4,60.150846292379256,2025-03-26 15h57.48.387047 -0300,
Estimulo_7,0,0,0,2.2,-2.2,-2.2,2.2,4.4,-4.4,4.4,-4.4,None,None,,,,,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.21383179999975255,,,,0.021098199999869394,0.02136560000008103,0.14557079999985945,0.21383179999975255,0.21383179999975255,0.21383179999975255,0.21383179999975255,0.21383179999975255,0.317265099999986,None,0.31747889999996914,0.32981359999985216,0.32981359999985216,0.32981359999985216,0.32981359999985216,0.32981359999985216,0.6297429999999622,0.6297429999999622,0.6297429999999622,0.6297429999999622,0.6297429999999622,0.6167436999999154,None,,,,,,,,,,,,,,,500860,001,2025-03-26_15h57.44.587,Estimulo_ICE,2024.2.4,60.150846292379256,2025-03-26 15h57.48.387047 -0300,
Estimulo_7,1,1,0,2.2,-2.2,-2.2,2.2,4.3,-4.3,4.3,-4.3,None,None,,,,,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,0.6297429999999622,,,,,,0.6171102999996947,0.6297429999999622,0.6297429999999622,0.6297429999999622,0.6297429999999622,0.6297429999999622,0.9170036000000437,None,0.9172593999996934,0.9296182999996745,0.9296182999996745,0.9296182999996745,0.9296182999996745,0.9296182999996745,1.2297411999998076,1.2297411999998076,1.2297411999998076,1.2297411999998076,1.2297411999998076,1.2168830000000526,None,0.9296182999996745,0.9296182999996745,0.9296182999996745,0.9296182999996745,0.9296182999996745,,,,,,,,,,500860,001,2025-03-26_15h57.44.587,Estimulo_ICE,2024.2.4,60.150846292379256,2025-03-26 15h57.48.387047 -0300,
Estimulo_7,2,2,0,2.2,-2.2,-2.2,2.2,4.2,-4.2,4.2,-4.2,None,None,,,,,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,1.2297411999998076,,,,,,1.2172479000000749,1.2297411999998076,1.2297411999998076,1.2297411999998076,1.2297411999998076,1.2297411999998076,1.5168453999999656,None,1.5171000999998796,1.5297129999999015,1.5297129999999015,1.5297129999999015,1.5297129999999015,1.5297129999999015,1.8296479999999065,1.8296479999999065,1.8296479999999065,1.8296479999999065,1.8296479999999065,1.8167368999997962,None,1.5297129999999015,1.5297129999999015,1.5297129999999015,1.5297129999999015,1.5297129999999015,,,,,,,,,,500860,001,2025-03-26_15h57.44.587,Estimulo_ICE,2024.2.4,60.150846292379256,2025-03-26 15h57.48.387047 -0300,
Estimulo_7,3,3,0,2.2,-2.2,-2.2,2.2,4.1,-4.1,4.1,-4.1,None,None,,,,,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,1.8296479999999065,,,,,,1.8171012999996492,1.8296479999999065,1.8296479999999065,1.8296479999999065,1.8296479999999065,1.8296479999999065,2.116685499999676,None,2.1169393999998647,2.1297481999999945,2.1297481999999945,2.1297481999999945,2.1297481999999945,2.1297481999999945,2.429536199999802,2.429536199999802,2.429536199999802,2.429536199999802,2.429536199999802,2.416779299999689,None,2.1297481999999945,2.1297481999999945,2.1297481999999945,2.1297481999999945,2.1297481999999945,,,,,,,,,,500860,001,2025-03-26_15h57.44.587,Estimulo_ICE,2024.2.4,60.150846292379256,2025-03-26 15h57.48.387047 -0300,
Estimulo_7,4,4,0,2.2,-2.2,-2.2,2.2,4,-4,4,-4,None,None,,,,,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,2.429536199999802,,,,,,2.417144499999722,2.429536199999802,2.429536199999802,2.429536199999802,2.429536199999802,2.429536199999802,2.7168063999997685,None,2.717052799999692,2.7297309999999015,2.7297309999999015,2.7297309999999015,2.7297309999999015,2.7297309999999015,3.0297897000000376,3.0297897000000376,3.0297897000000376,3.0297897000000376,3.0297897000000376,3.0164473999998336,None,2.7297309999999015,2.7297309999999015,2.7297309999999015,2.7297309999999015,2.7297309999999015,,,,,,,,,,500860,001,2025-03-26_15h57.44.587,Estimulo_ICE,2024.2.4,60.150846292379256,2025-03-26 15h57.48.387047 -0300,
Estimulo_7,5,5,0,2.2,-2.2,-2.2,2.2,3.9,-3.9,3.9,-3.9,None,None,,,,,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,3.0297897000000376,,,,,,3.0167763999997987,3.0297897000000376,3.0297897000000376,3.0297897000000376,3.0297897000000376,3.0297897000000376,3.316903999999795,None,3.3171606999999312,3.329836200000045,3.329836200000045,3.329836200000045,3.329836200000045,3.329836200000045,3.6297208999999384,3.6297208999999384,3.6297208999999384,3.6297208999999384,3.6297208999999384,3.6168250999999145,None,3.329836200000045,3.329836200000045,3.329836200000045,3.329836200000045,3.329836200000045,,,,,,,,,,500860,001,2025-03-26_15h57.44.587,Estimulo_ICE,2024.2.4,60.150846292379256,2025-03-26 15h57.48.387047 -0300,
Estimulo_7,6,6,0,2.2,-2.2,-2.2,2.2,3.8,-3.8,3.8,-3.8,None,None,,,,,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,3.6297208999999384,,,,,,3.6171896000000743,3.6297208999999384,3.6297208999999384,3.6297208999999384,3.6297208999999384,3.6297208999999384,3.916815399999905,None,3.9170622999999978,3.929682999999841,3.929682999999841,3.929682999999841,3.929682999999841,3.929682999999841,4.2297803999999815,4.2297803999999815,4.2297803999999815,4.2297803999999815,4.2297803999999815,4.216858599999796,None,3.929682999999841,3.929682999999841,3.929682999999841,3.929682999999841,3.929682999999841,,,,,,,,,,500860,001,2025-03-26_15h57.44.587,Estimulo_ICE,2024.2.4,60.150846292379256,2025-03-26 15h57.48.387047 -0300,
Estimulo_7,7,7,0,2.2,-2.2,-2.2,2.2,3.7,-3.7,3.7,-3.7,None,None,,,,,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,4.2297803999999815,,,,,,4.217224199999691,4.2297803999999815,4.2297803999999815,4.2297803999999815,4.2297803999999815,4.2297803999999815,4.516890299999886,None,4.517148099999758,4.529848899999706,4.529848899999706,4.529848899999706,4.529848899999706,4.529848899999706,4.829726999999821,4.829726999999821,4.829726999999821,4.829726999999821,4.829726999999821,4.816677599999821,None,4.529848899999706,4.529848899999706,4.529848899999706,4.529848899999706,4.529848899999706,,,,,,,,,,500860,001,2025-03-26_15h57.44.587,Estimulo_ICE,2024.2.4,60.150846292379256,2025-03-26 15h57.48.387047 -0300,
Estimulo_7,8,8,0,2.2,-2.2,-2.2,2.2,3.6,-3.6,3.6,-3.6,None,None,,,,,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,4.829726999999821,,,,,,4.817003199999817,4.829726999999821,4.829726999999821,4.829726999999821,4.829726999999821,4.829726999999821,5.116911300000083,None,5.117166300000008,5.129718899999716,5.129718899999716,5.129718899999716,5.129718899999716,5.129718899999716,5.429581899999903,5.429581899999903,5.429581899999903,5.429581899999903,5.429581899999903,5.416829100000086,None,5.129718899999716,5.129718899999716,5.129718899999716,5.129718899999716,5.129718899999716,,,,,,,,,,500860,001,2025-03-26_15h57.44.587,Estimulo_ICE,2024.2.4,60.150846292379256,2025-03-26 15h57.48.387047 -0300,
