LoopName,thisN,thisTrialN,thisRepN,px1,px2,px3,px4,py1,py2,py3,py4,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,loop_1.thisRepN,loop_1.thisTrialN,loop_1.thisN,loop_1.thisIndex,loop_2.thisRepN,loop_2.thisTrialN,loop_2.thisN,loop_2.thisIndex,loop_3.thisRepN,loop_3.thisTrialN,loop_3.thisN,loop_3.thisIndex,loop_4.thisRepN,loop_4.thisTrialN,loop_4.thisN,loop_4.thisIndex,loop_5.thisRepN,loop_5.thisTrialN,loop_5.thisN,loop_5.thisIndex,loop_6.thisRepN,loop_6.thisTrialN,loop_6.thisN,loop_6.thisIndex,loop_7.thisRepN,loop_7.thisTrialN,loop_7.thisN,loop_7.thisIndex,loop_8.thisRepN,loop_8.thisTrialN,loop_8.thisN,loop_8.thisIndex,loop_9.thisRepN,loop_9.thisTrialN,loop_9.thisN,loop_9.thisIndex,loop_10.thisRepN,loop_10.thisTrialN,loop_10.thisN,loop_10.thisIndex,loop_11.thisRepN,loop_11.thisTrialN,loop_11.thisN,loop_11.thisIndex,loop_12.thisRepN,loop_12.thisTrialN,loop_12.thisN,loop_12.thisIndex,thisRow.t,notes,codigo.started,codigo.stopped,trial.started,image.started,image_2.started,polygon.started,trial.stopped,trial_2.started,image_3.started,image_4.started,polygon_2.started,trial_2.stopped,_intertrial_interval_.started,polygon_5.started,_intertrial_interval_.stopped,trial_3.started,image_5.started,image_6.started,polygon_3.started,trial_3.stopped,trial_4.started,image_7.started,image_8.started,polygon_4.started,image_7.stopped,image_8.stopped,polygon_4.stopped,trial_4.stopped,image_5.stopped,image_6.stopped,polygon_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Estimulo_2,10,10,0,2.1,-2.1,2.1,-2.1,2.2,-2.2,-2.2,2.2,0,0,0,2,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.045558000000256,,,,6.0322282000001906,6.045558000000256,6.045558000000256,6.045558000000256,6.331130100000337,6.3313634000001,6.34573760000012,6.34573760000012,6.34573760000012,6.631188199999997,,,,,,,,,,,,,,,,,,,,113546,001,2025-03-17_14h41.21.467,Estimulo_ICE,2024.2.4,60.02199205792184,2025-03-17 14h41.26.680100 -0300,
Estimulo_2,11,11,0,2.2,-2.2,2.2,-2.2,2.2,-2.2,-2.2,2.2,0,0,0,2,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.645552800000132,,,,6.631532100000186,6.645552800000132,6.645552800000132,6.645552800000132,6.931169700000282,6.931451400000242,6.945428200000151,6.945428200000151,6.945428200000151,7.2311070000000655,,,,,,,,,,,,,,,,,,,,113546,001,2025-03-17_14h41.21.467,Estimulo_ICE,2024.2.4,60.02199205792184,2025-03-17 14h41.26.680100 -0300,
Estimulo_2,12,12,0,2.3,-2.3,2.3,-2.3,2.2,-2.2,-2.2,2.2,0,0,0,2,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.245390500000212,,,,7.2314524000003075,7.245390500000212,7.245390500000212,7.245390500000212,7.531084400000054,7.531318400000146,7.545729700000265,7.545729700000265,7.545729700000265,7.831124600000294,,,,,,,,,,,,,,,,,,,,113546,001,2025-03-17_14h41.21.467,Estimulo_ICE,2024.2.4,60.02199205792184,2025-03-17 14h41.26.680100 -0300,
Estimulo_2,13,13,0,2.4,-2.4,2.4,-2.4,2.2,-2.2,-2.2,2.2,0,0,0,2,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.845274000000245,,,,7.831468500000028,7.845274000000245,7.845274000000245,7.845274000000245,8.130977900000289,8.131212700000106,8.145580299999892,8.145580299999892,8.145580299999892,8.43104190000031,,,,,,,,,,,,,,,,,,,,113546,001,2025-03-17_14h41.21.467,Estimulo_ICE,2024.2.4,60.02199205792184,2025-03-17 14h41.26.680100 -0300,
Estimulo_2,14,14,0,2.5,-2.5,2.5,-2.5,2.2,-2.2,-2.2,2.2,0,0,0,2,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.445663800000148,,,,8.431391200000235,8.445663800000148,8.445663800000148,8.445663800000148,8.731107699999939,8.731339700000262,8.74569509999992,8.74569509999992,8.74569509999992,9.031580900000336,,,,,,,,,,,,,,,,,,,,113546,001,2025-03-17_14h41.21.467,Estimulo_ICE,2024.2.4,60.02199205792184,2025-03-17 14h41.26.680100 -0300,
Estimulo_2,15,15,0,2.6,-2.6,2.6,-2.6,2.2,-2.2,-2.2,2.2,0,0,0,2,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.04537019999998,,,,9.03194880000001,9.04537019999998,9.04537019999998,9.04537019999998,9.330920500000047,9.331157699999949,9.345602300000337,9.345602300000337,9.345602300000337,9.631184600000324,,,,,,,,,,,,,,,,,,,,113546,001,2025-03-17_14h41.21.467,Estimulo_ICE,2024.2.4,60.02199205792184,2025-03-17 14h41.26.680100 -0300,
Estimulo_2,16,16,0,2.7,-2.7,2.7,-2.7,2.2,-2.2,-2.2,2.2,0,0,0,2,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.64552249999997,,,,9.631531300000006,9.64552249999997,9.64552249999997,9.64552249999997,9.930820600000061,9.931055500000184,9.945488900000328,9.945488900000328,9.945488900000328,10.231051300000217,,,,,,,,,,,,,,,,,,,,113546,001,2025-03-17_14h41.21.467,Estimulo_ICE,2024.2.4,60.02199205792184,2025-03-17 14h41.26.680100 -0300,
Estimulo_2,17,17,0,2.8,-2.8,2.8,-2.8,2.2,-2.2,-2.2,2.2,0,0,0,2,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.245568800000001,,,,10.231400399999984,10.245568800000001,10.245568800000001,10.245568800000001,10.53111250000029,10.531347900000128,10.545356999999967,10.545356999999967,10.545356999999967,10.830981699999938,,,,,,,,,,,,,,,,,,,,113546,001,2025-03-17_14h41.21.467,Estimulo_ICE,2024.2.4,60.02199205792184,2025-03-17 14h41.26.680100 -0300,
Estimulo_2,18,18,0,2.9,-2.9,2.9,-2.9,2.2,-2.2,-2.2,2.2,0,0,0,2,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.845532900000308,,,,10.831331700000192,10.845532900000308,10.845532900000308,10.845532900000308,11.131115300000147,11.131350099999963,11.145512500000223,11.145512500000223,11.145512500000223,11.431135600000289,,,,,,,,,,,,,,,,,,,,113546,001,2025-03-17_14h41.21.467,Estimulo_ICE,2024.2.4,60.02199205792184,2025-03-17 14h41.26.680100 -0300,
Estimulo_2,19,19,0,3,-3,3,-3,2.2,-2.2,-2.2,2.2,0,0,0,2,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.44546500000024,,,,11.431478100000277,11.44546500000024,11.44546500000024,11.44546500000024,11.731066600000304,11.731298800000332,11.745623700000124,11.745623700000124,11.745623700000124,12.03106680000019,,,,,,,,,,,,,,,,,,,,113546,001,2025-03-17_14h41.21.467,Estimulo_ICE,2024.2.4,60.02199205792184,2025-03-17 14h41.26.680100 -0300,
Estimulo_2,20,20,0,3.1,-3.1,3.1,-3.1,2.2,-2.2,-2.2,2.2,0,0,0,2,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.04585300000008,,,,12.031408700000156,12.04585300000008,12.04585300000008,12.04585300000008,12.331094099999973,12.331327599999895,12.345389300000079,12.345389300000079,12.345389300000079,12.630983400000332,,,,,,,,,,,,,,,,,,,,113546,001,2025-03-17_14h41.21.467,Estimulo_ICE,2024.2.4,60.02199205792184,2025-03-17 14h41.26.680100 -0300,
Estimulo_2,21,21,0,3.2,-3.2,3.2,-3.2,2.2,-2.2,-2.2,2.2,0,0,0,2,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.64555240000027,,,,12.631326600000193,12.64555240000027,12.64555240000027,12.64555240000027,12.93111880000015,12.931352600000082,12.945537200000217,12.945537200000217,12.945537200000217,13.231062400000155,,,,,,,,,,,,,,,,,,,,113546,001,2025-03-17_14h41.21.467,Estimulo_ICE,2024.2.4,60.02199205792184,2025-03-17 14h41.26.680100 -0300,
Estimulo_2,22,22,0,3.3,-3.3,3.3,-3.3,2.2,-2.2,-2.2,2.2,0,0,0,2,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.245559700000285,,,,13.231406700000207,13.245559700000285,13.245559700000285,13.245559700000285,13.53105880000021,13.531293700000333,13.545663400000194,13.545663400000194,13.545663400000194,13.831099900000027,,,,,,,,,,,,,,,,,,,,113546,001,2025-03-17_14h41.21.467,Estimulo_ICE,2024.2.4,60.02199205792184,2025-03-17 14h41.26.680100 -0300,
Estimulo_2,23,23,0,3.4,-3.4,3.4,-3.4,2.2,-2.2,-2.2,2.2,0,0,0,2,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.845380700000078,,,,13.831447300000036,13.845380700000078,13.845380700000078,13.845380700000078,14.13099420000026,14.13122790000034,14.145352900000034,14.145352900000034,14.145352900000034,14.4310246,,,,,,,,,,,,,,,,,,,,113546,001,2025-03-17_14h41.21.467,Estimulo_ICE,2024.2.4,60.02199205792184,2025-03-17 14h41.26.680100 -0300,
Estimulo_2,24,24,0,3.5,-3.5,3.5,-3.5,2.2,-2.2,-2.2,2.2,0,0,0,2,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.44553470000028,,,,14.431367000000137,14.44553470000028,14.44553470000028,14.44553470000028,14.731118100000003,14.731352700000116,14.745432100000016,14.745432100000016,14.745432100000016,15.031107499999962,,,,,,,,,,,,,,,,,,,,113546,001,2025-03-17_14h41.21.467,Estimulo_ICE,2024.2.4,60.02199205792184,2025-03-17 14h41.26.680100 -0300,
Estimulo_2,25,25,0,3.6,-3.6,3.6,-3.6,2.2,-2.2,-2.2,2.2,0,0,0,2,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.045533200000136,,,,15.031453500000225,15.045533200000136,15.045533200000136,15.045533200000136,15.33550520000017,15.336046400000214,15.346816199999921,15.346816199999921,15.346816199999921,15.635449700000208,,,,,,,,,,,,,,,,,,,,113546,001,2025-03-17_14h41.21.467,Estimulo_ICE,2024.2.4,60.02199205792184,2025-03-17 14h41.26.680100 -0300,
Estimulo_2,26,26,0,3.7,-3.7,3.7,-3.7,2.2,-2.2,-2.2,2.2,0,0,0,2,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.647023900000022,,,,15.636250800000198,15.647023900000022,15.647023900000022,15.647023900000022,15.935283900000286,15.935823400000118,15.946983300000284,15.946983300000284,15.946983300000284,16.232046999999966,,,,,,,,,,,,,,,,,,,,113546,001,2025-03-17_14h41.21.467,Estimulo_ICE,2024.2.4,60.02199205792184,2025-03-17 14h41.26.680100 -0300,
Estimulo_2,27,27,0,3.8,-3.8,3.8,-3.8,2.2,-2.2,-2.2,2.2,0,0,0,2,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.245890900000177,,,,16.232506600000306,16.245890900000177,16.245890900000177,16.245890900000177,16.532074400000056,16.532399500000338,16.545769199999995,16.545769199999995,16.545769199999995,16.831039800000326,,,,,,,,,,,,,,,,,,,,113546,001,2025-03-17_14h41.21.467,Estimulo_ICE,2024.2.4,60.02199205792184,2025-03-17 14h41.26.680100 -0300,
Estimulo_2,28,28,0,3.9,-3.9,3.9,-3.9,2.2,-2.2,-2.2,2.2,0,0,0,2,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.84547109999994,,,,16.831392999999935,16.84547109999994,16.84547109999994,16.84547109999994,17.13091220000024,17.13114540000015,17.145669100000305,17.145669100000305,17.145669100000305,17.43110700000034,,,,,,,,,,,,,,,,,,,,113546,001,2025-03-17_14h41.21.467,Estimulo_ICE,2024.2.4,60.02199205792184,2025-03-17 14h41.26.680100 -0300,
Estimulo_2,29,29,0,4,-4,4,-4,2.2,-2.2,-2.2,2.2,0,0,0,2,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.445571900000232,,,,17.431537800000115,17.445571900000232,17.445571900000232,17.445571900000232,17.731076900000062,17.73131199999989,17.745496900000035,17.745496900000035,17.745496900000035,18.03109960000029,,,,,,,,,,,,,,,,,,,,113546,001,2025-03-17_14h41.21.467,Estimulo_ICE,2024.2.4,60.02199205792184,2025-03-17 14h41.26.680100 -0300,
Estimulo_2,30,30,0,4.1,-4.1,4.1,-4.1,2.2,-2.2,-2.2,2.2,0,0,0,2,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.045464100000117,,,,18.03144390000034,18.045464100000117,18.045464100000117,18.045464100000117,18.331050000000232,18.33128620000025,18.34564870000031,18.34564870000031,18.34564870000031,18.631038700000317,,,,,,,,,,,,,,,,,,,,113546,001,2025-03-17_14h41.21.467,Estimulo_ICE,2024.2.4,60.02199205792184,2025-03-17 14h41.26.680100 -0300,
Estimulo_2,31,31,0,4.2,-4.2,4.2,-4.2,2.2,-2.2,-2.2,2.2,0,0,0,2,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.645508000000063,,,,18.631384900000285,18.645508000000063,18.645508000000063,18.645508000000063,18.93401760000006,18.9342386000003,18.945376600000145,18.945376600000145,18.945376600000145,19.231024100000013,,,,,,,,,,,,,,,,,,,,113546,001,2025-03-17_14h41.21.467,Estimulo_ICE,2024.2.4,60.02199205792184,2025-03-17 14h41.26.680100 -0300,
Estimulo_2,32,32,0,4.3,-4.3,4.3,-4.3,2.2,-2.2,-2.2,2.2,0,0,0,2,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.24551960000008,,,,19.231363899999906,19.24551960000008,19.24551960000008,19.24551960000008,19.530963600000177,19.531195000000025,19.54564980000032,19.54564980000032,19.54564980000032,19.830986100000246,,,,,,,,,,,,,,,,,,,,113546,001,2025-03-17_14h41.21.467,Estimulo_ICE,2024.2.4,60.02199205792184,2025-03-17 14h41.26.680100 -0300,
Estimulo_2,33,33,0,4.4,-4.4,4.4,-4.4,2.2,-2.2,-2.2,2.2,0,0,0,2,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.845552000000225,,,,19.831328700000086,19.845552000000225,19.845552000000225,19.845552000000225,20.130885900000067,20.13110379999989,20.145185200000014,20.145185200000014,20.145185200000014,20.431100000000242,,,,,,,,,,,,,,,,,,,,113546,001,2025-03-17_14h41.21.467,Estimulo_ICE,2024.2.4,60.02199205792184,2025-03-17 14h41.26.680100 -0300,
Estimulo_2,0,0,0,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.55032170000004,20.561779300000126,20.93594370000028,,,,,,,,,,,,,,,,,113546,001,2025-03-17_14h41.21.467,Estimulo_ICE,2024.2.4,60.02199205792184,2025-03-17 14h41.26.680100 -0300,
Estimulo_5,0,0,0,4.4,-4.4,4.4,-4.4,2.2,-2.2,-2.2,2.2,0,1,1,4,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.028374500000155,,20.936186200000066,20.936866700000337,,,,,,,,,,,,,,21.018359200000305,21.028374500000155,21.028374500000155,21.028374500000155,21.23654179999994,21.237114699999893,21.246123200000056,21.246123200000056,21.246123200000056,21.545368600000074,21.545368600000074,21.545368600000074,21.531701899999916,,,,113546,001,2025-03-17_14h41.21.467,Estimulo_ICE,2024.2.4,60.02199205792184,2025-03-17 14h41.26.680100 -0300,
Estimulo_5,1,1,0,4.3,-4.3,4.3,-4.3,2.2,-2.2,-2.2,2.2,0,1,1,4,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.545368600000074,,,,,,,,,,,,,,,,,21.532092100000227,21.545368600000074,21.545368600000074,21.545368600000074,21.83149080000021,21.831762100000105,21.845539599999938,21.845539599999938,21.845539599999938,22.145348000000013,22.145348000000013,22.145348000000013,22.131471000000147,21.845539599999938,21.845539599999938,21.845539599999938,113546,001,2025-03-17_14h41.21.467,Estimulo_ICE,2024.2.4,60.02199205792184,2025-03-17 14h41.26.680100 -0300,
Estimulo_5,2,2,0,4.2,-4.2,4.2,-4.2,2.2,-2.2,-2.2,2.2,0,1,1,4,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.145348000000013,,,,,,,,,,,,,,,,,22.131837500000074,22.145348000000013,22.145348000000013,22.145348000000013,22.4314131000001,22.431664300000193,22.445369500000197,22.445369500000197,22.445369500000197,22.745583200000056,22.745583200000056,22.745583200000056,22.73138229999995,22.445369500000197,22.445369500000197,22.445369500000197,113546,001,2025-03-17_14h41.21.467,Estimulo_ICE,2024.2.4,60.02199205792184,2025-03-17 14h41.26.680100 -0300,
Estimulo_5,3,3,0,4.1,-4.1,4.1,-4.1,2.2,-2.2,-2.2,2.2,0,1,1,4,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.745583200000056,,,,,,,,,,,,,,,,,22.731746400000247,22.745583200000056,22.745583200000056,22.745583200000056,23.03143399999999,23.031694400000106,23.045452000000296,23.045452000000296,23.045452000000296,23.345408700000007,23.345408700000007,23.345408700000007,23.331558200000018,23.045452000000296,23.045452000000296,23.045452000000296,113546,001,2025-03-17_14h41.21.467,Estimulo_ICE,2024.2.4,60.02199205792184,2025-03-17 14h41.26.680100 -0300,
Estimulo_5,4,4,0,4,-4,4,-4,2.2,-2.2,-2.2,2.2,0,1,1,4,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.345408700000007,,,,,,,,,,,,,,,,,23.331924399999934,23.345408700000007,23.345408700000007,23.345408700000007,23.63137050000023,23.631622000000334,23.645446300000003,23.645446300000003,23.645446300000003,23.945453100000123,23.945453100000123,23.945453100000123,23.931853200000205,23.645446300000003,23.645446300000003,23.645446300000003,113546,001,2025-03-17_14h41.21.467,Estimulo_ICE,2024.2.4,60.02199205792184,2025-03-17 14h41.26.680100 -0300,
Estimulo_5,5,5,0,3.9,-3.9,3.9,-3.9,2.2,-2.2,-2.2,2.2,0,1,1,4,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.945453100000123,,,,,,,,,,,,,,,,,23.932225100000323,23.945453100000123,23.945453100000123,23.945453100000123,24.231398100000206,24.231650600000194,24.24544680000008,24.24544680000008,24.24544680000008,24.545348999999987,24.545348999999987,24.545348999999987,24.53138059999992,24.24544680000008,24.24544680000008,24.24544680000008,113546,001,2025-03-17_14h41.21.467,Estimulo_ICE,2024.2.4,60.02199205792184,2025-03-17 14h41.26.680100 -0300,
