LoopName,thisN,thisTrialN,thisRepN,px1,px2,px3,px4,py1,py2,py3,py4,key_resp_4.keys,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,key_resp_4.rt,key_resp_4.duration,key_resp_6.keys,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,key_resp_6.rt,key_resp_6.duration,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,loop_1.thisRepN,loop_1.thisTrialN,loop_1.thisN,loop_1.thisIndex,loop_2.thisRepN,loop_2.thisTrialN,loop_2.thisN,loop_2.thisIndex,loop_3.thisRepN,loop_3.thisTrialN,loop_3.thisN,loop_3.thisIndex,loop_4.thisRepN,loop_4.thisTrialN,loop_4.thisN,loop_4.thisIndex,loop_5.thisRepN,loop_5.thisTrialN,loop_5.thisN,loop_5.thisIndex,loop_6.thisRepN,loop_6.thisTrialN,loop_6.thisN,loop_6.thisIndex,loop_7.thisRepN,loop_7.thisTrialN,loop_7.thisN,loop_7.thisIndex,loop_8.thisRepN,loop_8.thisTrialN,loop_8.thisN,loop_8.thisIndex,loop_9.thisRepN,loop_9.thisTrialN,loop_9.thisN,loop_9.thisIndex,loop_10.thisRepN,loop_10.thisTrialN,loop_10.thisN,loop_10.thisIndex,loop_11.thisRepN,loop_11.thisTrialN,loop_11.thisN,loop_11.thisIndex,loop_12.thisRepN,loop_12.thisTrialN,loop_12.thisN,loop_12.thisIndex,thisRow.t,notes,codigo.started,codigo.stopped,trial_3.started,image_5.started,image_6.started,polygon_3.started,key_resp_4.started,trial_3.stopped,loop_5.key_resp_4.keys,trial_4.started,image_7.started,image_8.started,polygon_4.started,key_resp_5.started,trial_4.stopped,loop_5.key_resp_5.keys,loop_5.key_resp_5.rt,loop_5.key_resp_5.duration,loop_5.key_resp_4.rt,loop_5.key_resp_4.duration,image_7.stopped,image_8.stopped,polygon_4.stopped,key_resp_5.stopped,image_5.stopped,image_6.stopped,polygon_3.stopped,key_resp_4.stopped,_intertrial_interval_.started,polygon_5.started,_intertrial_interval_.stopped,trial_5.started,image_9.started,polygon_6.started,image_10.started,key_resp_6.started,trial_5.stopped,loop_12.key_resp_6.keys,trial_6.started,image_11.started,image_12.started,polygon_7.started,key_resp_7.started,trial_6.stopped,loop_12.key_resp_7.keys,loop_12.key_resp_7.rt,loop_12.key_resp_7.duration,loop_12.key_resp_6.rt,loop_12.key_resp_6.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Estimulo_5,20,20,0,2.39999999999999,-2.39999999999999,2.39999999999999,-2.39999999999999,2.2,-2.2,-2.2,2.2,None,None,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.047499499999958,,,,12.033627799999977,12.047499499999958,12.047499499999958,12.047499499999958,12.047499499999958,12.333266099999946,None,12.333513899999957,12.34769039999992,12.34769039999992,12.34769039999992,12.34769039999992,12.633190099999979,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048900,001,2025-03-24_15h50.03.676,Estimulo_ICE,2024.2.4,59.983864340485404,2025-03-24 15h50.21.695295 -0300,
Estimulo_5,21,21,0,2.29999999999999,-2.29999999999999,2.29999999999999,-2.29999999999999,2.2,-2.2,-2.2,2.2,None,"['up', 'up']","[0.2791478000000325, 0.15507950000005621]","[0.0721641999999747, 0.0711837999999716]",,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.647615199999905,,,,12.633545499999968,12.647615199999905,12.647615199999905,12.647615199999905,12.647615199999905,12.933267499999943,None,12.933513699999935,12.947563099999911,12.947563099999911,12.947563099999911,12.947563099999911,13.234058799999957,"['up', 'up']","[0.2791478000000325, 0.15507950000005621]","[0.0721641999999747, 0.0711837999999716]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048900,001,2025-03-24_15h50.03.676,Estimulo_ICE,2024.2.4,59.983864340485404,2025-03-24 15h50.21.695295 -0300,
Estimulo_5,22,22,0,2.19999999999999,-2.19999999999999,2.19999999999999,-2.19999999999999,2.2,-2.2,-2.2,2.2,['up'],"['right', 'right']","[0.0916700000000219, 0.22721339999998236]","[0.0391632999999274, None]",[0.014985900000056063],[0.07200909999994565],,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.247737499999971,,,,13.234441199999992,13.247737499999971,13.247737499999971,13.247737499999971,13.247737499999971,13.533228399999985,['up'],13.53349789999993,13.547778799999946,13.547778799999946,13.547778799999946,13.547778799999946,13.832997699999964,"['right', 'right']","[0.0916700000000219, 0.22721339999998236]","[0.0391632999999274, None]",[0.014985900000056063],[0.07200909999994565],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048900,001,2025-03-24_15h50.03.676,Estimulo_ICE,2024.2.4,59.983864340485404,2025-03-24 15h50.21.695295 -0300,
Estimulo_5,23,23,0,2.09999999999999,-2.09999999999999,2.09999999999999,-2.09999999999999,2.2,-2.2,-2.2,2.2,"['right', 'right']",['up'],[0.15441929999997228],[0.04862490000004982],"[0.07956679999995231, 0.20716559999993933]","[0.047713400000020556, None]",,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.847714699999983,,,,13.833378699999912,13.847714699999983,13.847714699999983,13.847714699999983,13.847714699999983,14.13329849999991,"['right', 'right']",14.1335689,14.147659399999952,14.147659399999952,14.147659399999952,14.147659399999952,14.422438299999953,['up'],[0.15441929999997228],[0.04862490000004982],"[0.07956679999995231, 0.20716559999993933]","[0.047713400000020556, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048900,001,2025-03-24_15h50.03.676,Estimulo_ICE,2024.2.4,59.983864340485404,2025-03-24 15h50.21.695295 -0300,
Estimulo_5,24,24,0,1.99999999999999,-1.99999999999999,1.99999999999999,-1.99999999999999,2.2,-2.2,-2.2,2.2,"['up', 'up']",['up'],[0.002692300000035175],[0.06393290000005436],"[0.02211740000007012, 0.16558370000007017]","[0.05667299999993247, 0.048875199999997676]",,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.432461499999931,,,,14.423429899999974,14.432461499999931,14.432461499999931,14.432461499999931,14.432461499999931,14.722256399999992,"['up', 'up']",14.7229873,14.732141699999943,14.732141699999943,14.732141699999943,14.732141699999943,15.033078199999977,['up'],[0.002692300000035175],[0.06393290000005436],"[0.02211740000007012, 0.16558370000007017]","[0.05667299999993247, 0.048875199999997676]",,,,,14.732141699999943,14.732141699999943,14.732141699999943,14.732141699999943,,,,,,,,,,,,,,,,,,,,,,048900,001,2025-03-24_15h50.03.676,Estimulo_ICE,2024.2.4,59.983864340485404,2025-03-24 15h50.21.695295 -0300,
Estimulo_5,25,25,0,1.89999999999999,-1.89999999999999,1.89999999999999,-1.89999999999999,2.2,-2.2,-2.2,2.2,"['up', 'up']",['up'],[0.08304720000000998],[0.05548239999995985],"[0.08647189999999227, 0.2383905000000368]","[0.05685190000008333, None]",,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.047695099999942,,,,15.033461899999907,15.047695099999942,15.047695099999942,15.047695099999942,15.047695099999942,15.333247799999981,"['up', 'up']",15.33351719999996,15.347659999999905,15.347659999999905,15.347659999999905,15.347659999999905,15.633215799999903,['up'],[0.08304720000000998],[0.05548239999995985],"[0.08647189999999227, 0.2383905000000368]","[0.05685190000008333, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048900,001,2025-03-24_15h50.03.676,Estimulo_ICE,2024.2.4,59.983864340485404,2025-03-24 15h50.21.695295 -0300,
Estimulo_5,26,26,0,1.79999999999999,-1.79999999999999,1.79999999999999,-1.79999999999999,2.2,-2.2,-2.2,2.2,None,None,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.647583699999927,,,,15.633596099999977,15.647583699999927,15.647583699999927,15.647583699999927,15.647583699999927,15.933212899999944,None,15.933458799999926,15.947671199999945,15.947671199999945,15.947671199999945,15.947671199999945,16.23337719999995,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048900,001,2025-03-24_15h50.03.676,Estimulo_ICE,2024.2.4,59.983864340485404,2025-03-24 15h50.21.695295 -0300,
Estimulo_5,27,27,0,1.69999999999999,-1.69999999999999,1.69999999999999,-1.69999999999999,2.2,-2.2,-2.2,2.2,['right'],['right'],[0.13144339999996646],[0.055216299999983676],[0.25540300000000116],[None],,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.247525899999914,,,,16.233726599999954,16.247525899999914,16.247525899999914,16.247525899999914,16.247525899999914,16.533238799999936,['right'],16.533506999999986,16.547539700000016,16.547539700000016,16.547539700000016,16.547539700000016,16.833186899999987,['right'],[0.13144339999996646],[0.055216299999983676],[0.25540300000000116],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048900,001,2025-03-24_15h50.03.676,Estimulo_ICE,2024.2.4,59.983864340485404,2025-03-24 15h50.21.695295 -0300,
Estimulo_5,28,28,0,1.59999999999999,-1.59999999999999,1.59999999999999,-1.59999999999999,2.2,-2.2,-2.2,2.2,['right'],None,,,[0.00648019999994176],[0.06479690000003302],,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.84775659999991,,,,16.83356779999997,16.84775659999991,16.84775659999991,16.84775659999991,16.84775659999991,17.133196699999985,['right'],17.13346619999993,17.147701499999926,17.147701499999926,17.147701499999926,17.147701499999926,17.433206199999972,None,,,[0.00648019999994176],[0.06479690000003302],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048900,001,2025-03-24_15h50.03.676,Estimulo_ICE,2024.2.4,59.983864340485404,2025-03-24 15h50.21.695295 -0300,
Estimulo_5,29,29,0,1.49999999999999,-1.49999999999998,1.49999999999999,-1.49999999999998,2.2,-2.2,-2.2,2.2,['up'],"['up', 'up']","[0.27066320000005817, 0.12377440000000206]","[0.06365129999994679, 0.0718794000000571]",[0.09558320000007825],[0.08021729999995841],,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.447584899999924,,,,17.433562099999904,17.447584899999924,17.447584899999924,17.447584899999924,17.447584899999924,17.733243899999934,['up'],17.733514499999956,17.747561899999937,17.747561899999937,17.747561899999937,17.747561899999937,18.033037499999978,"['up', 'up']","[0.27066320000005817, 0.12377440000000206]","[0.06365129999994679, 0.0718794000000571]",[0.09558320000007825],[0.08021729999995841],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048900,001,2025-03-24_15h50.03.676,Estimulo_ICE,2024.2.4,59.983864340485404,2025-03-24 15h50.21.695295 -0300,
Estimulo_5,30,30,0,1.39999999999999,-1.39999999999998,1.39999999999999,-1.39999999999998,2.2,-2.2,-2.2,2.2,None,None,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.047608399999945,,,,18.033419799999933,18.047608399999945,18.047608399999945,18.047608399999945,18.047608399999945,18.333188099999916,None,18.33343329999991,18.34772149999992,18.34772149999992,18.34772149999992,18.34772149999992,18.633302200000003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048900,001,2025-03-24_15h50.03.676,Estimulo_ICE,2024.2.4,59.983864340485404,2025-03-24 15h50.21.695295 -0300,
Estimulo_5,31,31,0,1.29999999999999,-1.29999999999998,1.29999999999999,-1.29999999999998,2.2,-2.2,-2.2,2.2,None,None,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.647652899999912,,,,18.633652199999915,18.647652899999912,18.647652899999912,18.647652899999912,18.647652899999912,18.933184499999925,None,18.933431399999904,18.947664199999963,18.947664199999963,18.947664199999963,18.947664199999963,19.233177699999942,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048900,001,2025-03-24_15h50.03.676,Estimulo_ICE,2024.2.4,59.983864340485404,2025-03-24 15h50.21.695295 -0300,
Estimulo_5,32,32,0,1.19999999999999,-1.19999999999998,1.19999999999999,-1.19999999999998,2.2,-2.2,-2.2,2.2,['up'],['up'],[0.11560399999996207],[0.07193329999995512],[0.031973900000025424],[0.078955800000017],,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.247418899999957,,,,19.233531499999913,19.247418899999957,19.247418899999957,19.247418899999957,19.247418899999957,19.5330649,['up'],19.533336200000008,19.547623499999986,19.547623499999986,19.547623499999986,19.547623499999986,19.833201400000007,['up'],[0.11560399999996207],[0.07193329999995512],[0.031973900000025424],[0.078955800000017],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048900,001,2025-03-24_15h50.03.676,Estimulo_ICE,2024.2.4,59.983864340485404,2025-03-24 15h50.21.695295 -0300,
Estimulo_5,33,33,0,1.09999999999999,-1.09999999999998,1.09999999999999,-1.09999999999998,2.2,-2.2,-2.2,2.2,"['right', 'up']","['right', 'up']","[0.09912229999997635, 0.11505190000002585]","[0.06437930000004144, 0.06353279999996175]","[0.10279749999995147, 0.22384920000001785]","[0.15259260000004815, None]",,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.84754620000001,,,,19.833586699999955,19.84754620000001,19.84754620000001,19.84754620000001,19.84754620000001,20.13324519999992,"['right', 'up']",20.133516600000007,20.147654699999975,20.147654699999975,20.147654699999975,20.147654699999975,20.433102799999915,"['right', 'up']","[0.09912229999997635, 0.11505190000002585]","[0.06437930000004144, 0.06353279999996175]","[0.10279749999995147, 0.22384920000001785]","[0.15259260000004815, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,048900,001,2025-03-24_15h50.03.676,Estimulo_ICE,2024.2.4,59.983864340485404,2025-03-24 15h50.21.695295 -0300,
Estimulo_5,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.523441100000014,20.53046759999995,21.938444000000004,,,,,,,,,,,,,,,,,,,048900,001,2025-03-24_15h50.03.676,Estimulo_ICE,2024.2.4,59.983864340485404,2025-03-24 15h50.21.695295 -0300,
Estimulo_12,0,0,0,2.2,-2.2,-2.2,2.2,1.09999999999998,-1.09999999999998,1.09999999999998,-1.09999999999998,,,,,,,None,['up'],[0.24689169999999194],[None],,,0,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,22.113784299999907,,21.938726199999905,21.939540999999963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.10740229999999,22.113784299999907,22.113784299999907,22.113784299999907,22.113784299999907,22.249744299999975,None,22.249980399999913,22.264269499999955,22.264269499999955,22.264269499999955,22.264269499999955,22.549884700000007,['up'],[0.24689169999999194],[None],,,048900,001,2025-03-24_15h50.03.676,Estimulo_ICE,2024.2.4,59.983864340485404,2025-03-24 15h50.21.695295 -0300,
Estimulo_12,1,1,0,2.2,-2.2,-2.2,2.2,1.19999999999998,-1.19999999999998,1.19999999999998,-1.19999999999998,,,,,,,['up'],"['up', 'right']","[0.021880699999996978, 0.20569369999998344]","[0.0798935000000256, None]",[0.14705630000003111],[0.07996760000003178],0,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,22.56414259999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.550278999999932,22.56414259999997,22.56414259999997,22.56414259999997,22.56414259999997,22.849767999999926,['up'],22.850028299999963,22.864217499999995,22.864217499999995,22.864217499999995,22.864217499999995,23.149873099999922,"['up', 'right']","[0.021880699999996978, 0.20569369999998344]","[0.0798935000000256, None]",[0.14705630000003111],[0.07996760000003178],048900,001,2025-03-24_15h50.03.676,Estimulo_ICE,2024.2.4,59.983864340485404,2025-03-24 15h50.21.695295 -0300,
,2,2,0,2.2,-2.2,-2.2,2.2,1.29999999999998,-1.29999999999998,1.29999999999998,-1.29999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,23.16413609999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.150271699999962,23.16413609999995,23.16413609999995,23.16413609999995,23.16413609999995,23.449780799999985,"['right', 'right']",23.45005839999999,23.464279499999975,23.464279499999975,23.464279499999975,23.464279499999975,,,,,"[0.06670309999992696, 0.23474869999995462]","[0.07233830000006947, None]",,,,,,,,
