LoopName,thisN,thisTrialN,thisRepN,px1,px2,px3,px4,py1,py2,py3,py4,key_resp_6.keys,key_resp_7.keys,key_resp_6.rt,key_resp_6.duration,key_resp_7.rt,key_resp_7.duration,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,loop_1.thisRepN,loop_1.thisTrialN,loop_1.thisN,loop_1.thisIndex,loop_2.thisRepN,loop_2.thisTrialN,loop_2.thisN,loop_2.thisIndex,loop_3.thisRepN,loop_3.thisTrialN,loop_3.thisN,loop_3.thisIndex,loop_4.thisRepN,loop_4.thisTrialN,loop_4.thisN,loop_4.thisIndex,loop_5.thisRepN,loop_5.thisTrialN,loop_5.thisN,loop_5.thisIndex,loop_6.thisRepN,loop_6.thisTrialN,loop_6.thisN,loop_6.thisIndex,loop_7.thisRepN,loop_7.thisTrialN,loop_7.thisN,loop_7.thisIndex,loop_8.thisRepN,loop_8.thisTrialN,loop_8.thisN,loop_8.thisIndex,loop_9.thisRepN,loop_9.thisTrialN,loop_9.thisN,loop_9.thisIndex,loop_10.thisRepN,loop_10.thisTrialN,loop_10.thisN,loop_10.thisIndex,thisRow.t,notes,salvar.started,salvar.stopped,codigo.started,codigo.stopped,trial_5.started,image_9.started,polygon_6.started,image_10.started,key_resp_6.started,text_5.started,trial_5.stopped,loop_10.key_resp_6.keys,trial_6.started,image_11.started,image_12.started,polygon_7.started,key_resp_7.started,text_6.started,trial_6.stopped,loop_10.key_resp_7.keys,loop_10.key_resp_6.rt,loop_10.key_resp_6.duration,loop_10.key_resp_7.rt,loop_10.key_resp_7.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Estimulo_10,9,9,0,2,-2,2,-2,2.2,-2.2,-2.2,2.2,['up'],None,[0.027689600000030623],[0.2330931999999848],,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,5.452181699999983,,,,,,5.438026899999841,5.452181699999983,5.452181699999983,5.452181699999983,5.452181699999983,5.452181699999983,5.737603300000046,['up'],5.73785799999996,5.752171299999873,5.752171299999873,5.752171299999873,5.752171299999873,5.752171299999873,6.037512399999969,None,[0.027689600000030623],[0.2330931999999848],,,170371,001,2025-03-26_15h42.10.379,Estimulo_ICE,2024.2.4,60.09210918501043,2025-03-26 15h42.14.643894 -0300,
Estimulo_10,10,10,0,2.1,-2.1,2.1,-2.1,2.2,-2.2,-2.2,2.2,['up'],None,[0.0676008999998885],[None],,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,6.052246100000048,,,,,,6.037867000000006,6.052246100000048,6.052246100000048,6.052246100000048,6.052246100000048,6.052246100000048,6.337875299999951,['up'],6.338144399999919,6.352235999999948,6.352235999999948,6.352235999999948,6.352235999999948,6.352235999999948,6.637620699999843,None,[0.0676008999998885],[None],,,170371,001,2025-03-26_15h42.10.379,Estimulo_ICE,2024.2.4,60.09210918501043,2025-03-26 15h42.14.643894 -0300,
Estimulo_10,11,11,0,2.2,-2.2,2.2,-2.2,2.2,-2.2,-2.2,2.2,None,None,,,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,6.65226819999998,,,,,,6.637996499999872,6.65226819999998,6.65226819999998,6.65226819999998,6.65226819999998,6.65226819999998,6.937648099999933,None,6.937888599999951,6.952306399999998,6.952306399999998,6.952306399999998,6.952306399999998,6.952306399999998,7.237842799999953,None,,,,,170371,001,2025-03-26_15h42.10.379,Estimulo_ICE,2024.2.4,60.09210918501043,2025-03-26 15h42.14.643894 -0300,
Estimulo_10,12,12,0,2.3,-2.3,2.3,-2.3,2.2,-2.2,-2.2,2.2,['up'],None,[0.21124600000007376],[None],,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,7.252418900000066,,,,,,7.238186399999904,7.252418900000066,7.252418900000066,7.252418900000066,7.252418900000066,7.252418900000066,7.537739299999885,['up'],7.537995199999841,7.552251800000022,7.552251800000022,7.552251800000022,7.552251800000022,7.552251800000022,7.83772759999988,None,[0.21124600000007376],[None],,,170371,001,2025-03-26_15h42.10.379,Estimulo_ICE,2024.2.4,60.09210918501043,2025-03-26 15h42.14.643894 -0300,
Estimulo_10,13,13,0,2.4,-2.4,2.4,-2.4,2.2,-2.2,-2.2,2.2,None,None,,,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,7.852255699999887,,,,,,7.838069200000064,7.852255699999887,7.852255699999887,7.852255699999887,7.852255699999887,7.852255699999887,8.13762429999997,None,8.137863100000004,8.15218589999995,8.15218589999995,8.15218589999995,8.15218589999995,8.15218589999995,8.437675899999931,None,,,,,170371,001,2025-03-26_15h42.10.379,Estimulo_ICE,2024.2.4,60.09210918501043,2025-03-26 15h42.14.643894 -0300,
Estimulo_10,14,14,0,2.5,-2.5,2.5,-2.5,2.2,-2.2,-2.2,2.2,None,['up'],,,[0.08777970000005553],[0.10450479999985873],0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,8.452272300000004,,,,,,8.43801970000004,8.452272300000004,8.452272300000004,8.452272300000004,8.452272300000004,8.452272300000004,8.737725299999966,None,8.737970799999857,8.752316199999996,8.752316199999996,8.752316199999996,8.752316199999996,8.752316199999996,9.037692500000048,['up'],,,[0.08777970000005553],[0.10450479999985873],170371,001,2025-03-26_15h42.10.379,Estimulo_ICE,2024.2.4,60.09210918501043,2025-03-26 15h42.14.643894 -0300,
Estimulo_10,15,15,0,2.6,-2.6,2.6,-2.6,2.2,-2.2,-2.2,2.2,None,None,,,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,9.052239299999883,,,,,,9.038049600000022,9.052239299999883,9.052239299999883,9.052239299999883,9.052239299999883,9.052239299999883,9.337609499999871,None,9.337846899999931,9.352503999999954,9.352503999999954,9.352503999999954,9.352503999999954,9.352503999999954,9.637628899999982,None,,,,,170371,001,2025-03-26_15h42.10.379,Estimulo_ICE,2024.2.4,60.09210918501043,2025-03-26 15h42.14.643894 -0300,
Estimulo_10,16,16,0,2.7,-2.7,2.7,-2.7,2.2,-2.2,-2.2,2.2,None,['right'],,,[0.11299060000010286],[0.09479069999997591],0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,9.65203889999998,,,,,,9.637975099999949,9.65203889999998,9.65203889999998,9.65203889999998,9.65203889999998,9.65203889999998,9.937593200000038,None,9.937837400000035,9.95200060000002,9.95200060000002,9.95200060000002,9.95200060000002,9.95200060000002,10.237986399999954,['right'],,,[0.11299060000010286],[0.09479069999997591],170371,001,2025-03-26_15h42.10.379,Estimulo_ICE,2024.2.4,60.09210918501043,2025-03-26 15h42.14.643894 -0300,
Estimulo_10,17,17,0,2.8,-2.8,2.8,-2.8,2.2,-2.2,-2.2,2.2,None,None,,,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,10.252303199999915,,,,,,10.238365899999962,10.252303199999915,10.252303199999915,10.252303199999915,10.252303199999915,10.252303199999915,10.53761899999995,None,10.537879100000055,10.55241389999992,10.55241389999992,10.55241389999992,10.55241389999992,10.55241389999992,10.83761329999993,None,,,,,170371,001,2025-03-26_15h42.10.379,Estimulo_ICE,2024.2.4,60.09210918501043,2025-03-26 15h42.14.643894 -0300,
Estimulo_10,18,18,0,2.9,-2.9,2.9,-2.9,2.2,-2.2,-2.2,2.2,None,None,,,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,10.852115799999865,,,,,,10.83795659999987,10.852115799999865,10.852115799999865,10.852115799999865,10.852115799999865,10.852115799999865,11.137958000000026,None,11.138200500000039,11.152368600000045,11.152368600000045,11.152368600000045,11.152368600000045,11.152368600000045,11.438242199999877,None,,,,,170371,001,2025-03-26_15h42.10.379,Estimulo_ICE,2024.2.4,60.09210918501043,2025-03-26 15h42.14.643894 -0300,
Estimulo_10,19,19,0,3,-3,3,-3,2.2,-2.2,-2.2,2.2,None,None,,,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,11.452443200000062,,,,,,11.438605399999915,11.452443200000062,11.452443200000062,11.452443200000062,11.452443200000062,11.452443200000062,11.737732300000062,None,11.737977300000011,11.752417899999955,11.752417899999955,11.752417899999955,11.752417899999955,11.752417899999955,12.037683099999867,None,,,,,170371,001,2025-03-26_15h42.10.379,Estimulo_ICE,2024.2.4,60.09210918501043,2025-03-26 15h42.14.643894 -0300,
Estimulo_10,20,20,0,3.1,-3.1,3.1,-3.1,2.2,-2.2,-2.2,2.2,None,None,,,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,20,12.052482899999859,,,,,,12.038037999999915,12.052482899999859,12.052482899999859,12.052482899999859,12.052482899999859,12.052482899999859,12.33792369999992,None,12.338176799999928,12.352120199999945,12.352120199999945,12.352120199999945,12.352120199999945,12.352120199999945,12.637838200000033,None,,,,,170371,001,2025-03-26_15h42.10.379,Estimulo_ICE,2024.2.4,60.09210918501043,2025-03-26 15h42.14.643894 -0300,
Estimulo_10,21,21,0,3.2,-3.2,3.2,-3.2,2.2,-2.2,-2.2,2.2,None,None,,,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,21,12.652338599999894,,,,,,12.638184199999841,12.652338599999894,12.652338599999894,12.652338599999894,12.652338599999894,12.652338599999894,12.937846499999978,None,12.938083499999948,12.952408999999989,12.952408999999989,12.952408999999989,12.952408999999989,12.952408999999989,13.238301399999955,None,,,,,170371,001,2025-03-26_15h42.10.379,Estimulo_ICE,2024.2.4,60.09210918501043,2025-03-26 15h42.14.643894 -0300,
,22,22,0,3.3,-3.3,3.3,-3.3,2.2,-2.2,-2.2,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,22,13.252548899999965,,,,,,13.2386833999999,13.252548899999965,13.252548899999965,13.252548899999965,13.252548899999965,13.252548899999965,,,,,,,,,,,,,,,,,,,,,,
