LoopName,thisN,thisTrialN,thisRepN,px1,px2,px3,px4,py1,py2,py3,py4,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,loop_1.thisRepN,loop_1.thisTrialN,loop_1.thisN,loop_1.thisIndex,loop_2.thisRepN,loop_2.thisTrialN,loop_2.thisN,loop_2.thisIndex,loop_3.thisRepN,loop_3.thisTrialN,loop_3.thisN,loop_3.thisIndex,loop_4.thisRepN,loop_4.thisTrialN,loop_4.thisN,loop_4.thisIndex,loop_5.thisRepN,loop_5.thisTrialN,loop_5.thisN,loop_5.thisIndex,loop_6.thisRepN,loop_6.thisTrialN,loop_6.thisN,loop_6.thisIndex,loop_7.thisRepN,loop_7.thisTrialN,loop_7.thisN,loop_7.thisIndex,loop_8.thisRepN,loop_8.thisTrialN,loop_8.thisN,loop_8.thisIndex,loop_9.thisRepN,loop_9.thisTrialN,loop_9.thisN,loop_9.thisIndex,loop_10.thisRepN,loop_10.thisTrialN,loop_10.thisN,loop_10.thisIndex,loop_11.thisRepN,loop_11.thisTrialN,loop_11.thisN,loop_11.thisIndex,loop_12.thisRepN,loop_12.thisTrialN,loop_12.thisN,loop_12.thisIndex,thisRow.t,notes,codigo.started,codigo.stopped,trial.started,image.started,image_2.started,polygon.started,trial.stopped,trial_2.started,image_3.started,image_4.started,polygon_2.started,trial_2.stopped,image.stopped,image_2.stopped,polygon.stopped,image_3.stopped,image_4.stopped,polygon_2.stopped,_intertrial_interval_.started,polygon_5.started,_intertrial_interval_.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Estimulo_2,0,0,0,1.1,-1.1,1.1,-1.1,2.2,-2.2,-2.2,2.2,0,0,0,3,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06208070000047883,,0.0197784000001775,0.020116100000450388,0.04432540000016161,0.06208070000047883,0.06208070000047883,0.06208070000047883,0.3301281000003655,0.3303318999996918,0.3449247999997169,0.3449247999997169,0.3449247999997169,0.6304963000002317,,,,,,,,,,305595,001,2025-03-17_15h13.14.111,Estimulo_ICE,2024.2.4,60.03204510573713,2025-03-17 15h13.19.230825 -0300,
Estimulo_2,1,1,0,1.2,-1.2,1.2,-1.2,2.2,-2.2,-2.2,2.2,0,0,0,3,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6449193999997078,,,,0.6308387999997649,0.6449193999997078,0.6449193999997078,0.6449193999997078,0.9303147000000536,0.9305468000002293,0.9448982000003525,0.9448982000003525,0.9448982000003525,1.2327274999997826,,,,,,,,,,305595,001,2025-03-17_15h13.14.111,Estimulo_ICE,2024.2.4,60.03204510573713,2025-03-17 15h13.19.230825 -0300,
Estimulo_2,2,2,0,1.3,-1.3,1.3,-1.3,2.2,-2.2,-2.2,2.2,0,0,0,3,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2455669999999373,,,,1.233310900000106,1.2455669999999373,1.2455669999999373,1.2455669999999373,1.5347198999998,1.5352699000004577,1.546223700000155,1.546223700000155,1.546223700000155,1.8348206000000573,,,,,,,,,,305595,001,2025-03-17_15h13.14.111,Estimulo_ICE,2024.2.4,60.03204510573713,2025-03-17 15h13.19.230825 -0300,
Estimulo_2,3,3,0,1.4,-1.4,1.4,-1.4,2.2,-2.2,-2.2,2.2,0,0,0,3,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84614160000001,,,,1.8356058999997913,1.84614160000001,1.84614160000001,1.84614160000001,2.134691700000076,2.1352278000003935,2.1461068999997224,2.1461068999997224,2.1461068999997224,2.4305294000005233,,,,,,,,,,305595,001,2025-03-17_15h13.14.111,Estimulo_ICE,2024.2.4,60.03204510573713,2025-03-17 15h13.19.230825 -0300,
Estimulo_2,4,4,0,1.5,-1.5,1.5,-1.5,2.2,-2.2,-2.2,2.2,0,0,0,3,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4447328000005655,,,,2.430867699999908,2.4447328000005655,2.4447328000005655,2.4447328000005655,2.730452800000421,2.7306868000005124,2.744817900000271,2.744817900000271,2.744817900000271,3.030515999999807,,,,,,,,,,305595,001,2025-03-17_15h13.14.111,Estimulo_ICE,2024.2.4,60.03204510573713,2025-03-17 15h13.19.230825 -0300,
Estimulo_2,5,5,0,1.6,-1.6,1.6,-1.6,2.2,-2.2,-2.2,2.2,0,0,0,3,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.044792900000175,,,,3.0308579000002283,3.044792900000175,3.044792900000175,3.044792900000175,3.3304785000000265,3.33071259999997,3.344684900000175,3.344684900000175,3.344684900000175,3.6304519000004802,,,,,,,,,,305595,001,2025-03-17_15h13.14.111,Estimulo_ICE,2024.2.4,60.03204510573713,2025-03-17 15h13.19.230825 -0300,
Estimulo_2,6,6,0,1.7,-1.7,1.7,-1.7,2.2,-2.2,-2.2,2.2,0,0,0,3,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6448928999998316,,,,3.630792900000415,3.6448928999998316,3.6448928999998316,3.6448928999998316,3.9304424000001745,3.9306782000003295,3.944871800000328,3.944871800000328,3.944871800000328,4.230492300000151,,,,,,,,,,305595,001,2025-03-17_15h13.14.111,Estimulo_ICE,2024.2.4,60.03204510573713,2025-03-17 15h13.19.230825 -0300,
Estimulo_2,7,7,0,1.8,-1.8,1.8,-1.8,2.2,-2.2,-2.2,2.2,0,0,0,3,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.244864799999959,,,,4.230832899999768,4.244864799999959,4.244864799999959,4.244864799999959,4.530381200000193,4.530615399999988,4.544887099999869,4.544887099999869,4.544887099999869,4.830451400000129,,,,,,,,,,305595,001,2025-03-17_15h13.14.111,Estimulo_ICE,2024.2.4,60.03204510573713,2025-03-17 15h13.19.230825 -0300,
Estimulo_2,8,8,0,1.9,-1.9,1.9,-1.9,2.2,-2.2,-2.2,2.2,0,0,0,3,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.844704300000558,,,,4.83079220000036,4.844704300000558,4.844704300000558,4.844704300000558,5.130249699999695,5.130483300000378,5.144866399999955,5.144866399999955,5.144866399999955,5.43049770000016,,,,,,,,,,305595,001,2025-03-17_15h13.14.111,Estimulo_ICE,2024.2.4,60.03204510573713,2025-03-17 15h13.19.230825 -0300,
Estimulo_2,9,9,0,2,-2,2,-2,2.2,-2.2,-2.2,2.2,0,0,0,3,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.444843799999944,,,,5.430845200000476,5.444843799999944,5.444843799999944,5.444843799999944,5.730252199999995,5.730486500000552,5.744850799999767,5.744850799999767,5.744850799999767,6.030239200000324,,,,,,,,,,305595,001,2025-03-17_15h13.14.111,Estimulo_ICE,2024.2.4,60.03204510573713,2025-03-17 15h13.19.230825 -0300,
Estimulo_2,10,10,0,2.1,-2.1,2.1,-2.1,2.2,-2.2,-2.2,2.2,0,0,0,3,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.044874500000333,,,,6.030581199999688,6.044874500000333,6.044874500000333,6.044874500000333,6.330280299999686,6.330500199999733,6.34481390000019,6.34481390000019,6.34481390000019,6.630292099999679,,,,,,,,,,305595,001,2025-03-17_15h13.14.111,Estimulo_ICE,2024.2.4,60.03204510573713,2025-03-17 15h13.19.230825 -0300,
Estimulo_2,11,11,0,2.2,-2.2,2.2,-2.2,2.2,-2.2,-2.2,2.2,0,0,0,3,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.644808600000033,,,,6.630631099999846,6.644808600000033,6.644808600000033,6.644808600000033,6.93022480000036,6.930463900000177,6.944826699999794,6.944826699999794,6.944826699999794,7.2302410000002055,,,,,,,,,,305595,001,2025-03-17_15h13.14.111,Estimulo_ICE,2024.2.4,60.03204510573713,2025-03-17 15h13.19.230825 -0300,
Estimulo_2,12,12,0,2.3,-2.3,2.3,-2.3,2.2,-2.2,-2.2,2.2,0,0,0,3,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.244857700000466,,,,7.23058250000031,7.244857700000466,7.244857700000466,7.244857700000466,7.530289799999991,7.5305264999997235,7.5449194000002535,7.5449194000002535,7.5449194000002535,7.830431200000021,,,,,,,,,,305595,001,2025-03-17_15h13.14.111,Estimulo_ICE,2024.2.4,60.03204510573713,2025-03-17 15h13.19.230825 -0300,
Estimulo_2,13,13,0,2.4,-2.4,2.4,-2.4,2.2,-2.2,-2.2,2.2,0,0,0,3,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.844616999999744,,,,7.830775700000231,7.844616999999744,7.844616999999744,7.844616999999744,8.130327599999873,8.13056299999971,8.144857799999954,8.144857799999954,8.144857799999954,8.430167999999867,,,,,,,,,,305595,001,2025-03-17_15h13.14.111,Estimulo_ICE,2024.2.4,60.03204510573713,2025-03-17 15h13.19.230825 -0300,
Estimulo_2,14,14,0,2.5,-2.5,2.5,-2.5,2.2,-2.2,-2.2,2.2,0,0,0,3,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.444794400000319,,,,8.43051000000014,8.444794400000319,8.444794400000319,8.444794400000319,8.730379200000243,8.730613100000483,8.744654300000548,8.744654300000548,8.744654300000548,9.020492399999966,,,,,,,,,,305595,001,2025-03-17_15h13.14.111,Estimulo_ICE,2024.2.4,60.03204510573713,2025-03-17 15h13.19.230825 -0300,
Estimulo_2,15,15,0,2.6,-2.6,2.6,-2.6,2.2,-2.2,-2.2,2.2,0,0,0,3,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.029156000000512,,,,9.021200500000305,9.029156000000512,9.029156000000512,9.029156000000512,9.317987299999913,9.31850200000008,9.329018399999768,9.329018399999768,9.329018399999768,9.617937099999835,9.329018399999768,9.329018399999768,9.329018399999768,9.629173100000116,9.629173100000116,9.629173100000116,,,,305595,001,2025-03-17_15h13.14.111,Estimulo_ICE,2024.2.4,60.03204510573713,2025-03-17 15h13.19.230825 -0300,
Estimulo_2,16,16,0,2.7,-2.7,2.7,-2.7,2.2,-2.2,-2.2,2.2,0,0,0,3,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.629173100000116,,,,9.618712100000266,9.629173100000116,9.629173100000116,9.629173100000116,9.917768299999807,9.918281799999932,9.929150599999957,9.929150599999957,9.929150599999957,10.21756220000043,9.929150599999957,9.929150599999957,9.929150599999957,10.229411000000255,10.229411000000255,10.229411000000255,,,,305595,001,2025-03-17_15h13.14.111,Estimulo_ICE,2024.2.4,60.03204510573713,2025-03-17 15h13.19.230825 -0300,
Estimulo_2,17,17,0,2.8,-2.8,2.8,-2.8,2.2,-2.2,-2.2,2.2,0,0,0,3,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.229411000000255,,,,10.21829549999984,10.229411000000255,10.229411000000255,10.229411000000255,10.514864100000523,10.515179099999841,10.528170900000077,10.528170900000077,10.528170900000077,10.814023400000224,10.528170900000077,10.528170900000077,10.528170900000077,10.82812869999998,10.82812869999998,10.82812869999998,,,,305595,001,2025-03-17_15h13.14.111,Estimulo_ICE,2024.2.4,60.03204510573713,2025-03-17 15h13.19.230825 -0300,
Estimulo_2,18,18,0,2.9,-2.9,2.9,-2.9,2.2,-2.2,-2.2,2.2,0,0,0,3,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.82812869999998,,,,10.814381400000457,10.82812869999998,10.82812869999998,10.82812869999998,11.114024000000427,11.11427360000016,11.128192000000126,11.128192000000126,11.128192000000126,11.414080600000489,11.128192000000126,11.128192000000126,11.128192000000126,11.428324800000155,11.428324800000155,11.428324800000155,,,,305595,001,2025-03-17_15h13.14.111,Estimulo_ICE,2024.2.4,60.03204510573713,2025-03-17 15h13.19.230825 -0300,
