LoopName,thisN,thisTrialN,thisRepN,px1,px2,px3,px4,py1,py2,py3,py4,key_resp_6.keys,key_resp_7.keys,key_resp_4.keys,key_resp_5.keys,key_resp_2.keys,key_resp_3.keys,key_resp_2.rt,key_resp_2.duration,key_resp_3.rt,key_resp_3.duration,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,loop_1.thisRepN,loop_1.thisTrialN,loop_1.thisN,loop_1.thisIndex,loop_2.thisRepN,loop_2.thisTrialN,loop_2.thisN,loop_2.thisIndex,loop_3.thisRepN,loop_3.thisTrialN,loop_3.thisN,loop_3.thisIndex,loop_4.thisRepN,loop_4.thisTrialN,loop_4.thisN,loop_4.thisIndex,loop_5.thisRepN,loop_5.thisTrialN,loop_5.thisN,loop_5.thisIndex,loop_6.thisRepN,loop_6.thisTrialN,loop_6.thisN,loop_6.thisIndex,loop_7.thisRepN,loop_7.thisTrialN,loop_7.thisN,loop_7.thisIndex,loop_8.thisRepN,loop_8.thisTrialN,loop_8.thisN,loop_8.thisIndex,loop_9.thisRepN,loop_9.thisTrialN,loop_9.thisN,loop_9.thisIndex,loop_10.thisRepN,loop_10.thisTrialN,loop_10.thisN,loop_10.thisIndex,loop_11.thisRepN,loop_11.thisTrialN,loop_11.thisN,loop_11.thisIndex,loop_12.thisRepN,loop_12.thisTrialN,loop_12.thisN,loop_12.thisIndex,thisRow.t,notes,codigo.started,codigo.stopped,trial_5.started,image_9.started,polygon_6.started,image_10.started,key_resp_6.started,trial_5.stopped,loop_12.key_resp_6.keys,trial_6.started,image_11.started,image_12.started,polygon_7.started,key_resp_7.started,trial_6.stopped,loop_12.key_resp_7.keys,image_11.stopped,image_12.stopped,polygon_7.stopped,key_resp_7.stopped,image_9.stopped,polygon_6.stopped,image_10.stopped,key_resp_6.stopped,_intertrial_interval_.started,polygon_5.started,polygon_5.stopped,_intertrial_interval_.stopped,loop_10.key_resp_6.keys,loop_10.key_resp_7.keys,trial_3.started,image_5.started,image_6.started,polygon_3.started,key_resp_4.started,trial_3.stopped,loop_5.key_resp_4.keys,trial_4.started,image_7.started,image_8.started,polygon_4.started,key_resp_5.started,image_7.stopped,image_8.stopped,polygon_4.stopped,key_resp_5.stopped,trial_4.stopped,loop_5.key_resp_5.keys,image_5.stopped,image_6.stopped,polygon_3.stopped,key_resp_4.stopped,trial.started,image.started,image_2.started,polygon.started,key_resp_2.started,text.started,trial.stopped,loop_2.key_resp_2.keys,trial_2.started,trial_2.stopped,loop_2.key_resp_3.keys,image_3.started,image_4.started,polygon_2.started,key_resp_3.started,image.stopped,image_2.stopped,polygon.stopped,key_resp_2.stopped,text.stopped,image_3.stopped,image_4.stopped,polygon_2.stopped,key_resp_3.stopped,loop_2.key_resp_2.rt,loop_2.key_resp_2.duration,loop_2.key_resp_3.rt,loop_2.key_resp_3.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Estimulo_12,10,10,0,2.2,-2.2,-2.2,2.2,2.09999999999998,-2.09999999999998,2.09999999999998,-2.09999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,6.034186999982921,,,,6.0214744999830145,6.034186999982921,6.034186999982921,6.034186999982921,6.034186999982921,6.319868199992925,None,6.320140600000741,6.333980399998836,6.333980399998836,6.333980399998836,6.333980399998836,6.619737999979407,None,6.633992299990496,6.633992299990496,6.633992299990496,6.633992299990496,6.333980399998836,6.333980399998836,6.333980399998836,6.333980399998836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996964,001,2025-03-24_13h31.12.888,Estimulo_ICE,2024.2.4,61.84930664363458,2025-03-24 13h32.23.590689 -0300,
Estimulo_12,11,11,0,2.2,-2.2,-2.2,2.2,2.19999999999998,-2.19999999999998,2.19999999999998,-2.19999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,6.633992299990496,,,,6.620131899981061,6.633992299990496,6.633992299990496,6.633992299990496,6.633992299990496,6.919919499981916,None,6.920174399972893,6.933955399988918,6.933955399988918,6.933955399988918,6.933955399988918,7.219917299982626,None,7.233857599989278,7.233857599989278,7.233857599989278,7.233857599989278,6.933955399988918,6.933955399988918,6.933955399988918,6.933955399988918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996964,001,2025-03-24_13h31.12.888,Estimulo_ICE,2024.2.4,61.84930664363458,2025-03-24 13h32.23.590689 -0300,
Estimulo_12,12,12,0,2.2,-2.2,-2.2,2.2,2.29999999999998,-2.29999999999998,2.29999999999998,-2.29999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,7.233857599989278,,,,7.220307099982165,7.233857599989278,7.233857599989278,7.233857599989278,7.233857599989278,7.519891999982065,None,7.520166399976006,7.53382299997611,7.53382299997611,7.53382299997611,7.53382299997611,7.819740099977935,None,7.83390899997903,7.83390899997903,7.83390899997903,7.83390899997903,7.53382299997611,7.53382299997611,7.53382299997611,7.53382299997611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996964,001,2025-03-24_13h31.12.888,Estimulo_ICE,2024.2.4,61.84930664363458,2025-03-24 13h32.23.590689 -0300,
Estimulo_12,13,13,0,2.2,-2.2,-2.2,2.2,2.39999999999998,-2.39999999999998,2.39999999999998,-2.39999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,7.83390899997903,,,,7.820125999976881,7.83390899997903,7.83390899997903,7.83390899997903,7.83390899997903,8.119826799986186,None,8.120101499982411,8.133950899995398,8.133950899995398,8.133950899995398,8.133950899995398,8.41986939997878,None,8.433908999984851,8.433908999984851,8.433908999984851,8.433908999984851,8.133950899995398,8.133950899995398,8.133950899995398,8.133950899995398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996964,001,2025-03-24_13h31.12.888,Estimulo_ICE,2024.2.4,61.84930664363458,2025-03-24 13h32.23.590689 -0300,
Estimulo_12,14,14,0,2.2,-2.2,-2.2,2.2,2.49999999999998,-2.49999999999998,2.49999999999998,-2.49999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,8.433908999984851,,,,8.420251699979417,8.433908999984851,8.433908999984851,8.433908999984851,8.433908999984851,8.719712599995546,None,8.719987799995579,8.733849199983524,8.733849199983524,8.733849199983524,8.733849199983524,9.019688199972734,None,9.03394809999736,9.03394809999736,9.03394809999736,9.03394809999736,8.733849199983524,8.733849199983524,8.733849199983524,8.733849199983524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996964,001,2025-03-24_13h31.12.888,Estimulo_ICE,2024.2.4,61.84930664363458,2025-03-24 13h32.23.590689 -0300,
Estimulo_12,15,15,0,2.2,-2.2,-2.2,2.2,2.59999999999998,-2.59999999999998,2.59999999999998,-2.59999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,9.03394809999736,,,,9.020074999978533,9.03394809999736,9.03394809999736,9.03394809999736,9.03394809999736,9.31969219999155,None,9.319966999988537,9.333839699975215,9.333839699975215,9.333839699975215,9.333839699975215,9.619855899974937,None,9.63390609997441,9.63390609997441,9.63390609997441,9.63390609997441,9.333839699975215,9.333839699975215,9.333839699975215,9.333839699975215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996964,001,2025-03-24_13h31.12.888,Estimulo_ICE,2024.2.4,61.84930664363458,2025-03-24 13h32.23.590689 -0300,
Estimulo_12,16,16,0,2.2,-2.2,-2.2,2.2,2.69999999999998,-2.69999999999998,2.69999999999998,-2.69999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,9.63390609997441,,,,9.620237999974051,9.63390609997441,9.63390609997441,9.63390609997441,9.63390609997441,9.919773999979952,None,9.9200488999777,9.933917899994412,9.933917899994412,9.933917899994412,9.933917899994412,10.219873800000641,None,10.233938599994872,10.233938599994872,10.233938599994872,10.233938599994872,9.933917899994412,9.933917899994412,9.933917899994412,9.933917899994412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996964,001,2025-03-24_13h31.12.888,Estimulo_ICE,2024.2.4,61.84930664363458,2025-03-24 13h32.23.590689 -0300,
Estimulo_12,17,17,0,2.2,-2.2,-2.2,2.2,2.79999999999998,-2.79999999999998,2.79999999999998,-2.79999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,10.233938599994872,,,,10.220253599982243,10.233938599994872,10.233938599994872,10.233938599994872,10.233938599994872,10.519680599973071,None,10.519954299990786,10.53387409998686,10.53387409998686,10.53387409998686,10.53387409998686,10.819993099983549,None,10.833866899978602,10.833866899978602,10.833866899978602,10.833866899978602,10.53387409998686,10.53387409998686,10.53387409998686,10.53387409998686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996964,001,2025-03-24_13h31.12.888,Estimulo_ICE,2024.2.4,61.84930664363458,2025-03-24 13h32.23.590689 -0300,
Estimulo_12,18,18,0,2.2,-2.2,-2.2,2.2,2.89999999999998,-2.89999999999998,2.89999999999998,-2.89999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,10.833866899978602,,,,10.820702499971958,10.833866899978602,10.833866899978602,10.833866899978602,10.833866899978602,11.119806299975608,None,11.120080900000175,11.13392159997602,11.13392159997602,11.13392159997602,11.13392159997602,11.419750099972589,None,11.43394679998164,11.43394679998164,11.43394679998164,11.43394679998164,11.13392159997602,11.13392159997602,11.13392159997602,11.13392159997602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996964,001,2025-03-24_13h31.12.888,Estimulo_ICE,2024.2.4,61.84930664363458,2025-03-24 13h32.23.590689 -0300,
Estimulo_12,19,19,0,2.2,-2.2,-2.2,2.2,2.99999999999998,-2.99999999999998,2.99999999999998,-2.99999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,11.43394679998164,,,,11.420136099972297,11.43394679998164,11.43394679998164,11.43394679998164,11.43394679998164,11.719781299994793,None,11.720055299985688,11.733837699983269,11.733837699983269,11.733837699983269,11.733837699983269,12.019786599994404,None,12.03395179999643,12.03395179999643,12.03395179999643,12.03395179999643,11.733837699983269,11.733837699983269,11.733837699983269,11.733837699983269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996964,001,2025-03-24_13h31.12.888,Estimulo_ICE,2024.2.4,61.84930664363458,2025-03-24 13h32.23.590689 -0300,
Estimulo_12,20,20,0,2.2,-2.2,-2.2,2.2,3.09999999999998,-3.09999999999998,3.09999999999998,-3.09999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,20,12.03395179999643,,,,12.020170799980406,12.03395179999643,12.03395179999643,12.03395179999643,12.03395179999643,12.319678199972259,None,12.319954399979906,12.33384069998283,12.33384069998283,12.33384069998283,12.33384069998283,12.619765899988124,None,12.633996099990327,12.633996099990327,12.633996099990327,12.633996099990327,12.33384069998283,12.33384069998283,12.33384069998283,12.33384069998283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996964,001,2025-03-24_13h31.12.888,Estimulo_ICE,2024.2.4,61.84930664363458,2025-03-24 13h32.23.590689 -0300,
Estimulo_12,21,21,0,2.2,-2.2,-2.2,2.2,3.19999999999998,-3.19999999999998,3.19999999999998,-3.19999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,21,12.633996099990327,,,,12.620150099974126,12.633996099990327,12.633996099990327,12.633996099990327,12.633996099990327,12.919879399996717,None,12.92014519998338,12.93385249999119,12.93385249999119,12.93385249999119,12.93385249999119,13.21973209999851,None,13.233785499993246,13.233785499993246,13.233785499993246,13.233785499993246,12.93385249999119,12.93385249999119,12.93385249999119,12.93385249999119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996964,001,2025-03-24_13h31.12.888,Estimulo_ICE,2024.2.4,61.84930664363458,2025-03-24 13h32.23.590689 -0300,
Estimulo_12,22,22,0,2.2,-2.2,-2.2,2.2,3.29999999999998,-3.29999999999998,3.29999999999998,-3.29999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,22,13.233785499993246,,,,13.220117399992887,13.233785499993246,13.233785499993246,13.233785499993246,13.233785499993246,13.519813199993223,None,13.520087399985641,13.533799899974838,13.533799899974838,13.533799899974838,13.533799899974838,13.81983909997507,None,13.833940299984533,13.833940299984533,13.833940299984533,13.833940299984533,13.533799899974838,13.533799899974838,13.533799899974838,13.533799899974838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996964,001,2025-03-24_13h31.12.888,Estimulo_ICE,2024.2.4,61.84930664363458,2025-03-24 13h32.23.590689 -0300,
Estimulo_12,23,23,0,2.2,-2.2,-2.2,2.2,3.39999999999998,-3.39999999999998,3.39999999999998,-3.39999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,23,13.833940299984533,,,,13.820205299998634,13.833940299984533,13.833940299984533,13.833940299984533,13.833940299984533,14.11960849998286,None,14.119881999999052,14.133849199977703,14.133849199977703,14.133849199977703,14.133849199977703,14.41974789998494,None,14.433918700000504,14.433918700000504,14.433918700000504,14.433918700000504,14.133849199977703,14.133849199977703,14.133849199977703,14.133849199977703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996964,001,2025-03-24_13h31.12.888,Estimulo_ICE,2024.2.4,61.84930664363458,2025-03-24 13h32.23.590689 -0300,
Estimulo_12,24,24,0,2.2,-2.2,-2.2,2.2,3.49999999999998,-3.49999999999998,3.49999999999998,-3.49999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,24,14.433918700000504,,,,14.420130399987102,14.433918700000504,14.433918700000504,14.433918700000504,14.433918700000504,14.719686899974477,None,14.719954000000143,14.73380869999528,14.73380869999528,14.73380869999528,14.73380869999528,15.019816899992293,None,15.03388289999566,15.03388289999566,15.03388289999566,15.03388289999566,14.73380869999528,14.73380869999528,14.73380869999528,14.73380869999528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996964,001,2025-03-24_13h31.12.888,Estimulo_ICE,2024.2.4,61.84930664363458,2025-03-24 13h32.23.590689 -0300,
Estimulo_12,25,25,0,2.2,-2.2,-2.2,2.2,3.59999999999998,-3.59999999999998,3.59999999999998,-3.59999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,25,15.03388289999566,,,,15.020199499995215,15.03388289999566,15.03388289999566,15.03388289999566,15.03388289999566,15.31969819997903,None,15.31997389998287,15.333900199999334,15.333900199999334,15.333900199999334,15.333900199999334,15.6196898999915,None,15.633851099992171,15.633851099992171,15.633851099992171,15.633851099992171,15.333900199999334,15.333900199999334,15.333900199999334,15.333900199999334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996964,001,2025-03-24_13h31.12.888,Estimulo_ICE,2024.2.4,61.84930664363458,2025-03-24 13h32.23.590689 -0300,
