LoopName,thisN,thisTrialN,thisRepN,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,thisRow.t,notes,KeyboardSettings.started,key_resp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Estimulo_9,0,0,0,0,0,0,8,0.02565999998478219,,0.015440299990586936,0.02565999998478219,,,,,,,,
