LoopName,thisN,thisTrialN,thisRepN,px1,px2,px3,px4,py1,py2,py3,py4,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,loop_1.thisRepN,loop_1.thisTrialN,loop_1.thisN,loop_1.thisIndex,loop_2.thisRepN,loop_2.thisTrialN,loop_2.thisN,loop_2.thisIndex,thisRow.t,notes,codigo.started,codigo.stopped,trial.started,image.started,image_2.started,polygon.started,key_resp.started,image.stopped,image_2.stopped,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Estimulo_2,0,0,0,1.1,-1.1,1.1,-1.1,2.2,-2.2,-2.2,2.2,0,0,0,1,,,,,0,0,0,0,0.05371049999985189,,0.011196100000006481,0.011565499999960593,0.03586029999996754,0.05371049999985189,0.05371049999985189,0.05371049999985189,0.05371049999985189,0.35403249999990294,0.35403249999990294,0.35403249999990294,,,,,,,,
