LoopName,thisN,thisTrialN,thisRepN,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,thisRow.t,notes,KeyboardSettings.started,key_resp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Estimulo_2,0,0,0,0,0,0,1,0.031062499969266355,,0.021221899951342493,0.031062499969266355,,,,,,,,
