LoopName,thisN,thisTrialN,thisRepN,px1,px2,px3,px4,py1,py2,py3,py4,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,loop_1.thisRepN,loop_1.thisTrialN,loop_1.thisN,loop_1.thisIndex,loop_2.thisRepN,loop_2.thisTrialN,loop_2.thisN,loop_2.thisIndex,loop_3.thisRepN,loop_3.thisTrialN,loop_3.thisN,loop_3.thisIndex,loop_4.thisRepN,loop_4.thisTrialN,loop_4.thisN,loop_4.thisIndex,loop_5.thisRepN,loop_5.thisTrialN,loop_5.thisN,loop_5.thisIndex,loop_6.thisRepN,loop_6.thisTrialN,loop_6.thisN,loop_6.thisIndex,loop_7.thisRepN,loop_7.thisTrialN,loop_7.thisN,loop_7.thisIndex,loop_8.thisRepN,loop_8.thisTrialN,loop_8.thisN,loop_8.thisIndex,loop_9.thisRepN,loop_9.thisTrialN,loop_9.thisN,loop_9.thisIndex,loop_10.thisRepN,loop_10.thisTrialN,loop_10.thisN,loop_10.thisIndex,loop_11.thisRepN,loop_11.thisTrialN,loop_11.thisN,loop_11.thisIndex,loop_12.thisRepN,loop_12.thisTrialN,loop_12.thisN,loop_12.thisIndex,thisRow.t,notes,codigo.started,codigo.stopped,trial_3.started,image_5.started,image_6.started,polygon_3.started,trial_3.stopped,trial_4.started,image_7.started,image_8.started,polygon_4.started,image_7.stopped,image_8.stopped,polygon_4.stopped,trial_4.stopped,image_5.stopped,image_6.stopped,polygon_3.stopped,_intertrial_interval_.started,polygon_5.started,_intertrial_interval_.stopped,trial_5.started,image_9.started,polygon_6.started,image_10.started,trial_5.stopped,trial_6.started,image_11.started,image_12.started,polygon_7.started,trial_6.stopped,image_9.stopped,polygon_6.stopped,image_10.stopped,image_11.stopped,image_12.stopped,polygon_7.stopped,trial.started,image.started,image_2.started,polygon.started,trial.stopped,trial_2.started,image_3.started,image_4.started,polygon_2.started,trial_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Estimulo_7,26,26,0,2.2,-2.2,-2.2,2.2,1.79999999999999,-1.79999999999999,1.79999999999999,-1.79999999999999,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,15.635813299999427,,,,15.622152599999936,15.635813299999427,15.635813299999427,15.635813299999427,15.921648599999571,15.921898399999918,15.935815199999524,15.935815199999524,15.935815199999524,16.235791199999767,16.235791199999767,16.235791199999767,16.221684499999355,15.935815199999524,15.935815199999524,15.935815199999524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271328,001,2025-03-17_15h27.33.800,Estimulo_ICE,2024.2.4,59.94661154795698,2025-03-17 15h27.40.607101 -0300,
Estimulo_7,27,27,0,2.2,-2.2,-2.2,2.2,1.69999999999999,-1.69999999999999,1.69999999999999,-1.69999999999999,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,16.235791199999767,,,,16.222035899999355,16.235791199999767,16.235791199999767,16.235791199999767,16.521746399999756,16.52199709999968,16.535682599999745,16.535682599999745,16.535682599999745,16.83571419999953,16.83571419999953,16.83571419999953,16.82200329999978,16.535682599999745,16.535682599999745,16.535682599999745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271328,001,2025-03-17_15h27.33.800,Estimulo_ICE,2024.2.4,59.94661154795698,2025-03-17 15h27.40.607101 -0300,
Estimulo_7,28,28,0,2.2,-2.2,-2.2,2.2,1.59999999999999,-1.59999999999999,1.59999999999999,-1.59999999999999,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,16.83571419999953,,,,16.82237719999921,16.83571419999953,16.83571419999953,16.83571419999953,17.123873199999252,17.12430999999924,17.1365382999993,17.1365382999993,17.1365382999993,17.43589769999926,17.43589769999926,17.43589769999926,17.422114499999225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271328,001,2025-03-17_15h27.33.800,Estimulo_ICE,2024.2.4,59.94661154795698,2025-03-17 15h27.40.607101 -0300,
Estimulo_7,29,29,0,2.2,-2.2,-2.2,2.2,1.49999999999998,-1.49999999999998,1.49999999999998,-1.49999999999998,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,17.43589769999926,,,,17.42254639999919,17.43589769999926,17.43589769999926,17.43589769999926,17.722194599999966,17.722491499999705,17.735891599999377,17.735891599999377,17.735891599999377,18.03578639999978,18.03578639999978,18.03578639999978,18.02164719999928,17.735891599999377,17.735891599999377,17.735891599999377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271328,001,2025-03-17_15h27.33.800,Estimulo_ICE,2024.2.4,59.94661154795698,2025-03-17 15h27.40.607101 -0300,
Estimulo_7,30,30,0,2.2,-2.2,-2.2,2.2,1.39999999999998,-1.39999999999998,1.39999999999998,-1.39999999999998,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,18.03578639999978,,,,18.022017699999196,18.03578639999978,18.03578639999978,18.03578639999978,18.321659299999737,18.321912399999746,18.335801199999878,18.335801199999878,18.335801199999878,18.635785999999825,18.635785999999825,18.635785999999825,18.621614199999385,18.335801199999878,18.335801199999878,18.335801199999878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271328,001,2025-03-17_15h27.33.800,Estimulo_ICE,2024.2.4,59.94661154795698,2025-03-17 15h27.40.607101 -0300,
Estimulo_7,31,31,0,2.2,-2.2,-2.2,2.2,1.29999999999998,-1.29999999999998,1.29999999999998,-1.29999999999998,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,18.635785999999825,,,,18.621987399999853,18.635785999999825,18.635785999999825,18.635785999999825,18.921703899999557,18.921954699999333,18.935757999999623,18.935757999999623,18.935757999999623,19.235738599999422,19.235738599999422,19.235738599999422,19.221540399999867,18.935757999999623,18.935757999999623,18.935757999999623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271328,001,2025-03-17_15h27.33.800,Estimulo_ICE,2024.2.4,59.94661154795698,2025-03-17 15h27.40.607101 -0300,
Estimulo_7,32,32,0,2.2,-2.2,-2.2,2.2,1.19999999999998,-1.19999999999998,1.19999999999998,-1.19999999999998,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,19.235738599999422,,,,19.22190589999991,19.235738599999422,19.235738599999422,19.235738599999422,19.52188809999916,19.52214029999959,19.535777999999482,19.535777999999482,19.535777999999482,19.83577509999941,19.83577509999941,19.83577509999941,19.821710999999596,19.535777999999482,19.535777999999482,19.535777999999482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271328,001,2025-03-17_15h27.33.800,Estimulo_ICE,2024.2.4,59.94661154795698,2025-03-17 15h27.40.607101 -0300,
Estimulo_7,33,33,0,2.2,-2.2,-2.2,2.2,1.09999999999998,-1.09999999999998,1.09999999999998,-1.09999999999998,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,19.83577509999941,,,,19.82208300000002,19.83577509999941,19.83577509999941,19.83577509999941,20.121605099999215,20.121856799999478,20.135912399999143,20.135912399999143,20.135912399999143,20.50200219999988,20.50200219999988,20.50200219999988,20.421668599999975,20.135912399999143,20.135912399999143,20.135912399999143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271328,001,2025-03-17_15h27.33.800,Estimulo_ICE,2024.2.4,59.94661154795698,2025-03-17 15h27.40.607101 -0300,
Estimulo_7,0,0,0,,,,,,,,,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.48684449999928,20.50200219999988,21.937972799999443,,,,,,,,,,,,,,,,,,,,,,,,,,,271328,001,2025-03-17_15h27.33.800,Estimulo_ICE,2024.2.4,59.94661154795698,2025-03-17 15h27.40.607101 -0300,
Estimulo_11,0,0,0,2.2,-2.2,-2.2,2.2,4.4,-4.4,4.4,-4.4,0,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,22.08515709999938,,21.938082399999985,21.938421699999708,,,,,,,,,,,,,,,,,,,,22.068976099999418,22.08515709999938,22.08515709999938,22.08515709999938,22.254631699999663,22.25485039999967,22.269051999999647,22.269051999999647,22.269051999999647,22.554609299999356,,,,,,,,,,,,,,,,,271328,001,2025-03-17_15h27.33.800,Estimulo_ICE,2024.2.4,59.94661154795698,2025-03-17 15h27.40.607101 -0300,
Estimulo_11,1,1,0,2.2,-2.2,-2.2,2.2,4.3,-4.3,4.3,-4.3,0,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,22.569144799999776,,,,,,,,,,,,,,,,,,,,,,,22.55496459999995,22.569144799999776,22.569144799999776,22.569144799999776,22.854630399999223,22.85486999999921,22.86908879999919,22.86908879999919,22.86908879999919,23.154633999999533,,,,,,,,,,,,,,,,,271328,001,2025-03-17_15h27.33.800,Estimulo_ICE,2024.2.4,59.94661154795698,2025-03-17 15h27.40.607101 -0300,
