6.8467 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
6.8477 	INFO 	Loaded monitor calibration from ['2025_03_11 15:24']
7.3772 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000021560EB54B0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000021560EB5450>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002156AD77040>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.3773 	EXP 	window1: backgroundImage = ''
7.3773 	EXP 	window1: backgroundFit = 'none'
7.3841 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.3848 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.3857 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.3869 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.3881 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.3886 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.3893 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.3904 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.3907 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.3911 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.3919 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.3926 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.3934 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.3941 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.3948 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.3956 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.3964 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.3969 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.3974 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.3984 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.3988 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.3992 	DEBUG 	Uploading Texture Font fontname to graphics card
7.4018 	DEBUG 	Upload of Texture Font fontname complete
7.4084 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.4095 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.4104 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.4107 	DEBUG 	Uploading Texture Font fontname to graphics card
7.4116 	DEBUG 	Upload of Texture Font fontname complete
7.4135 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
7.4135 	EXP 	window1: recordFrameIntervals = False
7.5907 	EXP 	window1: recordFrameIntervals = True
7.7722 	EXP 	Screen (0) actual frame rate measured at 60.55Hz
7.7723 	EXP 	window1: recordFrameIntervals = False
7.7847 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7859 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7879 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7905 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7927 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7938 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7944 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7953 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7964 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7974 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7977 	DEBUG 	Uploading Texture Font fontname to graphics card
7.7981 	DEBUG 	Upload of Texture Font fontname complete
7.8093 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
10.4179 	INFO 	keyboard.Keyboard is using iohub backend.
10.4179 	EXP 	Estimulo_ICE: status = STARTED
10.4252 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='controle.jpeg', interpolate=True, mask=None, maskParams=None, name='image', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=128.0, units='cm', win=Window(...))
10.4303 	EXP 	Created image_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, image='controle.jpeg', interpolate=True, mask=None, maskParams=None, name='image_2', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=128.0, units='cm', win=Window(...))
10.4341 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=False, fillColor=array([-1.    ,  1.    , -0.0039]), fillColorSpace='rgb', fillRGB=array([-1.    ,  1.    , -0.0039]), interpolate=True, lineColor=array([-1.    ,  1.    , -0.0039]), lineColorSpace='rgb', lineRGB=array([-1.    ,  1.    , -0.0039]), lineWidth=1.0, name='polygon', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.005, 0.005]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
10.4375 	EXP 	Created image_3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='gaborVert.png', interpolate=True, mask=None, maskParams=None, name='image_3', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=128.0, units='cm', win=Window(...))
10.4412 	EXP 	Created image_4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, image='gaborVert.png', interpolate=True, mask=None, maskParams=None, name='image_4', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), texRes=128.0, units='cm', win=Window(...))
10.4437 	EXP 	Created polygon_2 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=False, fillColor=array([-1.    ,  1.    , -0.0039]), fillColorSpace='rgb', fillRGB=array([-1.    ,  1.    , -0.0039]), interpolate=True, lineColor=array([-1.    ,  1.    , -0.0039]), lineColorSpace='rgb', lineRGB=array([-1.    ,  1.    , -0.0039]), lineWidth=1.0, name='polygon_2', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.005, 0.005]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
