LoopName,thisN,thisTrialN,thisRepN,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,thisRow.t,notes,codigo.started,codigo.stopped,FeedBack.started,key_resp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Estimulo_10,0,0,0,0,0,0,9,0.042150900000706315,,0.02512040000874549,0.025431800007936545,0.025454400005401112,0.042150900000706315,,,,,,,,
