px1,px2,px3,px4,py1,py2,py3,py4,thisN,thisTrialN,thisRepN,loop_1.thisRepN,loop_1.thisTrialN,loop_1.thisN,loop_1.thisIndex,thisRow.t,notes,trial.started,image.started,image_2.started,trial.stopped,trial_2.started,image_3.started,image_4.started,image_3.stopped,image_4.stopped,trial_2.stopped,image.stopped,image_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
4.4,-4.4,4.4,-4.4,2.2,-2.2,-2.2,2.2,0,0,0,0,0,0,0,0.036112300120294094,,0.03029590006917715,0.036112300120294094,0.036112300120294094,0.30346790002658963,0.30364440008997917,0.3079003000166267,0.3079003000166267,0.6005493002012372,0.6005493002012372,0.5941424001939595,,,970061,001,2025-03-13_00h53.54.255,Estimulo_ICE,2024.2.4,143.8135023818845,2025-03-13 00h53.57.342205 -0300,
4.3,-4.3,4.3,-4.3,2.2,-2.2,-2.2,2.2,1,1,0,0,1,1,1,0.6005493002012372,,0.594463000074029,0.6005493002012372,0.6005493002012372,0.888046600157395,0.8882753001525998,0.8998454001266509,0.8998454001266509,,,,0.8998454001266509,0.8998454001266509,,,,,,,,
