LoopName,thisN,thisTrialN,thisRepN,px1,px2,px3,px4,py1,py2,py3,py4,key_resp_2.keys,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,key_resp_2.rt,key_resp_2.duration,key_resp_6.keys,key_resp_7.keys,key_resp_6.rt,key_resp_6.duration,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,loop_1.thisRepN,loop_1.thisTrialN,loop_1.thisN,loop_1.thisIndex,loop_2.thisRepN,loop_2.thisTrialN,loop_2.thisN,loop_2.thisIndex,loop_3.thisRepN,loop_3.thisTrialN,loop_3.thisN,loop_3.thisIndex,loop_4.thisRepN,loop_4.thisTrialN,loop_4.thisN,loop_4.thisIndex,loop_5.thisRepN,loop_5.thisTrialN,loop_5.thisN,loop_5.thisIndex,loop_6.thisRepN,loop_6.thisTrialN,loop_6.thisN,loop_6.thisIndex,loop_7.thisRepN,loop_7.thisTrialN,loop_7.thisN,loop_7.thisIndex,loop_8.thisRepN,loop_8.thisTrialN,loop_8.thisN,loop_8.thisIndex,loop_9.thisRepN,loop_9.thisTrialN,loop_9.thisN,loop_9.thisIndex,loop_10.thisRepN,loop_10.thisTrialN,loop_10.thisN,loop_10.thisIndex,loop_11.thisRepN,loop_11.thisTrialN,loop_11.thisN,loop_11.thisIndex,loop_12.thisRepN,loop_12.thisTrialN,loop_12.thisN,loop_12.thisIndex,thisRow.t,notes,codigo.started,codigo.stopped,trial.started,image.started,image_2.started,polygon.started,key_resp_2.started,text.started,trial.stopped,loop_1.key_resp_2.keys,trial_2.started,image_3.started,image_4.started,polygon_2.started,key_resp_3.started,trial_2.stopped,loop_1.key_resp_3.keys,loop_1.key_resp_3.rt,loop_1.key_resp_3.duration,loop_1.key_resp_2.rt,loop_1.key_resp_2.duration,_intertrial_interval_.started,polygon_5.started,_intertrial_interval_.stopped,trial_5.started,image_9.started,polygon_6.started,image_10.started,key_resp_6.started,trial_5.stopped,loop_9.key_resp_6.keys,trial_6.started,image_11.started,image_12.started,polygon_7.started,key_resp_7.started,trial_6.stopped,loop_9.key_resp_7.keys,loop_9.key_resp_6.rt,loop_9.key_resp_6.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Estimulo_1,10,10,0,3.39999999999999,-3.39999999999999,3.39999999999999,-3.39999999999999,2.2,-2.2,-2.2,2.2,['up'],None,,,[0.2254305999999815],[None],,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.042972300000201,,,,6.028868800000055,6.042972300000201,6.042972300000201,6.042972300000201,6.042972300000201,6.042972300000201,6.3285084000003735,['up'],6.328759400000308,6.342936400000326,6.342936400000326,6.342936400000326,6.342936400000326,6.628677300000163,None,,,[0.2254305999999815],[None],,,,,,,,,,,,,,,,,,,,264151,001,2025-03-24_14h57.36.379,Estimulo_ICE,2024.2.4,60.58979316467332,2025-03-24 14h57.41.722613 -0300,
Estimulo_1,11,11,0,3.29999999999999,-3.29999999999999,3.29999999999999,-3.29999999999999,2.2,-2.2,-2.2,2.2,None,None,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.643227400000342,,,,6.629012700000203,6.643227400000342,6.643227400000342,6.643227400000342,6.643227400000342,6.643227400000342,6.928594299999986,None,6.928823100000045,6.9428734000002805,6.9428734000002805,6.9428734000002805,6.9428734000002805,7.228871199999958,None,,,,,,,,,,,,,,,,,,,,,,,,264151,001,2025-03-24_14h57.36.379,Estimulo_ICE,2024.2.4,60.58979316467332,2025-03-24 14h57.41.722613 -0300,
Estimulo_1,12,12,0,3.19999999999999,-3.19999999999999,3.19999999999999,-3.19999999999999,2.2,-2.2,-2.2,2.2,['up'],None,,,[0.24897489999966638],[None],,,,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2431241000003865,,,,7.229224800000338,7.2431241000003865,7.2431241000003865,7.2431241000003865,7.2431241000003865,7.2431241000003865,7.528794700000162,['up'],7.529068199999983,7.543195100000048,7.543195100000048,7.543195100000048,7.543195100000048,7.828588000000309,None,,,[0.24897489999966638],[None],,,,,,,,,,,,,,,,,,,,264151,001,2025-03-24_14h57.36.379,Estimulo_ICE,2024.2.4,60.58979316467332,2025-03-24 14h57.41.722613 -0300,
Estimulo_1,13,13,0,3.09999999999999,-3.09999999999999,3.09999999999999,-3.09999999999999,2.2,-2.2,-2.2,2.2,['up'],None,,,[0.16886599999997998],[0.08863459999975021],,,,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.843115000000125,,,,7.828946300000098,7.843115000000125,7.843115000000125,7.843115000000125,7.843115000000125,7.843115000000125,8.128893900000094,['up'],8.129173100000116,8.143115000000307,8.143115000000307,8.143115000000307,8.143115000000307,8.428859699999975,None,,,[0.16886599999997998],[0.08863459999975021],,,,,,,,,,,,,,,,,,,,264151,001,2025-03-24_14h57.36.379,Estimulo_ICE,2024.2.4,60.58979316467332,2025-03-24 14h57.41.722613 -0300,
Estimulo_1,14,14,0,2.99999999999999,-2.99999999999999,2.99999999999999,-2.99999999999999,2.2,-2.2,-2.2,2.2,['up'],['up'],[0.06845870000006471],[0.07160609999982626],[0.03271919999997408],[0.07212240000035308],,,,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.443214100000205,,,,8.429221200000029,8.443214100000205,8.443214100000205,8.443214100000205,8.443214100000205,8.443214100000205,8.728773199999978,['up'],8.729021500000272,8.743304399999943,8.743304399999943,8.743304399999943,8.743304399999943,9.029055299999982,['up'],[0.06845870000006471],[0.07160609999982626],[0.03271919999997408],[0.07212240000035308],,,,,,,,,,,,,,,,,,,,264151,001,2025-03-24_14h57.36.379,Estimulo_ICE,2024.2.4,60.58979316467332,2025-03-24 14h57.41.722613 -0300,
Estimulo_1,15,15,0,2.89999999999999,-2.89999999999999,2.89999999999999,-2.89999999999999,2.2,-2.2,-2.2,2.2,['up'],['up'],[0.02924170000005688],[0.07164499999998952],[0.03277649999972709],[0.080216300000302],,,,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.043232400000306,,,,9.02947770000037,9.043232400000306,9.043232400000306,9.043232400000306,9.043232400000306,9.043232400000306,9.330339000000095,['up'],9.330835200000365,9.34299370000008,9.34299370000008,9.34299370000008,9.34299370000008,9.628743600000234,['up'],[0.02924170000005688],[0.07164499999998952],[0.03277649999972709],[0.080216300000302],,,,,,,,,,,,,,,,,,,,264151,001,2025-03-24_14h57.36.379,Estimulo_ICE,2024.2.4,60.58979316467332,2025-03-24 14h57.41.722613 -0300,
Estimulo_1,16,16,0,2.79999999999999,-2.79999999999999,2.79999999999999,-2.79999999999999,2.2,-2.2,-2.2,2.2,['up'],None,,,[0.06411990000015066],[0.07312449999972159],,,,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.643188900000041,,,,9.629175600000053,9.643188900000041,9.643188900000041,9.643188900000041,9.643188900000041,9.643188900000041,9.928651900000204,['up'],9.928987499999948,9.943180300000222,9.943180300000222,9.943180300000222,9.943180300000222,10.230158800000027,None,,,[0.06411990000015066],[0.07312449999972159],,,,,,,,,,,,,,,,,,,,264151,001,2025-03-24_14h57.36.379,Estimulo_ICE,2024.2.4,60.58979316467332,2025-03-24 14h57.41.722613 -0300,
Estimulo_1,17,17,0,2.69999999999999,-2.69999999999999,2.69999999999999,-2.69999999999999,2.2,-2.2,-2.2,2.2,['up'],None,,,[0.02423480000015843],[0.05621190000010756],,,,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.243292399999973,,,,10.230753600000298,10.243292399999973,10.243292399999973,10.243292399999973,10.243292399999973,10.243292399999973,10.528801599999952,['up'],10.529049700000087,10.543126700000357,10.543126700000357,10.543126700000357,10.543126700000357,10.82887030000029,None,,,[0.02423480000015843],[0.05621190000010756],,,,,,,,,,,,,,,,,,,,264151,001,2025-03-24_14h57.36.379,Estimulo_ICE,2024.2.4,60.58979316467332,2025-03-24 14h57.41.722613 -0300,
Estimulo_1,18,18,0,2.59999999999999,-2.59999999999999,2.59999999999999,-2.59999999999999,2.2,-2.2,-2.2,2.2,['up'],None,,,[0.2844079999999849],[0.07276120000005903],,,,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.843215300000338,,,,10.829195600000276,10.843215300000338,10.843215300000338,10.843215300000338,10.843215300000338,10.843215300000338,11.128711700000167,['up'],11.12896150000006,11.1431405000003,11.1431405000003,11.1431405000003,11.1431405000003,11.429046400000061,None,,,[0.2844079999999849],[0.07276120000005903],,,,,,,,,,,,,,,,,,,,264151,001,2025-03-24_14h57.36.379,Estimulo_ICE,2024.2.4,60.58979316467332,2025-03-24 14h57.41.722613 -0300,
Estimulo_1,19,19,0,2.49999999999999,-2.49999999999999,2.49999999999999,-2.49999999999999,2.2,-2.2,-2.2,2.2,['up'],None,,,[0.008812000000034459],[0.11912089999987074],,,,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.443296300000384,,,,11.429418200000327,11.443296300000384,11.443296300000384,11.443296300000384,11.443296300000384,11.443296300000384,11.7288695000002,['up'],11.72915869999997,11.743258800000149,11.743258800000149,11.743258800000149,11.743258800000149,12.02885470000001,None,,,[0.008812000000034459],[0.11912089999987074],,,,,,,,,,,,,,,,,,,,264151,001,2025-03-24_14h57.36.379,Estimulo_ICE,2024.2.4,60.58979316467332,2025-03-24 14h57.41.722613 -0300,
Estimulo_1,20,20,0,2.39999999999999,-2.39999999999999,2.39999999999999,-2.39999999999999,2.2,-2.2,-2.2,2.2,['right'],None,,,[0.048900700000103825],[0.15185240000027989],,,,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.043212500000209,,,,12.029211600000053,12.043212500000209,12.043212500000209,12.043212500000209,12.043212500000209,12.043212500000209,12.328434500000185,['right'],12.328693700000258,12.34315400000014,12.34315400000014,12.34315400000014,12.34315400000014,12.628761700000268,None,,,[0.048900700000103825],[0.15185240000027989],,,,,,,,,,,,,,,,,,,,264151,001,2025-03-24_14h57.36.379,Estimulo_ICE,2024.2.4,60.58979316467332,2025-03-24 14h57.41.722613 -0300,
Estimulo_1,21,21,0,2.29999999999999,-2.29999999999999,2.29999999999999,-2.29999999999999,2.2,-2.2,-2.2,2.2,None,None,,,,,,,,,0,0,0,0,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.64318140000023,,,,12.6291183000003,12.64318140000023,12.64318140000023,12.64318140000023,12.64318140000023,12.64318140000023,12.928586600000017,None,12.928836900000078,12.943262100000084,12.943262100000084,12.943262100000084,12.943262100000084,13.228623900000002,None,,,,,,,,,,,,,,,,,,,,,,,,264151,001,2025-03-24_14h57.36.379,Estimulo_ICE,2024.2.4,60.58979316467332,2025-03-24 14h57.41.722613 -0300,
Estimulo_1,22,22,0,2.19999999999999,-2.19999999999999,2.19999999999999,-2.19999999999999,2.2,-2.2,-2.2,2.2,None,None,,,,,,,,,0,0,0,0,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.243181600000298,,,,13.228953600000295,13.243181600000298,13.243181600000298,13.243181600000298,13.243181600000298,13.243181600000298,13.528679600000032,None,13.528917099999944,13.543092700000216,13.543092700000216,13.543092700000216,13.543092700000216,13.82859899999994,None,,,,,,,,,,,,,,,,,,,,,,,,264151,001,2025-03-24_14h57.36.379,Estimulo_ICE,2024.2.4,60.58979316467332,2025-03-24 14h57.41.722613 -0300,
Estimulo_1,23,23,0,2.09999999999999,-2.09999999999999,2.09999999999999,-2.09999999999999,2.2,-2.2,-2.2,2.2,None,None,,,,,,,,,0,0,0,0,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.843101200000092,,,,13.828929700000117,13.843101200000092,13.843101200000092,13.843101200000092,13.843101200000092,13.843101200000092,14.128472000000329,None,14.128711199999998,14.142974300000333,14.142974300000333,14.142974300000333,14.142974300000333,14.428800300000148,None,,,,,,,,,,,,,,,,,,,,,,,,264151,001,2025-03-24_14h57.36.379,Estimulo_ICE,2024.2.4,60.58979316467332,2025-03-24 14h57.41.722613 -0300,
Estimulo_1,24,24,0,1.99999999999999,-1.99999999999999,1.99999999999999,-1.99999999999999,2.2,-2.2,-2.2,2.2,"['down', 'down']",None,,,"[0.2608918000000813, 0.16108489999987796]","[0.08860239999967234, 0.08726509999996779]",,,,,0,0,0,0,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.443075700000009,,,,14.42917690000013,14.443075700000009,14.443075700000009,14.443075700000009,14.443075700000009,14.443075700000009,14.728847300000325,"['down', 'down']",14.729122800000368,14.743156700000327,14.743156700000327,14.743156700000327,14.743156700000327,15.028650200000357,None,,,"[0.2608918000000813, 0.16108489999987796]","[0.08860239999967234, 0.08726509999996779]",,,,,,,,,,,,,,,,,,,,264151,001,2025-03-24_14h57.36.379,Estimulo_ICE,2024.2.4,60.58979316467332,2025-03-24 14h57.41.722613 -0300,
Estimulo_1,25,25,0,1.89999999999999,-1.89999999999999,1.89999999999999,-1.89999999999999,2.2,-2.2,-2.2,2.2,None,None,,,,,,,,,0,0,0,0,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.042984900000192,,,,15.029007800000272,15.042984900000192,15.042984900000192,15.042984900000192,15.042984900000192,15.042984900000192,15.328815200000008,None,15.329066199999943,15.343114199999945,15.343114199999945,15.343114199999945,15.343114199999945,15.628595700000005,None,,,,,,,,,,,,,,,,,,,,,,,,264151,001,2025-03-24_14h57.36.379,Estimulo_ICE,2024.2.4,60.58979316467332,2025-03-24 14h57.41.722613 -0300,
Estimulo_1,26,26,0,1.79999999999999,-1.79999999999999,1.79999999999999,-1.79999999999999,2.2,-2.2,-2.2,2.2,"['down', 'down']",None,,,"[0.04134539999995468, 0.23282160000007934]","[0.0881666000000223, None]",,,,,0,0,0,0,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.643142000000353,,,,15.628949100000227,15.643142000000353,15.643142000000353,15.643142000000353,15.643142000000353,15.643142000000353,15.928617300000042,"['down', 'down']",15.928895600000033,15.94314630000008,15.94314630000008,15.94314630000008,15.94314630000008,16.228539900000214,None,,,"[0.04134539999995468, 0.23282160000007934]","[0.0881666000000223, None]",,,,,,,,,,,,,,,,,,,,264151,001,2025-03-24_14h57.36.379,Estimulo_ICE,2024.2.4,60.58979316467332,2025-03-24 14h57.41.722613 -0300,
Estimulo_1,27,27,0,1.69999999999999,-1.69999999999999,1.69999999999999,-1.69999999999999,2.2,-2.2,-2.2,2.2,"['down', 'down']",None,,,"[0.2525522999999339, 0.11224969999966561]","[0.06382880000001023, 0.0727630000001227]",,,,,0,0,0,0,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.243159000000105,,,,16.228899800000363,16.243159000000105,16.243159000000105,16.243159000000105,16.243159000000105,16.243159000000105,16.528705000000173,"['down', 'down']",16.528979700000036,16.543124499999976,16.543124499999976,16.543124499999976,16.543124499999976,16.828733700000157,None,,,"[0.2525522999999339, 0.11224969999966561]","[0.06382880000001023, 0.0727630000001227]",,,,,,,,,,,,,,,,,,,,264151,001,2025-03-24_14h57.36.379,Estimulo_ICE,2024.2.4,60.58979316467332,2025-03-24 14h57.41.722613 -0300,
Estimulo_1,28,28,0,1.59999999999999,-1.59999999999999,1.59999999999999,-1.59999999999999,2.2,-2.2,-2.2,2.2,['left'],['up'],[0.2608572999997705],[None],[0.2600757000000158],[0.1280984999998509],,,,,0,0,0,0,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.84311230000003,,,,16.829089700000168,16.84311230000003,16.84311230000003,16.84311230000003,16.84311230000003,16.84311230000003,17.128592900000058,['left'],17.12884720000011,17.143057000000226,17.143057000000226,17.143057000000226,17.143057000000226,17.42864660000032,['up'],[0.2608572999997705],[None],[0.2600757000000158],[0.1280984999998509],,,,,,,,,,,,,,,,,,,,264151,001,2025-03-24_14h57.36.379,Estimulo_ICE,2024.2.4,60.58979316467332,2025-03-24 14h57.41.722613 -0300,
Estimulo_1,29,29,0,1.49999999999999,-1.49999999999998,1.49999999999999,-1.49999999999998,2.2,-2.2,-2.2,2.2,None,None,,,,,,,,,0,0,0,0,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.443076200000178,,,,17.42902570000024,17.443076200000178,17.443076200000178,17.443076200000178,17.443076200000178,17.443076200000178,17.728491000000304,None,17.72874290000027,17.74309710000034,17.74309710000034,17.74309710000034,17.74309710000034,18.028865700000097,None,,,,,,,,,,,,,,,,,,,,,,,,264151,001,2025-03-24_14h57.36.379,Estimulo_ICE,2024.2.4,60.58979316467332,2025-03-24 14h57.41.722613 -0300,
Estimulo_1,30,30,0,1.39999999999999,-1.39999999999998,1.39999999999999,-1.39999999999998,2.2,-2.2,-2.2,2.2,None,['up'],[0.08520959999987099],[0.08002170000008846],,,,,,,0,0,0,0,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.043166500000098,,,,18.02922430000035,18.043166500000098,18.043166500000098,18.043166500000098,18.043166500000098,18.043166500000098,18.328684500000236,None,18.328935900000033,18.342935900000157,18.342935900000157,18.342935900000157,18.342935900000157,18.628480500000023,['up'],[0.08520959999987099],[0.08002170000008846],,,,,,,,,,,,,,,,,,,,,,264151,001,2025-03-24_14h57.36.379,Estimulo_ICE,2024.2.4,60.58979316467332,2025-03-24 14h57.41.722613 -0300,
