LoopName,thisN,thisTrialN,thisRepN,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,thisRow.t,notes,codigo.started,codigo.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Estimulo_10,0,0,0,0,0,0,9,,,0.01701569999977437,0.017391800000041258,,,,,,,,
