LoopName,thisN,thisTrialN,thisRepN,px1,px2,px3,px4,py1,py2,py3,py4,key_resp_2.keys,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,key_resp_6.keys,key_resp_7.keys,key_resp_6.rt,key_resp_6.duration,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,loop_1.thisRepN,loop_1.thisTrialN,loop_1.thisN,loop_1.thisIndex,loop_2.thisRepN,loop_2.thisTrialN,loop_2.thisN,loop_2.thisIndex,loop_3.thisRepN,loop_3.thisTrialN,loop_3.thisN,loop_3.thisIndex,loop_4.thisRepN,loop_4.thisTrialN,loop_4.thisN,loop_4.thisIndex,loop_5.thisRepN,loop_5.thisTrialN,loop_5.thisN,loop_5.thisIndex,loop_6.thisRepN,loop_6.thisTrialN,loop_6.thisN,loop_6.thisIndex,loop_7.thisRepN,loop_7.thisTrialN,loop_7.thisN,loop_7.thisIndex,loop_8.thisRepN,loop_8.thisTrialN,loop_8.thisN,loop_8.thisIndex,loop_9.thisRepN,loop_9.thisTrialN,loop_9.thisN,loop_9.thisIndex,loop_10.thisRepN,loop_10.thisTrialN,loop_10.thisN,loop_10.thisIndex,loop_11.thisRepN,loop_11.thisTrialN,loop_11.thisN,loop_11.thisIndex,loop_12.thisRepN,loop_12.thisTrialN,loop_12.thisN,loop_12.thisIndex,thisRow.t,notes,codigo.started,codigo.stopped,trial.started,image.started,image_2.started,polygon.started,key_resp_2.started,text.started,trial.stopped,loop_2.key_resp_2.keys,trial_2.started,trial_2.stopped,loop_2.key_resp_3.keys,image_3.started,image_4.started,polygon_2.started,key_resp_3.started,loop_2.key_resp_3.rt,loop_2.key_resp_3.duration,_intertrial_interval_.started,polygon_5.started,_intertrial_interval_.stopped,trial_5.started,image_9.started,polygon_6.started,image_10.started,key_resp_6.started,trial_5.stopped,loop_12.key_resp_6.keys,trial_6.started,image_11.started,image_12.started,polygon_7.started,key_resp_7.started,trial_6.stopped,loop_12.key_resp_7.keys,loop_12.key_resp_6.rt,loop_12.key_resp_6.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Estimulo_2,10,10,0,2.1,-2.1,2.1,-2.1,2.2,-2.2,-2.2,2.2,None,None,,,,,,,0,0,0,1,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.262953400000015,,,,6.248970399999962,6.262953400000015,6.262953400000015,6.262953400000015,6.262953400000015,6.262953400000015,6.548668099999986,None,6.548921899999982,6.848689699999966,None,6.56317949999999,6.56317949999999,6.56317949999999,6.56317949999999,,,,,,,,,,,,,,,,,,,,,,030493,001,2025-03-24_14h17.08.745,Estimulo_ICE,2024.2.4,60.101065952497905,2025-03-24 14h17.20.924798 -0300,
Estimulo_2,11,11,0,2.2,-2.2,2.2,-2.2,2.2,-2.2,-2.2,2.2,None,['up'],[0.013990900000010242],[0.20698229999999285],,,,,0,0,0,1,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8630534000000125,,,,6.84904610000001,6.8630534000000125,6.8630534000000125,6.8630534000000125,6.8630534000000125,6.8630534000000125,7.148423600000001,None,7.148676200000011,7.448498099999995,['up'],7.163086999999962,7.163086999999962,7.163086999999962,7.163086999999962,[0.013990900000010242],[0.20698229999999285],,,,,,,,,,,,,,,,,,,,030493,001,2025-03-24_14h17.08.745,Estimulo_ICE,2024.2.4,60.101065952497905,2025-03-24 14h17.20.924798 -0300,
Estimulo_2,12,12,0,2.3,-2.3,2.3,-2.3,2.2,-2.2,-2.2,2.2,None,None,,,,,,,0,0,0,1,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.463073199999997,,,,7.448884099999987,7.463073199999997,7.463073199999997,7.463073199999997,7.463073199999997,7.463073199999997,7.748594700000012,None,7.748847599999976,8.048633199999983,None,7.763186499999961,7.763186499999961,7.763186499999961,7.763186499999961,,,,,,,,,,,,,,,,,,,,,,030493,001,2025-03-24_14h17.08.745,Estimulo_ICE,2024.2.4,60.101065952497905,2025-03-24 14h17.20.924798 -0300,
Estimulo_2,13,13,0,2.4,-2.4,2.4,-2.4,2.2,-2.2,-2.2,2.2,None,None,,,,,,,0,0,0,1,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.063028299999985,,,,8.048992699999985,8.063028299999985,8.063028299999985,8.063028299999985,8.063028299999985,8.063028299999985,8.348700099999974,None,8.348953199999983,8.648475700000006,None,8.362955599999964,8.362955599999964,8.362955599999964,8.362955599999964,,,,,,,,,,,,,,,,,,,,,,030493,001,2025-03-24_14h17.08.745,Estimulo_ICE,2024.2.4,60.101065952497905,2025-03-24 14h17.20.924798 -0300,
Estimulo_2,14,14,0,2.5,-2.5,2.5,-2.5,2.2,-2.2,-2.2,2.2,None,None,,,,,,,0,0,0,1,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.663043799999969,,,,8.64883900000001,8.663043799999969,8.663043799999969,8.663043799999969,8.663043799999969,8.663043799999969,8.948628199999973,None,8.94887719999997,9.248477400000013,None,8.963127399999962,8.963127399999962,8.963127399999962,8.963127399999962,,,,,,,,,,,,,,,,,,,,,,030493,001,2025-03-24_14h17.08.745,Estimulo_ICE,2024.2.4,60.101065952497905,2025-03-24 14h17.20.924798 -0300,
Estimulo_2,15,15,0,2.6,-2.6,2.6,-2.6,2.2,-2.2,-2.2,2.2,None,None,,,,,,,0,0,0,1,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.263133900000014,,,,9.248836199999971,9.263133900000014,9.263133900000014,9.263133900000014,9.263133900000014,9.263133900000014,9.548576799999978,None,9.548829699999999,9.848403200000007,None,9.563057799999967,9.563057799999967,9.563057799999967,9.563057799999967,,,,,,,,,,,,,,,,,,,,,,030493,001,2025-03-24_14h17.08.745,Estimulo_ICE,2024.2.4,60.101065952497905,2025-03-24 14h17.20.924798 -0300,
Estimulo_2,16,16,0,2.7,-2.7,2.7,-2.7,2.2,-2.2,-2.2,2.2,None,None,,,,,,,0,0,0,1,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.863063000000011,,,,9.848761700000011,9.863063000000011,9.863063000000011,9.863063000000011,9.863063000000011,9.863063000000011,10.148627099999999,None,10.148879700000009,10.449406799999963,None,10.163103199999966,10.163103199999966,10.163103199999966,10.163103199999966,,,,,,,,,,,,,,,,,,,,,,030493,001,2025-03-24_14h17.08.745,Estimulo_ICE,2024.2.4,60.101065952497905,2025-03-24 14h17.20.924798 -0300,
Estimulo_2,17,17,0,2.8,-2.8,2.8,-2.8,2.2,-2.2,-2.2,2.2,None,None,,,,,,,0,0,0,1,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.462795999999969,,,,10.449826299999984,10.462795999999969,10.462795999999969,10.462795999999969,10.462795999999969,10.462795999999969,10.749455299999966,None,10.749697400000002,11.048455999999987,None,10.763201400000014,10.763201400000014,10.763201400000014,10.763201400000014,,,,,,,,,,,,,,,,,,,,,,030493,001,2025-03-24_14h17.08.745,Estimulo_ICE,2024.2.4,60.101065952497905,2025-03-24 14h17.20.924798 -0300,
Estimulo_2,18,18,0,2.9,-2.9,2.9,-2.9,2.2,-2.2,-2.2,2.2,None,None,,,,,,,0,0,0,1,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.062999999999988,,,,11.0487885,11.062999999999988,11.062999999999988,11.062999999999988,11.062999999999988,11.062999999999988,11.34860169999996,None,11.348858399999983,11.648532799999998,None,11.363111800000013,11.363111800000013,11.363111800000013,11.363111800000013,,,,,,,,,,,,,,,,,,,,,,030493,001,2025-03-24_14h17.08.745,Estimulo_ICE,2024.2.4,60.101065952497905,2025-03-24 14h17.20.924798 -0300,
Estimulo_2,19,19,0,3,-3,3,-3,2.2,-2.2,-2.2,2.2,None,None,,,,,,,0,0,0,1,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.66311300000001,,,,11.648889399999973,11.66311300000001,11.66311300000001,11.66311300000001,11.66311300000001,11.66311300000001,11.948631199999966,None,11.948884599999985,12.248453799999993,None,11.96299399999998,11.96299399999998,11.96299399999998,11.96299399999998,,,,,,,,,,,,,,,,,,,,,,030493,001,2025-03-24_14h17.08.745,Estimulo_ICE,2024.2.4,60.101065952497905,2025-03-24 14h17.20.924798 -0300,
Estimulo_2,20,20,0,3.1,-3.1,3.1,-3.1,2.2,-2.2,-2.2,2.2,None,None,,,,,,,0,0,0,1,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.263137400000005,,,,12.248808399999973,12.263137400000005,12.263137400000005,12.263137400000005,12.263137400000005,12.263137400000005,12.548563899999976,None,12.548816799999997,12.848407899999984,None,12.563100299999974,12.563100299999974,12.563100299999974,12.563100299999974,,,,,,,,,,,,,,,,,,,,,,030493,001,2025-03-24_14h17.08.745,Estimulo_ICE,2024.2.4,60.101065952497905,2025-03-24 14h17.20.924798 -0300,
Estimulo_2,21,21,0,3.2,-3.2,3.2,-3.2,2.2,-2.2,-2.2,2.2,None,None,,,,,,,0,0,0,1,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.863004899999964,,,,12.848765500000013,12.863004899999964,12.863004899999964,12.863004899999964,12.863004899999964,12.863004899999964,13.148545500000012,None,13.148799899999972,13.448430299999984,None,13.162985800000001,13.162985800000001,13.162985800000001,13.162985800000001,,,,,,,,,,,,,,,,,,,,,,030493,001,2025-03-24_14h17.08.745,Estimulo_ICE,2024.2.4,60.101065952497905,2025-03-24 14h17.20.924798 -0300,
Estimulo_2,22,22,0,3.3,-3.3,3.3,-3.3,2.2,-2.2,-2.2,2.2,None,None,,,,,,,0,0,0,1,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.46298200000001,,,,13.44876389999996,13.46298200000001,13.46298200000001,13.46298200000001,13.46298200000001,13.46298200000001,13.748952900000006,None,13.749295599999982,14.048640699999964,None,13.763195099999962,13.763195099999962,13.763195099999962,13.763195099999962,,,,,,,,,,,,,,,,,,,,,,030493,001,2025-03-24_14h17.08.745,Estimulo_ICE,2024.2.4,60.101065952497905,2025-03-24 14h17.20.924798 -0300,
Estimulo_2,23,23,0,3.4,-3.4,3.4,-3.4,2.2,-2.2,-2.2,2.2,None,None,,,,,,,0,0,0,1,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.063048100000003,,,,14.048984200000007,14.063048100000003,14.063048100000003,14.063048100000003,14.063048100000003,14.063048100000003,14.349393700000007,None,14.349707999999964,14.64846940000001,None,14.362825799999996,14.362825799999996,14.362825799999996,14.362825799999996,,,,,,,,,,,,,,,,,,,,,,030493,001,2025-03-24_14h17.08.745,Estimulo_ICE,2024.2.4,60.101065952497905,2025-03-24 14h17.20.924798 -0300,
Estimulo_2,24,24,0,3.5,-3.5,3.5,-3.5,2.2,-2.2,-2.2,2.2,None,None,,,,,,,0,0,0,1,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.66293509999997,,,,14.648803699999974,14.66293509999997,14.66293509999997,14.66293509999997,14.66293509999997,14.66293509999997,14.948638899999992,None,14.948890000000006,15.248567400000013,None,14.963095699999997,14.963095699999997,14.963095699999997,14.963095699999997,,,,,,,,,,,,,,,,,,,,,,030493,001,2025-03-24_14h17.08.745,Estimulo_ICE,2024.2.4,60.101065952497905,2025-03-24 14h17.20.924798 -0300,
Estimulo_2,25,25,0,3.6,-3.6,3.6,-3.6,2.2,-2.2,-2.2,2.2,None,None,,,,,,,0,0,0,1,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.263017999999988,,,,15.248930799999982,15.263017999999988,15.263017999999988,15.263017999999988,15.263017999999988,15.263017999999988,15.54854869999997,None,15.548805200000004,15.848565099999973,None,15.562981699999966,15.562981699999966,15.562981699999966,15.562981699999966,,,,,,,,,,,,,,,,,,,,,,030493,001,2025-03-24_14h17.08.745,Estimulo_ICE,2024.2.4,60.101065952497905,2025-03-24 14h17.20.924798 -0300,
Estimulo_2,26,26,0,3.7,-3.7,3.7,-3.7,2.2,-2.2,-2.2,2.2,None,None,,,,,,,0,0,0,1,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.862915399999963,,,,15.84891909999999,15.862915399999963,15.862915399999963,15.862915399999963,15.862915399999963,15.862915399999963,16.148546699999997,None,16.148799800000006,16.44846659999996,None,16.163076899999965,16.163076899999965,16.163076899999965,16.163076899999965,,,,,,,,,,,,,,,,,,,,,,030493,001,2025-03-24_14h17.08.745,Estimulo_ICE,2024.2.4,60.101065952497905,2025-03-24 14h17.20.924798 -0300,
Estimulo_2,27,27,0,3.8,-3.8,3.8,-3.8,2.2,-2.2,-2.2,2.2,None,None,,,,,,,0,0,0,1,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.463108499999976,,,,16.448827800000004,16.463108499999976,16.463108499999976,16.463108499999976,16.463108499999976,16.463108499999976,16.74837930000001,None,16.748632399999963,17.04863009999997,None,16.762991899999975,16.762991899999975,16.762991899999975,16.762991899999975,,,,,,,,,,,,,,,,,,,,,,030493,001,2025-03-24_14h17.08.745,Estimulo_ICE,2024.2.4,60.101065952497905,2025-03-24 14h17.20.924798 -0300,
Estimulo_2,28,28,0,3.9,-3.9,3.9,-3.9,2.2,-2.2,-2.2,2.2,None,None,,,,,,,0,0,0,1,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.06296370000001,,,,17.048987399999987,17.06296370000001,17.06296370000001,17.06296370000001,17.06296370000001,17.06296370000001,17.348448599999983,None,17.348700399999984,17.648302899999976,None,17.363067699999988,17.363067699999988,17.363067699999988,17.363067699999988,,,,,,,,,,,,,,,,,,,,,,030493,001,2025-03-24_14h17.08.745,Estimulo_ICE,2024.2.4,60.101065952497905,2025-03-24 14h17.20.924798 -0300,
Estimulo_2,29,29,0,4,-4,4,-4,2.2,-2.2,-2.2,2.2,None,None,,,,,,,0,0,0,1,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.663069199999995,,,,17.648671499999978,17.663069199999995,17.663069199999995,17.663069199999995,17.663069199999995,17.663069199999995,17.948530199999993,None,17.948781399999973,18.248579699999993,None,17.962944899999968,17.962944899999968,17.962944899999968,17.962944899999968,,,,,,,,,,,,,,,,,,,,,,030493,001,2025-03-24_14h17.08.745,Estimulo_ICE,2024.2.4,60.101065952497905,2025-03-24 14h17.20.924798 -0300,
Estimulo_2,30,30,0,4.1,-4.1,4.1,-4.1,2.2,-2.2,-2.2,2.2,None,None,,,,,,,0,0,0,1,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.262956299999985,,,,18.248939699999994,18.262956299999985,18.262956299999985,18.262956299999985,18.262956299999985,18.262956299999985,18.548119499999984,None,18.54836359999996,18.848468499999967,None,18.562785299999973,18.562785299999973,18.562785299999973,18.562785299999973,,,,,,,,,,,,,,,,,,,,,,030493,001,2025-03-24_14h17.08.745,Estimulo_ICE,2024.2.4,60.101065952497905,2025-03-24 14h17.20.924798 -0300,
Estimulo_2,31,31,0,4.2,-4.2,4.2,-4.2,2.2,-2.2,-2.2,2.2,None,None,,,,,,,0,0,0,1,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.863064199999997,,,,18.848865199999977,18.863064199999997,18.863064199999997,18.863064199999997,18.863064199999997,18.863064199999997,19.148285499999986,None,19.148532899999964,19.44924249999997,None,19.162798799999962,19.162798799999962,19.162798799999962,19.162798799999962,,,,,,,,,,,,,,,,,,,,,,030493,001,2025-03-24_14h17.08.745,Estimulo_ICE,2024.2.4,60.101065952497905,2025-03-24 14h17.20.924798 -0300,
Estimulo_2,32,32,0,4.3,-4.3,4.3,-4.3,2.2,-2.2,-2.2,2.2,None,None,,,,,,,0,0,0,1,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.462920199999985,,,,19.449699299999963,19.462920199999985,19.462920199999985,19.462920199999985,19.462920199999985,19.462920199999985,19.748522100000002,None,19.748774200000014,20.048501299999998,None,19.763067199999966,19.763067199999966,19.763067199999966,19.763067199999966,,,,,,,,,,,,,,,,,,,,,,030493,001,2025-03-24_14h17.08.745,Estimulo_ICE,2024.2.4,60.101065952497905,2025-03-24 14h17.20.924798 -0300,
Estimulo_2,33,33,0,4.4,-4.4,4.4,-4.4,2.2,-2.2,-2.2,2.2,None,None,,,,,,,0,0,0,1,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.06296370000001,,,,20.048857699999985,20.06296370000001,20.06296370000001,20.06296370000001,20.06296370000001,20.06296370000001,20.3485053,None,20.348757799999987,20.648514299999988,None,20.363028600000007,20.363028600000007,20.363028600000007,20.363028600000007,,,,,,,,,,,,,,,,,,,,,,030493,001,2025-03-24_14h17.08.745,Estimulo_ICE,2024.2.4,60.101065952497905,2025-03-24 14h17.20.924798 -0300,
Estimulo_2,0,0,0,,,,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.809600199999977,20.812336500000015,22.14846289999997,,,,,,,,,,,,,,,,,030493,001,2025-03-24_14h17.08.745,Estimulo_ICE,2024.2.4,60.101065952497905,2025-03-24 14h17.20.924798 -0300,
Estimulo_12,0,0,0,2.2,-2.2,-2.2,2.2,1.09999999999998,-1.09999999999998,1.09999999999998,-1.09999999999998,,,,,None,None,,,0,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,22.31244429999998,,22.1485811,22.14891929999999,,,,,,,,,,,,,,,,,,,,,22.29289239999997,22.31244429999998,22.31244429999998,22.31244429999998,22.31244429999998,22.465238499999998,None,22.4654759,22.47972340000001,22.47972340000001,22.47972340000001,22.47972340000001,22.765059199999996,None,,,030493,001,2025-03-24_14h17.08.745,Estimulo_ICE,2024.2.4,60.101065952497905,2025-03-24 14h17.20.924798 -0300,
