LoopName,thisN,thisTrialN,thisRepN,px1,px2,px3,px4,py1,py2,py3,py4,key_resp_6.keys,key_resp_7.keys,key_resp_2.keys,key_resp_3.keys,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,loop_1.thisRepN,loop_1.thisTrialN,loop_1.thisN,loop_1.thisIndex,loop_2.thisRepN,loop_2.thisTrialN,loop_2.thisN,loop_2.thisIndex,loop_3.thisRepN,loop_3.thisTrialN,loop_3.thisN,loop_3.thisIndex,loop_4.thisRepN,loop_4.thisTrialN,loop_4.thisN,loop_4.thisIndex,loop_5.thisRepN,loop_5.thisTrialN,loop_5.thisN,loop_5.thisIndex,loop_6.thisRepN,loop_6.thisTrialN,loop_6.thisN,loop_6.thisIndex,loop_7.thisRepN,loop_7.thisTrialN,loop_7.thisN,loop_7.thisIndex,loop_8.thisRepN,loop_8.thisTrialN,loop_8.thisN,loop_8.thisIndex,loop_9.thisRepN,loop_9.thisTrialN,loop_9.thisN,loop_9.thisIndex,loop_10.thisRepN,loop_10.thisTrialN,loop_10.thisN,loop_10.thisIndex,loop_11.thisRepN,loop_11.thisTrialN,loop_11.thisN,loop_11.thisIndex,loop_12.thisRepN,loop_12.thisTrialN,loop_12.thisN,loop_12.thisIndex,thisRow.t,notes,codigo.started,codigo.stopped,trial_5.started,image_9.started,polygon_6.started,image_10.started,key_resp_6.started,trial_5.stopped,loop_10.key_resp_6.keys,trial_6.started,image_11.started,image_12.started,polygon_7.started,key_resp_7.started,trial_6.stopped,loop_10.key_resp_7.keys,_intertrial_interval_.started,polygon_5.started,_intertrial_interval_.stopped,trial.started,image.started,image_2.started,polygon.started,key_resp_2.started,trial.stopped,loop_2.key_resp_2.keys,trial_2.started,image_3.started,image_4.started,polygon_2.started,key_resp_3.started,trial_2.stopped,loop_2.key_resp_3.keys,image.stopped,image_2.stopped,polygon.stopped,key_resp_2.stopped,image_3.stopped,image_4.stopped,polygon_2.stopped,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Estimulo_10,0,0,0,1.1,-1.1,1.1,-1.1,2.2,-2.2,-2.2,2.2,None,None,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0.1956728000077419,,0.020253900001989678,0.020654600011766888,0.18367700000817422,0.1956728000077419,0.1956728000077419,0.1956728000077419,0.1956728000077419,0.3309592000005068,None,0.3311890000040876,0.345382100000279,0.345382100000279,0.345382100000279,0.345382100000279,0.6384031000052346,None,,,,,,,,,,,,,,,,,,,,,,,,,,668605,001,2025-03-21_14h02.17.409,Estimulo_ICE,2024.2.4,59.997000149850024,2025-03-21 14h02.22.879018 -0300,
Estimulo_10,1,1,0,1.2,-1.2,1.2,-1.2,2.2,-2.2,-2.2,2.2,None,None,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,0.6455438000120921,,,,0.6393708000105107,0.6455438000120921,0.6455438000120921,0.6455438000120921,0.6455438000120921,0.9313234000001103,None,0.9315969000017503,0.9455518000031589,0.9455518000031589,0.9455518000031589,0.9455518000031589,1.2212124000070617,None,,,,,,,,,,,,,,,,,,,,,,,,,,668605,001,2025-03-21_14h02.17.409,Estimulo_ICE,2024.2.4,59.997000149850024,2025-03-21 14h02.22.879018 -0300,
Estimulo_10,2,2,0,1.3,-1.3,1.3,-1.3,2.2,-2.2,-2.2,2.2,None,None,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,1.2316607000102522,,,,1.2222397000005003,1.2316607000102522,1.2316607000102522,1.2316607000102522,1.2316607000102522,1.5370396000071196,None,1.5377617000049213,1.5472016999992775,1.5472016999992775,1.5472016999992775,1.5472016999992775,1.8335536000085995,None,,,,,,,,,,,,,,,,,,,,,,,,,,668605,001,2025-03-21_14h02.17.409,Estimulo_ICE,2024.2.4,59.997000149850024,2025-03-21 14h02.22.879018 -0300,
Estimulo_10,3,3,0,1.4,-1.4,1.4,-1.4,2.2,-2.2,-2.2,2.2,None,None,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,1.8462455000117188,,,,1.8343091999995522,1.8462455000117188,1.8462455000117188,1.8462455000117188,1.8462455000117188,2.133657200000016,None,2.1341307000111556,2.1455465000035474,2.1455465000035474,2.1455465000035474,2.1455465000035474,2.4336859000031836,None,,,,,,,,,,,,,,,,,,,,,,,,,,668605,001,2025-03-21_14h02.17.409,Estimulo_ICE,2024.2.4,59.997000149850024,2025-03-21 14h02.22.879018 -0300,
Estimulo_10,4,4,0,1.5,-1.5,1.5,-1.5,2.2,-2.2,-2.2,2.2,None,None,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,2.44619160000002,,,,2.4343567000032635,2.44619160000002,2.44619160000002,2.44619160000002,2.44619160000002,2.736201899999287,None,2.7369978000060655,2.7463956999999937,2.7463956999999937,2.7463956999999937,2.7463956999999937,3.0336341000074754,None,,,,,,,,,,,,,,,,,,,,,,,,,,668605,001,2025-03-21_14h02.17.409,Estimulo_ICE,2024.2.4,59.997000149850024,2025-03-21 14h02.22.879018 -0300,
Estimulo_10,5,5,0,1.6,-1.6,1.6,-1.6,2.2,-2.2,-2.2,2.2,None,None,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,3.046276300010504,,,,3.034311700001126,3.046276300010504,3.046276300010504,3.046276300010504,3.046276300010504,3.3337369000073522,None,3.3342110000085086,3.3462110000109533,3.3462110000109533,3.3462110000109533,3.3462110000109533,3.633701300001121,None,,,,,,,,,,,,,,,,,,,,,,,,,,668605,001,2025-03-21_14h02.17.409,Estimulo_ICE,2024.2.4,59.997000149850024,2025-03-21 14h02.22.879018 -0300,
Estimulo_10,6,6,0,1.7,-1.7,1.7,-1.7,2.2,-2.2,-2.2,2.2,None,None,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,3.6461281000083545,,,,3.634375000008731,3.6461281000083545,3.6461281000083545,3.6461281000083545,3.6461281000083545,3.9307866000017384,None,3.931032899999991,3.945328600006178,3.945328600006178,3.945328600006178,3.945328600006178,4.230875599998399,None,,,,,,,,,,,,,,,,,,,,,,,,,,668605,001,2025-03-21_14h02.17.409,Estimulo_ICE,2024.2.4,59.997000149850024,2025-03-21 14h02.22.879018 -0300,
Estimulo_10,7,7,0,1.8,-1.8,1.8,-1.8,2.2,-2.2,-2.2,2.2,None,None,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,4.245441799997934,,,,4.231227600001148,4.245441799997934,4.245441799997934,4.245441799997934,4.245441799997934,4.530919800003176,None,4.531166000000667,4.545464599999832,4.545464599999832,4.545464599999832,4.545464599999832,4.835714400003781,None,,,,,,,,,,,,,,,,,,,,,,,,,,668605,001,2025-03-21_14h02.17.409,Estimulo_ICE,2024.2.4,59.997000149850024,2025-03-21 14h02.22.879018 -0300,
Estimulo_10,8,8,0,1.9,-1.9,1.9,-1.9,2.2,-2.2,-2.2,2.2,None,None,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,4.846226000008755,,,,4.836830300002475,4.846226000008755,4.846226000008755,4.846226000008755,4.846226000008755,5.135353400008171,None,5.135839399998076,5.145334400003776,5.145334400003776,5.145334400003776,5.145334400003776,5.433650100007071,None,,,,,,,,,,,,,,,,,,,,,,,,,,668605,001,2025-03-21_14h02.17.409,Estimulo_ICE,2024.2.4,59.997000149850024,2025-03-21 14h02.22.879018 -0300,
Estimulo_10,9,9,0,2,-2,2,-2,2.2,-2.2,-2.2,2.2,None,None,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,5.446218900004169,,,,5.434325000009267,5.446218900004169,5.446218900004169,5.446218900004169,5.446218900004169,5.731155300003593,None,5.731439900002442,5.745428200010792,5.745428200010792,5.745428200010792,5.745428200010792,6.031227600004058,None,,,,,,,,,,,,,,,,,,,,,,,,,,668605,001,2025-03-21_14h02.17.409,Estimulo_ICE,2024.2.4,59.997000149850024,2025-03-21 14h02.22.879018 -0300,
