LoopName,thisN,thisTrialN,thisRepN,px1,px2,px3,px4,py1,py2,py3,py4,key_resp_6.keys,key_resp_7.keys,key_resp_2.keys,key_resp_3.keys,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,loop_1.thisRepN,loop_1.thisTrialN,loop_1.thisN,loop_1.thisIndex,loop_2.thisRepN,loop_2.thisTrialN,loop_2.thisN,loop_2.thisIndex,loop_3.thisRepN,loop_3.thisTrialN,loop_3.thisN,loop_3.thisIndex,loop_4.thisRepN,loop_4.thisTrialN,loop_4.thisN,loop_4.thisIndex,loop_5.thisRepN,loop_5.thisTrialN,loop_5.thisN,loop_5.thisIndex,loop_6.thisRepN,loop_6.thisTrialN,loop_6.thisN,loop_6.thisIndex,loop_7.thisRepN,loop_7.thisTrialN,loop_7.thisN,loop_7.thisIndex,loop_8.thisRepN,loop_8.thisTrialN,loop_8.thisN,loop_8.thisIndex,loop_9.thisRepN,loop_9.thisTrialN,loop_9.thisN,loop_9.thisIndex,loop_10.thisRepN,loop_10.thisTrialN,loop_10.thisN,loop_10.thisIndex,loop_11.thisRepN,loop_11.thisTrialN,loop_11.thisN,loop_11.thisIndex,loop_12.thisRepN,loop_12.thisTrialN,loop_12.thisN,loop_12.thisIndex,thisRow.t,notes,codigo.started,codigo.stopped,trial_5.started,image_9.started,polygon_6.started,image_10.started,key_resp_6.started,trial_5.stopped,loop_10.key_resp_6.keys,trial_6.started,image_11.started,image_12.started,polygon_7.started,key_resp_7.started,trial_6.stopped,loop_10.key_resp_7.keys,_intertrial_interval_.started,polygon_5.started,_intertrial_interval_.stopped,trial.started,image.started,image_2.started,polygon.started,key_resp_2.started,trial.stopped,loop_2.key_resp_2.keys,trial_2.started,image_3.started,image_4.started,polygon_2.started,key_resp_3.started,trial_2.stopped,loop_2.key_resp_3.keys,image.stopped,image_2.stopped,polygon.stopped,key_resp_2.stopped,image_3.stopped,image_4.stopped,polygon_2.stopped,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Estimulo_10,10,10,0,2.1,-2.1,2.1,-2.1,2.2,-2.2,-2.2,2.2,None,None,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,6.045539800004917,,,,6.031628700002329,6.045539800004917,6.045539800004917,6.045539800004917,6.045539800004917,6.330729900000733,None,6.330978099998902,6.345344900008058,6.345344900008058,6.345344900008058,6.345344900008058,6.630880500000785,None,,,,,,,,,,,,,,,,,,,,,,,,,,668605,001,2025-03-21_14h02.17.409,Estimulo_ICE,2024.2.4,59.997000149850024,2025-03-21 14h02.22.879018 -0300,
Estimulo_10,11,11,0,2.2,-2.2,2.2,-2.2,2.2,-2.2,-2.2,2.2,None,None,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,6.645359500005725,,,,6.63123140000971,6.645359500005725,6.645359500005725,6.645359500005725,6.645359500005725,6.9306425000104355,None,6.9308763000008184,6.945343300001696,6.945343300001696,6.945343300001696,6.945343300001696,7.230840100004571,None,,,,,,,,,,,,,,,,,,,,,,,,,,668605,001,2025-03-21_14h02.17.409,Estimulo_ICE,2024.2.4,59.997000149850024,2025-03-21 14h02.22.879018 -0300,
Estimulo_10,12,12,0,2.3,-2.3,2.3,-2.3,2.2,-2.2,-2.2,2.2,None,None,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,7.245337400003336,,,,7.231188600009773,7.245337400003336,7.245337400003336,7.245337400003336,7.245337400003336,7.5308572000067215,None,7.53110390000802,7.5454559000063455,7.5454559000063455,7.5454559000063455,7.5454559000063455,7.830864000003203,None,,,,,,,,,,,,,,,,,,,,,,,,,,668605,001,2025-03-21_14h02.17.409,Estimulo_ICE,2024.2.4,59.997000149850024,2025-03-21 14h02.22.879018 -0300,
Estimulo_10,13,13,0,2.4,-2.4,2.4,-2.4,2.2,-2.2,-2.2,2.2,None,None,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,7.845279500004835,,,,7.831221300002653,7.845279500004835,7.845279500004835,7.845279500004835,7.845279500004835,8.130743600006099,None,8.13098020000325,8.145339200011222,8.145339200011222,8.145339200011222,8.145339200011222,8.43082300000242,None,,,,,,,,,,,,,,,,,,,,,,,,,,668605,001,2025-03-21_14h02.17.409,Estimulo_ICE,2024.2.4,59.997000149850024,2025-03-21 14h02.22.879018 -0300,
Estimulo_10,14,14,0,2.5,-2.5,2.5,-2.5,2.2,-2.2,-2.2,2.2,None,None,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,8.44543250001152,,,,8.431172800002969,8.44543250001152,8.44543250001152,8.44543250001152,8.44543250001152,8.730713900004048,None,8.730961799999932,8.745284100004937,8.745284100004937,8.745284100004937,8.745284100004937,9.030919500000891,None,,,,,,,,,,,,,,,,,,,,,,,,,,668605,001,2025-03-21_14h02.17.409,Estimulo_ICE,2024.2.4,59.997000149850024,2025-03-21 14h02.22.879018 -0300,
Estimulo_10,15,15,0,2.6,-2.6,2.6,-2.6,2.2,-2.2,-2.2,2.2,None,None,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,9.045385900011752,,,,9.031272600012016,9.045385900011752,9.045385900011752,9.045385900011752,9.045385900011752,9.330883500006166,None,9.331129099999089,9.34539550000045,9.34539550000045,9.34539550000045,9.34539550000045,9.63075480000407,None,,,,,,,,,,,,,,,,,,,,,,,,,,668605,001,2025-03-21_14h02.17.409,Estimulo_ICE,2024.2.4,59.997000149850024,2025-03-21 14h02.22.879018 -0300,
Estimulo_10,16,16,0,2.7,-2.7,2.7,-2.7,2.2,-2.2,-2.2,2.2,None,None,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,9.645270400011213,,,,9.63110620000225,9.645270400011213,9.645270400011213,9.645270400011213,9.645270400011213,9.930790300000808,None,9.931036100009806,9.945297500002198,9.945297500002198,9.945297500002198,9.945297500002198,10.230727000001934,None,,,,,,,,,,,,,,,,,,,,,,,,,,668605,001,2025-03-21_14h02.17.409,Estimulo_ICE,2024.2.4,59.997000149850024,2025-03-21 14h02.22.879018 -0300,
Estimulo_10,17,17,0,2.8,-2.8,2.8,-2.8,2.2,-2.2,-2.2,2.2,None,None,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,10.245264600001974,,,,10.231082099999185,10.245264600001974,10.245264600001974,10.245264600001974,10.245264600001974,10.530909200009773,None,10.531155200005742,10.54530589999922,10.54530589999922,10.54530589999922,10.54530589999922,10.830807600010303,None,,,,,,,,,,,,,,,,,,,,,,,,,,668605,001,2025-03-21_14h02.17.409,Estimulo_ICE,2024.2.4,59.997000149850024,2025-03-21 14h02.22.879018 -0300,
Estimulo_10,18,18,0,2.9,-2.9,2.9,-2.9,2.2,-2.2,-2.2,2.2,None,None,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,10.845401600003242,,,,10.831156800006283,10.845401600003242,10.845401600003242,10.845401600003242,10.845401600003242,11.130671600010828,None,11.130924400000367,11.14538800000446,11.14538800000446,11.14538800000446,11.14538800000446,11.430793899999117,None,,,,,,,,,,,,,,,,,,,,,,,,,,668605,001,2025-03-21_14h02.17.409,Estimulo_ICE,2024.2.4,59.997000149850024,2025-03-21 14h02.22.879018 -0300,
Estimulo_10,19,19,0,3,-3,3,-3,2.2,-2.2,-2.2,2.2,None,None,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,11.445303100001183,,,,11.431144300004235,11.445303100001183,11.445303100001183,11.445303100001183,11.445303100001183,11.73072000000684,None,11.730967299998156,11.745262100012042,11.745262100012042,11.745262100012042,11.745262100012042,12.030751600002986,None,,,,,,,,,,,,,,,,,,,,,,,,,,668605,001,2025-03-21_14h02.17.409,Estimulo_ICE,2024.2.4,59.997000149850024,2025-03-21 14h02.22.879018 -0300,
Estimulo_10,20,20,0,3.1,-3.1,3.1,-3.1,2.2,-2.2,-2.2,2.2,None,None,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,12.045404800010147,,,,12.03110170000582,12.045404800010147,12.045404800010147,12.045404800010147,12.045404800010147,12.33083560000523,None,12.33107949999976,12.345261599999503,12.345261599999503,12.345261599999503,12.345261599999503,12.63068660000863,None,,,,,,,,,,,,,,,,,,,,,,,,,,668605,001,2025-03-21_14h02.17.409,Estimulo_ICE,2024.2.4,59.997000149850024,2025-03-21 14h02.22.879018 -0300,
Estimulo_10,21,21,0,3.2,-3.2,3.2,-3.2,2.2,-2.2,-2.2,2.2,None,None,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,12.645397100000991,,,,12.631012600002578,12.645397100000991,12.645397100000991,12.645397100000991,12.645397100000991,12.93068740000308,None,12.930934100004379,12.945259500003885,12.945259500003885,12.945259500003885,12.945259500003885,13.230523300007917,None,,,,,,,,,,,,,,,,,,,,,,,,,,668605,001,2025-03-21_14h02.17.409,Estimulo_ICE,2024.2.4,59.997000149850024,2025-03-21 14h02.22.879018 -0300,
Estimulo_10,22,22,0,3.3,-3.3,3.3,-3.3,2.2,-2.2,-2.2,2.2,None,None,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,13.245249300001888,,,,13.23084820000804,13.245249300001888,13.245249300001888,13.245249300001888,13.245249300001888,13.530912800008082,None,13.53115809999872,13.545248000009451,13.545248000009451,13.545248000009451,13.545248000009451,13.830777600000147,None,,,,,,,,,,,,,,,,,,,,,,,,,,668605,001,2025-03-21_14h02.17.409,Estimulo_ICE,2024.2.4,59.997000149850024,2025-03-21 14h02.22.879018 -0300,
Estimulo_10,23,23,0,3.4,-3.4,3.4,-3.4,2.2,-2.2,-2.2,2.2,None,None,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,13.845635500008939,,,,13.831128600009833,13.845635500008939,13.845635500008939,13.845635500008939,13.845635500008939,14.130900200005271,None,14.131126799999038,14.145273600006476,14.145273600006476,14.145273600006476,14.145273600006476,14.430712200002745,None,,,,,,,,,,,,,,,,,,,,,,,,,,668605,001,2025-03-21_14h02.17.409,Estimulo_ICE,2024.2.4,59.997000149850024,2025-03-21 14h02.22.879018 -0300,
Estimulo_10,24,24,0,3.5,-3.5,3.5,-3.5,2.2,-2.2,-2.2,2.2,None,None,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,14.445274500001688,,,,14.431037600006675,14.445274500001688,14.445274500001688,14.445274500001688,14.445274500001688,14.730811400004313,None,14.731057199998759,14.745239500000025,14.745239500000025,14.745239500000025,14.745239500000025,15.030657499999506,None,,,,,,,,,,,,,,,,,,,,,,,,,,668605,001,2025-03-21_14h02.17.409,Estimulo_ICE,2024.2.4,59.997000149850024,2025-03-21 14h02.22.879018 -0300,
Estimulo_10,25,25,0,3.6,-3.6,3.6,-3.6,2.2,-2.2,-2.2,2.2,None,None,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,15.045270500006154,,,,15.031008200006909,15.045270500006154,15.045270500006154,15.045270500006154,15.045270500006154,15.33079780000844,None,15.331044899998233,15.345247000004747,15.345247000004747,15.345247000004747,15.345247000004747,15.630788599999505,None,,,,,,,,,,,,,,,,,,,,,,,,,,668605,001,2025-03-21_14h02.17.409,Estimulo_ICE,2024.2.4,59.997000149850024,2025-03-21 14h02.22.879018 -0300,
Estimulo_10,26,26,0,3.7,-3.7,3.7,-3.7,2.2,-2.2,-2.2,2.2,None,None,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,26,,,,,,,,,15.645349400001578,,,,15.63113950000843,15.645349400001578,15.645349400001578,15.645349400001578,15.645349400001578,15.930757599999197,None,15.931004099998972,15.945370600005845,15.945370600005845,15.945370600005845,15.945370600005845,16.230757299999823,None,,,,,,,,,,,,,,,,,,,,,,,,,,668605,001,2025-03-21_14h02.17.409,Estimulo_ICE,2024.2.4,59.997000149850024,2025-03-21 14h02.22.879018 -0300,
Estimulo_10,27,27,0,3.8,-3.8,3.8,-3.8,2.2,-2.2,-2.2,2.2,None,None,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,27,,,,,,,,,16.245349200005876,,,,16.231110000007902,16.245349200005876,16.245349200005876,16.245349200005876,16.245349200005876,16.530784300004598,None,16.531028500001412,16.545211200005724,16.545211200005724,16.545211200005724,16.545211200005724,16.83065540000098,None,,,,,,,,,,,,,,,,,,,,,,,,,,668605,001,2025-03-21_14h02.17.409,Estimulo_ICE,2024.2.4,59.997000149850024,2025-03-21 14h02.22.879018 -0300,
Estimulo_10,28,28,0,3.9,-3.9,3.9,-3.9,2.2,-2.2,-2.2,2.2,None,None,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,28,,,,,,,,,16.8453695000062,,,,16.831005200001528,16.8453695000062,16.8453695000062,16.8453695000062,16.8453695000062,17.13055840000743,None,17.13078300000052,17.1450932000007,17.1450932000007,17.1450932000007,17.1450932000007,17.43066450000333,None,,,,,,,,,,,,,,,,,,,,,,,,,,668605,001,2025-03-21_14h02.17.409,Estimulo_ICE,2024.2.4,59.997000149850024,2025-03-21 14h02.22.879018 -0300,
Estimulo_10,29,29,0,4,-4,4,-4,2.2,-2.2,-2.2,2.2,None,None,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,29,,,,,,,,,17.44524960000126,,,,17.431020400006673,17.44524960000126,17.44524960000126,17.44524960000126,17.44524960000126,17.73076000000583,None,17.73100610000256,17.745345900009852,17.745345900009852,17.745345900009852,17.745345900009852,18.030624700011685,None,,,,,,,,,,,,,,,,,,,,,,,,,,668605,001,2025-03-21_14h02.17.409,Estimulo_ICE,2024.2.4,59.997000149850024,2025-03-21 14h02.22.879018 -0300,
Estimulo_10,30,30,0,4.1,-4.1,4.1,-4.1,2.2,-2.2,-2.2,2.2,None,None,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,30,30,,,,,,,,,18.045349600011832,,,,18.03097500000149,18.045349600011832,18.045349600011832,18.045349600011832,18.045349600011832,18.330747100000735,None,18.33099200000288,18.345372800002224,18.345372800002224,18.345372800002224,18.345372800002224,18.630768700008048,None,,,,,,,,,,,,,,,,,,,,,,,,,,668605,001,2025-03-21_14h02.17.409,Estimulo_ICE,2024.2.4,59.997000149850024,2025-03-21 14h02.22.879018 -0300,
Estimulo_10,31,31,0,4.2,-4.2,4.2,-4.2,2.2,-2.2,-2.2,2.2,None,None,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31,31,31,,,,,,,,,18.645114400002058,,,,18.631118400007836,18.645114400002058,18.645114400002058,18.645114400002058,18.645114400002058,18.93343060000916,None,18.93389520001074,18.94610549999925,18.94610549999925,18.94610549999925,18.94610549999925,19.231285200003185,None,,,,,,,,,,,,,,,,,,,,,,,,,,668605,001,2025-03-21_14h02.17.409,Estimulo_ICE,2024.2.4,59.997000149850024,2025-03-21 14h02.22.879018 -0300,
Estimulo_10,32,32,0,4.3,-4.3,4.3,-4.3,2.2,-2.2,-2.2,2.2,None,None,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,32,32,32,,,,,,,,,19.245339500004775,,,,19.23169770000095,19.245339500004775,19.245339500004775,19.245339500004775,19.245339500004775,19.530816600003163,None,19.531063600006746,19.54532430000836,19.54532430000836,19.54532430000836,19.54532430000836,19.830611500001396,None,,,,,,,,,,,,,,,,,,,,,,,,,,668605,001,2025-03-21_14h02.17.409,Estimulo_ICE,2024.2.4,59.997000149850024,2025-03-21 14h02.22.879018 -0300,
Estimulo_10,33,33,0,4.4,-4.4,4.4,-4.4,2.2,-2.2,-2.2,2.2,None,None,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,33,33,,,,,,,,,19.845217200010666,,,,19.830960300008883,19.845217200010666,19.845217200010666,19.845217200010666,19.845217200010666,20.13085640000645,None,20.131101500010118,20.145066199998837,20.145066199998837,20.145066199998837,20.145066199998837,20.431391000005533,None,,,,,,,,,,,,,,,,,,,,,,,,,,668605,001,2025-03-21_14h02.17.409,Estimulo_ICE,2024.2.4,59.997000149850024,2025-03-21 14h02.22.879018 -0300,
Estimulo_10,0,0,0,,,,,,,,,,,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.469548900000518,20.47811080000247,21.930741100004525,,,,,,,,,,,,,,,,,,,,,,,668605,001,2025-03-21_14h02.17.409,Estimulo_ICE,2024.2.4,59.997000149850024,2025-03-21 14h02.22.879018 -0300,
Estimulo_2,0,0,0,1.1,-1.1,1.1,-1.1,2.2,-2.2,-2.2,2.2,,,None,None,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.961576100002276,,21.930847800002084,21.93118400000094,,,,,,,,,,,,,,,,,,21.95459190000838,21.961576100002276,21.961576100002276,21.961576100002276,21.961576100002276,22.24742330001027,None,22.247649900004035,22.261880400008522,22.261880400008522,22.261880400008522,22.261880400008522,22.532158800007892,None,,,,,,,,,668605,001,2025-03-21_14h02.17.409,Estimulo_ICE,2024.2.4,59.997000149850024,2025-03-21 14h02.22.879018 -0300,
Estimulo_2,1,1,0,1.2,-1.2,1.2,-1.2,2.2,-2.2,-2.2,2.2,,,None,None,0,1,1,1,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.54535410000244,,,,,,,,,,,,,,,,,,,,,22.532563600005233,22.54535410000244,22.54535410000244,22.54535410000244,22.54535410000244,22.83123730000807,None,22.83150050000404,22.84531010000501,22.84531010000501,22.84531010000501,22.84531010000501,23.130869200002053,None,22.84531010000501,22.84531010000501,22.84531010000501,22.84531010000501,23.145168300005025,23.145168300005025,23.145168300005025,23.145168300005025,668605,001,2025-03-21_14h02.17.409,Estimulo_ICE,2024.2.4,59.997000149850024,2025-03-21 14h02.22.879018 -0300,
