LoopName,thisN,thisTrialN,thisRepN,px1,px2,px3,px4,py1,py2,py3,py4,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,loop_1.thisRepN,loop_1.thisTrialN,loop_1.thisN,loop_1.thisIndex,loop_2.thisRepN,loop_2.thisTrialN,loop_2.thisN,loop_2.thisIndex,loop_3.thisRepN,loop_3.thisTrialN,loop_3.thisN,loop_3.thisIndex,loop_4.thisRepN,loop_4.thisTrialN,loop_4.thisN,loop_4.thisIndex,loop_5.thisRepN,loop_5.thisTrialN,loop_5.thisN,loop_5.thisIndex,loop_6.thisRepN,loop_6.thisTrialN,loop_6.thisN,loop_6.thisIndex,loop_7.thisRepN,loop_7.thisTrialN,loop_7.thisN,loop_7.thisIndex,loop_8.thisRepN,loop_8.thisTrialN,loop_8.thisN,loop_8.thisIndex,thisRow.t,notes,codigo.started,codigo.stopped,trial.started,image.started,image_2.started,trial.stopped,trial_2.started,image_3.started,image_4.started,image_3.stopped,image_4.stopped,trial_2.stopped,image.stopped,image_2.stopped,trial_3.started,image_5.started,image_6.started,trial_3.stopped,trial_4.started,image_7.started,image_8.started,image_7.stopped,image_8.stopped,trial_4.stopped,image_5.stopped,image_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Estimulo_3,0,0,0,2.2,-2.2,-2.2,2.2,4.4,-4.4,4.4,-4.4,0,0,0,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0.07180059980601072,,0.03664569999091327,0.03693019994534552,0.06435669981874526,0.07180059980601072,0.07180059980601072,0.33979439991526306,0.33995829988271,0.34476709994487464,0.34476709994487464,0.636615099851042,0.636615099851042,0.6314005998428911,,,,,,,,,,,,,,,207799,001,2025-03-13_01h49.20.650,Estimulo_ICE,2024.2.4,143.64452040259528,2025-03-13 01h49.23.904732 -0300,
Estimulo_3,1,1,0,2.2,-2.2,-2.2,2.2,4.3,-4.3,4.3,-4.3,0,0,0,1,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,0.636615099851042,,,,0.6316819000057876,0.636615099851042,0.636615099851042,0.9219175998587161,0.9220942999236286,0.9273993999231607,0.9273993999231607,1.2192642998415977,1.2192642998415977,1.214266899973154,0.9273993999231607,0.9273993999231607,,,,,,,,,,,,,207799,001,2025-03-13_01h49.20.650,Estimulo_ICE,2024.2.4,143.64452040259528,2025-03-13 01h49.23.904732 -0300,
Estimulo_3,2,2,0,2.2,-2.2,-2.2,2.2,4.2,-4.2,4.2,-4.2,0,0,0,1,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,1.2192642998415977,,,,1.2146177999675274,1.2328593998681754,1.2328593998681754,1.5197748998180032,1.5199543999042362,1.5315743999090046,1.5315743999090046,1.823199899867177,1.823199899867177,1.818264199886471,1.5246530999429524,1.5246530999429524,,,,,,,,,,,,,207799,001,2025-03-13_01h49.20.650,Estimulo_ICE,2024.2.4,143.64452040259528,2025-03-13 01h49.23.904732 -0300,
Estimulo_3,3,3,0,2.2,-2.2,-2.2,2.2,4.1,-4.1,4.1,-4.1,0,0,0,1,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,1.823199899867177,,,,1.818540500011295,1.8300576999317855,1.8300576999317855,2.1168632998596877,2.1170407999306917,2.1288066999986768,2.1288066999986768,2.4204584998078644,2.4204584998078644,2.415402099955827,2.1217427998781204,2.1217427998781204,,,,,,,,,,,,,207799,001,2025-03-13_01h49.20.650,Estimulo_ICE,2024.2.4,143.64452040259528,2025-03-13 01h49.23.904732 -0300,
Estimulo_3,4,4,0,2.2,-2.2,-2.2,2.2,4,-4,4,-4,0,0,0,1,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,2.4204584998078644,,,,2.415672999806702,2.4273452998604625,2.4273452998604625,2.7154299998655915,2.7156030000187457,2.728077600011602,2.728077600011602,3.0193361998535693,3.0193361998535693,3.014437799807638,2.720384299987927,2.720384299987927,,,,,,,,,,,,,207799,001,2025-03-13_01h49.20.650,Estimulo_ICE,2024.2.4,143.64452040259528,2025-03-13 01h49.23.904732 -0300,
Estimulo_3,5,5,0,2.2,-2.2,-2.2,2.2,3.9,-3.9,3.9,-3.9,0,0,0,1,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,3.0193361998535693,,,,3.014703399967402,3.02647399995476,3.02647399995476,3.312348899897188,3.3125216998159885,3.3311329998541623,3.3311329998541623,3.622989699942991,3.622989699942991,3.6179036998655647,3.317423400003463,3.317423400003463,,,,,,,,,,,,,207799,001,2025-03-13_01h49.20.650,Estimulo_ICE,2024.2.4,143.64452040259528,2025-03-13 01h49.23.904732 -0300,
Estimulo_3,6,6,0,2.2,-2.2,-2.2,2.2,3.8,-3.8,3.8,-3.8,0,0,0,1,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,3.622989699942991,,,,3.618172099813819,3.6298850998282433,3.6298850998282433,3.916594799840823,3.9167669999878854,3.928526399889961,3.928526399889961,4.220049999887124,4.220049999887124,4.21522709983401,3.9216808998025954,3.9216808998025954,,,,,,,,,,,,,207799,001,2025-03-13_01h49.20.650,Estimulo_ICE,2024.2.4,143.64452040259528,2025-03-13 01h49.23.904732 -0300,
Estimulo_3,7,7,0,2.2,-2.2,-2.2,2.2,3.7,-3.7,3.7,-3.7,0,0,0,1,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,4.220049999887124,,,,4.215550399851054,4.227217599982396,4.227217599982396,4.5139005000237375,4.5140749998390675,4.5326449000276625,4.5326449000276625,4.824351999908686,4.824351999908686,4.819670700002462,4.518792900023982,4.518792900023982,,,,,,,,,,,,,207799,001,2025-03-13_01h49.20.650,Estimulo_ICE,2024.2.4,143.64452040259528,2025-03-13 01h49.23.904732 -0300,
Estimulo_3,8,8,0,2.2,-2.2,-2.2,2.2,3.6,-3.6,3.6,-3.6,0,0,0,1,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,4.824351999908686,,,,4.8199343997985125,4.831358999945223,4.831358999945223,5.11950849997811,5.119682099903002,5.131568799959496,5.131568799959496,5.422598499804735,5.422598499804735,5.417979599907994,5.124775499803945,5.124775499803945,,,,,,,,,,,,,207799,001,2025-03-13_01h49.20.650,Estimulo_ICE,2024.2.4,143.64452040259528,2025-03-13 01h49.23.904732 -0300,
Estimulo_3,9,9,0,2.2,-2.2,-2.2,2.2,3.5,-3.5,3.5,-3.5,0,0,0,1,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,5.422598499804735,,,,5.418303199810907,5.429677899926901,5.429677899926901,5.716329399961978,5.716566799907014,5.72833069995977,5.72833069995977,6.019840799970552,6.019840799970552,6.015121900010854,5.721102299867198,5.721102299867198,,,,,,,,,,,,,207799,001,2025-03-13_01h49.20.650,Estimulo_ICE,2024.2.4,143.64452040259528,2025-03-13 01h49.23.904732 -0300,
Estimulo_3,10,10,0,2.2,-2.2,-2.2,2.2,3.39999999999999,-3.39999999999999,3.39999999999999,-3.39999999999999,0,0,0,1,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,6.019840799970552,,,,6.015388899948448,6.026878499891609,6.026878499891609,6.3135253000073135,6.313700399827212,6.332439600024372,6.332439600024372,6.624197999946773,6.624197999946773,6.619126899866387,6.318448500009254,6.318448500009254,,,,,,,,,,,,,207799,001,2025-03-13_01h49.20.650,Estimulo_ICE,2024.2.4,143.64452040259528,2025-03-13 01h49.23.904732 -0300,
Estimulo_3,11,11,0,2.2,-2.2,-2.2,2.2,3.29999999999999,-3.29999999999999,3.29999999999999,-3.29999999999999,0,0,0,1,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,6.624197999946773,,,,6.619439499918371,6.631143399979919,6.631143399979919,6.917702700011432,6.917878299951553,6.929719799896702,6.929719799896702,7.222976499935612,7.222976499935612,7.21796749997884,6.922580299898982,6.922580299898982,,,,,,,,,,,,,207799,001,2025-03-13_01h49.20.650,Estimulo_ICE,2024.2.4,143.64452040259528,2025-03-13 01h49.23.904732 -0300,
Estimulo_3,12,12,0,2.2,-2.2,-2.2,2.2,3.19999999999999,-3.19999999999999,3.19999999999999,-3.19999999999999,0,0,0,1,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,7.222976499935612,,,,7.218233899911866,7.230851999949664,7.230851999949664,7.516698400024325,7.516931899823248,7.52834999980405,7.52834999980405,7.819555799942464,7.819555799942464,7.814658799907193,7.521762399934232,7.521762399934232,,,,,,,,,,,,,207799,001,2025-03-13_01h49.20.650,Estimulo_ICE,2024.2.4,143.64452040259528,2025-03-13 01h49.23.904732 -0300,
Estimulo_3,13,13,0,2.2,-2.2,-2.2,2.2,3.09999999999999,-3.09999999999999,3.09999999999999,-3.09999999999999,0,0,0,1,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,7.819555799942464,,,,7.814939899835736,7.826484899967909,7.826484899967909,8.113545399857685,8.11372089991346,8.132059099851176,8.132059099851176,8.423818700015545,8.423818700015545,8.418837099801749,8.118318499997258,8.118318499997258,,,,,,,,,,,,,207799,001,2025-03-13_01h49.20.650,Estimulo_ICE,2024.2.4,143.64452040259528,2025-03-13 01h49.23.904732 -0300,
Estimulo_3,14,14,0,2.2,-2.2,-2.2,2.2,2.99999999999999,-2.99999999999999,2.99999999999999,-2.99999999999999,0,0,0,1,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,8.423818700015545,,,,8.419108900008723,8.430814899969846,8.430814899969846,8.717638999922201,8.71781379985623,8.729406599886715,8.729406599886715,9.021056199911982,9.021056199911982,9.015980699798092,8.72233169991523,8.72233169991523,,,,,,,,,,,,,207799,001,2025-03-13_01h49.20.650,Estimulo_ICE,2024.2.4,143.64452040259528,2025-03-13 01h49.23.904732 -0300,
Estimulo_3,15,15,0,2.2,-2.2,-2.2,2.2,2.89999999999999,-2.89999999999999,2.89999999999999,-2.89999999999999,0,0,0,1,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,9.021056199911982,,,,9.01627629995346,9.027921499917284,9.027921499917284,9.314635399961844,9.314811500022188,9.326561099849641,9.326561099849641,9.620104199973866,9.620104199973866,9.614954899996519,9.319602299947292,9.319602299947292,,,,,,,,,,,,,207799,001,2025-03-13_01h49.20.650,Estimulo_ICE,2024.2.4,143.64452040259528,2025-03-13 01h49.23.904732 -0300,
Estimulo_3,16,16,0,2.2,-2.2,-2.2,2.2,2.79999999999999,-2.79999999999999,2.79999999999999,-2.79999999999999,0,0,0,1,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,9.620104199973866,,,,9.615219000028446,9.62693539983593,9.62693539983593,9.9131597999949,9.91333909984678,9.931843400001526,9.931843400001526,10.223613200010732,10.223613200010732,10.218649299815297,9.918117000022903,9.918117000022903,,,,,,,,,,,,,207799,001,2025-03-13_01h49.20.650,Estimulo_ICE,2024.2.4,143.64452040259528,2025-03-13 01h49.23.904732 -0300,
Estimulo_3,17,17,0,2.2,-2.2,-2.2,2.2,2.69999999999999,-2.69999999999999,2.69999999999999,-2.69999999999999,0,0,0,1,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,10.223613200010732,,,,10.218912799842656,10.230405599810183,10.230405599810183,10.517257499974221,10.517431899905205,10.529229999985546,10.529229999985546,10.820877599995583,10.820877599995583,10.815798899857327,10.522274099988863,10.522274099988863,,,,,,,,,,,,,207799,001,2025-03-13_01h49.20.650,Estimulo_ICE,2024.2.4,143.64452040259528,2025-03-13 01h49.23.904732 -0300,
Estimulo_3,18,18,0,2.2,-2.2,-2.2,2.2,2.59999999999999,-2.59999999999999,2.59999999999999,-2.59999999999999,0,0,0,1,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,10.820877599995583,,,,10.816063199890777,10.82780579989776,10.82780579989776,11.114514499902725,11.114754699869081,11.126469699898735,11.126469699898735,11.418008399894461,11.418008399894461,11.413081099977717,11.119350199820474,11.119350199820474,,,,,,,,,,,,,207799,001,2025-03-13_01h49.20.650,Estimulo_ICE,2024.2.4,143.64452040259528,2025-03-13 01h49.23.904732 -0300,
Estimulo_3,19,19,0,2.2,-2.2,-2.2,2.2,2.49999999999999,-2.49999999999999,2.49999999999999,-2.49999999999999,0,0,0,1,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,11.418008399894461,,,,11.413347999798134,11.432018999941647,11.432018999941647,11.720288899959996,11.720463800011203,11.73249590001069,11.73249590001069,12.02324299979955,12.02324299979955,12.018484900007024,11.72537330002524,11.72537330002524,,,,,,,,,,,,,207799,001,2025-03-13_01h49.20.650,Estimulo_ICE,2024.2.4,143.64452040259528,2025-03-13 01h49.23.904732 -0300,
Estimulo_3,20,20,0,2.2,-2.2,-2.2,2.2,2.39999999999999,-2.39999999999999,2.39999999999999,-2.39999999999999,0,0,0,1,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,12.02324299979955,,,,12.018757099984214,12.03036309988238,12.03036309988238,12.31696409988217,12.31718169990927,12.328883599955589,12.328883599955589,12.62063269992359,12.62063269992359,12.61548179993406,12.321963099995628,12.321963099995628,,,,,,,,,,,,,207799,001,2025-03-13_01h49.20.650,Estimulo_ICE,2024.2.4,143.64452040259528,2025-03-13 01h49.23.904732 -0300,
Estimulo_3,21,21,0,2.2,-2.2,-2.2,2.2,2.29999999999999,-2.29999999999999,2.29999999999999,-2.29999999999999,0,0,0,1,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,12.62063269992359,,,,12.615748399868608,12.627554700011387,12.627554700011387,12.914202600019053,12.914378699846566,12.933149799937382,12.933149799937382,13.224801499862224,13.224801499862224,13.22005429980345,12.919103499967605,12.919103499967605,,,,,,,,,,,,,207799,001,2025-03-13_01h49.20.650,Estimulo_ICE,2024.2.4,143.64452040259528,2025-03-13 01h49.23.904732 -0300,
Estimulo_3,22,22,0,2.2,-2.2,-2.2,2.2,2.19999999999999,-2.19999999999999,2.19999999999999,-2.19999999999999,0,0,0,1,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,13.224801499862224,,,,13.220329999923706,13.231760900001973,13.231760900001973,13.518734799930826,13.518911599880084,13.530209699878469,13.530209699878469,13.823634299915284,13.823634299915284,13.818677200004458,13.523388199973851,13.523388199973851,,,,,,,,,,,,,207799,001,2025-03-13_01h49.20.650,Estimulo_ICE,2024.2.4,143.64452040259528,2025-03-13 01h49.23.904732 -0300,
Estimulo_3,23,23,0,2.2,-2.2,-2.2,2.2,2.09999999999999,-2.09999999999999,2.09999999999999,-2.09999999999999,0,0,0,1,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,13.823634299915284,,,,13.818943799939007,13.83053719997406,13.83053719997406,14.11749989981763,14.117692299885675,14.129369999980554,14.129369999980554,14.420328799868003,14.420328799868003,14.415296399965882,14.12210759986192,14.12210759986192,,,,,,,,,,,,,207799,001,2025-03-13_01h49.20.650,Estimulo_ICE,2024.2.4,143.64452040259528,2025-03-13 01h49.23.904732 -0300,
Estimulo_3,24,24,0,2.2,-2.2,-2.2,2.2,1.99999999999999,-1.99999999999999,1.99999999999999,-1.99999999999999,0,0,0,1,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,14.420328799868003,,,,14.415566899813712,14.427200299920514,14.427200299920514,14.713948299875483,14.71412259992212,14.732918499968946,14.732918499968946,15.024410199839622,15.024410199839622,15.019487399840727,14.71888539986685,14.71888539986685,,,,,,,,,,,,,207799,001,2025-03-13_01h49.20.650,Estimulo_ICE,2024.2.4,143.64452040259528,2025-03-13 01h49.23.904732 -0300,
Estimulo_3,25,25,0,2.2,-2.2,-2.2,2.2,1.89999999999999,-1.89999999999999,1.89999999999999,-1.89999999999999,0,0,0,1,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,15.024410199839622,,,,15.019752399995923,15.031495099887252,15.031495099887252,15.318418999901041,15.318633399903774,15.330073999939486,15.330073999939486,15.621732499916106,15.621732499916106,15.616715400014073,15.323144000023603,15.323144000023603,,,,,,,,,,,,,207799,001,2025-03-13_01h49.20.650,Estimulo_ICE,2024.2.4,143.64452040259528,2025-03-13 01h49.23.904732 -0300,
Estimulo_3,26,26,0,2.2,-2.2,-2.2,2.2,1.79999999999999,-1.79999999999999,1.79999999999999,-1.79999999999999,0,0,0,1,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,15.621732499916106,,,,15.616984599968418,15.628616699948907,15.628616699948907,15.915337399812415,15.915513999992982,15.927175599848852,15.927175599848852,16.220755900023505,16.220755900023505,16.215692600002512,15.920357999857515,15.920357999857515,,,,,,,,,,,,,207799,001,2025-03-13_01h49.20.650,Estimulo_ICE,2024.2.4,143.64452040259528,2025-03-13 01h49.23.904732 -0300,
Estimulo_3,27,27,0,2.2,-2.2,-2.2,2.2,1.69999999999999,-1.69999999999999,1.69999999999999,-1.69999999999999,0,0,0,1,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,16.220755900023505,,,,16.21596679999493,16.227572799893096,16.227572799893096,16.513631499838084,16.513804799877107,16.53255039989017,16.53255039989017,16.824163999874145,16.824163999874145,16.81941260001622,16.518625299911946,16.518625299911946,,,,,,,,,,,,,207799,001,2025-03-13_01h49.20.650,Estimulo_ICE,2024.2.4,143.64452040259528,2025-03-13 01h49.23.904732 -0300,
