LoopName,thisN,thisTrialN,thisRepN,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,thisRow.t,notes,FeedBack.started,key_resp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Estimulo_12,0,0,0,0,0,0,11,0.024883999998564832,,0.015249099989887327,0.024883999998564832,,,,,,,,
