LoopName,thisN,thisTrialN,thisRepN,px1,px2,px3,px4,py1,py2,py3,py4,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,loop_1.thisRepN,loop_1.thisTrialN,loop_1.thisN,loop_1.thisIndex,loop_2.thisRepN,loop_2.thisTrialN,loop_2.thisN,loop_2.thisIndex,loop_3.thisRepN,loop_3.thisTrialN,loop_3.thisN,loop_3.thisIndex,loop_4.thisRepN,loop_4.thisTrialN,loop_4.thisN,loop_4.thisIndex,loop_5.thisRepN,loop_5.thisTrialN,loop_5.thisN,loop_5.thisIndex,loop_6.thisRepN,loop_6.thisTrialN,loop_6.thisN,loop_6.thisIndex,loop_7.thisRepN,loop_7.thisTrialN,loop_7.thisN,loop_7.thisIndex,loop_8.thisRepN,loop_8.thisTrialN,loop_8.thisN,loop_8.thisIndex,loop_9.thisRepN,loop_9.thisTrialN,loop_9.thisN,loop_9.thisIndex,loop_10.thisRepN,loop_10.thisTrialN,loop_10.thisN,loop_10.thisIndex,loop_11.thisRepN,loop_11.thisTrialN,loop_11.thisN,loop_11.thisIndex,loop_12.thisRepN,loop_12.thisTrialN,loop_12.thisN,loop_12.thisIndex,thisRow.t,notes,codigo.started,codigo.stopped,trial.started,image.started,image_2.started,polygon.started,trial.stopped,trial_2.started,image_3.started,image_4.started,polygon_2.started,trial_2.stopped,_intertrial_interval_.started,polygon_5.started,_intertrial_interval_.stopped,trial_5.started,image_9.started,polygon_6.started,image_10.started,trial_5.stopped,trial_6.started,image_11.started,image_12.started,polygon_7.started,trial_6.stopped,image_9.stopped,polygon_6.stopped,image_10.stopped,image_11.stopped,image_12.stopped,polygon_7.stopped,trial_3.started,image_5.started,image_6.started,polygon_3.started,trial_3.stopped,trial_4.started,image_7.started,image_8.started,polygon_4.started,image_7.stopped,image_8.stopped,polygon_4.stopped,trial_4.stopped,image_5.stopped,image_6.stopped,polygon_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Estimulo_4,10,10,0,2.2,-2.2,-2.2,2.2,2.09999999999998,-2.09999999999998,2.09999999999998,-2.09999999999998,0,0,0,3,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.04557289999957,,,,6.031358799999907,6.04557289999957,6.04557289999957,6.04557289999957,6.3312184999995225,6.331454600000143,6.345592499999839,6.345592499999839,6.345592499999839,6.634519700000055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725547,001,2025-03-17_15h34.37.279,Estimulo_ICE,2024.2.4,60.01165426303333,2025-03-17 15h34.42.403419 -0300,
Estimulo_4,11,11,0,2.2,-2.2,-2.2,2.2,2.19999999999998,-2.19999999999998,2.19999999999998,-2.19999999999998,0,0,0,3,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.646562899999481,,,,6.6352266999992935,6.646562899999481,6.646562899999481,6.646562899999481,6.934503099999347,6.934990199999447,6.946657200000118,6.946657200000118,6.946657200000118,7.234356799999659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725547,001,2025-03-17_15h34.37.279,Estimulo_ICE,2024.2.4,60.01165426303333,2025-03-17 15h34.42.403419 -0300,
Estimulo_4,12,12,0,2.2,-2.2,-2.2,2.2,2.29999999999998,-2.29999999999998,2.29999999999998,-2.29999999999998,0,0,0,3,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.246615500000189,,,,7.235086499999852,7.246615500000189,7.246615500000189,7.246615500000189,7.534717699999419,7.535205299999689,7.546596499999396,7.546596499999396,7.546596499999396,7.834561300000132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725547,001,2025-03-17_15h34.37.279,Estimulo_ICE,2024.2.4,60.01165426303333,2025-03-17 15h34.42.403419 -0300,
Estimulo_4,13,13,0,2.2,-2.2,-2.2,2.2,2.39999999999998,-2.39999999999998,2.39999999999998,-2.39999999999998,0,0,0,3,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.846680300000116,,,,7.835271599999942,7.846680300000116,7.846680300000116,7.846680300000116,8.132139800000004,8.132466299999578,8.14601169999969,8.14601169999969,8.14601169999969,8.432192399999622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725547,001,2025-03-17_15h34.37.279,Estimulo_ICE,2024.2.4,60.01165426303333,2025-03-17 15h34.42.403419 -0300,
Estimulo_4,14,14,0,2.2,-2.2,-2.2,2.2,2.49999999999998,-2.49999999999998,2.49999999999998,-2.49999999999998,0,0,0,3,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.44584870000017,,,,8.432662899999741,8.44584870000017,8.44584870000017,8.44584870000017,8.734573599999749,8.735066399999596,8.746498399999837,8.746498399999837,8.746498399999837,9.031109699999433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725547,001,2025-03-17_15h34.37.279,Estimulo_ICE,2024.2.4,60.01165426303333,2025-03-17 15h34.42.403419 -0300,
Estimulo_4,15,15,0,2.2,-2.2,-2.2,2.2,2.59999999999998,-2.59999999999998,2.59999999999998,-2.59999999999998,0,0,0,3,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.045546399999694,,,,9.031459099999665,9.045546399999694,9.045546399999694,9.045546399999694,9.331264499999634,9.331500199999937,9.34539390000009,9.34539390000009,9.34539390000009,9.631121099999291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725547,001,2025-03-17_15h34.37.279,Estimulo_ICE,2024.2.4,60.01165426303333,2025-03-17 15h34.42.403419 -0300,
Estimulo_4,16,16,0,2.2,-2.2,-2.2,2.2,2.69999999999998,-2.69999999999998,2.69999999999998,-2.69999999999998,0,0,0,3,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.645402600000125,,,,9.631467199999861,9.645402600000125,9.645402600000125,9.645402600000125,9.931182299999818,9.931416999999783,9.945350299999518,9.945350299999518,9.945350299999518,10.230959200000143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725547,001,2025-03-17_15h34.37.279,Estimulo_ICE,2024.2.4,60.01165426303333,2025-03-17 15h34.42.403419 -0300,
Estimulo_4,17,17,0,2.2,-2.2,-2.2,2.2,2.79999999999998,-2.79999999999998,2.79999999999998,-2.79999999999998,0,0,0,3,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2455202000001,,,,10.231307500000185,10.2455202000001,10.2455202000001,10.2455202000001,10.531116600000132,10.531351599999653,10.545574099999612,10.545574099999612,10.545574099999612,10.83492810000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725547,001,2025-03-17_15h34.37.279,Estimulo_ICE,2024.2.4,60.01165426303333,2025-03-17 15h34.42.403419 -0300,
Estimulo_4,18,18,0,2.2,-2.2,-2.2,2.2,2.89999999999998,-2.89999999999998,2.89999999999998,-2.89999999999998,0,0,0,3,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.846730999999636,,,,10.835672499999419,10.846730999999636,10.846730999999636,10.846730999999636,11.13489859999936,11.135418299999401,11.146844599999895,11.146844599999895,11.146844599999895,11.434952099999464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725547,001,2025-03-17_15h34.37.279,Estimulo_ICE,2024.2.4,60.01165426303333,2025-03-17 15h34.42.403419 -0300,
Estimulo_4,19,19,0,2.2,-2.2,-2.2,2.2,2.99999999999998,-2.99999999999998,2.99999999999998,-2.99999999999998,0,0,0,3,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.446718999999575,,,,11.435703299999659,11.446718999999575,11.446718999999575,11.446718999999575,11.734791899999436,11.735296699999708,11.746726999999737,11.746726999999737,11.746726999999737,12.030995299999631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725547,001,2025-03-17_15h34.37.279,Estimulo_ICE,2024.2.4,60.01165426303333,2025-03-17 15h34.42.403419 -0300,
Estimulo_4,20,20,0,2.2,-2.2,-2.2,2.2,3.09999999999998,-3.09999999999998,3.09999999999998,-3.09999999999998,0,0,0,3,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.04560979999951,,,,12.03134399999999,12.04560979999951,12.04560979999951,12.04560979999951,12.331145399999514,12.331380799999351,12.345559599999433,12.345559599999433,12.345559599999433,12.631068400000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725547,001,2025-03-17_15h34.37.279,Estimulo_ICE,2024.2.4,60.01165426303333,2025-03-17 15h34.42.403419 -0300,
Estimulo_4,21,21,0,2.2,-2.2,-2.2,2.2,3.19999999999998,-3.19999999999998,3.19999999999998,-3.19999999999998,0,0,0,3,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.645583599999554,,,,12.631413999999495,12.645583599999554,12.645583599999554,12.645583599999554,12.931109799999831,12.931344499999796,12.945294699999977,12.945294699999977,12.945294699999977,13.231112499999654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725547,001,2025-03-17_15h34.37.279,Estimulo_ICE,2024.2.4,60.01165426303333,2025-03-17 15h34.42.403419 -0300,
Estimulo_4,22,22,0,2.2,-2.2,-2.2,2.2,3.29999999999998,-3.29999999999998,3.29999999999998,-3.29999999999998,0,0,0,3,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.245382600000084,,,,13.23146159999942,13.245382600000084,13.245382600000084,13.245382600000084,13.53099359999942,13.531226099999913,13.545631999999387,13.545631999999387,13.545631999999387,13.83093849999932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725547,001,2025-03-17_15h34.37.279,Estimulo_ICE,2024.2.4,60.01165426303333,2025-03-17 15h34.42.403419 -0300,
Estimulo_4,23,23,0,2.2,-2.2,-2.2,2.2,3.39999999999998,-3.39999999999998,3.39999999999998,-3.39999999999998,0,0,0,3,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.845608999999968,,,,13.831283900000017,13.845608999999968,13.845608999999968,13.845608999999968,14.1311311999998,14.131365999999616,14.14533500000016,14.14533500000016,14.14533500000016,14.431076299999404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725547,001,2025-03-17_15h34.37.279,Estimulo_ICE,2024.2.4,60.01165426303333,2025-03-17 15h34.42.403419 -0300,
Estimulo_4,24,24,0,2.2,-2.2,-2.2,2.2,3.49999999999998,-3.49999999999998,3.49999999999998,-3.49999999999998,0,0,0,3,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.445525199999793,,,,14.431422599999678,14.445525199999793,14.445525199999793,14.445525199999793,14.731177300000127,14.731414199999563,14.745392599999832,14.745392599999832,14.745392599999832,15.03114849999929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725547,001,2025-03-17_15h34.37.279,Estimulo_ICE,2024.2.4,60.01165426303333,2025-03-17 15h34.42.403419 -0300,
Estimulo_4,25,25,0,2.2,-2.2,-2.2,2.2,3.59999999999998,-3.59999999999998,3.59999999999998,-3.59999999999998,0,0,0,3,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.045335299999351,,,,15.031499300000178,15.045335299999351,15.045335299999351,15.045335299999351,15.330888399999822,15.33112439999968,15.345624499999758,15.345624499999758,15.345624499999758,15.630925499999648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725547,001,2025-03-17_15h34.37.279,Estimulo_ICE,2024.2.4,60.01165426303333,2025-03-17 15h34.42.403419 -0300,
Estimulo_4,26,26,0,2.2,-2.2,-2.2,2.2,3.69999999999998,-3.69999999999998,3.69999999999998,-3.69999999999998,0,0,0,3,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.645552599999974,,,,15.6312726999995,15.645552599999974,15.645552599999974,15.645552599999974,15.931138399999327,15.931373800000074,15.94529859999966,15.94529859999966,15.94529859999966,16.23106749999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725547,001,2025-03-17_15h34.37.279,Estimulo_ICE,2024.2.4,60.01165426303333,2025-03-17 15h34.42.403419 -0300,
Estimulo_4,27,27,0,2.2,-2.2,-2.2,2.2,3.79999999999998,-3.79999999999998,3.79999999999998,-3.79999999999998,0,0,0,3,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.245324999999866,,,,16.231415799999922,16.245324999999866,16.245324999999866,16.245324999999866,16.531117900000027,16.531351199999335,16.545502699999815,16.545502699999815,16.545502699999815,16.831064699999843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725547,001,2025-03-17_15h34.37.279,Estimulo_ICE,2024.2.4,60.01165426303333,2025-03-17 15h34.42.403419 -0300,
Estimulo_4,28,28,0,2.2,-2.2,-2.2,2.2,3.89999999999998,-3.89999999999998,3.89999999999998,-3.89999999999998,0,0,0,3,,,,,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.845522900000105,,,,16.831411000000116,16.845522900000105,16.845522900000105,16.845522900000105,17.131154900000183,17.131389999999556,17.145359999999528,17.145359999999528,17.145359999999528,17.431058199999825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725547,001,2025-03-17_15h34.37.279,Estimulo_ICE,2024.2.4,60.01165426303333,2025-03-17 15h34.42.403419 -0300,
Estimulo_4,29,29,0,2.2,-2.2,-2.2,2.2,3.99999999999998,-3.99999999999998,3.99999999999998,-3.99999999999998,0,0,0,3,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.44534719999956,,,,17.43141000000014,17.44534719999956,17.44534719999956,17.44534719999956,17.730878800000028,17.73111289999997,17.745522399999572,17.745522399999572,17.745522399999572,18.031078199999683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725547,001,2025-03-17_15h34.37.279,Estimulo_ICE,2024.2.4,60.01165426303333,2025-03-17 15h34.42.403419 -0300,
Estimulo_4,30,30,0,2.2,-2.2,-2.2,2.2,4.09999999999998,-4.09999999999998,4.09999999999998,-4.09999999999998,0,0,0,3,,,,,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.045560799999294,,,,18.03142620000017,18.045560799999294,18.045560799999294,18.045560799999294,18.331088899999486,18.331324499999937,18.34553219999998,18.34553219999998,18.34553219999998,18.63120809999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725547,001,2025-03-17_15h34.37.279,Estimulo_ICE,2024.2.4,60.01165426303333,2025-03-17 15h34.42.403419 -0300,
Estimulo_4,31,31,0,2.2,-2.2,-2.2,2.2,4.19999999999998,-4.19999999999998,4.19999999999998,-4.19999999999998,0,0,0,3,,,,,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.645594199999323,,,,18.631555500000104,18.645594199999323,18.645594199999323,18.645594199999323,18.93088759999955,18.931122899999536,18.945276899999953,18.945276899999953,18.945276899999953,19.23091629999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725547,001,2025-03-17_15h34.37.279,Estimulo_ICE,2024.2.4,60.01165426303333,2025-03-17 15h34.42.403419 -0300,
Estimulo_4,32,32,0,2.2,-2.2,-2.2,2.2,4.29999999999998,-4.29999999999998,4.29999999999998,-4.29999999999998,0,0,0,3,,,,,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.245543799999723,,,,19.231270100000074,19.245543799999723,19.245543799999723,19.245543799999723,19.530907800000023,19.531145099999776,19.545462699999916,19.545462699999916,19.545462699999916,19.830861800000093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725547,001,2025-03-17_15h34.37.279,Estimulo_ICE,2024.2.4,60.01165426303333,2025-03-17 15h34.42.403419 -0300,
Estimulo_4,33,33,0,2.2,-2.2,-2.2,2.2,4.39999999999998,-4.39999999999998,4.39999999999998,-4.39999999999998,0,0,0,3,,,,,,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.845547999999326,,,,19.83121889999984,19.845547999999326,19.845547999999326,19.845547999999326,20.13105959999939,20.131295399999544,20.1455705999997,20.1455705999997,20.1455705999997,20.431033799999568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725547,001,2025-03-17_15h34.37.279,Estimulo_ICE,2024.2.4,60.01165426303333,2025-03-17 15h34.42.403419 -0300,
Estimulo_4,0,0,0,,,,,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.532926699999734,20.54483859999982,21.930847399999948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725547,001,2025-03-17_15h34.37.279,Estimulo_ICE,2024.2.4,60.01165426303333,2025-03-17 15h34.42.403419 -0300,
Estimulo_9,0,0,0,4.4,-4.4,4.4,-4.4,2.2,-2.2,-2.2,2.2,0,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,22.04496399999971,,21.930956100000003,21.93135799999982,,,,,,,,,,,,,,22.039383199999975,22.04496399999971,22.04496399999971,22.04496399999971,22.247794500000055,22.248013099999298,22.261989799999355,22.261989799999355,22.261989799999355,22.547680099999525,,,,,,,,,,,,,,,,,,,,,,,725547,001,2025-03-17_15h34.37.279,Estimulo_ICE,2024.2.4,60.01165426303333,2025-03-17 15h34.42.403419 -0300,
Estimulo_9,1,1,0,4.3,-4.3,4.3,-4.3,2.2,-2.2,-2.2,2.2,0,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,22.562105599999995,,,,,,,,,,,,,,,,,22.54802800000016,22.562105599999995,22.562105599999995,22.562105599999995,22.83651649999956,22.83716219999951,22.847180799999478,22.847180799999478,22.847180799999478,23.13350619999983,,,,,,,,,,,,,,,,,,,,,,,725547,001,2025-03-17_15h34.37.279,Estimulo_ICE,2024.2.4,60.01165426303333,2025-03-17 15h34.42.403419 -0300,
