LoopName,thisN,thisTrialN,thisRepN,px1,px2,px3,px4,py1,py2,py3,py4,key_resp_6.keys,key_resp_7.keys,key_resp_4.keys,key_resp_5.keys,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,loop_1.thisRepN,loop_1.thisTrialN,loop_1.thisN,loop_1.thisIndex,loop_2.thisRepN,loop_2.thisTrialN,loop_2.thisN,loop_2.thisIndex,loop_3.thisRepN,loop_3.thisTrialN,loop_3.thisN,loop_3.thisIndex,loop_4.thisRepN,loop_4.thisTrialN,loop_4.thisN,loop_4.thisIndex,loop_5.thisRepN,loop_5.thisTrialN,loop_5.thisN,loop_5.thisIndex,loop_6.thisRepN,loop_6.thisTrialN,loop_6.thisN,loop_6.thisIndex,loop_7.thisRepN,loop_7.thisTrialN,loop_7.thisN,loop_7.thisIndex,loop_8.thisRepN,loop_8.thisTrialN,loop_8.thisN,loop_8.thisIndex,loop_9.thisRepN,loop_9.thisTrialN,loop_9.thisN,loop_9.thisIndex,loop_10.thisRepN,loop_10.thisTrialN,loop_10.thisN,loop_10.thisIndex,loop_11.thisRepN,loop_11.thisTrialN,loop_11.thisN,loop_11.thisIndex,loop_12.thisRepN,loop_12.thisTrialN,loop_12.thisN,loop_12.thisIndex,thisRow.t,notes,codigo.started,codigo.stopped,trial_5.started,image_9.started,polygon_6.started,image_10.started,key_resp_6.started,trial_5.stopped,loop_9.key_resp_6.keys,trial_6.started,image_11.started,image_12.started,polygon_7.started,key_resp_7.started,trial_6.stopped,loop_9.key_resp_7.keys,_intertrial_interval_.started,polygon_5.started,_intertrial_interval_.stopped,trial_3.started,image_5.started,image_6.started,polygon_3.started,key_resp_4.started,trial_3.stopped,loop_6.key_resp_4.keys,trial_4.started,image_7.started,image_8.started,polygon_4.started,key_resp_5.started,image_7.stopped,image_8.stopped,polygon_4.stopped,key_resp_5.stopped,trial_4.stopped,loop_6.key_resp_5.keys,image_5.stopped,image_6.stopped,polygon_3.stopped,key_resp_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Estimulo_9,30,30,0,1.39999999999999,-1.39999999999998,1.39999999999999,-1.39999999999998,2.2,-2.2,-2.2,2.2,None,None,,,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,30,30,,,,,,,,,,,,,18.04948499999955,,,,18.035270099999707,18.04948499999955,18.04948499999955,18.04948499999955,18.04948499999955,18.334933299999648,None,18.335165499999675,18.349419099999977,18.349419099999977,18.349419099999977,18.349419099999977,18.634918599999764,None,,,,,,,,,,,,,,,,,,,,,,,,,,434710,001,2025-03-24_15h06.27.221,Estimulo_ICE,2024.2.4,60.08640424926991,2025-03-24 15h06.32.734484 -0300,
Estimulo_9,31,31,0,1.29999999999999,-1.29999999999998,1.29999999999999,-1.29999999999998,2.2,-2.2,-2.2,2.2,None,None,,,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31,31,31,,,,,,,,,,,,,18.64935379999997,,,,18.635254599999826,18.64935379999997,18.64935379999997,18.64935379999997,18.64935379999997,18.934908099999575,None,18.93513939999957,18.94927249999955,18.94927249999955,18.94927249999955,18.94927249999955,19.234626099999787,None,,,,,,,,,,,,,,,,,,,,,,,,,,434710,001,2025-03-24_15h06.27.221,Estimulo_ICE,2024.2.4,60.08640424926991,2025-03-24 15h06.32.734484 -0300,
Estimulo_9,32,32,0,1.19999999999999,-1.19999999999998,1.19999999999999,-1.19999999999998,2.2,-2.2,-2.2,2.2,None,None,,,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,32,32,32,,,,,,,,,,,,,19.249414799999613,,,,19.234968699999627,19.249414799999613,19.249414799999613,19.249414799999613,19.249414799999613,19.53493759999992,None,19.535173499999928,19.54937949999976,19.54937949999976,19.54937949999976,19.54937949999976,19.835109399999965,None,,,,,,,,,,,,,,,,,,,,,,,,,,434710,001,2025-03-24_15h06.27.221,Estimulo_ICE,2024.2.4,60.08640424926991,2025-03-24 15h06.32.734484 -0300,
Estimulo_9,33,33,0,1.09999999999999,-1.09999999999998,1.09999999999999,-1.09999999999998,2.2,-2.2,-2.2,2.2,None,None,,,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,33,33,,,,,,,,,,,,,19.849301999999625,,,,19.83545409999988,19.849301999999625,19.849301999999625,19.849301999999625,19.849301999999625,20.134747299999617,None,20.13498699999991,20.149516199999653,20.149516199999653,20.149516199999653,20.149516199999653,20.434957999999824,None,,,,,,,,,,,,,,,,,,,,,,,,,,434710,001,2025-03-24_15h06.27.221,Estimulo_ICE,2024.2.4,60.08640424926991,2025-03-24 15h06.32.734484 -0300,
Estimulo_9,0,0,0,,,,,,,,,,,,,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.47694189999993,20.482020199999624,21.935002499999882,,,,,,,,,,,,,,,,,,,,,,,434710,001,2025-03-24_15h06.27.221,Estimulo_ICE,2024.2.4,60.08640424926991,2025-03-24 15h06.32.734484 -0300,
Estimulo_6,0,0,0,1.1,-1.1,1.1,-1.1,2.2,-2.2,-2.2,2.2,,,None,None,0,1,1,5,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,22.015598099999806,,21.935109699999884,21.935481499999696,,,,,,,,,,,,,,,,,,22.008156699999745,22.015598099999806,22.015598099999806,22.015598099999806,22.015598099999806,22.23554639999975,None,22.235771099999965,22.249373899999682,22.249373899999682,22.249373899999682,22.249373899999682,22.549444799999947,22.549444799999947,22.549444799999947,22.549444799999947,22.535296599999583,None,,,,,434710,001,2025-03-24_15h06.27.221,Estimulo_ICE,2024.2.4,60.08640424926991,2025-03-24 15h06.32.734484 -0300,
Estimulo_6,1,1,0,1.2,-1.2,1.2,-1.2,2.2,-2.2,-2.2,2.2,,,None,None,0,1,1,5,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,22.549444799999947,,,,,,,,,,,,,,,,,,,,,22.535645799999656,22.549444799999947,22.549444799999947,22.549444799999947,22.549444799999947,22.83527449999974,None,22.835524499999792,22.849240299999565,22.849240299999565,22.849240299999565,22.849240299999565,23.14944779999996,23.14944779999996,23.14944779999996,23.14944779999996,23.135386299999936,None,22.849240299999565,22.849240299999565,22.849240299999565,22.849240299999565,434710,001,2025-03-24_15h06.27.221,Estimulo_ICE,2024.2.4,60.08640424926991,2025-03-24 15h06.32.734484 -0300,
Estimulo_6,2,2,0,1.3,-1.3,1.3,-1.3,2.2,-2.2,-2.2,2.2,,,None,None,0,1,1,5,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,23.14944779999996,,,,,,,,,,,,,,,,,,,,,23.13577419999956,23.14944779999996,23.14944779999996,23.14944779999996,23.14944779999996,23.43542959999968,None,23.435700599999564,23.44937409999966,23.44937409999966,23.44937409999966,23.44937409999966,23.74939789999962,23.74939789999962,23.74939789999962,23.74939789999962,23.735403399999996,None,23.44937409999966,23.44937409999966,23.44937409999966,23.44937409999966,434710,001,2025-03-24_15h06.27.221,Estimulo_ICE,2024.2.4,60.08640424926991,2025-03-24 15h06.32.734484 -0300,
Estimulo_6,3,3,0,1.4,-1.4,1.4,-1.4,2.2,-2.2,-2.2,2.2,,,None,None,0,1,1,5,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,23.74939789999962,,,,,,,,,,,,,,,,,,,,,23.73578929999985,23.74939789999962,23.74939789999962,23.74939789999962,23.74939789999962,24.03541819999964,None,24.03568849999965,24.04936869999983,24.04936869999983,24.04936869999983,24.04936869999983,24.349337399999968,24.349337399999968,24.349337399999968,24.349337399999968,24.33556039999985,None,24.04936869999983,24.04936869999983,24.04936869999983,24.04936869999983,434710,001,2025-03-24_15h06.27.221,Estimulo_ICE,2024.2.4,60.08640424926991,2025-03-24 15h06.32.734484 -0300,
Estimulo_6,4,4,0,1.5,-1.5,1.5,-1.5,2.2,-2.2,-2.2,2.2,,,None,None,0,1,1,5,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,24.349337399999968,,,,,,,,,,,,,,,,,,,,,24.335948599999938,24.349337399999968,24.349337399999968,24.349337399999968,24.349337399999968,24.63530869999977,None,24.635577499999727,24.649273999999878,24.649273999999878,24.649273999999878,24.649273999999878,24.949355699999614,24.949355699999614,24.949355699999614,24.949355699999614,24.93534009999985,None,24.649273999999878,24.649273999999878,24.649273999999878,24.649273999999878,434710,001,2025-03-24_15h06.27.221,Estimulo_ICE,2024.2.4,60.08640424926991,2025-03-24 15h06.32.734484 -0300,
Estimulo_6,5,5,0,1.6,-1.6,1.6,-1.6,2.2,-2.2,-2.2,2.2,,,None,None,0,1,1,5,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,24.949355699999614,,,,,,,,,,,,,,,,,,,,,24.935731499999747,24.949355699999614,24.949355699999614,24.949355699999614,24.949355699999614,25.238581499999782,None,25.23912859999973,25.250539299999673,25.250539299999673,25.250539299999673,25.250539299999673,,,,,25.535784799999874,None,,,,,434710,001,2025-03-24_15h06.27.221,Estimulo_ICE,2024.2.4,60.08640424926991,2025-03-24 15h06.32.734484 -0300,
Estimulo_6,6,6,0,1.7,-1.7,1.7,-1.7,2.2,-2.2,-2.2,2.2,,,None,None,0,1,1,5,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,25.549594399999933,,,,,,,,,,,,,,,,,,,,,25.536277399999562,25.549594399999933,25.549594399999933,25.549594399999933,25.549594399999933,25.830067499999586,None,25.830973899999663,25.849613399999726,25.849613399999726,25.849613399999726,25.849613399999726,,,,,26.139747299999726,None,,,,,434710,001,2025-03-24_15h06.27.221,Estimulo_ICE,2024.2.4,60.08640424926991,2025-03-24 15h06.32.734484 -0300,
Estimulo_6,7,7,0,1.8,-1.8,1.8,-1.8,2.2,-2.2,-2.2,2.2,,,None,None,0,1,1,5,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,26.15088109999988,,,,,,,,,,,,,,,,,,,,,26.14065619999974,26.15088109999988,26.15088109999988,26.15088109999988,26.15088109999988,26.439835499999845,None,26.440475199999582,26.450865099999646,26.450865099999646,26.450865099999646,26.450865099999646,,,,,26.735373499999696,None,,,,,434710,001,2025-03-24_15h06.27.221,Estimulo_ICE,2024.2.4,60.08640424926991,2025-03-24 15h06.32.734484 -0300,
Estimulo_6,8,8,0,1.9,-1.9,1.9,-1.9,2.2,-2.2,-2.2,2.2,,,None,None,0,1,1,5,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,26.749346299999615,,,,,,,,,,,,,,,,,,,,,26.73573499999975,26.749346299999615,26.749346299999615,26.749346299999615,26.749346299999615,27.035384599999816,None,27.035661699999764,27.049250899999606,27.049250899999606,27.049250899999606,27.049250899999606,27.349066599999787,27.349066599999787,27.349066599999787,27.349066599999787,27.33519639999986,None,27.049250899999606,27.049250899999606,27.049250899999606,27.049250899999606,434710,001,2025-03-24_15h06.27.221,Estimulo_ICE,2024.2.4,60.08640424926991,2025-03-24 15h06.32.734484 -0300,
Estimulo_6,9,9,0,2,-2,2,-2,2.2,-2.2,-2.2,2.2,,,None,None,0,1,1,5,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,27.349066599999787,,,,,,,,,,,,,,,,,,,,,27.335538799999995,27.349066599999787,27.349066599999787,27.349066599999787,27.349066599999787,27.635253099999773,None,27.635497199999918,27.64946219999956,27.64946219999956,27.64946219999956,27.64946219999956,27.949107199999617,27.949107199999617,27.949107199999617,27.949107199999617,27.93540179999991,None,27.64946219999956,27.64946219999956,27.64946219999956,27.64946219999956,434710,001,2025-03-24_15h06.27.221,Estimulo_ICE,2024.2.4,60.08640424926991,2025-03-24 15h06.32.734484 -0300,
Estimulo_6,10,10,0,2.1,-2.1,2.1,-2.1,2.2,-2.2,-2.2,2.2,,,None,None,0,1,1,5,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,27.949107199999617,,,,,,,,,,,,,,,,,,,,,27.93574079999962,27.949107199999617,27.949107199999617,27.949107199999617,27.949107199999617,28.23512999999957,None,28.23538219999955,28.24938559999964,28.24938559999964,28.24938559999964,28.24938559999964,,,,,28.537003099999765,None,28.24938559999964,28.24938559999964,28.24938559999964,28.24938559999964,434710,001,2025-03-24_15h06.27.221,Estimulo_ICE,2024.2.4,60.08640424926991,2025-03-24 15h06.32.734484 -0300,
Estimulo_6,11,11,0,2.2,-2.2,2.2,-2.2,2.2,-2.2,-2.2,2.2,,,None,None,0,1,1,5,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,28.549519999999575,,,,,,,,,,,,,,,,,,,,,28.5376540999996,28.549519999999575,28.549519999999575,28.549519999999575,28.549519999999575,28.835464499999944,None,28.835723699999562,28.84912809999969,28.84912809999969,28.84912809999969,28.84912809999969,29.149505099999715,29.149505099999715,29.149505099999715,29.149505099999715,29.135723499999585,None,28.84912809999969,28.84912809999969,28.84912809999969,28.84912809999969,434710,001,2025-03-24_15h06.27.221,Estimulo_ICE,2024.2.4,60.08640424926991,2025-03-24 15h06.32.734484 -0300,
Estimulo_6,12,12,0,2.3,-2.3,2.3,-2.3,2.2,-2.2,-2.2,2.2,,,None,None,0,1,1,5,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,29.149505099999715,,,,,,,,,,,,,,,,,,,,,29.136092199999894,29.149505099999715,29.149505099999715,29.149505099999715,29.149505099999715,29.43518559999984,None,29.4354258999997,29.449135399999705,29.449135399999705,29.449135399999705,29.449135399999705,29.74922179999976,29.74922179999976,29.74922179999976,29.74922179999976,29.735421899999892,None,29.449135399999705,29.449135399999705,29.449135399999705,29.449135399999705,434710,001,2025-03-24_15h06.27.221,Estimulo_ICE,2024.2.4,60.08640424926991,2025-03-24 15h06.32.734484 -0300,
Estimulo_6,13,13,0,2.4,-2.4,2.4,-2.4,2.2,-2.2,-2.2,2.2,,,None,None,0,1,1,5,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,29.74922179999976,,,,,,,,,,,,,,,,,,,,,29.735771099999965,29.74922179999976,29.74922179999976,29.74922179999976,29.74922179999976,30.035308899999563,None,30.035548099999687,30.04942119999987,30.04942119999987,30.04942119999987,30.04942119999987,30.349337899999682,30.349337899999682,30.349337899999682,30.349337899999682,30.33526049999955,None,30.04942119999987,30.04942119999987,30.04942119999987,30.04942119999987,434710,001,2025-03-24_15h06.27.221,Estimulo_ICE,2024.2.4,60.08640424926991,2025-03-24 15h06.32.734484 -0300,
,14,14,0,2.5,-2.5,2.5,-2.5,2.2,-2.2,-2.2,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,30.349337899999682,,,,,,,,,,,,,,,,,,,,,30.335607099999834,30.349337899999682,30.349337899999682,30.349337899999682,30.349337899999682,30.634873699999844,None,30.63513469999998,30.64909929999976,30.64909929999976,30.64909929999976,30.64909929999976,,,,,,,30.64909929999976,30.64909929999976,30.64909929999976,30.64909929999976,,,,,,,,
