LoopName,thisN,thisTrialN,thisRepN,px1,px2,px3,px4,py1,py2,py3,py4,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,loop_1.thisRepN,loop_1.thisTrialN,loop_1.thisN,loop_1.thisIndex,loop_2.thisRepN,loop_2.thisTrialN,loop_2.thisN,loop_2.thisIndex,loop_3.thisRepN,loop_3.thisTrialN,loop_3.thisN,loop_3.thisIndex,loop_4.thisRepN,loop_4.thisTrialN,loop_4.thisN,loop_4.thisIndex,loop_5.thisRepN,loop_5.thisTrialN,loop_5.thisN,loop_5.thisIndex,loop_6.thisRepN,loop_6.thisTrialN,loop_6.thisN,loop_6.thisIndex,loop_7.thisRepN,loop_7.thisTrialN,loop_7.thisN,loop_7.thisIndex,loop_8.thisRepN,loop_8.thisTrialN,loop_8.thisN,loop_8.thisIndex,loop_9.thisRepN,loop_9.thisTrialN,loop_9.thisN,loop_9.thisIndex,loop_10.thisRepN,loop_10.thisTrialN,loop_10.thisN,loop_10.thisIndex,loop_11.thisRepN,loop_11.thisTrialN,loop_11.thisN,loop_11.thisIndex,loop_12.thisRepN,loop_12.thisTrialN,loop_12.thisN,loop_12.thisIndex,thisRow.t,notes,codigo.started,codigo.stopped,trial.started,image.started,image_2.started,polygon.started,trial.stopped,trial_2.started,image_3.started,image_4.started,polygon_2.started,trial_2.stopped,_intertrial_interval_.started,polygon_5.started,_intertrial_interval_.stopped,trial_3.started,image_5.started,image_6.started,polygon_3.started,trial_3.stopped,trial_4.started,image_7.started,image_8.started,polygon_4.started,image_7.stopped,image_8.stopped,polygon_4.stopped,trial_4.stopped,image_5.stopped,image_6.stopped,polygon_3.stopped,trial_5.started,image_9.started,polygon_6.started,image_10.started,trial_5.stopped,trial_6.started,image_11.started,image_12.started,polygon_7.started,trial_6.stopped,image_9.stopped,polygon_6.stopped,image_10.stopped,image_11.stopped,image_12.stopped,polygon_7.stopped,image.stopped,image_2.stopped,polygon.stopped,image_3.stopped,image_4.stopped,polygon_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Estimulo_3,0,0,0,2.2,-2.2,-2.2,2.2,4.4,-4.4,4.4,-4.4,0,0,0,2,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12123079999992115,,0.028643099999953847,0.028935999999930573,0.09360209999999825,0.12123079999992115,0.12123079999992115,0.12123079999992115,0.3402942999998686,0.34051270000009026,0.3547857999999451,0.3547857999999451,0.3547857999999451,0.6402396999999382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749084,001,2025-03-20_16h34.18.605,Estimulo_ICE,2024.2.4,60.211873540652185,2025-03-20 16h34.27.040791 -0300,
Estimulo_3,1,1,0,2.2,-2.2,-2.2,2.2,4.3,-4.3,4.3,-4.3,0,0,0,2,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6546063999999205,,,,0.6405841000000692,0.6546063999999205,0.6546063999999205,0.6546063999999205,0.94017719999988,0.9404133000000456,0.9547018999999182,0.9547018999999182,0.9547018999999182,1.24032289999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749084,001,2025-03-20_16h34.18.605,Estimulo_ICE,2024.2.4,60.211873540652185,2025-03-20 16h34.27.040791 -0300,
Estimulo_3,2,2,0,2.2,-2.2,-2.2,2.2,4.2,-4.2,4.2,-4.2,0,0,0,2,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2548709000000144,,,,1.240669399999888,1.2548709000000144,1.2548709000000144,1.2548709000000144,1.5403111000000536,1.5405421999998907,1.5545385000000351,1.5545385000000351,1.5545385000000351,1.8403069999999389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749084,001,2025-03-20_16h34.18.605,Estimulo_ICE,2024.2.4,60.211873540652185,2025-03-20 16h34.27.040791 -0300,
Estimulo_3,3,3,0,2.2,-2.2,-2.2,2.2,4.1,-4.1,4.1,-4.1,0,0,0,2,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.854790899999898,,,,1.840648099999953,1.854790899999898,1.854790899999898,1.854790899999898,2.1403528999999253,2.140584600000011,2.154664700000012,2.154664700000012,2.154664700000012,2.443213499999956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749084,001,2025-03-20_16h34.18.605,Estimulo_ICE,2024.2.4,60.211873540652185,2025-03-20 16h34.27.040791 -0300,
Estimulo_3,4,4,0,2.2,-2.2,-2.2,2.2,4,-4,4,-4,0,0,0,2,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4555178000000524,,,,2.4438810999999987,2.4555178000000524,2.4555178000000524,2.4555178000000524,2.7410818000000745,2.7413753999999244,2.754887300000064,2.754887300000064,2.754887300000064,3.0410779999999704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749084,001,2025-03-20_16h34.18.605,Estimulo_ICE,2024.2.4,60.211873540652185,2025-03-20 16h34.27.040791 -0300,
Estimulo_3,5,5,0,2.2,-2.2,-2.2,2.2,3.9,-3.9,3.9,-3.9,0,0,0,2,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.054779499999995,,,,3.0415124999999534,3.054779499999995,3.054779499999995,3.054779499999995,3.341013700000076,3.3413126999998894,3.3547591999999895,3.3547591999999895,3.3547591999999895,3.641014499999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749084,001,2025-03-20_16h34.18.605,Estimulo_ICE,2024.2.4,60.211873540652185,2025-03-20 16h34.27.040791 -0300,
Estimulo_3,6,6,0,2.2,-2.2,-2.2,2.2,3.8,-3.8,3.8,-3.8,0,0,0,2,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6550654000000122,,,,3.641448999999966,3.6550654000000122,3.6550654000000122,3.6550654000000122,3.940801499999907,3.941098699999884,3.9547929000000295,3.9547929000000295,3.9547929000000295,4.240953199999922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749084,001,2025-03-20_16h34.18.605,Estimulo_ICE,2024.2.4,60.211873540652185,2025-03-20 16h34.27.040791 -0300,
Estimulo_3,7,7,0,2.2,-2.2,-2.2,2.2,3.7,-3.7,3.7,-3.7,0,0,0,2,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.254852399999891,,,,4.241392200000064,4.254852399999891,4.254852399999891,4.254852399999891,4.5411194000000705,4.541412399999899,4.554876299999933,4.554876299999933,4.554876299999933,4.841031899999962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749084,001,2025-03-20_16h34.18.605,Estimulo_ICE,2024.2.4,60.211873540652185,2025-03-20 16h34.27.040791 -0300,
Estimulo_3,8,8,0,2.2,-2.2,-2.2,2.2,3.6,-3.6,3.6,-3.6,0,0,0,2,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.854983499999889,,,,4.841471499999898,4.854983499999889,4.854983499999889,4.854983499999889,5.140976500000079,5.141267799999923,5.1547407999998995,5.1547407999998995,5.1547407999998995,5.4409780000000865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749084,001,2025-03-20_16h34.18.605,Estimulo_ICE,2024.2.4,60.211873540652185,2025-03-20 16h34.27.040791 -0300,
Estimulo_3,9,9,0,2.2,-2.2,-2.2,2.2,3.5,-3.5,3.5,-3.5,0,0,0,2,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.454861199999868,,,,5.441413199999943,5.454861199999868,5.454861199999868,5.454861199999868,5.74100959999987,5.741305799999964,5.75480390000007,5.75480390000007,5.75480390000007,6.04096770000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749084,001,2025-03-20_16h34.18.605,Estimulo_ICE,2024.2.4,60.211873540652185,2025-03-20 16h34.27.040791 -0300,
