LoopName,thisN,thisTrialN,thisRepN,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,thisRow.t,notes,codigo.started,codigo.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Estimulo_4,0,0,0,0,0,0,3,,,0.024375599983613938,0.02480959999957122,,,,,,,,
