LoopName,thisN,thisTrialN,thisRepN,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,thisRow.t,notes,codigo.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Estimulo_12,0,0,0,0,0,0,11,,,0.016882199997780845,,,,,,,,
