LoopName,thisN,thisTrialN,thisRepN,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,thisRow.t,notes,codigo.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Estimulo_7,0,0,0,0,0,0,6,,,0.0236985000083223,,,,,,,,
