LoopName,thisN,thisTrialN,thisRepN,px1,px2,px3,px4,py1,py2,py3,py4,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,loop_1.thisRepN,loop_1.thisTrialN,loop_1.thisN,loop_1.thisIndex,loop_2.thisRepN,loop_2.thisTrialN,loop_2.thisN,loop_2.thisIndex,loop_3.thisRepN,loop_3.thisTrialN,loop_3.thisN,loop_3.thisIndex,loop_4.thisRepN,loop_4.thisTrialN,loop_4.thisN,loop_4.thisIndex,loop_5.thisRepN,loop_5.thisTrialN,loop_5.thisN,loop_5.thisIndex,loop_6.thisRepN,loop_6.thisTrialN,loop_6.thisN,loop_6.thisIndex,loop_7.thisRepN,loop_7.thisTrialN,loop_7.thisN,loop_7.thisIndex,loop_8.thisRepN,loop_8.thisTrialN,loop_8.thisN,loop_8.thisIndex,loop_9.thisRepN,loop_9.thisTrialN,loop_9.thisN,loop_9.thisIndex,loop_10.thisRepN,loop_10.thisTrialN,loop_10.thisN,loop_10.thisIndex,loop_11.thisRepN,loop_11.thisTrialN,loop_11.thisN,loop_11.thisIndex,loop_12.thisRepN,loop_12.thisTrialN,loop_12.thisN,loop_12.thisIndex,thisRow.t,notes,codigo.started,codigo.stopped,trial_3.started,image_5.started,image_6.started,polygon_3.started,trial_3.stopped,trial_4.started,image_7.started,image_8.started,polygon_4.started,polygon_4.stopped,trial_4.stopped,image_5.stopped,image_6.stopped,polygon_3.stopped,image_7.stopped,image_8.stopped,_intertrial_interval_.started,polygon_5.started,_intertrial_interval_.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Estimulo_8,10,10,0,2.2,-2.2,-2.2,2.2,2.09999999999998,-2.09999999999998,2.09999999999998,-2.09999999999998,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,6.08587599999737,,,,6.074345600034576,6.08587599999737,6.08587599999737,6.08587599999737,6.371559799998067,6.371853000018746,6.384915900009219,6.384915900009219,6.384915900009219,6.685259699996095,6.672504000016488,6.384915900009219,6.384915900009219,6.384915900009219,6.685259699996095,6.685259699996095,,,,989115,001,2025-03-20_15h43.53.460,Estimulo_ICE,2024.2.4,60.13887267806823,2025-03-20 15h44.11.038356 -0300,
Estimulo_8,11,11,0,2.2,-2.2,-2.2,2.2,2.19999999999998,-2.19999999999998,2.19999999999998,-2.19999999999998,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,6.685259699996095,,,,6.673033100028988,6.685259699996095,6.685259699996095,6.685259699996095,6.972562900045887,6.972929500043392,6.98559130000649,6.98559130000649,6.98559130000649,7.2854051000322215,7.272226400033105,6.98559130000649,6.98559130000649,6.98559130000649,7.2854051000322215,7.2854051000322215,,,,989115,001,2025-03-20_15h43.53.460,Estimulo_ICE,2024.2.4,60.13887267806823,2025-03-20 15h44.11.038356 -0300,
Estimulo_8,12,12,0,2.2,-2.2,-2.2,2.2,2.29999999999998,-2.29999999999998,2.29999999999998,-2.29999999999998,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,7.2854051000322215,,,,7.272757700004149,7.2854051000322215,7.2854051000322215,7.2854051000322215,7.572580900043249,7.572948000044562,7.585390300024301,7.585390300024301,7.585390300024301,7.8850347000407055,7.870843400014564,7.585390300024301,7.585390300024301,7.585390300024301,7.8850347000407055,7.8850347000407055,,,,989115,001,2025-03-20_15h43.53.460,Estimulo_ICE,2024.2.4,60.13887267806823,2025-03-20 15h44.11.038356 -0300,
Estimulo_8,13,13,0,2.2,-2.2,-2.2,2.2,2.39999999999998,-2.39999999999998,2.39999999999998,-2.39999999999998,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,7.8850347000407055,,,,7.871210400015116,7.8850347000407055,7.8850347000407055,7.8850347000407055,8.170751500001643,8.17100210004719,8.185073100030422,8.185073100030422,8.185073100030422,8.485415300005116,8.47161629999755,8.185073100030422,8.185073100030422,8.185073100030422,8.485415300005116,8.485415300005116,,,,989115,001,2025-03-20_15h43.53.460,Estimulo_ICE,2024.2.4,60.13887267806823,2025-03-20 15h44.11.038356 -0300,
Estimulo_8,14,14,0,2.2,-2.2,-2.2,2.2,2.49999999999998,-2.49999999999998,2.49999999999998,-2.49999999999998,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,8.485415300005116,,,,8.471975499996915,8.485415300005116,8.485415300005116,8.485415300005116,8.770940900023561,8.771192800020799,8.785037200024817,8.785037200024817,8.785037200024817,9.084912799997255,9.07097480003722,8.785037200024817,8.785037200024817,8.785037200024817,9.084912799997255,9.084912799997255,,,,989115,001,2025-03-20_15h43.53.460,Estimulo_ICE,2024.2.4,60.13887267806823,2025-03-20 15h44.11.038356 -0300,
Estimulo_8,15,15,0,2.2,-2.2,-2.2,2.2,2.59999999999998,-2.59999999999998,2.59999999999998,-2.59999999999998,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,9.084912799997255,,,,9.071340800030157,9.084912799997255,9.084912799997255,9.084912799997255,9.37453510001069,9.375052899995353,9.3859506000299,9.3859506000299,9.3859506000299,9.68605410004966,9.67435149999801,9.3859506000299,9.3859506000299,9.3859506000299,9.68605410004966,9.68605410004966,,,,989115,001,2025-03-20_15h43.53.460,Estimulo_ICE,2024.2.4,60.13887267806823,2025-03-20 15h44.11.038356 -0300,
Estimulo_8,16,16,0,2.2,-2.2,-2.2,2.2,2.69999999999998,-2.69999999999998,2.69999999999998,-2.69999999999998,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,9.68605410004966,,,,9.675096300023142,9.68605410004966,9.68605410004966,9.68605410004966,9.974872100050561,9.97538820002228,9.986061500036158,9.986061500036158,9.986061500036158,10.285940500034485,10.27443210000638,9.986061500036158,9.986061500036158,9.986061500036158,10.285940500034485,10.285940500034485,,,,989115,001,2025-03-20_15h43.53.460,Estimulo_ICE,2024.2.4,60.13887267806823,2025-03-20 15h44.11.038356 -0300,
Estimulo_8,17,17,0,2.2,-2.2,-2.2,2.2,2.79999999999998,-2.79999999999998,2.79999999999998,-2.79999999999998,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,10.285940500034485,,,,10.275177800038364,10.285940500034485,10.285940500034485,10.285940500034485,10.574589300027583,10.575109800032806,10.586370400036685,10.586370400036685,10.586370400036685,,10.871314400050323,10.586370400036685,10.586370400036685,10.586370400036685,10.885238200018648,10.885238200018648,,,,989115,001,2025-03-20_15h43.53.460,Estimulo_ICE,2024.2.4,60.13887267806823,2025-03-20 15h44.11.038356 -0300,
Estimulo_8,18,18,0,2.2,-2.2,-2.2,2.2,2.89999999999998,-2.89999999999998,2.89999999999998,-2.89999999999998,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,10.885238200018648,,,,10.871730600018054,10.885238200018648,10.885238200018648,10.885238200018648,11.171327600022778,11.171617300016806,11.185342000040691,11.185342000040691,11.185342000040691,11.485090800037142,11.470838900015224,11.185342000040691,11.185342000040691,11.185342000040691,11.485090800037142,11.485090800037142,,,,989115,001,2025-03-20_15h43.53.460,Estimulo_ICE,2024.2.4,60.13887267806823,2025-03-20 15h44.11.038356 -0300,
Estimulo_8,19,19,0,2.2,-2.2,-2.2,2.2,2.99999999999998,-2.99999999999998,2.99999999999998,-2.99999999999998,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,11.485090800037142,,,,11.47120550001273,11.485090800037142,11.485090800037142,11.485090800037142,11.77091250004014,11.771164000034332,11.784972099994775,11.784972099994775,11.784972099994775,12.085027199995238,12.070800700050313,11.784972099994775,11.784972099994775,11.784972099994775,12.085027199995238,12.085027199995238,,,,989115,001,2025-03-20_15h43.53.460,Estimulo_ICE,2024.2.4,60.13887267806823,2025-03-20 15h44.11.038356 -0300,
Estimulo_8,20,20,0,2.2,-2.2,-2.2,2.2,3.09999999999998,-3.09999999999998,3.09999999999998,-3.09999999999998,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,12.085027199995238,,,,12.071167300047819,12.085027199995238,12.085027199995238,12.085027199995238,12.371305200038478,12.371557400038,12.384791400050744,12.384791400050744,12.384791400050744,12.685078400012571,12.670929300016724,12.384791400050744,12.384791400050744,12.384791400050744,12.685078400012571,12.685078400012571,,,,989115,001,2025-03-20_15h43.53.460,Estimulo_ICE,2024.2.4,60.13887267806823,2025-03-20 15h44.11.038356 -0300,
Estimulo_8,21,21,0,2.2,-2.2,-2.2,2.2,3.19999999999998,-3.19999999999998,3.19999999999998,-3.19999999999998,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,12.685078400012571,,,,12.671292300045025,12.685078400012571,12.685078400012571,12.685078400012571,12.970897299994249,12.971149300050456,12.98496030003298,12.98496030003298,12.98496030003298,13.285000400035642,13.270981700043194,12.98496030003298,12.98496030003298,12.98496030003298,13.285000400035642,13.285000400035642,,,,989115,001,2025-03-20_15h43.53.460,Estimulo_ICE,2024.2.4,60.13887267806823,2025-03-20 15h44.11.038356 -0300,
Estimulo_8,22,22,0,2.2,-2.2,-2.2,2.2,3.29999999999998,-3.29999999999998,3.29999999999998,-3.29999999999998,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,13.285000400035642,,,,13.271346000023186,13.285000400035642,13.285000400035642,13.285000400035642,13.57099910004763,13.571251800050959,13.584770900022704,13.584770900022704,13.584770900022704,13.885095900041051,13.870900800044183,13.584770900022704,13.584770900022704,13.584770900022704,13.885095900041051,13.885095900041051,,,,989115,001,2025-03-20_15h43.53.460,Estimulo_ICE,2024.2.4,60.13887267806823,2025-03-20 15h44.11.038356 -0300,
Estimulo_8,23,23,0,2.2,-2.2,-2.2,2.2,3.39999999999998,-3.39999999999998,3.39999999999998,-3.39999999999998,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,13.885095900041051,,,,13.87126620003255,13.885095900041051,13.885095900041051,13.885095900041051,14.170955400040839,14.171207600040361,14.185100200003944,14.185100200003944,14.185100200003944,14.484886699996423,14.470818500034511,14.185100200003944,14.185100200003944,14.185100200003944,14.484886699996423,14.484886699996423,,,,989115,001,2025-03-20_15h43.53.460,Estimulo_ICE,2024.2.4,60.13887267806823,2025-03-20 15h44.11.038356 -0300,
Estimulo_8,24,24,0,2.2,-2.2,-2.2,2.2,3.49999999999998,-3.49999999999998,3.49999999999998,-3.49999999999998,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,14.484886699996423,,,,14.471185700036585,14.484886699996423,14.484886699996423,14.484886699996423,14.770829900051467,14.771082399995066,14.785002200049348,14.785002200049348,14.785002200049348,15.084950300049968,15.070952800044324,14.785002200049348,14.785002200049348,14.785002200049348,15.084950300049968,15.084950300049968,,,,989115,001,2025-03-20_15h43.53.460,Estimulo_ICE,2024.2.4,60.13887267806823,2025-03-20 15h44.11.038356 -0300,
Estimulo_8,25,25,0,2.2,-2.2,-2.2,2.2,3.59999999999998,-3.59999999999998,3.59999999999998,-3.59999999999998,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,15.084950300049968,,,,15.071321800001897,15.084950300049968,15.084950300049968,15.084950300049968,15.37104660004843,15.371300600003451,15.38499300001422,15.38499300001422,15.38499300001422,15.684686499997042,15.670790100004524,15.38499300001422,15.38499300001422,15.38499300001422,15.684686499997042,15.684686499997042,,,,989115,001,2025-03-20_15h43.53.460,Estimulo_ICE,2024.2.4,60.13887267806823,2025-03-20 15h44.11.038356 -0300,
Estimulo_8,26,26,0,2.2,-2.2,-2.2,2.2,3.69999999999998,-3.69999999999998,3.69999999999998,-3.69999999999998,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,15.684686499997042,,,,15.671110499999486,15.684686499997042,15.684686499997042,15.684686499997042,15.970916000020225,15.971158500004094,15.984944300027564,15.984944300027564,15.984944300027564,16.28476770000998,16.270868799998425,15.984944300027564,15.984944300027564,15.984944300027564,16.28476770000998,16.28476770000998,,,,989115,001,2025-03-20_15h43.53.460,Estimulo_ICE,2024.2.4,60.13887267806823,2025-03-20 15h44.11.038356 -0300,
Estimulo_8,27,27,0,2.2,-2.2,-2.2,2.2,3.79999999999998,-3.79999999999998,3.79999999999998,-3.79999999999998,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,16.28476770000998,,,,16.271234700048808,16.28476770000998,16.28476770000998,16.28476770000998,16.57488040003227,16.575443600013386,16.585914900002535,16.585914900002535,16.585914900002535,16.88592900004005,16.874934700026643,,,16.585914900002535,16.88592900004005,16.88592900004005,,,,989115,001,2025-03-20_15h43.53.460,Estimulo_ICE,2024.2.4,60.13887267806823,2025-03-20 15h44.11.038356 -0300,
Estimulo_8,28,28,0,2.2,-2.2,-2.2,2.2,3.89999999999998,-3.89999999999998,3.89999999999998,-3.89999999999998,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,16.88592900004005,,,,16.875720700016245,16.88592900004005,16.88592900004005,16.88592900004005,17.174791200028267,17.175316700013354,17.186326900031418,17.186326900031418,17.186326900031418,17.48613790003583,17.47534560004715,17.186326900031418,17.186326900031418,17.186326900031418,17.48613790003583,17.48613790003583,,,,989115,001,2025-03-20_15h43.53.460,Estimulo_ICE,2024.2.4,60.13887267806823,2025-03-20 15h44.11.038356 -0300,
Estimulo_8,29,29,0,2.2,-2.2,-2.2,2.2,3.99999999999998,-3.99999999999998,3.99999999999998,-3.99999999999998,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,17.48613790003583,,,,17.476186500047334,17.48613790003583,17.48613790003583,17.48613790003583,17.77549570001429,17.77608100004727,17.786245800030883,17.786245800030883,17.786245800030883,18.086216500028968,18.07548570004292,17.786245800030883,17.786245800030883,17.786245800030883,18.086216500028968,18.086216500028968,,,,989115,001,2025-03-20_15h43.53.460,Estimulo_ICE,2024.2.4,60.13887267806823,2025-03-20 15h44.11.038356 -0300,
Estimulo_8,30,30,0,2.2,-2.2,-2.2,2.2,4.09999999999998,-4.09999999999998,4.09999999999998,-4.09999999999998,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,18.086216500028968,,,,18.076324100024067,18.086216500028968,18.086216500028968,18.086216500028968,18.37232500000391,18.37267910002265,18.385243500000797,18.385243500000797,18.385243500000797,18.685876000032295,18.674382400000468,18.385243500000797,18.385243500000797,18.385243500000797,18.685876000032295,18.685876000032295,,,,989115,001,2025-03-20_15h43.53.460,Estimulo_ICE,2024.2.4,60.13887267806823,2025-03-20 15h44.11.038356 -0300,
Estimulo_8,31,31,0,2.2,-2.2,-2.2,2.2,4.19999999999998,-4.19999999999998,4.19999999999998,-4.19999999999998,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,18.685876000032295,,,,18.675122300046496,18.685876000032295,18.685876000032295,18.685876000032295,18.97436789999483,18.974862700037193,18.9858751000138,18.9858751000138,18.9858751000138,19.285979200038128,19.27466060000006,18.9858751000138,18.9858751000138,18.9858751000138,19.285979200038128,19.285979200038128,,,,989115,001,2025-03-20_15h43.53.460,Estimulo_ICE,2024.2.4,60.13887267806823,2025-03-20 15h44.11.038356 -0300,
Estimulo_8,32,32,0,2.2,-2.2,-2.2,2.2,4.29999999999998,-4.29999999999998,4.29999999999998,-4.29999999999998,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,,,19.285979200038128,,,,19.275406900036614,19.285979200038128,19.285979200038128,19.285979200038128,19.572028000024147,19.57237280003028,19.58530289999908,19.58530289999908,19.58530289999908,19.885371300042607,19.87216010002885,19.58530289999908,19.58530289999908,19.58530289999908,19.885371300042607,19.885371300042607,,,,989115,001,2025-03-20_15h43.53.460,Estimulo_ICE,2024.2.4,60.13887267806823,2025-03-20 15h44.11.038356 -0300,
Estimulo_8,33,33,0,2.2,-2.2,-2.2,2.2,4.39999999999998,-4.39999999999998,4.39999999999998,-4.39999999999998,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,19.885371300042607,,,,19.872654400009196,19.885371300042607,19.885371300042607,19.885371300042607,20.17204740003217,20.172398900031112,20.18527840002207,20.18527840002207,20.18527840002207,20.534462100011297,20.471024800033774,20.18527840002207,20.18527840002207,20.18527840002207,20.534462100011297,20.534462100011297,,,,989115,001,2025-03-20_15h43.53.460,Estimulo_ICE,2024.2.4,60.13887267806823,2025-03-20 15h44.11.038356 -0300,
Estimulo_8,0,0,0,,,,,,,,,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.525695300020743,20.534462100011297,21.988835000025574,989115,001,2025-03-20_15h43.53.460,Estimulo_ICE,2024.2.4,60.13887267806823,2025-03-20 15h44.11.038356 -0300,
Estimulo_6,0,0,0,1.1,-1.1,1.1,-1.1,2.2,-2.2,-2.2,2.2,0,1,1,5,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,22.08441579999635,,21.988985600008164,21.9894198999973,22.07216460001655,22.08441579999635,22.08441579999635,22.08441579999635,22.287369100027718,22.28762410004856,22.301308800000697,22.301308800000697,22.301308800000697,22.601545300043654,22.587504199997056,,,,22.601545300043654,22.601545300043654,,,,989115,001,2025-03-20_15h43.53.460,Estimulo_ICE,2024.2.4,60.13887267806823,2025-03-20 15h44.11.038356 -0300,
Estimulo_6,1,1,0,1.2,-1.2,1.2,-1.2,2.2,-2.2,-2.2,2.2,0,1,1,5,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,22.601545300043654,,,,22.58787610003492,22.601545300043654,22.601545300043654,22.601545300043654,22.892595700046513,22.893238400050905,22.90312360000098,22.90312360000098,22.90312360000098,23.202191599993967,23.189998500049114,,,,23.202191599993967,23.202191599993967,,,,989115,001,2025-03-20_15h43.53.460,Estimulo_ICE,2024.2.4,60.13887267806823,2025-03-20 15h44.11.038356 -0300,
