LoopName,thisN,thisTrialN,thisRepN,px1,px2,px3,px4,py1,py2,py3,py4,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,loop_1.thisRepN,loop_1.thisTrialN,loop_1.thisN,loop_1.thisIndex,loop_2.thisRepN,loop_2.thisTrialN,loop_2.thisN,loop_2.thisIndex,loop_3.thisRepN,loop_3.thisTrialN,loop_3.thisN,loop_3.thisIndex,loop_4.thisRepN,loop_4.thisTrialN,loop_4.thisN,loop_4.thisIndex,loop_5.thisRepN,loop_5.thisTrialN,loop_5.thisN,loop_5.thisIndex,loop_6.thisRepN,loop_6.thisTrialN,loop_6.thisN,loop_6.thisIndex,loop_7.thisRepN,loop_7.thisTrialN,loop_7.thisN,loop_7.thisIndex,loop_8.thisRepN,loop_8.thisTrialN,loop_8.thisN,loop_8.thisIndex,loop_9.thisRepN,loop_9.thisTrialN,loop_9.thisN,loop_9.thisIndex,loop_10.thisRepN,loop_10.thisTrialN,loop_10.thisN,loop_10.thisIndex,loop_11.thisRepN,loop_11.thisTrialN,loop_11.thisN,loop_11.thisIndex,loop_12.thisRepN,loop_12.thisTrialN,loop_12.thisN,loop_12.thisIndex,thisRow.t,notes,codigo.started,codigo.stopped,trial_3.started,image_5.started,image_6.started,polygon_3.started,trial_3.stopped,trial_4.started,image_7.started,image_8.started,polygon_4.started,polygon_4.stopped,trial_4.stopped,image_5.stopped,image_6.stopped,polygon_3.stopped,image_7.stopped,image_8.stopped,_intertrial_interval_.started,polygon_5.started,_intertrial_interval_.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Estimulo_8,0,0,0,2.2,-2.2,-2.2,2.2,1.09999999999998,-1.09999999999998,1.09999999999998,-1.09999999999998,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.26897030003601685,,0.07591850002063438,0.07633030001306906,0.2290872000157833,0.26897030003601685,0.26897030003601685,0.26897030003601685,0.37130410003010184,0.37153840000974014,0.385167200001888,0.385167200001888,0.385167200001888,0.685398300003726,0.6719776000245474,,,,,,,,,989115,001,2025-03-20_15h43.53.460,Estimulo_ICE,2024.2.4,60.13887267806823,2025-03-20 15h44.11.038356 -0300,
Estimulo_8,1,1,0,2.2,-2.2,-2.2,2.2,1.19999999999998,-1.19999999999998,1.19999999999998,-1.19999999999998,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0.685398300003726,,,,0.672453100036364,0.685398300003726,0.685398300003726,0.685398300003726,0.9714010000461712,0.9716482000076212,0.985093199997209,0.985093199997209,0.985093199997209,1.2851526000304148,1.2710672999965027,0.985093199997209,0.985093199997209,0.985093199997209,1.2851526000304148,1.2851526000304148,,,,989115,001,2025-03-20_15h43.53.460,Estimulo_ICE,2024.2.4,60.13887267806823,2025-03-20 15h44.11.038356 -0300,
Estimulo_8,2,2,0,2.2,-2.2,-2.2,2.2,1.29999999999998,-1.29999999999998,1.29999999999998,-1.29999999999998,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,1.2851526000304148,,,,1.2714359000092372,1.2851526000304148,1.2851526000304148,1.2851526000304148,1.571071700018365,1.571323600015603,1.5850473000318743,1.5850473000318743,1.5850473000318743,1.8851049999939278,1.8711109000141732,1.5850473000318743,1.5850473000318743,1.5850473000318743,1.8851049999939278,1.8851049999939278,,,,989115,001,2025-03-20_15h43.53.460,Estimulo_ICE,2024.2.4,60.13887267806823,2025-03-20 15h44.11.038356 -0300,
Estimulo_8,3,3,0,2.2,-2.2,-2.2,2.2,1.39999999999998,-1.39999999999998,1.39999999999998,-1.39999999999998,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,1.8851049999939278,,,,1.8714580000378191,1.8851049999939278,1.8851049999939278,1.8851049999939278,2.1709864000440575,2.171237500035204,2.185052999993786,2.185052999993786,2.185052999993786,2.4851393999997526,2.4710196999949403,2.185052999993786,2.185052999993786,2.185052999993786,2.4851393999997526,2.4851393999997526,,,,989115,001,2025-03-20_15h43.53.460,Estimulo_ICE,2024.2.4,60.13887267806823,2025-03-20 15h44.11.038356 -0300,
Estimulo_8,4,4,0,2.2,-2.2,-2.2,2.2,1.49999999999998,-1.49999999999998,1.49999999999998,-1.49999999999998,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,2.4851393999997526,,,,2.4713856000453234,2.4851393999997526,2.4851393999997526,2.4851393999997526,2.770960900001228,2.7712132000015117,2.7851829000283033,2.7851829000283033,2.7851829000283033,3.0850669000064954,3.071014500048477,2.7851829000283033,2.7851829000283033,2.7851829000283033,3.0850669000064954,3.0850669000064954,,,,989115,001,2025-03-20_15h43.53.460,Estimulo_ICE,2024.2.4,60.13887267806823,2025-03-20 15h44.11.038356 -0300,
Estimulo_8,5,5,0,2.2,-2.2,-2.2,2.2,1.59999999999998,-1.59999999999998,1.59999999999998,-1.59999999999998,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,3.0850669000064954,,,,3.071376300009433,3.0850669000064954,3.0850669000064954,3.0850669000064954,3.3788204000447877,3.3796686000423506,3.401910400018096,3.401910400018096,3.401910400018096,,3.6748558999970555,,,,,,,,,989115,001,2025-03-20_15h43.53.460,Estimulo_ICE,2024.2.4,60.13887267806823,2025-03-20 15h44.11.038356 -0300,
Estimulo_8,6,6,0,2.2,-2.2,-2.2,2.2,1.69999999999998,-1.69999999999998,1.69999999999998,-1.69999999999998,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,3.686153600050602,,,,3.6756500000483356,3.686153600050602,3.686153600050602,3.686153600050602,3.9752473999978974,3.9757957000401802,3.9859349000034854,3.9859349000034854,3.9859349000034854,4.285353800049052,4.272119700035546,3.9859349000034854,3.9859349000034854,3.9859349000034854,4.285353800049052,4.285353800049052,,,,989115,001,2025-03-20_15h43.53.460,Estimulo_ICE,2024.2.4,60.13887267806823,2025-03-20 15h44.11.038356 -0300,
Estimulo_8,7,7,0,2.2,-2.2,-2.2,2.2,1.79999999999998,-1.79999999999998,1.79999999999998,-1.79999999999998,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,4.285353800049052,,,,4.272610500047449,4.285353800049052,4.285353800049052,4.285353800049052,4.570820800028741,4.571064800024033,4.585069500026293,4.585069500026293,4.585069500026293,4.885207500017714,4.871817200037185,4.585069500026293,4.585069500026293,4.585069500026293,4.885207500017714,4.885207500017714,,,,989115,001,2025-03-20_15h43.53.460,Estimulo_ICE,2024.2.4,60.13887267806823,2025-03-20 15h44.11.038356 -0300,
Estimulo_8,8,8,0,2.2,-2.2,-2.2,2.2,1.89999999999998,-1.89999999999998,1.89999999999998,-1.89999999999998,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,4.885207500017714,,,,4.87214110000059,4.885207500017714,4.885207500017714,4.885207500017714,5.170889500004705,5.171130200033076,5.185039500007406,5.185039500007406,5.185039500007406,5.484848199994303,5.470972000039183,5.185039500007406,5.185039500007406,5.185039500007406,5.484848199994303,5.484848199994303,,,,989115,001,2025-03-20_15h43.53.460,Estimulo_ICE,2024.2.4,60.13887267806823,2025-03-20 15h44.11.038356 -0300,
Estimulo_8,9,9,0,2.2,-2.2,-2.2,2.2,1.99999999999998,-1.99999999999998,1.99999999999998,-1.99999999999998,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,5.484848199994303,,,,5.471335100010037,5.484848199994303,5.484848199994303,5.484848199994303,5.771005300048273,5.771248200035188,5.7850659000105225,5.7850659000105225,5.7850659000105225,6.08587599999737,6.073684900009539,5.7850659000105225,5.7850659000105225,5.7850659000105225,6.08587599999737,6.08587599999737,,,,989115,001,2025-03-20_15h43.53.460,Estimulo_ICE,2024.2.4,60.13887267806823,2025-03-20 15h44.11.038356 -0300,
