LoopName,thisN,thisTrialN,thisRepN,px1,px2,px3,px4,py1,py2,py3,py4,key_resp_2.keys,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,key_resp_2.rt,key_resp_2.duration,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,loop_1.thisRepN,loop_1.thisTrialN,loop_1.thisN,loop_1.thisIndex,loop_2.thisRepN,loop_2.thisTrialN,loop_2.thisN,loop_2.thisIndex,thisRow.t,notes,salvar.started,salvar.stopped,codigo.started,codigo.stopped,trial.started,image.started,image_2.started,polygon.started,key_resp_2.started,text.started,trial.stopped,loop_2.key_resp_2.keys,trial_2.started,image_3.started,image_4.started,polygon_2.started,key_resp_3.started,text_2.started,trial_2.stopped,loop_2.key_resp_3.keys,loop_2.key_resp_3.rt,loop_2.key_resp_3.duration,loop_2.key_resp_2.rt,loop_2.key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020025400000122318,0.020429600000170467,,,,,,,,,,,,,,,,,,,,,,,989736,001,2025-03-26_15h58.57.517,Estimulo_ICE,2024.2.4,59.87572195155068,2025-03-26 15h59.01.870830 -0300,
Estimulo_2,0,0,0,1.1,-1.1,1.1,-1.1,2.2,-2.2,-2.2,2.2,None,None,,,,,0,0,0,1,,,,,0,0,0,0,0.11626609999984794,,,,0.02495180000005348,0.025308700000095996,0.04911129999982222,0.11626609999984794,0.11626609999984794,0.11626609999984794,0.11626609999984794,0.11626609999984794,0.3351263999998082,None,0.335359900000185,0.3496617000000697,0.3496617000000697,0.3496617000000697,0.3496617000000697,0.3496617000000697,0.6350422000000435,None,,,,,989736,001,2025-03-26_15h58.57.517,Estimulo_ICE,2024.2.4,59.87572195155068,2025-03-26 15h59.01.870830 -0300,
Estimulo_2,1,1,0,1.2,-1.2,1.2,-1.2,2.2,-2.2,-2.2,2.2,None,None,,,,,0,0,0,1,,,,,0,1,1,1,0.6494529999999941,,,,,,0.6353989999997793,0.6494529999999941,0.6494529999999941,0.6494529999999941,0.6494529999999941,0.6494529999999941,0.9349980000001779,None,0.9352459000001545,0.9491956000001665,0.9491956000001665,0.9491956000001665,0.9491956000001665,0.9491956000001665,1.2349773999999343,None,,,,,989736,001,2025-03-26_15h58.57.517,Estimulo_ICE,2024.2.4,59.87572195155068,2025-03-26 15h59.01.870830 -0300,
Estimulo_2,2,2,0,1.3,-1.3,1.3,-1.3,2.2,-2.2,-2.2,2.2,None,None,,,,,0,0,0,1,,,,,0,2,2,2,1.2494981999998345,,,,,,1.2353567000000112,1.2494981999998345,1.2494981999998345,1.2494981999998345,1.2494981999998345,1.2494981999998345,1.5347434999998768,None,1.534978499999852,1.5492998999998235,1.5492998999998235,1.5492998999998235,1.5492998999998235,1.5492998999998235,1.8350225999997747,None,,,,,989736,001,2025-03-26_15h58.57.517,Estimulo_ICE,2024.2.4,59.87572195155068,2025-03-26 15h59.01.870830 -0300,
Estimulo_2,3,3,0,1.4,-1.4,1.4,-1.4,2.2,-2.2,-2.2,2.2,None,['up'],[0.15066999999999098],[0.11233859999993001],,,0,0,0,1,,,,,0,3,3,3,1.8493616999999176,,,,,,1.835381100000177,1.8493616999999176,1.8493616999999176,1.8493616999999176,1.8493616999999176,1.8493616999999176,2.1349844000001212,None,2.1352434000000358,2.149440400000003,2.149440400000003,2.149440400000003,2.149440400000003,2.149440400000003,2.4348282000000836,['up'],[0.15066999999999098],[0.11233859999993001],,,989736,001,2025-03-26_15h58.57.517,Estimulo_ICE,2024.2.4,59.87572195155068,2025-03-26 15h59.01.870830 -0300,
Estimulo_2,4,4,0,1.5,-1.5,1.5,-1.5,2.2,-2.2,-2.2,2.2,None,None,,,,,0,0,0,1,,,,,0,4,4,4,2.449388699999872,,,,,,2.4352060000001075,2.449388699999872,2.449388699999872,2.449388699999872,2.449388699999872,2.449388699999872,2.7349881999998615,None,2.7352422999997543,2.749392700000044,2.749392700000044,2.749392700000044,2.749392700000044,2.749392700000044,3.0350282999997944,None,,,,,989736,001,2025-03-26_15h58.57.517,Estimulo_ICE,2024.2.4,59.87572195155068,2025-03-26 15h59.01.870830 -0300,
Estimulo_2,5,5,0,1.6,-1.6,1.6,-1.6,2.2,-2.2,-2.2,2.2,None,None,,,,,0,0,0,1,,,,,0,5,5,5,3.0493412000000717,,,,,,3.0353878999999324,3.0493412000000717,3.0493412000000717,3.0493412000000717,3.0493412000000717,3.0493412000000717,3.334925099999964,None,3.335175799999888,3.34951430000001,3.34951430000001,3.34951430000001,3.34951430000001,3.34951430000001,3.6349974999998267,None,,,,,989736,001,2025-03-26_15h58.57.517,Estimulo_ICE,2024.2.4,59.87572195155068,2025-03-26 15h59.01.870830 -0300,
Estimulo_2,6,6,0,1.7,-1.7,1.7,-1.7,2.2,-2.2,-2.2,2.2,None,None,,,,,0,0,0,1,,,,,0,6,6,6,3.6493431999997483,,,,,,3.635353799999848,3.6493431999997483,3.6493431999997483,3.6493431999997483,3.6493431999997483,3.6493431999997483,3.9350289999997585,None,3.9352767999998832,3.949398100000053,3.949398100000053,3.949398100000053,3.949398100000053,3.949398100000053,4.234964599999785,None,,,,,989736,001,2025-03-26_15h58.57.517,Estimulo_ICE,2024.2.4,59.87572195155068,2025-03-26 15h59.01.870830 -0300,
Estimulo_2,7,7,0,1.8,-1.8,1.8,-1.8,2.2,-2.2,-2.2,2.2,None,None,,,,,0,0,0,1,,,,,0,7,7,7,4.249239799999941,,,,,,4.235320599999795,4.249239799999941,4.249239799999941,4.249239799999941,4.249239799999941,4.249239799999941,4.534784899999977,None,4.535031500000059,4.549406699999963,4.549406699999963,4.549406699999963,4.549406699999963,4.549406699999963,4.834764599999744,None,,,,,989736,001,2025-03-26_15h58.57.517,Estimulo_ICE,2024.2.4,59.87572195155068,2025-03-26 15h59.01.870830 -0300,
Estimulo_2,8,8,0,1.9,-1.9,1.9,-1.9,2.2,-2.2,-2.2,2.2,None,None,,,,,0,0,0,1,,,,,0,8,8,8,4.8493312000000515,,,,,,4.835098300000027,4.8493312000000515,4.8493312000000515,4.8493312000000515,4.8493312000000515,4.8493312000000515,5.135005699999965,None,5.135250299999825,5.149368400000185,5.149368400000185,5.149368400000185,5.149368400000185,5.149368400000185,5.435009899999841,None,,,,,989736,001,2025-03-26_15h58.57.517,Estimulo_ICE,2024.2.4,59.87572195155068,2025-03-26 15h59.01.870830 -0300,
Estimulo_2,9,9,0,2,-2,2,-2,2.2,-2.2,-2.2,2.2,None,None,,,,,0,0,0,1,,,,,0,9,9,9,5.449146599999949,,,,,,5.435364599999957,5.449146599999949,5.449146599999949,5.449146599999949,5.449146599999949,5.449146599999949,5.734976899999765,None,5.735247499999787,5.749199800000042,5.749199800000042,5.749199800000042,5.749199800000042,5.749199800000042,6.03479759999982,None,,,,,989736,001,2025-03-26_15h58.57.517,Estimulo_ICE,2024.2.4,59.87572195155068,2025-03-26 15h59.01.870830 -0300,
Estimulo_2,10,10,0,2.1,-2.1,2.1,-2.1,2.2,-2.2,-2.2,2.2,None,None,,,,,0,0,0,1,,,,,0,10,10,10,6.049341800000093,,,,,,6.035128600000007,6.049341800000093,6.049341800000093,6.049341800000093,6.049341800000093,6.049341800000093,6.33492729999989,None,6.3351738000001205,6.349356600000192,6.349356600000192,6.349356600000192,6.349356600000192,6.349356600000192,6.635010599999987,None,,,,,989736,001,2025-03-26_15h58.57.517,Estimulo_ICE,2024.2.4,59.87572195155068,2025-03-26 15h59.01.870830 -0300,
Estimulo_2,11,11,0,2.2,-2.2,2.2,-2.2,2.2,-2.2,-2.2,2.2,None,None,,,,,0,0,0,1,,,,,0,11,11,11,6.649194499999794,,,,,,6.635366500000146,6.649194499999794,6.649194499999794,6.649194499999794,6.649194499999794,6.649194499999794,6.9349474999999074,None,6.935195699999895,6.949400200000127,6.949400200000127,6.949400200000127,6.949400200000127,6.949400200000127,7.234965399999965,None,,,,,989736,001,2025-03-26_15h58.57.517,Estimulo_ICE,2024.2.4,59.87572195155068,2025-03-26 15h59.01.870830 -0300,
