LoopName,thisN,thisTrialN,thisRepN,px1,px2,px3,px4,py1,py2,py3,py4,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,loop_1.thisRepN,loop_1.thisTrialN,loop_1.thisN,loop_1.thisIndex,loop_2.thisRepN,loop_2.thisTrialN,loop_2.thisN,loop_2.thisIndex,loop_3.thisRepN,loop_3.thisTrialN,loop_3.thisN,loop_3.thisIndex,loop_4.thisRepN,loop_4.thisTrialN,loop_4.thisN,loop_4.thisIndex,loop_5.thisRepN,loop_5.thisTrialN,loop_5.thisN,loop_5.thisIndex,loop_6.thisRepN,loop_6.thisTrialN,loop_6.thisN,loop_6.thisIndex,loop_7.thisRepN,loop_7.thisTrialN,loop_7.thisN,loop_7.thisIndex,loop_8.thisRepN,loop_8.thisTrialN,loop_8.thisN,loop_8.thisIndex,loop_9.thisRepN,loop_9.thisTrialN,loop_9.thisN,loop_9.thisIndex,loop_10.thisRepN,loop_10.thisTrialN,loop_10.thisN,loop_10.thisIndex,loop_11.thisRepN,loop_11.thisTrialN,loop_11.thisN,loop_11.thisIndex,loop_12.thisRepN,loop_12.thisTrialN,loop_12.thisN,loop_12.thisIndex,thisRow.t,notes,codigo.started,codigo.stopped,trial.started,image.started,image_2.started,polygon.started,trial.stopped,trial_2.started,image_3.started,image_4.started,polygon_2.started,trial_2.stopped,trial_3.started,image_5.started,image_6.started,polygon_3.started,trial_3.stopped,trial_4.started,image_7.started,image_8.started,polygon_4.started,image_7.stopped,image_8.stopped,polygon_4.stopped,trial_4.stopped,image_5.stopped,image_6.stopped,polygon_3.stopped,_intertrial_interval_.started,polygon_5.started,_intertrial_interval_.stopped,trial_5.started,image_9.started,polygon_6.started,image_10.started,trial_5.stopped,trial_6.started,image_11.started,image_12.started,polygon_7.started,trial_6.stopped,image_9.stopped,polygon_6.stopped,image_10.stopped,image_11.stopped,image_12.stopped,polygon_7.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Estimulo_1,3,3,0,4.1,-4.1,4.1,-4.1,2.2,-2.2,-2.2,2.2,0,0,0,0,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.232065799999873,,,,,,,,,,,,,,22.218214599999556,22.232065799999873,22.232065799999873,22.232065799999873,22.520648899999287,22.52111629999945,22.532896899999287,22.532896899999287,22.532896899999287,22.83223799999996,22.83223799999996,22.83223799999996,22.818775799999457,22.532896899999287,22.532896899999287,22.532896899999287,,,,,,,,,,,,,,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_1,4,4,0,4,-4,4,-4,2.2,-2.2,-2.2,2.2,0,0,0,0,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.83223799999996,,,,,,,,,,,,,,22.81922459999987,22.83223799999996,22.83223799999996,22.83223799999996,23.118572800000038,23.118881399999736,23.132316599999285,23.132316599999285,23.132316599999285,23.432019699999728,23.432019699999728,23.432019699999728,23.417994599999474,23.132316599999285,23.132316599999285,23.132316599999285,,,,,,,,,,,,,,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_1,5,5,0,3.9,-3.9,3.9,-3.9,2.2,-2.2,-2.2,2.2,0,0,0,0,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.432019699999728,,,,,,,,,,,,,,23.418363799999497,23.432019699999728,23.432019699999728,23.432019699999728,23.71797499999957,23.718232100000023,23.732072899999366,23.732072899999366,23.732072899999366,24.032066199999463,24.032066199999463,24.032066199999463,24.01804379999976,23.732072899999366,23.732072899999366,23.732072899999366,,,,,,,,,,,,,,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_1,6,6,0,3.8,-3.8,3.8,-3.8,2.2,-2.2,-2.2,2.2,0,0,0,0,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.032066199999463,,,,,,,,,,,,,,24.018411399999422,24.032066199999463,24.032066199999463,24.032066199999463,24.31795189999957,24.31820499999958,24.331846199999745,24.331846199999745,24.331846199999745,24.632064399999763,24.632064399999763,24.632064399999763,24.618030699999508,24.331846199999745,24.331846199999745,24.331846199999745,,,,,,,,,,,,,,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_1,7,7,0,3.7,-3.7,3.7,-3.7,2.2,-2.2,-2.2,2.2,0,0,0,0,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.632064399999763,,,,,,,,,,,,,,24.61840570000004,24.632064399999763,24.632064399999763,24.632064399999763,24.917834399999265,24.91809259999991,24.932169099999555,24.932169099999555,24.932169099999555,25.232044399999722,25.232044399999722,25.232044399999722,25.21792219999952,24.932169099999555,24.932169099999555,24.932169099999555,,,,,,,,,,,,,,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_1,8,8,0,3.6,-3.6,3.6,-3.6,2.2,-2.2,-2.2,2.2,0,0,0,0,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.232044399999722,,,,,,,,,,,,,,25.218287899999268,25.232044399999722,25.232044399999722,25.232044399999722,25.517742399999406,25.518003599999247,25.53404760000012,25.53404760000012,25.53404760000012,,,,25.81790599999931,25.53404760000012,25.53404760000012,25.53404760000012,,,,,,,,,,,,,,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_1,9,9,0,3.5,-3.5,3.5,-3.5,2.2,-2.2,-2.2,2.2,0,0,0,0,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.832001099999616,,,,,,,,,,,,,,25.818279000000075,25.832001099999616,25.832001099999616,25.832001099999616,26.117920899999262,26.11817599999995,26.132030400000076,26.132030400000076,26.132030400000076,26.431989799999428,26.431989799999428,26.431989799999428,26.41791849999936,26.132030400000076,26.132030400000076,26.132030400000076,,,,,,,,,,,,,,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_1,10,10,0,3.39999999999999,-3.39999999999999,3.39999999999999,-3.39999999999999,2.2,-2.2,-2.2,2.2,0,0,0,0,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.431989799999428,,,,,,,,,,,,,,26.418288500000017,26.431989799999428,26.431989799999428,26.431989799999428,26.71798149999995,26.71823669999958,26.731976699999905,26.731976699999905,26.731976699999905,27.032037399999354,27.032037399999354,27.032037399999354,27.017966099999285,26.731976699999905,26.731976699999905,26.731976699999905,,,,,,,,,,,,,,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_1,11,11,0,3.29999999999999,-3.29999999999999,3.29999999999999,-3.29999999999999,2.2,-2.2,-2.2,2.2,0,0,0,0,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.032037399999354,,,,,,,,,,,,,,27.018340499999795,27.032037399999354,27.032037399999354,27.032037399999354,27.317928999999822,27.318182799999704,27.332091799999944,27.332091799999944,27.332091799999944,27.632064399999763,27.632064399999763,27.632064399999763,27.6177861999995,27.332091799999944,27.332091799999944,27.332091799999944,,,,,,,,,,,,,,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_1,12,12,0,3.19999999999999,-3.19999999999999,3.19999999999999,-3.19999999999999,2.2,-2.2,-2.2,2.2,0,0,0,0,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.632064399999763,,,,,,,,,,,,,,27.618131399999584,27.632064399999763,27.632064399999763,27.632064399999763,27.91789079999944,27.918147800000042,27.931986799999322,27.931986799999322,27.931986799999322,28.23199889999978,28.23199889999978,28.23199889999978,28.218110899999374,27.931986799999322,27.931986799999322,27.931986799999322,,,,,,,,,,,,,,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_1,13,13,0,3.09999999999999,-3.09999999999999,3.09999999999999,-3.09999999999999,2.2,-2.2,-2.2,2.2,0,0,0,0,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.23199889999978,,,,,,,,,,,,,,28.21848299999965,28.23199889999978,28.23199889999978,28.23199889999978,28.51789539999936,28.518148099999962,28.531992100000025,28.531992100000025,28.531992100000025,28.83228819999931,28.83228819999931,28.83228819999931,28.81784229999994,28.531992100000025,28.531992100000025,28.531992100000025,,,,,,,,,,,,,,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_1,14,14,0,2.99999999999999,-2.99999999999999,2.99999999999999,-2.99999999999999,2.2,-2.2,-2.2,2.2,0,0,0,0,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.83228819999931,,,,,,,,,,,,,,28.818214399999306,28.83228819999931,28.83228819999931,28.83228819999931,29.117881000000125,29.11810389999937,29.132087399999364,29.132087399999364,29.132087399999364,29.431947299999592,29.431947299999592,29.431947299999592,29.417905599999358,29.132087399999364,29.132087399999364,29.132087399999364,,,,,,,,,,,,,,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_1,15,15,0,2.89999999999999,-2.89999999999999,2.89999999999999,-2.89999999999999,2.2,-2.2,-2.2,2.2,0,0,0,0,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.431947299999592,,,,,,,,,,,,,,29.418272500000057,29.431947299999592,29.431947299999592,29.431947299999592,29.71786769999926,29.71812090000003,29.731849099999636,29.731849099999636,29.731849099999636,30.0320542999998,30.0320542999998,30.0320542999998,30.017963899999813,29.731849099999636,29.731849099999636,29.731849099999636,,,,,,,,,,,,,,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_1,16,16,0,2.79999999999999,-2.79999999999999,2.79999999999999,-2.79999999999999,2.2,-2.2,-2.2,2.2,0,0,0,0,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0320542999998,,,,,,,,,,,,,,30.01833329999954,30.0320542999998,30.0320542999998,30.0320542999998,30.317926099999568,30.31818199999998,30.332071099999666,30.332071099999666,30.332071099999666,30.632074000000102,30.632074000000102,30.632074000000102,30.61768789999951,30.332071099999666,30.332071099999666,30.332071099999666,,,,,,,,,,,,,,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_1,17,17,0,2.69999999999999,-2.69999999999999,2.69999999999999,-2.69999999999999,2.2,-2.2,-2.2,2.2,0,0,0,0,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.632074000000102,,,,,,,,,,,,,,30.61808680000013,30.632074000000102,30.632074000000102,30.632074000000102,30.91794519999985,30.918197500000133,30.931992699999682,30.931992699999682,30.931992699999682,31.23205759999928,31.23205759999928,31.23205759999928,31.218060599999262,30.931992699999682,30.931992699999682,30.931992699999682,,,,,,,,,,,,,,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_1,18,18,0,2.59999999999999,-2.59999999999999,2.59999999999999,-2.59999999999999,2.2,-2.2,-2.2,2.2,0,0,0,0,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.23205759999928,,,,,,,,,,,,,,31.218416400000024,31.23205759999928,31.23205759999928,31.23205759999928,31.517937799999345,31.518189499999608,31.53204679999999,31.53204679999999,31.53204679999999,31.831985599999825,31.831985599999825,31.831985599999825,31.81770249999954,31.53204679999999,31.53204679999999,31.53204679999999,,,,,,,,,,,,,,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_1,19,19,0,2.49999999999999,-2.49999999999999,2.49999999999999,-2.49999999999999,2.2,-2.2,-2.2,2.2,0,0,0,0,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.831985599999825,,,,,,,,,,,,,,31.81807260000005,31.831985599999825,31.831985599999825,31.831985599999825,32.11780159999944,32.1180461999993,32.1320455999994,32.1320455999994,32.1320455999994,32.43195779999951,32.43195779999951,32.43195779999951,32.417824799999835,32.1320455999994,32.1320455999994,32.1320455999994,,,,,,,,,,,,,,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_1,20,20,0,2.39999999999999,-2.39999999999999,2.39999999999999,-2.39999999999999,2.2,-2.2,-2.2,2.2,0,0,0,0,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.43195779999951,,,,,,,,,,,,,,32.418194399999265,32.43195779999951,32.43195779999951,32.43195779999951,32.71779359999982,32.718047999999726,32.73198460000003,32.73198460000003,32.73198460000003,33.032011799999964,33.032011799999964,33.032011799999964,33.017877499999486,32.73198460000003,32.73198460000003,32.73198460000003,,,,,,,,,,,,,,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_1,21,21,0,2.29999999999999,-2.29999999999999,2.29999999999999,-2.29999999999999,2.2,-2.2,-2.2,2.2,0,0,0,0,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.032011799999964,,,,,,,,,,,,,,33.01824579999993,33.032011799999964,33.032011799999964,33.032011799999964,33.317857600000025,33.31811029999972,33.33181809999951,33.33181809999951,33.33181809999951,33.63194399999975,33.63194399999975,33.63194399999975,33.61779619999925,33.33181809999951,33.33181809999951,33.33181809999951,,,,,,,,,,,,,,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_1,22,22,0,2.19999999999999,-2.19999999999999,2.19999999999999,-2.19999999999999,2.2,-2.2,-2.2,2.2,0,0,0,0,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.63194399999975,,,,,,,,,,,,,,33.61816790000012,33.63194399999975,33.63194399999975,33.63194399999975,33.91793460000008,33.918181600000025,33.93192909999925,33.93192909999925,33.93192909999925,34.231820799999696,34.231820799999696,34.231820799999696,34.21791690000009,33.93192909999925,33.93192909999925,33.93192909999925,,,,,,,,,,,,,,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_1,23,23,0,2.09999999999999,-2.09999999999999,2.09999999999999,-2.09999999999999,2.2,-2.2,-2.2,2.2,0,0,0,0,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.231820799999696,,,,,,,,,,,,,,34.2182714999999,34.231820799999696,34.231820799999696,34.231820799999696,34.51789980000012,34.51815279999937,34.532084999999825,34.532084999999825,34.532084999999825,34.832010699999955,34.832010699999955,34.832010699999955,34.81772879999971,34.532084999999825,34.532084999999825,34.532084999999825,,,,,,,,,,,,,,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_1,24,24,0,1.99999999999999,-1.99999999999999,1.99999999999999,-1.99999999999999,2.2,-2.2,-2.2,2.2,0,0,0,0,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.832010699999955,,,,,,,,,,,,,,34.81809829999929,34.832010699999955,34.832010699999955,34.832010699999955,35.11784939999961,35.11810280000009,35.13179709999986,35.13179709999986,35.13179709999986,35.432016799999474,35.432016799999474,35.432016799999474,35.41770439999982,35.13179709999986,35.13179709999986,35.13179709999986,,,,,,,,,,,,,,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_1,25,25,0,1.89999999999999,-1.89999999999999,1.89999999999999,-1.89999999999999,2.2,-2.2,-2.2,2.2,0,0,0,0,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.432016799999474,,,,,,,,,,,,,,35.418074199999865,35.432016799999474,35.432016799999474,35.432016799999474,35.71787769999992,35.71812090000003,35.731971399999566,35.731971399999566,35.731971399999566,36.03193449999981,36.03193449999981,36.03193449999981,36.01773739999953,35.731971399999566,35.731971399999566,35.731971399999566,,,,,,,,,,,,,,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_1,26,26,0,1.79999999999999,-1.79999999999999,1.79999999999999,-1.79999999999999,2.2,-2.2,-2.2,2.2,0,0,0,0,,,,,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.03193449999981,,,,,,,,,,,,,,36.01810509999996,36.03193449999981,36.03193449999981,36.03193449999981,36.317873699999836,36.31812879999961,36.331841899999745,36.331841899999745,36.331841899999745,36.63188209999953,36.63188209999953,36.63188209999953,36.617799199999354,36.331841899999745,36.331841899999745,36.331841899999745,,,,,,,,,,,,,,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_1,27,27,0,1.69999999999999,-1.69999999999999,1.69999999999999,-1.69999999999999,2.2,-2.2,-2.2,2.2,0,0,0,0,,,,,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.63188209999953,,,,,,,,,,,,,,36.61812649999956,36.63188209999953,36.63188209999953,36.63188209999953,36.91770989999986,36.91795439999987,36.93194499999936,36.93194499999936,36.93194499999936,37.23192349999954,37.23192349999954,37.23192349999954,37.21792759999971,36.93194499999936,36.93194499999936,36.93194499999936,,,,,,,,,,,,,,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_1,28,28,0,1.59999999999999,-1.59999999999999,1.59999999999999,-1.59999999999999,2.2,-2.2,-2.2,2.2,0,0,0,0,,,,,,,,,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.23192349999954,,,,,,,,,,,,,,37.21829589999925,37.23192349999954,37.23192349999954,37.23192349999954,37.51784640000005,37.51808970000002,37.5318656999998,37.5318656999998,37.5318656999998,37.83194109999931,37.83194109999931,37.83194109999931,37.817649799999344,37.5318656999998,37.5318656999998,37.5318656999998,,,,,,,,,,,,,,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_1,29,29,0,1.49999999999999,-1.49999999999998,1.49999999999999,-1.49999999999998,2.2,-2.2,-2.2,2.2,0,0,0,0,,,,,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.83194109999931,,,,,,,,,,,,,,37.81801369999994,37.83194109999931,37.83194109999931,37.83194109999931,38.11785739999959,38.118110699999306,38.131964700000026,38.131964700000026,38.131964700000026,38.43177289999949,38.43177289999949,38.43177289999949,38.418005300000004,38.131964700000026,38.131964700000026,38.131964700000026,,,,,,,,,,,,,,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_1,30,30,0,1.39999999999999,-1.39999999999998,1.39999999999999,-1.39999999999998,2.2,-2.2,-2.2,2.2,0,0,0,0,,,,,,,,,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.43177289999949,,,,,,,,,,,,,,38.41836299999977,38.43177289999949,38.43177289999949,38.43177289999949,38.717857900000126,38.71811069999967,38.73188299999947,38.73188299999947,38.73188299999947,39.03172089999953,39.03172089999953,39.03172089999953,39.01789749999989,38.73188299999947,38.73188299999947,38.73188299999947,,,,,,,,,,,,,,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_1,31,31,0,1.29999999999999,-1.29999999999998,1.29999999999999,-1.29999999999998,2.2,-2.2,-2.2,2.2,0,0,0,0,,,,,,,,,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.03172089999953,,,,,,,,,,,,,,39.01827090000006,39.03172089999953,39.03172089999953,39.03172089999953,39.318574799999624,39.31880000000001,39.33222729999943,39.33222729999943,39.33222729999943,39.63176079999994,39.63176079999994,39.63176079999994,39.617902299999514,39.33222729999943,39.33222729999943,39.33222729999943,,,,,,,,,,,,,,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_1,32,32,0,1.19999999999999,-1.19999999999998,1.19999999999999,-1.19999999999998,2.2,-2.2,-2.2,2.2,0,0,0,0,,,,,,,,,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.63176079999994,,,,,,,,,,,,,,39.61827469999935,39.63176079999994,39.63176079999994,39.63176079999994,39.917828599999666,39.91808369999944,39.931928199999675,39.931928199999675,39.931928199999675,40.23174359999939,40.23174359999939,40.23174359999939,40.21783039999991,39.931928199999675,39.931928199999675,39.931928199999675,,,,,,,,,,,,,,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_1,33,33,0,1.09999999999999,-1.09999999999998,1.09999999999999,-1.09999999999998,2.2,-2.2,-2.2,2.2,0,0,0,0,,,,,,,,,,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.23174359999939,,,,,,,,,,,,,,40.2182015999997,40.23174359999939,40.23174359999939,40.23174359999939,40.51781320000009,40.51806749999923,40.531786999999895,40.531786999999895,40.531786999999895,40.914785399999346,40.914785399999346,40.914785399999346,40.81789109999954,40.531786999999895,40.531786999999895,40.531786999999895,,,,,,,,,,,,,,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_1,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.89626799999951,40.914785399999346,41.33397590000004,,,,,,,,,,,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_9,0,0,0,4.4,-4.4,4.4,-4.4,2.2,-2.2,-2.2,2.2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,41.4480810999994,,41.334081799999694,41.334392699999626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.429833499999404,41.4480810999994,41.4480810999994,41.4480810999994,41.650667999999314,41.65089159999934,41.66536999999971,41.66536999999971,41.66536999999971,41.950808999999936,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_9,1,1,0,4.3,-4.3,4.3,-4.3,2.2,-2.2,-2.2,2.2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,41.965126600000076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.951168399999915,41.965126600000076,41.965126600000076,41.965126600000076,42.250824299999294,42.25106400000004,42.2652178999997,42.2652178999997,42.2652178999997,42.55065639999975,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_9,2,2,0,4.2,-4.2,4.2,-4.2,2.2,-2.2,-2.2,2.2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,42.565222499999436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.55101729999933,42.565222499999436,42.565222499999436,42.565222499999436,42.850940499999524,42.851178799999616,42.86510689999977,42.86510689999977,42.86510689999977,43.150624199999584,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_9,3,3,0,4.1,-4.1,4.1,-4.1,2.2,-2.2,-2.2,2.2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,43.16526410000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.15098390000003,43.16526410000006,43.16526410000006,43.16526410000006,43.45058989999961,43.45083160000013,43.465306999999484,43.465306999999484,43.465306999999484,43.75075019999986,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
Estimulo_9,4,4,0,4,-4,4,-4,2.2,-2.2,-2.2,2.2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,43.76522299999942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.75110399999994,43.76522299999942,43.76522299999942,43.76522299999942,44.05082929999935,44.05106840000008,44.0653142000001,44.0653142000001,44.0653142000001,44.350799099999676,,,,,,,414239,001,2025-03-17_15h21.46.858,Estimulo_ICE,2024.2.4,60.04116422219055,2025-03-17 15h21.52.993145 -0300,
