LoopName,thisN,thisTrialN,thisRepN,px1,px2,px3,px4,py1,py2,py3,py4,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,loop_1.thisRepN,loop_1.thisTrialN,loop_1.thisN,loop_1.thisIndex,loop_2.thisRepN,loop_2.thisTrialN,loop_2.thisN,loop_2.thisIndex,loop_3.thisRepN,loop_3.thisTrialN,loop_3.thisN,loop_3.thisIndex,loop_4.thisRepN,loop_4.thisTrialN,loop_4.thisN,loop_4.thisIndex,loop_5.thisRepN,loop_5.thisTrialN,loop_5.thisN,loop_5.thisIndex,loop_6.thisRepN,loop_6.thisTrialN,loop_6.thisN,loop_6.thisIndex,loop_7.thisRepN,loop_7.thisTrialN,loop_7.thisN,loop_7.thisIndex,loop_8.thisRepN,loop_8.thisTrialN,loop_8.thisN,loop_8.thisIndex,loop_9.thisRepN,loop_9.thisTrialN,loop_9.thisN,loop_9.thisIndex,loop_10.thisRepN,loop_10.thisTrialN,loop_10.thisN,loop_10.thisIndex,loop_11.thisRepN,loop_11.thisTrialN,loop_11.thisN,loop_11.thisIndex,loop_12.thisRepN,loop_12.thisTrialN,loop_12.thisN,loop_12.thisIndex,thisRow.t,notes,codigo.started,codigo.stopped,trial_3.started,image_5.started,image_6.started,polygon_3.started,trial_3.stopped,trial_4.started,image_7.started,image_8.started,polygon_4.started,trial_4.stopped,image_7.stopped,image_8.stopped,polygon_4.stopped,image_5.stopped,image_6.stopped,polygon_3.stopped,_intertrial_interval_.started,polygon_5.started,_intertrial_interval_.stopped,trial.started,image.started,image_2.started,polygon.started,trial.stopped,trial_2.started,image_3.started,image_4.started,polygon_2.started,trial_2.stopped,image_3.stopped,image_4.stopped,polygon_2.stopped,image.stopped,image_2.stopped,polygon.stopped,trial_5.started,image_9.started,polygon_6.started,image_10.started,trial_5.stopped,trial_6.started,image_11.started,image_12.started,polygon_7.started,trial_6.stopped,image_11.stopped,image_12.stopped,polygon_7.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Estimulo_7,10,10,0,2.2,-2.2,-2.2,2.2,3.39999999999999,-3.39999999999999,3.39999999999999,-3.39999999999999,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,6.02974870003527,,,,6.019760700000916,6.02974870003527,6.02974870003527,6.02974870003527,6.3190845000208355,6.319672600016929,6.329709900019225,6.329709900019225,6.329709900019225,6.615334900037851,,,,6.329709900019225,6.329709900019225,6.329709900019225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352988,001,2025-03-20_15h54.10.886,Estimulo_ICE,2024.2.4,60.00034799069829,2025-03-20 15h54.16.261674 -0300,
Estimulo_7,11,11,0,2.2,-2.2,-2.2,2.2,3.29999999999999,-3.29999999999999,3.29999999999999,-3.29999999999999,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,6.628600700001698,,,,6.615831200033426,6.628600700001698,6.628600700001698,6.628600700001698,6.914302700024564,6.914542600046843,6.928528000018559,6.928528000018559,6.928528000018559,7.2144852000055835,7.22841260000132,7.22841260000132,7.22841260000132,6.928528000018559,6.928528000018559,6.928528000018559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352988,001,2025-03-20_15h54.10.886,Estimulo_ICE,2024.2.4,60.00034799069829,2025-03-20 15h54.16.261674 -0300,
Estimulo_7,12,12,0,2.2,-2.2,-2.2,2.2,3.19999999999999,-3.19999999999999,3.19999999999999,-3.19999999999999,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,7.22841260000132,,,,7.214854900026694,7.22841260000132,7.22841260000132,7.22841260000132,7.514238000032492,7.514490800036583,7.528439400019124,7.528439400019124,7.528439400019124,7.814385500038043,7.828231599996798,7.828231599996798,7.828231599996798,7.528439400019124,7.528439400019124,7.528439400019124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352988,001,2025-03-20_15h54.10.886,Estimulo_ICE,2024.2.4,60.00034799069829,2025-03-20 15h54.16.261674 -0300,
Estimulo_7,13,13,0,2.2,-2.2,-2.2,2.2,3.09999999999999,-3.09999999999999,3.09999999999999,-3.09999999999999,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,7.828231599996798,,,,7.814752700040117,7.828231599996798,7.828231599996798,7.828231599996798,8.114449600048829,8.114698700024746,8.128271299996413,8.128271299996413,8.128271299996413,8.414246400003321,8.428372199996375,8.428372199996375,8.428372199996375,8.128271299996413,8.128271299996413,8.128271299996413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352988,001,2025-03-20_15h54.10.886,Estimulo_ICE,2024.2.4,60.00034799069829,2025-03-20 15h54.16.261674 -0300,
Estimulo_7,14,14,0,2.2,-2.2,-2.2,2.2,2.99999999999999,-2.99999999999999,2.99999999999999,-2.99999999999999,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,8.428372199996375,,,,8.414595300040673,8.428372199996375,8.428372199996375,8.428372199996375,8.7169203000376,8.717359500005841,8.729093800007831,8.729093800007831,8.729093800007831,9.019533800019417,9.029808700026479,9.029808700026479,9.029808700026479,8.729093800007831,8.729093800007831,8.729093800007831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352988,001,2025-03-20_15h54.10.886,Estimulo_ICE,2024.2.4,60.00034799069829,2025-03-20 15h54.16.261674 -0300,
Estimulo_7,15,15,0,2.2,-2.2,-2.2,2.2,2.89999999999999,-2.89999999999999,2.89999999999999,-2.89999999999999,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,9.029808700026479,,,,9.020437800034415,9.029808700026479,9.029808700026479,9.029808700026479,9.319462300045416,9.320060700003523,9.329907200008165,9.329907200008165,9.329907200008165,9.616252900043037,,,,9.329907200008165,9.329907200008165,9.329907200008165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352988,001,2025-03-20_15h54.10.886,Estimulo_ICE,2024.2.4,60.00034799069829,2025-03-20 15h54.16.261674 -0300,
Estimulo_7,16,16,0,2.2,-2.2,-2.2,2.2,2.79999999999999,-2.79999999999999,2.79999999999999,-2.79999999999999,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,9.628702100017108,,,,9.61677000002237,9.628702100017108,9.628702100017108,9.628702100017108,9.914262600010261,9.914516700024251,9.92840180004714,9.92840180004714,9.92840180004714,10.214256500010379,10.228435800003354,10.228435800003354,10.228435800003354,9.92840180004714,9.92840180004714,9.92840180004714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352988,001,2025-03-20_15h54.10.886,Estimulo_ICE,2024.2.4,60.00034799069829,2025-03-20 15h54.16.261674 -0300,
Estimulo_7,17,17,0,2.2,-2.2,-2.2,2.2,2.69999999999999,-2.69999999999999,2.69999999999999,-2.69999999999999,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,10.228435800003354,,,,10.214625200023875,10.228435800003354,10.228435800003354,10.228435800003354,10.514384300040547,10.51463520003017,10.52835259999847,10.52835259999847,10.52835259999847,10.81708130001789,10.829245200031437,10.829245200031437,10.829245200031437,10.52835259999847,10.52835259999847,10.52835259999847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352988,001,2025-03-20_15h54.10.886,Estimulo_ICE,2024.2.4,60.00034799069829,2025-03-20 15h54.16.261674 -0300,
Estimulo_7,18,18,0,2.2,-2.2,-2.2,2.2,2.59999999999999,-2.59999999999999,2.59999999999999,-2.59999999999999,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,10.829245200031437,,,,10.817747100023553,10.829245200031437,10.829245200031437,10.829245200031437,11.11507800000254,11.115385800017975,11.128593900008127,11.128593900008127,11.128593900008127,11.414364000025671,11.428514400031418,11.428514400031418,11.428514400031418,11.128593900008127,11.128593900008127,11.128593900008127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352988,001,2025-03-20_15h54.10.886,Estimulo_ICE,2024.2.4,60.00034799069829,2025-03-20 15h54.16.261674 -0300,
Estimulo_7,19,19,0,2.2,-2.2,-2.2,2.2,2.49999999999999,-2.49999999999999,2.49999999999999,-2.49999999999999,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,11.428514400031418,,,,11.414727199997287,11.428514400031418,11.428514400031418,11.428514400031418,11.714321600040421,11.714574800047558,11.728370700031519,11.728370700031519,11.728370700031519,12.014255799993407,12.028347600018606,12.028347600018606,12.028347600018606,11.728370700031519,11.728370700031519,11.728370700031519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352988,001,2025-03-20_15h54.10.886,Estimulo_ICE,2024.2.4,60.00034799069829,2025-03-20 15h54.16.261674 -0300,
