LoopName,thisN,thisTrialN,thisRepN,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,thisRow.t,notes,codigo.started,codigo.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
estimulo_9,0,0,0,0,0,0,1,,,0.023726200000055542,0.02412560000038866,,,,,,,,
