LoopName,thisN,thisTrialN,thisRepN,px1,px2,px3,px4,py1,py2,py3,py4,key_resp_6.keys,key_resp_7.keys,key_resp_6.rt,key_resp_6.duration,key_resp_4.keys,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,key_resp_4.rt,key_resp_4.duration,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,loop_1.thisRepN,loop_1.thisTrialN,loop_1.thisN,loop_1.thisIndex,loop_2.thisRepN,loop_2.thisTrialN,loop_2.thisN,loop_2.thisIndex,loop_3.thisRepN,loop_3.thisTrialN,loop_3.thisN,loop_3.thisIndex,loop_4.thisRepN,loop_4.thisTrialN,loop_4.thisN,loop_4.thisIndex,loop_5.thisRepN,loop_5.thisTrialN,loop_5.thisN,loop_5.thisIndex,loop_6.thisRepN,loop_6.thisTrialN,loop_6.thisN,loop_6.thisIndex,loop_7.thisRepN,loop_7.thisTrialN,loop_7.thisN,loop_7.thisIndex,loop_8.thisRepN,loop_8.thisTrialN,loop_8.thisN,loop_8.thisIndex,loop_9.thisRepN,loop_9.thisTrialN,loop_9.thisN,loop_9.thisIndex,loop_10.thisRepN,loop_10.thisTrialN,loop_10.thisN,loop_10.thisIndex,loop_11.thisRepN,loop_11.thisTrialN,loop_11.thisN,loop_11.thisIndex,loop_12.thisRepN,loop_12.thisTrialN,loop_12.thisN,loop_12.thisIndex,thisRow.t,notes,salvar.started,salvar.stopped,codigo.started,codigo.stopped,trial_5.started,image_9.started,polygon_6.started,image_10.started,key_resp_6.started,text_5.started,trial_5.stopped,loop_12.key_resp_6.keys,trial_6.started,image_11.started,image_12.started,polygon_7.started,key_resp_7.started,text_6.started,trial_6.stopped,loop_12.key_resp_7.keys,loop_12.key_resp_6.rt,loop_12.key_resp_6.duration,_intertrial_interval_.started,polygon_5.started,_intertrial_interval_.stopped,trial_3.started,image_5.started,image_6.started,polygon_3.started,key_resp_4.started,text_3.started,trial_3.stopped,loop_5.key_resp_4.keys,trial_4.started,image_7.started,image_8.started,polygon_4.started,key_resp_5.started,text_4.started,image_7.stopped,image_8.stopped,polygon_4.stopped,key_resp_5.stopped,text_4.stopped,trial_4.stopped,loop_5.key_resp_5.keys,loop_5.key_resp_5.rt,loop_5.key_resp_5.duration,image_5.stopped,image_6.stopped,polygon_3.stopped,key_resp_4.stopped,text_3.stopped,loop_5.key_resp_4.rt,loop_5.key_resp_4.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Estimulo_12,9,9,0,2.2,-2.2,-2.2,2.2,1.99999999999998,-1.99999999999998,1.99999999999998,-1.99999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,5.44583590000002,,,,,,5.431905200000074,5.44583590000002,5.44583590000002,5.44583590000002,5.44583590000002,5.44583590000002,5.731179400000201,None,5.731430300000284,5.745800099999997,5.745800099999997,5.745800099999997,5.745800099999997,5.745800099999997,6.031327000000147,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402171,001,2025-03-26_16h01.12.776,Estimulo_ICE,2024.2.4,60.13597947680789,2025-03-26 16h01.17.253124 -0300,
Estimulo_12,10,10,0,2.2,-2.2,-2.2,2.2,2.09999999999998,-2.09999999999998,2.09999999999998,-2.09999999999998,['right'],None,[0.09977710000021034],[None],,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,6.04561620000004,,,,,,6.031687099999999,6.04561620000004,6.04561620000004,6.04561620000004,6.04561620000004,6.04561620000004,6.331371800000397,['right'],6.3316484000001765,6.345701400000053,6.345701400000053,6.345701400000053,6.345701400000053,6.345701400000053,6.631208500000412,None,[0.09977710000021034],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402171,001,2025-03-26_16h01.12.776,Estimulo_ICE,2024.2.4,60.13597947680789,2025-03-26 16h01.17.253124 -0300,
Estimulo_12,11,11,0,2.2,-2.2,-2.2,2.2,2.19999999999998,-2.19999999999998,2.19999999999998,-2.19999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,6.645672500000273,,,,,,6.631552800000009,6.645672500000273,6.645672500000273,6.645672500000273,6.645672500000273,6.645672500000273,6.931083800000124,None,6.931323300000258,6.945783699999993,6.945783699999993,6.945783699999993,6.945783699999993,6.945783699999993,7.231213200000184,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402171,001,2025-03-26_16h01.12.776,Estimulo_ICE,2024.2.4,60.13597947680789,2025-03-26 16h01.17.253124 -0300,
Estimulo_12,12,12,0,2.2,-2.2,-2.2,2.2,2.29999999999998,-2.29999999999998,2.29999999999998,-2.29999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,7.245658000000276,,,,,,7.231559500000003,7.245658000000276,7.245658000000276,7.245658000000276,7.245658000000276,7.245658000000276,7.5314188000002105,None,7.531672000000071,7.545752900000025,7.545752900000025,7.545752900000025,7.545752900000025,7.545752900000025,7.831299000000399,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402171,001,2025-03-26_16h01.12.776,Estimulo_ICE,2024.2.4,60.13597947680789,2025-03-26 16h01.17.253124 -0300,
Estimulo_12,13,13,0,2.2,-2.2,-2.2,2.2,2.39999999999998,-2.39999999999998,2.39999999999998,-2.39999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,7.84590500000013,,,,,,7.831662000000051,7.84590500000013,7.84590500000013,7.84590500000013,7.84590500000013,7.84590500000013,8.131354600000122,None,8.13160740000012,8.145815100000164,8.145815100000164,8.145815100000164,8.145815100000164,8.145815100000164,8.431359100000009,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402171,001,2025-03-26_16h01.12.776,Estimulo_ICE,2024.2.4,60.13597947680789,2025-03-26 16h01.17.253124 -0300,
Estimulo_12,14,14,0,2.2,-2.2,-2.2,2.2,2.49999999999998,-2.49999999999998,2.49999999999998,-2.49999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,8.445580700000392,,,,,,8.431719600000179,8.445580700000392,8.445580700000392,8.445580700000392,8.445580700000392,8.445580700000392,8.73140740000008,None,8.7316579000003,8.74577810000028,8.74577810000028,8.74577810000028,8.74577810000028,8.74577810000028,9.031380200000058,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402171,001,2025-03-26_16h01.12.776,Estimulo_ICE,2024.2.4,60.13597947680789,2025-03-26 16h01.17.253124 -0300,
Estimulo_12,15,15,0,2.2,-2.2,-2.2,2.2,2.59999999999998,-2.59999999999998,2.59999999999998,-2.59999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,9.045786399999997,,,,,,9.031743300000016,9.045786399999997,9.045786399999997,9.045786399999997,9.045786399999997,9.045786399999997,9.331387300000188,None,9.331639200000154,9.345722000000023,9.345722000000023,9.345722000000023,9.345722000000023,9.345722000000023,9.631381900000179,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402171,001,2025-03-26_16h01.12.776,Estimulo_ICE,2024.2.4,60.13597947680789,2025-03-26 16h01.17.253124 -0300,
Estimulo_12,16,16,0,2.2,-2.2,-2.2,2.2,2.69999999999998,-2.69999999999998,2.69999999999998,-2.69999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,9.645918000000165,,,,,,9.631745200000296,9.645918000000165,9.645918000000165,9.645918000000165,9.645918000000165,9.645918000000165,9.931240300000354,None,9.931480000000192,9.945614200000364,9.945614200000364,9.945614200000364,9.945614200000364,9.945614200000364,10.231211600000279,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402171,001,2025-03-26_16h01.12.776,Estimulo_ICE,2024.2.4,60.13597947680789,2025-03-26 16h01.17.253124 -0300,
Estimulo_12,17,17,0,2.2,-2.2,-2.2,2.2,2.79999999999998,-2.79999999999998,2.79999999999998,-2.79999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,10.245814800000062,,,,,,10.23155560000032,10.245814800000062,10.245814800000062,10.245814800000062,10.245814800000062,10.245814800000062,10.53124390000039,None,10.531484600000113,10.545639800000117,10.545639800000117,10.545639800000117,10.545639800000117,10.545639800000117,10.831308799999988,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402171,001,2025-03-26_16h01.12.776,Estimulo_ICE,2024.2.4,60.13597947680789,2025-03-26 16h01.17.253124 -0300,
Estimulo_12,18,18,0,2.2,-2.2,-2.2,2.2,2.89999999999998,-2.89999999999998,2.89999999999998,-2.89999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,10.84557920000043,,,,,,10.831666000000041,10.84557920000043,10.84557920000043,10.84557920000043,10.84557920000043,10.84557920000043,11.131184300000314,None,11.131437100000312,11.145783400000255,11.145783400000255,11.145783400000255,11.145783400000255,11.145783400000255,11.431371100000433,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402171,001,2025-03-26_16h01.12.776,Estimulo_ICE,2024.2.4,60.13597947680789,2025-03-26 16h01.17.253124 -0300,
Estimulo_12,19,19,0,2.2,-2.2,-2.2,2.2,2.99999999999998,-2.99999999999998,2.99999999999998,-2.99999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,11.445825100000093,,,,,,11.431731300000138,11.445825100000093,11.445825100000093,11.445825100000093,11.445825100000093,11.445825100000093,11.731373400000393,None,11.731625500000064,11.745748200000435,11.745748200000435,11.745748200000435,11.745748200000435,11.745748200000435,12.031182000000172,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402171,001,2025-03-26_16h01.12.776,Estimulo_ICE,2024.2.4,60.13597947680789,2025-03-26 16h01.17.253124 -0300,
Estimulo_12,20,20,0,2.2,-2.2,-2.2,2.2,3.09999999999998,-3.09999999999998,3.09999999999998,-3.09999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,20,12.045767000000069,,,,,,12.03154510000013,12.045767000000069,12.045767000000069,12.045767000000069,12.045767000000069,12.045767000000069,12.331289000000197,None,12.331540500000301,12.345737700000427,12.345737700000427,12.345737700000427,12.345737700000427,12.345737700000427,12.631214400000317,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402171,001,2025-03-26_16h01.12.776,Estimulo_ICE,2024.2.4,60.13597947680789,2025-03-26 16h01.17.253124 -0300,
Estimulo_12,21,21,0,2.2,-2.2,-2.2,2.2,3.19999999999998,-3.19999999999998,3.19999999999998,-3.19999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,21,12.6458018000003,,,,,,12.63154730000042,12.6458018000003,12.6458018000003,12.6458018000003,12.6458018000003,12.6458018000003,12.931237200000396,None,12.931478700000298,12.945942600000308,12.945942600000308,12.945942600000308,12.945942600000308,12.945942600000308,13.23121590000028,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402171,001,2025-03-26_16h01.12.776,Estimulo_ICE,2024.2.4,60.13597947680789,2025-03-26 16h01.17.253124 -0300,
Estimulo_12,22,22,0,2.2,-2.2,-2.2,2.2,3.29999999999998,-3.29999999999998,3.29999999999998,-3.29999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,22,13.245556100000158,,,,,,13.231559700000162,13.245556100000158,13.245556100000158,13.245556100000158,13.245556100000158,13.245556100000158,13.531375600000047,None,13.531617300000107,13.54561590000003,13.54561590000003,13.54561590000003,13.54561590000003,13.54561590000003,13.831201400000282,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402171,001,2025-03-26_16h01.12.776,Estimulo_ICE,2024.2.4,60.13597947680789,2025-03-26 16h01.17.253124 -0300,
Estimulo_12,23,23,0,2.2,-2.2,-2.2,2.2,3.39999999999998,-3.39999999999998,3.39999999999998,-3.39999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,23,13.845800400000371,,,,,,13.831545700000333,13.845800400000371,13.845800400000371,13.845800400000371,13.845800400000371,13.845800400000371,14.131140100000266,None,14.13139190000038,14.14584640000021,14.14584640000021,14.14584640000021,14.14584640000021,14.14584640000021,14.431321200000184,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402171,001,2025-03-26_16h01.12.776,Estimulo_ICE,2024.2.4,60.13597947680789,2025-03-26 16h01.17.253124 -0300,
Estimulo_12,24,24,0,2.2,-2.2,-2.2,2.2,3.49999999999998,-3.49999999999998,3.49999999999998,-3.49999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,24,14.445729100000335,,,,,,14.431681800000206,14.445729100000335,14.445729100000335,14.445729100000335,14.445729100000335,14.445729100000335,14.73148880000008,None,14.731744400000025,14.745616400000017,14.745616400000017,14.745616400000017,14.745616400000017,14.745616400000017,15.031254700000318,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402171,001,2025-03-26_16h01.12.776,Estimulo_ICE,2024.2.4,60.13597947680789,2025-03-26 16h01.17.253124 -0300,
Estimulo_12,25,25,0,2.2,-2.2,-2.2,2.2,3.59999999999998,-3.59999999999998,3.59999999999998,-3.59999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,25,15.045822900000076,,,,,,15.031600300000264,15.045822900000076,15.045822900000076,15.045822900000076,15.045822900000076,15.045822900000076,15.331335400000171,None,15.331587600000148,15.345739700000195,15.345739700000195,15.345739700000195,15.345739700000195,15.345739700000195,15.63131760000033,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402171,001,2025-03-26_16h01.12.776,Estimulo_ICE,2024.2.4,60.13597947680789,2025-03-26 16h01.17.253124 -0300,
Estimulo_12,26,26,0,2.2,-2.2,-2.2,2.2,3.69999999999998,-3.69999999999998,3.69999999999998,-3.69999999999998,['right'],None,[0.060563099999853875],[None],,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,26,15.64574550000043,,,,,,15.631680300000426,15.64574550000043,15.64574550000043,15.64574550000043,15.64574550000043,15.64574550000043,15.931295000000318,['right'],15.931568300000436,15.945554900000388,15.945554900000388,15.945554900000388,15.945554900000388,15.945554900000388,16.23122850000027,None,[0.060563099999853875],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402171,001,2025-03-26_16h01.12.776,Estimulo_ICE,2024.2.4,60.13597947680789,2025-03-26 16h01.17.253124 -0300,
Estimulo_12,27,27,0,2.2,-2.2,-2.2,2.2,3.79999999999998,-3.79999999999998,3.79999999999998,-3.79999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,27,16.245890500000314,,,,,,16.23159130000022,16.245890500000314,16.245890500000314,16.245890500000314,16.245890500000314,16.245890500000314,16.531343900000138,None,16.531592100000125,16.545761500000026,16.545761500000026,16.545761500000026,16.545761500000026,16.545761500000026,16.831365700000333,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402171,001,2025-03-26_16h01.12.776,Estimulo_ICE,2024.2.4,60.13597947680789,2025-03-26 16h01.17.253124 -0300,
Estimulo_12,28,28,0,2.2,-2.2,-2.2,2.2,3.89999999999998,-3.89999999999998,3.89999999999998,-3.89999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,28,16.84574070000008,,,,,,16.831729700000324,16.84574070000008,16.84574070000008,16.84574070000008,16.84574070000008,16.84574070000008,17.131291000000147,None,17.131544300000314,17.14575560000003,17.14575560000003,17.14575560000003,17.14575560000003,17.14575560000003,17.4312460000001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402171,001,2025-03-26_16h01.12.776,Estimulo_ICE,2024.2.4,60.13597947680789,2025-03-26 16h01.17.253124 -0300,
Estimulo_12,29,29,0,2.2,-2.2,-2.2,2.2,3.99999999999998,-3.99999999999998,3.99999999999998,-3.99999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,29,17.445643000000018,,,,,,17.431582400000025,17.445643000000018,17.445643000000018,17.445643000000018,17.445643000000018,17.445643000000018,17.731076400000347,None,17.73131310000008,17.74572420000004,17.74572420000004,17.74572420000004,17.74572420000004,17.74572420000004,18.03112820000024,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402171,001,2025-03-26_16h01.12.776,Estimulo_ICE,2024.2.4,60.13597947680789,2025-03-26 16h01.17.253124 -0300,
