LoopName,thisN,thisTrialN,thisRepN,px1,px2,px3,px4,py1,py2,py3,py4,key_resp_6.keys,key_resp_7.keys,key_resp_6.rt,key_resp_6.duration,key_resp_4.keys,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,key_resp_4.rt,key_resp_4.duration,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,loop_1.thisRepN,loop_1.thisTrialN,loop_1.thisN,loop_1.thisIndex,loop_2.thisRepN,loop_2.thisTrialN,loop_2.thisN,loop_2.thisIndex,loop_3.thisRepN,loop_3.thisTrialN,loop_3.thisN,loop_3.thisIndex,loop_4.thisRepN,loop_4.thisTrialN,loop_4.thisN,loop_4.thisIndex,loop_5.thisRepN,loop_5.thisTrialN,loop_5.thisN,loop_5.thisIndex,loop_6.thisRepN,loop_6.thisTrialN,loop_6.thisN,loop_6.thisIndex,loop_7.thisRepN,loop_7.thisTrialN,loop_7.thisN,loop_7.thisIndex,loop_8.thisRepN,loop_8.thisTrialN,loop_8.thisN,loop_8.thisIndex,loop_9.thisRepN,loop_9.thisTrialN,loop_9.thisN,loop_9.thisIndex,loop_10.thisRepN,loop_10.thisTrialN,loop_10.thisN,loop_10.thisIndex,loop_11.thisRepN,loop_11.thisTrialN,loop_11.thisN,loop_11.thisIndex,loop_12.thisRepN,loop_12.thisTrialN,loop_12.thisN,loop_12.thisIndex,thisRow.t,notes,salvar.started,salvar.stopped,codigo.started,codigo.stopped,trial_5.started,image_9.started,polygon_6.started,image_10.started,key_resp_6.started,text_5.started,trial_5.stopped,loop_12.key_resp_6.keys,trial_6.started,image_11.started,image_12.started,polygon_7.started,key_resp_7.started,text_6.started,trial_6.stopped,loop_12.key_resp_7.keys,loop_12.key_resp_6.rt,loop_12.key_resp_6.duration,_intertrial_interval_.started,polygon_5.started,_intertrial_interval_.stopped,trial_3.started,image_5.started,image_6.started,polygon_3.started,key_resp_4.started,text_3.started,trial_3.stopped,loop_5.key_resp_4.keys,trial_4.started,image_7.started,image_8.started,polygon_4.started,key_resp_5.started,text_4.started,image_7.stopped,image_8.stopped,polygon_4.stopped,key_resp_5.stopped,text_4.stopped,trial_4.stopped,loop_5.key_resp_5.keys,loop_5.key_resp_5.rt,loop_5.key_resp_5.duration,image_5.stopped,image_6.stopped,polygon_3.stopped,key_resp_4.stopped,text_3.stopped,loop_5.key_resp_4.rt,loop_5.key_resp_4.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016179600000214123,0.016686100000242732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402171,001,2025-03-26_16h01.12.776,Estimulo_ICE,2024.2.4,60.13597947680789,2025-03-26 16h01.17.253124 -0300,
Estimulo_12,0,0,0,2.2,-2.2,-2.2,2.2,1.09999999999998,-1.09999999999998,1.09999999999998,-1.09999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.2635480000003554,,,,0.02120920000015758,0.02156840000043303,0.2043996000002153,0.2635480000003554,0.2635480000003554,0.2635480000003554,0.2635480000003554,0.2635480000003554,0.33135630000015226,None,0.3316100000001825,0.34568510000008246,0.34568510000008246,0.34568510000008246,0.34568510000008246,0.34568510000008246,0.631644800000231,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402171,001,2025-03-26_16h01.12.776,Estimulo_ICE,2024.2.4,60.13597947680789,2025-03-26 16h01.17.253124 -0300,
Estimulo_12,1,1,0,2.2,-2.2,-2.2,2.2,1.19999999999998,-1.19999999999998,1.19999999999998,-1.19999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0.6456409000002168,,,,,,0.6319827000002078,0.6456409000002168,0.6456409000002168,0.6456409000002168,0.6456409000002168,0.6456409000002168,0.9313873000000967,None,0.9316390000003594,0.9458150000000387,0.9458150000000387,0.9458150000000387,0.9458150000000387,0.9458150000000387,1.2312231000000793,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402171,001,2025-03-26_16h01.12.776,Estimulo_ICE,2024.2.4,60.13597947680789,2025-03-26 16h01.17.253124 -0300,
Estimulo_12,2,2,0,2.2,-2.2,-2.2,2.2,1.29999999999998,-1.29999999999998,1.29999999999998,-1.29999999999998,['up'],None,[0.0039796999999452964],[None],,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1.2457320000003165,,,,,,1.2315841000004184,1.2457320000003165,1.2457320000003165,1.2457320000003165,1.2457320000003165,1.2457320000003165,1.5312660000004144,['up'],1.531525700000202,1.5458164000001489,1.5458164000001489,1.5458164000001489,1.5458164000001489,1.5458164000001489,1.8314025000004222,None,[0.0039796999999452964],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402171,001,2025-03-26_16h01.12.776,Estimulo_ICE,2024.2.4,60.13597947680789,2025-03-26 16h01.17.253124 -0300,
Estimulo_12,3,3,0,2.2,-2.2,-2.2,2.2,1.39999999999998,-1.39999999999998,1.39999999999998,-1.39999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1.8459303000004184,,,,,,1.8317673999999897,1.8459303000004184,1.8459303000004184,1.8459303000004184,1.8459303000004184,1.8459303000004184,2.131416100000024,None,2.1316655000000537,2.1457853000001705,2.1457853000001705,2.1457853000001705,2.1457853000001705,2.1457853000001705,2.431217700000161,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402171,001,2025-03-26_16h01.12.776,Estimulo_ICE,2024.2.4,60.13597947680789,2025-03-26 16h01.17.253124 -0300,
Estimulo_12,4,4,0,2.2,-2.2,-2.2,2.2,1.49999999999998,-1.49999999999998,1.49999999999998,-1.49999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,2.4458880000001955,,,,,,2.431556400000318,2.4458880000001955,2.4458880000001955,2.4458880000001955,2.4458880000001955,2.4458880000001955,2.73128190000034,None,2.731551800000034,2.74578240000028,2.74578240000028,2.74578240000028,2.74578240000028,2.74578240000028,3.0312831000001097,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402171,001,2025-03-26_16h01.12.776,Estimulo_ICE,2024.2.4,60.13597947680789,2025-03-26 16h01.17.253124 -0300,
Estimulo_12,5,5,0,2.2,-2.2,-2.2,2.2,1.59999999999998,-1.59999999999998,1.59999999999998,-1.59999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,3.0458448000003955,,,,,,3.031621300000097,3.0458448000003955,3.0458448000003955,3.0458448000003955,3.0458448000003955,3.0458448000003955,3.3312909000001127,None,3.3315427000002273,3.3457986000003075,3.3457986000003075,3.3457986000003075,3.3457986000003075,3.3457986000003075,3.63127650000024,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402171,001,2025-03-26_16h01.12.776,Estimulo_ICE,2024.2.4,60.13597947680789,2025-03-26 16h01.17.253124 -0300,
Estimulo_12,6,6,0,2.2,-2.2,-2.2,2.2,1.69999999999998,-1.69999999999998,1.69999999999998,-1.69999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,3.6456725000002734,,,,,,3.6316169000001537,3.6456725000002734,3.6456725000002734,3.6456725000002734,3.6456725000002734,3.6456725000002734,3.931174000000283,None,3.931413700000121,3.9458165000000918,3.9458165000000918,3.9458165000000918,3.9458165000000918,3.9458165000000918,4.231401200000164,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402171,001,2025-03-26_16h01.12.776,Estimulo_ICE,2024.2.4,60.13597947680789,2025-03-26 16h01.17.253124 -0300,
Estimulo_12,7,7,0,2.2,-2.2,-2.2,2.2,1.79999999999998,-1.79999999999998,1.79999999999998,-1.79999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,4.245840900000076,,,,,,4.2317596000002595,4.245840900000076,4.245840900000076,4.245840900000076,4.245840900000076,4.245840900000076,4.5314604000000145,None,4.531710900000235,4.545791300000019,4.545791300000019,4.545791300000019,4.545791300000019,4.545791300000019,4.831353500000205,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402171,001,2025-03-26_16h01.12.776,Estimulo_ICE,2024.2.4,60.13597947680789,2025-03-26 16h01.17.253124 -0300,
Estimulo_12,8,8,0,2.2,-2.2,-2.2,2.2,1.89999999999998,-1.89999999999998,1.89999999999998,-1.89999999999998,None,None,,,,,,,,,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,4.845708100000138,,,,,,4.831688800000393,4.845708100000138,4.845708100000138,4.845708100000138,4.845708100000138,4.845708100000138,5.131253700000343,None,5.13148799999999,5.1458237000001645,5.1458237000001645,5.1458237000001645,5.1458237000001645,5.1458237000001645,5.431567800000266,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402171,001,2025-03-26_16h01.12.776,Estimulo_ICE,2024.2.4,60.13597947680789,2025-03-26 16h01.17.253124 -0300,
