LoopName,thisN,thisTrialN,thisRepN,px1,px2,px3,px4,py1,py2,py3,py4,key_resp_4.keys,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,key_resp_4.rt,key_resp_4.duration,key_resp_6.keys,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,key_resp_6.rt,key_resp_6.duration,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,loop_1.thisRepN,loop_1.thisTrialN,loop_1.thisN,loop_1.thisIndex,loop_2.thisRepN,loop_2.thisTrialN,loop_2.thisN,loop_2.thisIndex,loop_3.thisRepN,loop_3.thisTrialN,loop_3.thisN,loop_3.thisIndex,loop_4.thisRepN,loop_4.thisTrialN,loop_4.thisN,loop_4.thisIndex,loop_5.thisRepN,loop_5.thisTrialN,loop_5.thisN,loop_5.thisIndex,loop_6.thisRepN,loop_6.thisTrialN,loop_6.thisN,loop_6.thisIndex,loop_7.thisRepN,loop_7.thisTrialN,loop_7.thisN,loop_7.thisIndex,loop_8.thisRepN,loop_8.thisTrialN,loop_8.thisN,loop_8.thisIndex,loop_9.thisRepN,loop_9.thisTrialN,loop_9.thisN,loop_9.thisIndex,loop_10.thisRepN,loop_10.thisTrialN,loop_10.thisN,loop_10.thisIndex,loop_11.thisRepN,loop_11.thisTrialN,loop_11.thisN,loop_11.thisIndex,loop_12.thisRepN,loop_12.thisTrialN,loop_12.thisN,loop_12.thisIndex,thisRow.t,notes,salvar.started,salvar.stopped,codigo.started,codigo.stopped,trial_3.started,image_5.started,image_6.started,polygon_3.started,key_resp_4.started,trial_3.stopped,loop_5.key_resp_4.keys,trial_4.started,image_7.started,image_8.started,polygon_4.started,key_resp_5.started,image_7.stopped,image_8.stopped,polygon_4.stopped,key_resp_5.stopped,trial_4.stopped,loop_5.key_resp_5.keys,image_5.stopped,image_6.stopped,polygon_3.stopped,key_resp_4.stopped,loop_5.key_resp_5.rt,loop_5.key_resp_5.duration,loop_5.key_resp_4.rt,loop_5.key_resp_4.duration,_intertrial_interval_.started,polygon_5.started,_intertrial_interval_.stopped,trial_5.started,image_9.started,polygon_6.started,image_10.started,key_resp_6.started,trial_5.stopped,loop_10.key_resp_6.keys,trial_6.started,image_11.started,image_12.started,polygon_7.started,key_resp_7.started,trial_6.stopped,loop_10.key_resp_7.keys,loop_10.key_resp_7.rt,loop_10.key_resp_7.duration,loop_10.key_resp_6.rt,loop_10.key_resp_6.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Estimulo_5,19,19,0,2.49999999999999,-2.49999999999999,2.49999999999999,-2.49999999999999,2.2,-2.2,-2.2,2.2,None,['up'],[0.028749800000014147],[0.14379359999998087],,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.42686320000007,,,,,,11.413058399999954,11.42686320000007,11.42686320000007,11.42686320000007,11.42686320000007,11.712823800000024,None,11.713086900000008,11.72646850000001,11.72646850000001,11.72646850000001,11.72646850000001,12.026596000000154,12.026596000000154,12.026596000000154,12.026596000000154,12.012725799999998,['up'],11.72646850000001,11.72646850000001,11.72646850000001,11.72646850000001,[0.028749800000014147],[0.14379359999998087],,,,,,,,,,,,,,,,,,,,,,,,958610,001,2025-03-26_15h35.41.020,Estimulo_ICE,2024.2.4,60.05951898327824,2025-03-26 15h35.44.878721 -0300,
Estimulo_5,20,20,0,2.39999999999999,-2.39999999999999,2.39999999999999,-2.39999999999999,2.2,-2.2,-2.2,2.2,['up'],None,,,[0.20884610000007342],[None],,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.026596000000154,,,,,,12.013099700000112,12.026596000000154,12.026596000000154,12.026596000000154,12.026596000000154,12.312748300000067,['up'],12.313036499999953,12.326719800000092,12.326719800000092,12.326719800000092,12.326719800000092,12.626637999999957,12.626637999999957,12.626637999999957,12.626637999999957,12.612864000000172,None,12.326719800000092,12.326719800000092,12.326719800000092,12.326719800000092,,,[0.20884610000007342],[None],,,,,,,,,,,,,,,,,,,,,,958610,001,2025-03-26_15h35.41.020,Estimulo_ICE,2024.2.4,60.05951898327824,2025-03-26 15h35.44.878721 -0300,
Estimulo_5,21,21,0,2.29999999999999,-2.29999999999999,2.29999999999999,-2.29999999999999,2.2,-2.2,-2.2,2.2,['up'],['up'],[0.14918029999989812],[0.11141760000009526],[0.2839324999999917],[0.1686015000000225],,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.626637999999957,,,,,,12.613241199999948,12.626637999999957,12.626637999999957,12.626637999999957,12.626637999999957,12.912342999999964,['up'],12.91263640000011,12.92678160000014,12.92678160000014,12.92678160000014,12.92678160000014,13.226766200000156,13.226766200000156,13.226766200000156,13.226766200000156,13.212726200000134,['up'],12.92678160000014,12.92678160000014,12.92678160000014,12.92678160000014,[0.14918029999989812],[0.11141760000009526],[0.2839324999999917],[0.1686015000000225],,,,,,,,,,,,,,,,,,,,,,958610,001,2025-03-26_15h35.41.020,Estimulo_ICE,2024.2.4,60.05951898327824,2025-03-26 15h35.44.878721 -0300,
Estimulo_5,22,22,0,2.19999999999999,-2.19999999999999,2.19999999999999,-2.19999999999999,2.2,-2.2,-2.2,2.2,['up'],None,,,[0.10403560000008838],[0.11202319999983956],,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.226766200000156,,,,,,13.213130000000092,13.226766200000156,13.226766200000156,13.226766200000156,13.226766200000156,13.512726300000168,['up'],13.51301340000009,13.526821899999959,13.526821899999959,13.526821899999959,13.526821899999959,,,,,13.820454899999959,None,13.526821899999959,13.526821899999959,13.526821899999959,13.526821899999959,,,[0.10403560000008838],[0.11202319999983956],,,,,,,,,,,,,,,,,,,,,,958610,001,2025-03-26_15h35.41.020,Estimulo_ICE,2024.2.4,60.05951898327824,2025-03-26 15h35.44.878721 -0300,
Estimulo_5,23,23,0,2.09999999999999,-2.09999999999999,2.09999999999999,-2.09999999999999,2.2,-2.2,-2.2,2.2,['up'],None,,,[0.26309760000003735],[None],,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.84428509999998,,,,,,13.821606299999985,13.84428509999998,13.84428509999998,13.84428509999998,13.84428509999998,14.117492500000026,['up'],14.11812840000016,14.127836300000126,14.127836300000126,14.127836300000126,14.127836300000126,,,,,14.412903300000153,None,,,,,,,[0.26309760000003735],[None],,,,,,,,,,,,,,,,,,,,,,958610,001,2025-03-26_15h35.41.020,Estimulo_ICE,2024.2.4,60.05951898327824,2025-03-26 15h35.44.878721 -0300,
Estimulo_5,24,24,0,1.99999999999999,-1.99999999999999,1.99999999999999,-1.99999999999999,2.2,-2.2,-2.2,2.2,['up'],None,,,[0.12094239999987622],[None],,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.426547400000118,,,,,,14.413279600000124,14.426547400000118,14.426547400000118,14.426547400000118,14.426547400000118,14.712771900000007,['up'],14.713062600000058,14.726740199999995,14.726740199999995,14.726740199999995,14.726740199999995,15.026656300000013,15.026656300000013,15.026656300000013,15.026656300000013,15.012628500000119,None,14.726740199999995,14.726740199999995,14.726740199999995,14.726740199999995,,,[0.12094239999987622],[None],,,,,,,,,,,,,,,,,,,,,,958610,001,2025-03-26_15h35.41.020,Estimulo_ICE,2024.2.4,60.05951898327824,2025-03-26 15h35.44.878721 -0300,
Estimulo_5,25,25,0,1.89999999999999,-1.89999999999999,1.89999999999999,-1.89999999999999,2.2,-2.2,-2.2,2.2,['right'],"['right', 'right']","[0.020131800000172007, 0.26067120000016075]","[0.0960611999998946, None]",[0.016874899999947957],[0.15994369999998526],,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.026656300000013,,,,,,15.013005300000032,15.026656300000013,15.026656300000013,15.026656300000013,15.026656300000013,15.312706599999956,['right'],15.313005500000145,15.326622499999985,15.326622499999985,15.326622499999985,15.326622499999985,15.626734700000043,15.626734700000043,15.626734700000043,15.626734700000043,15.612804000000096,"['right', 'right']",15.326622499999985,15.326622499999985,15.326622499999985,15.326622499999985,"[0.020131800000172007, 0.26067120000016075]","[0.0960611999998946, None]",[0.016874899999947957],[0.15994369999998526],,,,,,,,,,,,,,,,,,,,,,958610,001,2025-03-26_15h35.41.020,Estimulo_ICE,2024.2.4,60.05951898327824,2025-03-26 15h35.44.878721 -0300,
Estimulo_5,26,26,0,1.79999999999999,-1.79999999999999,1.79999999999999,-1.79999999999999,2.2,-2.2,-2.2,2.2,None,None,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.626734700000043,,,,,,15.613207699999975,15.626734700000043,15.626734700000043,15.626734700000043,15.626734700000043,15.912677700000131,None,15.912939499999993,15.92672820000007,15.92672820000007,15.92672820000007,15.92672820000007,16.22684509999999,16.22684509999999,16.22684509999999,16.22684509999999,16.21267200000011,None,15.92672820000007,15.92672820000007,15.92672820000007,15.92672820000007,,,,,,,,,,,,,,,,,,,,,,,,,,958610,001,2025-03-26_15h35.41.020,Estimulo_ICE,2024.2.4,60.05951898327824,2025-03-26 15h35.44.878721 -0300,
Estimulo_5,27,27,0,1.69999999999999,-1.69999999999999,1.69999999999999,-1.69999999999999,2.2,-2.2,-2.2,2.2,['right'],['right'],[0.15695909999999458],[0.09515799999985575],[0.16124839999997675],[None],,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.22684509999999,,,,,,16.213033400000086,16.22684509999999,16.22684509999999,16.22684509999999,16.22684509999999,16.512691900000164,['right'],16.51298020000013,16.526684599999953,16.526684599999953,16.526684599999953,16.526684599999953,16.826581799999985,16.826581799999985,16.826581799999985,16.826581799999985,16.812408300000016,['right'],16.526684599999953,16.526684599999953,16.526684599999953,16.526684599999953,[0.15695909999999458],[0.09515799999985575],[0.16124839999997675],[None],,,,,,,,,,,,,,,,,,,,,,958610,001,2025-03-26_15h35.41.020,Estimulo_ICE,2024.2.4,60.05951898327824,2025-03-26 15h35.44.878721 -0300,
Estimulo_5,28,28,0,1.59999999999999,-1.59999999999999,1.59999999999999,-1.59999999999999,2.2,-2.2,-2.2,2.2,['right'],None,,,[0.03258749999986321],[0.10344589999999698],,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.826581799999985,,,,,,16.81277420000015,16.826581799999985,16.826581799999985,16.826581799999985,16.826581799999985,17.11274430000003,['right'],17.11303070000008,17.126789700000018,17.126789700000018,17.126789700000018,17.126789700000018,17.426714700000048,17.426714700000048,17.426714700000048,17.426714700000048,17.412679000000026,None,17.126789700000018,17.126789700000018,17.126789700000018,17.126789700000018,,,[0.03258749999986321],[0.10344589999999698],,,,,,,,,,,,,,,,,,,,,,958610,001,2025-03-26_15h35.41.020,Estimulo_ICE,2024.2.4,60.05951898327824,2025-03-26 15h35.44.878721 -0300,
Estimulo_5,29,29,0,1.49999999999999,-1.49999999999998,1.49999999999999,-1.49999999999998,2.2,-2.2,-2.2,2.2,['right'],"['right', 'right']","[0.004345800000010058, 0.19701430000009168]","[0.08895340000003671, 0.07147680000002765]",[0.05638490000001184],[0.11966669999992519],,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.426714700000048,,,,,,17.413055800000166,17.426714700000048,17.426714700000048,17.426714700000048,17.426714700000048,17.712444300000016,['right'],17.71273220000012,17.726708700000017,17.726708700000017,17.726708700000017,17.726708700000017,,,,,18.019434100000126,"['right', 'right']",17.726708700000017,17.726708700000017,17.726708700000017,17.726708700000017,"[0.004345800000010058, 0.19701430000009168]","[0.08895340000003671, 0.07147680000002765]",[0.05638490000001184],[0.11966669999992519],,,,,,,,,,,,,,,,,,,,,,958610,001,2025-03-26_15h35.41.020,Estimulo_ICE,2024.2.4,60.05951898327824,2025-03-26 15h35.44.878721 -0300,
Estimulo_5,30,30,0,1.39999999999999,-1.39999999999998,1.39999999999999,-1.39999999999998,2.2,-2.2,-2.2,2.2,"['right', 'up']",['up'],[0.20372189999989132],[0.04754210000010062],"[0.06349260000001777, 0.24673510000002352]","[0.13538410000001022, None]",,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.028471900000113,,,,,,18.020578000000114,18.028471900000113,18.028471900000113,18.028471900000113,18.028471900000113,18.315585600000077,"['right', 'up']",18.316111699999965,18.32739730000003,18.32739730000003,18.32739730000003,18.32739730000003,18.627412800000002,18.627412800000002,18.627412800000002,18.627412800000002,18.61538930000006,['up'],18.32739730000003,18.32739730000003,18.32739730000003,18.32739730000003,[0.20372189999989132],[0.04754210000010062],"[0.06349260000001777, 0.24673510000002352]","[0.13538410000001022, None]",,,,,,,,,,,,,,,,,,,,,,958610,001,2025-03-26_15h35.41.020,Estimulo_ICE,2024.2.4,60.05951898327824,2025-03-26 15h35.44.878721 -0300,
Estimulo_5,31,31,0,1.29999999999999,-1.29999999999998,1.29999999999999,-1.29999999999998,2.2,-2.2,-2.2,2.2,None,None,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.627412800000002,,,,,,18.6161247,18.627412800000002,18.627412800000002,18.627412800000002,18.627412800000002,18.91548980000016,None,18.91597640000009,18.927557200000138,18.927557200000138,18.927557200000138,18.927557200000138,,,,,19.22011180000004,None,18.927557200000138,18.927557200000138,18.927557200000138,18.927557200000138,,,,,,,,,,,,,,,,,,,,,,,,,,958610,001,2025-03-26_15h35.41.020,Estimulo_ICE,2024.2.4,60.05951898327824,2025-03-26 15h35.44.878721 -0300,
Estimulo_5,32,32,0,1.19999999999999,-1.19999999999998,1.19999999999999,-1.19999999999998,2.2,-2.2,-2.2,2.2,None,None,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.244680100000096,,,,,,19.22152330000017,19.244680100000096,19.244680100000096,19.244680100000096,19.244680100000096,19.513001600000052,None,19.51326670000003,19.526627700000063,19.526627700000063,19.526627700000063,19.526627700000063,19.82682590000013,19.82682590000013,19.82682590000013,19.82682590000013,19.81263839999997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,958610,001,2025-03-26_15h35.41.020,Estimulo_ICE,2024.2.4,60.05951898327824,2025-03-26 15h35.44.878721 -0300,
Estimulo_5,33,33,0,1.09999999999999,-1.09999999999998,1.09999999999999,-1.09999999999998,2.2,-2.2,-2.2,2.2,None,None,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.82682590000013,,,,,,19.813022400000136,19.82682590000013,19.82682590000013,19.82682590000013,19.82682590000013,20.112725599999976,None,20.112984200000028,20.126709699999992,20.126709699999992,20.126709699999992,20.126709699999992,20.50959899999998,20.50959899999998,20.50959899999998,20.50959899999998,20.412658500000134,None,20.126709699999992,20.126709699999992,20.126709699999992,20.126709699999992,,,,,,,,,,,,,,,,,,,,,,,,,,958610,001,2025-03-26_15h35.41.020,Estimulo_ICE,2024.2.4,60.05951898327824,2025-03-26 15h35.44.878721 -0300,
Estimulo_5,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.50340129999995,20.50959899999998,21.928753300000153,,,,,,,,,,,,,,,,,,,958610,001,2025-03-26_15h35.41.020,Estimulo_ICE,2024.2.4,60.05951898327824,2025-03-26 15h35.44.878721 -0300,
Estimulo_10,0,0,0,1.1,-1.1,1.1,-1.1,2.2,-2.2,-2.2,2.2,,,,,,,None,['up'],[0.1919769000000997],[None],,,0,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,22.059531600000128,,,,21.928869600000098,21.929236899999978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.048333100000036,22.059531600000128,22.059531600000128,22.059531600000128,22.059531600000128,22.24570420000009,None,22.245934700000134,22.259834200000114,22.259834200000114,22.259834200000114,22.259834200000114,22.545621500000152,['up'],[0.1919769000000997],[None],,,958610,001,2025-03-26_15h35.41.020,Estimulo_ICE,2024.2.4,60.05951898327824,2025-03-26 15h35.44.878721 -0300,
Estimulo_10,1,1,0,1.2,-1.2,1.2,-1.2,2.2,-2.2,-2.2,2.2,,,,,,,['up'],"['right', 'right']","[0.0547271999998884, 0.24005629999987832]","[0.09628060000000005, None]",[0.13173239999991893],[0.1117424999999912],0,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,22.560033100000055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.546011900000167,22.560033100000055,22.560033100000055,22.560033100000055,22.560033100000055,22.845499100000097,['up'],22.84577420000005,22.860083499999973,22.860083499999973,22.860083499999973,22.860083499999973,23.145573499999955,"['right', 'right']","[0.0547271999998884, 0.24005629999987832]","[0.09628060000000005, None]",[0.13173239999991893],[0.1117424999999912],958610,001,2025-03-26_15h35.41.020,Estimulo_ICE,2024.2.4,60.05951898327824,2025-03-26 15h35.44.878721 -0300,
Estimulo_10,2,2,0,1.3,-1.3,1.3,-1.3,2.2,-2.2,-2.2,2.2,,,,,,,['right'],['right'],[0.08755459999997584],[0.0952070000000731],[0.10774689999993825],[0.08798200000001088],0,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,23.1600198000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.145967400000018,23.1600198000001,23.1600198000001,23.1600198000001,23.1600198000001,23.445601699999997,['right'],23.445872200000167,23.45999780000011,23.45999780000011,23.45999780000011,23.45999780000011,23.745517300000074,['right'],[0.08755459999997584],[0.0952070000000731],[0.10774689999993825],[0.08798200000001088],958610,001,2025-03-26_15h35.41.020,Estimulo_ICE,2024.2.4,60.05951898327824,2025-03-26 15h35.44.878721 -0300,
,3,3,0,1.4,-1.4,1.4,-1.4,2.2,-2.2,-2.2,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,23.760107900000094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.7459080000001,23.760107900000094,23.760107900000094,23.760107900000094,23.760107900000094,24.04559900000004,['right'],24.045875499999966,24.060021499999948,24.060021499999948,24.060021499999948,24.060021499999948,,,,,[0.012037599999985105],[0.07913039999993998],,,,,,,,
