LoopName,thisN,thisTrialN,thisRepN,px1,px2,px3,px4,py1,py2,py3,py4,key_resp_6.keys,key_resp_7.keys,key_resp_6.rt,key_resp_6.duration,key_resp_7.rt,key_resp_7.duration,key_resp_4.keys,key_resp_5.keys,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,loop_1.thisRepN,loop_1.thisTrialN,loop_1.thisN,loop_1.thisIndex,loop_2.thisRepN,loop_2.thisTrialN,loop_2.thisN,loop_2.thisIndex,loop_3.thisRepN,loop_3.thisTrialN,loop_3.thisN,loop_3.thisIndex,loop_4.thisRepN,loop_4.thisTrialN,loop_4.thisN,loop_4.thisIndex,loop_5.thisRepN,loop_5.thisTrialN,loop_5.thisN,loop_5.thisIndex,loop_6.thisRepN,loop_6.thisTrialN,loop_6.thisN,loop_6.thisIndex,loop_7.thisRepN,loop_7.thisTrialN,loop_7.thisN,loop_7.thisIndex,loop_8.thisRepN,loop_8.thisTrialN,loop_8.thisN,loop_8.thisIndex,loop_9.thisRepN,loop_9.thisTrialN,loop_9.thisN,loop_9.thisIndex,loop_10.thisRepN,loop_10.thisTrialN,loop_10.thisN,loop_10.thisIndex,loop_11.thisRepN,loop_11.thisTrialN,loop_11.thisN,loop_11.thisIndex,loop_12.thisRepN,loop_12.thisTrialN,loop_12.thisN,loop_12.thisIndex,thisRow.t,notes,salvar.started,salvar.stopped,codigo.started,codigo.stopped,trial_5.started,image_9.started,polygon_6.started,image_10.started,key_resp_6.started,text_5.started,trial_5.stopped,loop_9.key_resp_6.keys,trial_6.started,image_11.started,image_12.started,polygon_7.started,key_resp_7.started,text_6.started,trial_6.stopped,loop_9.key_resp_7.keys,loop_9.key_resp_6.rt,loop_9.key_resp_6.duration,loop_9.key_resp_7.rt,loop_9.key_resp_7.duration,_intertrial_interval_.started,polygon_5.started,_intertrial_interval_.stopped,trial_3.started,image_5.started,image_6.started,polygon_3.started,key_resp_4.started,text_3.started,trial_3.stopped,loop_6.key_resp_4.keys,trial_4.started,image_7.started,image_8.started,polygon_4.started,key_resp_5.started,text_4.started,image_7.stopped,image_8.stopped,polygon_4.stopped,key_resp_5.stopped,text_4.stopped,trial_4.stopped,loop_6.key_resp_5.keys,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Estimulo_9,9,9,0,3.5,-3.5,3.5,-3.5,2.2,-2.2,-2.2,2.2,None,None,,,,,,,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,5.4400717000000895,,,,,,5.426149699999996,5.4400717000000895,5.4400717000000895,5.4400717000000895,5.4400717000000895,5.4400717000000895,5.7254918000001,None,5.725739400000066,5.739892800000007,5.739892800000007,5.739892800000007,5.739892800000007,5.739892800000007,6.025513300000057,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,045485,001,2025-03-26_15h39.46.920,Estimulo_ICE,2024.2.4,60.282326246715016,2025-03-26 15h39.51.394272 -0300,
Estimulo_9,10,10,0,3.39999999999999,-3.39999999999999,3.39999999999999,-3.39999999999999,2.2,-2.2,-2.2,2.2,['right'],None,[0.10038000000008651],[None],,,,,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,6.040149500000098,,,,,,6.025873700000147,6.040149500000098,6.040149500000098,6.040149500000098,6.040149500000098,6.040149500000098,6.325757100000146,['right'],6.326034100000015,6.340142700000115,6.340142700000115,6.340142700000115,6.340142700000115,6.340142700000115,6.625482200000079,None,[0.10038000000008651],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,045485,001,2025-03-26_15h39.46.920,Estimulo_ICE,2024.2.4,60.282326246715016,2025-03-26 15h39.51.394272 -0300,
Estimulo_9,11,11,0,3.29999999999999,-3.29999999999999,3.29999999999999,-3.29999999999999,2.2,-2.2,-2.2,2.2,['right'],['right'],[0.028498200000058205],[0.16002060000005258],[0.24925570000004882],[None],,,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,6.64015940000013,,,,,,6.6258580999999594,6.64015940000013,6.64015940000013,6.64015940000013,6.64015940000013,6.64015940000013,6.925524800000176,['right'],6.925786400000106,6.940062699999999,6.940062699999999,6.940062699999999,6.940062699999999,6.940062699999999,7.225584600000047,['right'],[0.028498200000058205],[0.16002060000005258],[0.24925570000004882],[None],,,,,,,,,,,,,,,,,,,,,,,,,045485,001,2025-03-26_15h39.46.920,Estimulo_ICE,2024.2.4,60.282326246715016,2025-03-26 15h39.51.394272 -0300,
Estimulo_9,12,12,0,3.19999999999999,-3.19999999999999,3.19999999999999,-3.19999999999999,2.2,-2.2,-2.2,2.2,None,['right'],,,[0.17680749999999534],[None],,,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,7.2401674000000185,,,,,,7.22595420000016,7.2401674000000185,7.2401674000000185,7.2401674000000185,7.2401674000000185,7.2401674000000185,7.5257318000001305,None,7.525975400000107,7.540128900000127,7.540128900000127,7.540128900000127,7.540128900000127,7.540128900000127,7.825401400000146,['right'],,,[0.17680749999999534],[None],,,,,,,,,,,,,,,,,,,,,,,,,045485,001,2025-03-26_15h39.46.920,Estimulo_ICE,2024.2.4,60.282326246715016,2025-03-26 15h39.51.394272 -0300,
Estimulo_9,13,13,0,3.09999999999999,-3.09999999999999,3.09999999999999,-3.09999999999999,2.2,-2.2,-2.2,2.2,None,['up'],,,[0.06510149999985515],[0.16041150000000926],,,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,7.83989570000017,,,,,,7.825774300000148,7.83989570000017,7.83989570000017,7.83989570000017,7.83989570000017,7.83989570000017,8.125610700000152,None,8.125854000000118,8.140089400000079,8.140089400000079,8.140089400000079,8.140089400000079,8.140089400000079,8.42549299999996,['up'],,,[0.06510149999985515],[0.16041150000000926],,,,,,,,,,,,,,,,,,,,,,,,,045485,001,2025-03-26_15h39.46.920,Estimulo_ICE,2024.2.4,60.282326246715016,2025-03-26 15h39.51.394272 -0300,
Estimulo_9,14,14,0,2.99999999999999,-2.99999999999999,2.99999999999999,-2.99999999999999,2.2,-2.2,-2.2,2.2,['right'],None,[0.0849574000001212],[None],,,,,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,8.440122299999985,,,,,,8.425858199999993,8.440122299999985,8.440122299999985,8.440122299999985,8.440122299999985,8.440122299999985,8.725500900000043,['right'],8.725785300000098,8.740077700000029,8.740077700000029,8.740077700000029,8.740077700000029,8.740077700000029,9.025490600000012,None,[0.0849574000001212],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,045485,001,2025-03-26_15h39.46.920,Estimulo_ICE,2024.2.4,60.282326246715016,2025-03-26 15h39.51.394272 -0300,
Estimulo_9,15,15,0,2.89999999999999,-2.89999999999999,2.89999999999999,-2.89999999999999,2.2,-2.2,-2.2,2.2,None,None,,,,,,,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,9.040094500000123,,,,,,9.025827500000105,9.040094500000123,9.040094500000123,9.040094500000123,9.040094500000123,9.040094500000123,9.325792200000024,None,9.32604820000006,9.34019360000002,9.34019360000002,9.34019360000002,9.34019360000002,9.34019360000002,9.625420300000087,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,045485,001,2025-03-26_15h39.46.920,Estimulo_ICE,2024.2.4,60.282326246715016,2025-03-26 15h39.51.394272 -0300,
Estimulo_9,16,16,0,2.79999999999999,-2.79999999999999,2.79999999999999,-2.79999999999999,2.2,-2.2,-2.2,2.2,None,None,,,,,,,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,9.639879600000086,,,,,,9.625777299999982,9.639879600000086,9.639879600000086,9.639879600000086,9.639879600000086,9.639879600000086,9.925486999999976,None,9.925753299999997,9.939856599999985,9.939856599999985,9.939856599999985,9.939856599999985,9.939856599999985,10.225459900000033,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,045485,001,2025-03-26_15h39.46.920,Estimulo_ICE,2024.2.4,60.282326246715016,2025-03-26 15h39.51.394272 -0300,
Estimulo_9,17,17,0,2.69999999999999,-2.69999999999999,2.69999999999999,-2.69999999999999,2.2,-2.2,-2.2,2.2,None,None,,,,,,,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,10.240122800000108,,,,,,10.225811900000053,10.240122800000108,10.240122800000108,10.240122800000108,10.240122800000108,10.240122800000108,10.525450400000182,None,10.525696800000105,10.539892200000168,10.539892200000168,10.539892200000168,10.539892200000168,10.539892200000168,10.825524100000166,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,045485,001,2025-03-26_15h39.46.920,Estimulo_ICE,2024.2.4,60.282326246715016,2025-03-26 15h39.51.394272 -0300,
Estimulo_9,18,18,0,2.59999999999999,-2.59999999999999,2.59999999999999,-2.59999999999999,2.2,-2.2,-2.2,2.2,None,['up'],,,[0.17747140000005857],[None],,,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,10.840149800000063,,,,,,10.8258608000001,10.840149800000063,10.840149800000063,10.840149800000063,10.840149800000063,10.840149800000063,11.125669100000096,None,11.125918899999988,11.139902399999983,11.139902399999983,11.139902399999983,11.139902399999983,11.139902399999983,11.425319000000172,['up'],,,[0.17747140000005857],[None],,,,,,,,,,,,,,,,,,,,,,,,,045485,001,2025-03-26_15h39.46.920,Estimulo_ICE,2024.2.4,60.282326246715016,2025-03-26 15h39.51.394272 -0300,
Estimulo_9,19,19,0,2.49999999999999,-2.49999999999999,2.49999999999999,-2.49999999999999,2.2,-2.2,-2.2,2.2,['right'],None,[0.2620260999999573],[None],,,,,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,11.44009640000013,,,,,,11.425692000000026,11.44009640000013,11.44009640000013,11.44009640000013,11.44009640000013,11.44009640000013,11.72555639999996,['right'],11.725824300000113,11.740097500000047,11.740097500000047,11.740097500000047,11.740097500000047,11.740097500000047,12.025509900000088,None,[0.2620260999999573],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,045485,001,2025-03-26_15h39.46.920,Estimulo_ICE,2024.2.4,60.282326246715016,2025-03-26 15h39.51.394272 -0300,
Estimulo_9,20,20,0,2.39999999999999,-2.39999999999999,2.39999999999999,-2.39999999999999,2.2,-2.2,-2.2,2.2,None,['right'],,,[0.05723499999999149],[None],,,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,12.039973800000098,,,,,,12.025850300000002,12.039973800000098,12.039973800000098,12.039973800000098,12.039973800000098,12.039973800000098,12.325849300000073,None,12.326079300000174,12.340372500000058,12.340372500000058,12.340372500000058,12.340372500000058,12.340372500000058,12.625465800000029,['right'],,,[0.05723499999999149],[None],,,,,,,,,,,,,,,,,,,,,,,,,045485,001,2025-03-26_15h39.46.920,Estimulo_ICE,2024.2.4,60.282326246715016,2025-03-26 15h39.51.394272 -0300,
Estimulo_9,21,21,0,2.29999999999999,-2.29999999999999,2.29999999999999,-2.29999999999999,2.2,-2.2,-2.2,2.2,None,None,,,,,,,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,12.640174399999978,,,,,,12.625828200000115,12.640174399999978,12.640174399999978,12.640174399999978,12.640174399999978,12.640174399999978,12.92551010000011,None,12.925751900000023,12.939938299999994,12.939938299999994,12.939938299999994,12.939938299999994,12.939938299999994,13.225312799999983,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,045485,001,2025-03-26_15h39.46.920,Estimulo_ICE,2024.2.4,60.282326246715016,2025-03-26 15h39.51.394272 -0300,
Estimulo_9,22,22,0,2.19999999999999,-2.19999999999999,2.19999999999999,-2.19999999999999,2.2,-2.2,-2.2,2.2,['up'],['right'],[0.06856039999979657],[0.1131387000000359],[0.1772225999998227],[None],,,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,13.240154300000086,,,,,,13.225656500000014,13.240154300000086,13.240154300000086,13.240154300000086,13.240154300000086,13.240154300000086,13.525521900000058,['up'],13.525788600000169,13.540205600000036,13.540205600000036,13.540205600000036,13.540205600000036,13.540205600000036,13.825676700000031,['right'],[0.06856039999979657],[0.1131387000000359],[0.1772225999998227],[None],,,,,,,,,,,,,,,,,,,,,,,,,045485,001,2025-03-26_15h39.46.920,Estimulo_ICE,2024.2.4,60.282326246715016,2025-03-26 15h39.51.394272 -0300,
Estimulo_9,23,23,0,2.09999999999999,-2.09999999999999,2.09999999999999,-2.09999999999999,2.2,-2.2,-2.2,2.2,None,['right'],,,[0.2330506000000696],[None],,,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,13.840236400000094,,,,,,13.826047000000017,13.840236400000094,13.840236400000094,13.840236400000094,13.840236400000094,13.840236400000094,14.12606310000001,None,14.126326000000063,14.140235800000028,14.140235800000028,14.140235800000028,14.140235800000028,14.140235800000028,14.425511099999994,['right'],,,[0.2330506000000696],[None],,,,,,,,,,,,,,,,,,,,,,,,,045485,001,2025-03-26_15h39.46.920,Estimulo_ICE,2024.2.4,60.282326246715016,2025-03-26 15h39.51.394272 -0300,
Estimulo_9,24,24,0,1.99999999999999,-1.99999999999999,1.99999999999999,-1.99999999999999,2.2,-2.2,-2.2,2.2,None,['right'],,,[0.11325489999990168],[None],,,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,14.440131600000086,,,,,,14.425875800000085,14.440131600000086,14.440131600000086,14.440131600000086,14.440131600000086,14.440131600000086,14.725376500000039,None,14.725614299999961,14.739939900000081,14.739939900000081,14.739939900000081,14.739939900000081,14.739939900000081,15.025435100000095,['right'],,,[0.11325489999990168],[None],,,,,,,,,,,,,,,,,,,,,,,,,045485,001,2025-03-26_15h39.46.920,Estimulo_ICE,2024.2.4,60.282326246715016,2025-03-26 15h39.51.394272 -0300,
Estimulo_9,25,25,0,1.89999999999999,-1.89999999999999,1.89999999999999,-1.89999999999999,2.2,-2.2,-2.2,2.2,None,None,,,,,,,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,15.039990100000068,,,,,,15.025792000000138,15.039990100000068,15.039990100000068,15.039990100000068,15.039990100000068,15.039990100000068,15.325451899999962,None,15.32569209999997,15.339878800000179,15.339878800000179,15.339878800000179,15.339878800000179,15.339878800000179,15.625530600000047,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,045485,001,2025-03-26_15h39.46.920,Estimulo_ICE,2024.2.4,60.282326246715016,2025-03-26 15h39.51.394272 -0300,
Estimulo_9,26,26,0,1.79999999999999,-1.79999999999999,1.79999999999999,-1.79999999999999,2.2,-2.2,-2.2,2.2,None,None,,,,,,,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,15.640148500000123,,,,,,15.625872900000104,15.640148500000123,15.640148500000123,15.640148500000123,15.640148500000123,15.640148500000123,15.925519900000154,None,15.925761899999998,15.939909200000102,15.939909200000102,15.939909200000102,15.939909200000102,15.939909200000102,16.225439900000083,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,045485,001,2025-03-26_15h39.46.920,Estimulo_ICE,2024.2.4,60.282326246715016,2025-03-26 15h39.51.394272 -0300,
Estimulo_9,27,27,0,1.69999999999999,-1.69999999999999,1.69999999999999,-1.69999999999999,2.2,-2.2,-2.2,2.2,None,None,,,,,,,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,16.23991010000009,,,,,,16.225785400000177,16.23991010000009,16.23991010000009,16.23991010000009,16.23991010000009,16.23991010000009,16.52548250000018,None,16.525720000000092,16.540181200000006,16.540181200000006,16.540181200000006,16.540181200000006,16.540181200000006,16.82560269999999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,045485,001,2025-03-26_15h39.46.920,Estimulo_ICE,2024.2.4,60.282326246715016,2025-03-26 15h39.51.394272 -0300,
Estimulo_9,28,28,0,1.59999999999999,-1.59999999999999,1.59999999999999,-1.59999999999999,2.2,-2.2,-2.2,2.2,None,None,,,,,,,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,28,,,,,,,,,,,,,16.84017030000018,,,,,,16.825951400000122,16.84017030000018,16.84017030000018,16.84017030000018,16.84017030000018,16.84017030000018,17.12538059999997,None,17.125615000000153,17.140059500000007,17.140059500000007,17.140059500000007,17.140059500000007,17.140059500000007,17.42573100000004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,045485,001,2025-03-26_15h39.46.920,Estimulo_ICE,2024.2.4,60.282326246715016,2025-03-26 15h39.51.394272 -0300,
Estimulo_9,29,29,0,1.49999999999999,-1.49999999999998,1.49999999999999,-1.49999999999998,2.2,-2.2,-2.2,2.2,None,None,,,,,,,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,,,,17.440101700000014,,,,,,17.426097700000128,17.440101700000014,17.440101700000014,17.440101700000014,17.440101700000014,17.440101700000014,17.72551980000003,None,17.725767399999995,17.740191900000127,17.740191900000127,17.740191900000127,17.740191900000127,17.740191900000127,18.025189299999965,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,045485,001,2025-03-26_15h39.46.920,Estimulo_ICE,2024.2.4,60.282326246715016,2025-03-26 15h39.51.394272 -0300,
